date,A191RX
1989-01-01,1.0729535623785453
1989-04-01,1.0729517947761247
1989-07-01,1.07295028911338
1989-10-01,1.072949540393519
1990-01-01,1.0729504598281616
1990-04-01,1.0729510824523265
1990-07-01,1.0729518249466692
1990-10-01,1.0729517164945643
1991-01-01,1.072950928899582
1991-04-01,1.072950620357296
1991-07-01,1.072950836598071
1991-10-01,1.0729506328293545
1992-01-01,1.0729516362131575
1992-04-01,1.0729514522817705
1992-07-01,1.072951484133426
1992-10-01,1.072951226394972
1993-01-01,1.0729508475289853
1993-04-01,1.072951460805391
1993-07-01,1.0729514419627715
1993-10-01,1.072952222570608
1994-01-01,1.072952755465292
1994-04-01,1.0729536328221962
1994-07-01,1.0729541505987454
1994-10-01,1.072954701063316
1995-01-01,1.07295561025041
1995-04-01,1.072955793683127
1995-07-01,1.0729564387731407
1995-10-01,1.0729569238406982
1996-01-01,1.0729577629774347
1996-04-01,1.0729583978216877
1996-07-01,1.0729586403378621
1996-10-01,1.0729583417340822
1997-01-01,1.0729570882593489
1997-04-01,1.0729912808500148
1997-07-01,1.0729678649350407
1997-10-01,1.0729159149214662
1998-01-01,1.0729624195388532
1998-04-01,1.0729610095558875
1998-07-01,1.073026452760354
1998-10-01,1.0729525975220129
1999-01-01,1.0729059048514122
1999-04-01,1.072903168891409
1999-07-01,1.0729334130495662
1999-10-01,1.0729111197994519
2000-01-01,1.0728934387981
2000-04-01,1.072900865394975
2000-07-01,1.072924000427795
2000-10-01,1.0729525532997795
2001-01-01,1.072914040288667
2001-04-01,1.0729472414695782
2001-07-01,1.0729441154842694
2001-10-01,1.072916949726535
2002-01-01,1.073003476693759
2002-04-01,1.0729736604123241
2002-07-01,1.0730055356513253
2002-10-01,1.0729299798124214
2003-01-01,1.0730358545002678
2003-04-01,1.0729533654020742
2003-07-01,1.0729143559374459
2003-10-01,1.0729851630191223
2004-01-01,1.0729183230910604
2004-04-01,1.0728780116647212
2004-07-01,1.0729560974287156
2004-10-01,1.0729367752563315
2005-01-01,1.072920654779309
2005-04-01,1.0729849315758053
2005-07-01,1.0729656838048953
2005-10-01,1.072833262594447
2006-01-01,1.0727985170382117
2006-04-01,1.072939448124451
2006-07-01,1.072934088674605
2006-10-01,1.0731015353925188
2007-01-01,1.0731789663333884
2007-04-01,1.0728945377900148
2007-07-01,1.0726142599944295
2007-10-01,1.072812479823552
2008-01-01,1.072604204597544
2008-04-01,1.0728509173151541
2008-07-01,1.0728685497405974
2008-10-01,1.0728035147902202
2009-01-01,1.0731383590754882
2009-04-01,1.0730371753380805
2009-07-01,1.0729223724516972
2009-10-01,1.0730598657728594
2010-01-01,1.0728938081822799
2010-04-01,1.0728925487650993
2010-07-01,1.0728706251102453
2010-10-01,1.07292948916039
2011-01-01,1.0729694035686062
2011-04-01,1.0729537535777744
2011-07-01,1.07313037043646
2011-10-01,1.0731449185111668
2012-01-01,1.0733649164201067
2012-04-01,1.073263139787148
2012-07-01,1.0729325627799422
2012-10-01,1.0729947512382643
2013-01-01,1.0742581950474668
2013-04-01,1.0756340254568615
2013-07-01,1.076271563831992
2013-10-01,1.0779875376658314
2014-01-01,1.078041775170021
2014-04-01,1.078123872687804
2014-07-01,1.0786613071164333
2014-10-01,1.079270600980618
2015-01-01,1.080203825701665
2015-04-01,1.0806270110106655
2015-07-01,1.0814550371965947
2015-10-01,1.08186803335292
2016-01-01,1.0817641320625444
2016-04-01,1.0819661923965387
2016-07-01,1.083130689973629
2016-10-01,1.0837494442123985
2017-01-01,1.0843669891834657
2017-04-01,1.0849720493961417
2017-07-01,1.084552764084101
2017-10-01,1.0858561574632857
2018-01-01,1.0871583734277037
2018-04-01,1.0853605980965864
2018-07-01,1.0843009221300737
2018-10-01,1.083866484542516
2019-01-01,1.083870694406403
2019-04-01,1.085557326625242
2019-07-01,1.088163451733559
2019-10-01,1.0903114543213668
2020-01-01,1.0882404872869897
2020-04-01,1.09529578486599
2020-07-01,1.0943283937233377
2020-10-01,1.095108913626328
2021-01-01,1.092334321248545
2021-04-01,1.0903230454300417
2021-07-01,1.0920310254966885
2021-10-01,1.0920426042331617
2022-01-01,1.0910848717391732
2022-04-01,1.091121603721809
2022-07-01,1.0895787179270975
2022-10-01,1.0895573296675816
2023-01-01,1.0902031577556506
2023-04-01,1.0902011613880915
