date,T5YIE
2018-01-07,1.91
2018-01-14,1.922
2018-01-21,1.9575
2018-01-28,1.9439999999999997
2018-02-04,1.9460000000000002
2018-02-11,1.89
2018-02-18,1.9259999999999997
2018-02-25,2.05
2018-03-04,2.052
2018-03-11,2.058
2018-03-18,2.0460000000000003
2018-03-25,2.018
2018-04-01,1.9449999999999998
2018-04-08,1.9920000000000002
2018-04-15,2.028
2018-04-22,2.07
2018-04-29,2.098
2018-05-06,2.0919999999999996
2018-05-13,2.118
2018-05-20,2.146
2018-05-27,2.1100000000000003
2018-06-03,2.0175
2018-06-10,2.0620000000000003
2018-06-17,2.0780000000000003
2018-06-24,2.066
2018-07-01,2.066
2018-07-08,2.0825
2018-07-15,2.0780000000000003
2018-07-22,2.0279999999999996
2018-07-29,2.004
2018-08-05,2.0
2018-08-12,1.982
2018-08-19,1.9759999999999998
2018-08-26,1.972
2018-09-02,1.9920000000000002
2018-09-09,1.98
2018-09-16,1.998
2018-09-23,2.012
2018-09-30,2.038
2018-10-07,2.05
2018-10-14,2.0175
2018-10-21,1.996
2018-10-28,1.938
2018-11-04,1.904
2018-11-11,1.916
2018-11-18,1.865
2018-11-25,1.8125
2018-12-02,1.762
2018-12-09,1.7175
2018-12-16,1.6219999999999999
2018-12-23,1.56
2018-12-30,1.5350000000000001
2019-01-06,1.5175
2019-01-13,1.652
2019-01-20,1.6439999999999997
2019-01-27,1.6324999999999998
2019-02-03,1.668
2019-02-10,1.706
2019-02-17,1.73
2019-02-24,1.7925
2019-03-03,1.834
2019-03-10,1.816
2019-03-17,1.8359999999999999
2019-03-24,1.8539999999999999
2019-03-31,1.752
2019-04-07,1.8080000000000003
2019-04-14,1.8240000000000003
2019-04-21,1.8525
2019-04-28,1.866
2019-05-05,1.8240000000000003
2019-05-12,1.7600000000000002
2019-05-19,1.736
2019-05-26,1.67
2019-06-02,1.585
2019-06-09,1.586
2019-06-16,1.538
2019-06-23,1.53
2019-06-30,1.542
2019-07-07,1.5225
2019-07-14,1.59
2019-07-21,1.608
2019-07-28,1.592
2019-08-04,1.526
2019-08-11,1.408
2019-08-18,1.374
2019-08-25,1.348
2019-09-01,1.36
2019-09-08,1.3250000000000002
2019-09-15,1.414
2019-09-22,1.434
2019-09-29,1.396
2019-10-06,1.298
2019-10-13,1.278
2019-10-20,1.4300000000000002
2019-10-27,1.53
2019-11-03,1.49
2019-11-10,1.59
2019-11-17,1.56
2019-11-24,1.528
2019-12-01,1.5225
2019-12-08,1.546
2019-12-15,1.6039999999999999
2019-12-22,1.6640000000000001
2019-12-29,1.66
2020-01-05,1.6875
2020-01-12,1.6759999999999997
2020-01-19,1.686
2020-01-26,1.64
2020-02-02,1.584
2020-02-09,1.594
2020-02-16,1.6300000000000001
2020-02-23,1.63
2020-03-01,1.48
2020-03-08,1.284
2020-03-15,0.6839999999999999
2020-03-22,0.21400000000000002
2020-03-29,0.5740000000000001
2020-04-05,0.626
2020-04-12,0.87
2020-04-19,0.8240000000000001
2020-04-26,0.6439999999999999
2020-05-03,0.744
2020-05-10,0.71
2020-05-17,0.728
2020-05-24,0.82
2020-05-31,0.8325
2020-06-07,0.8779999999999999
2020-06-14,0.9719999999999999
2020-06-21,1.038
2020-06-28,1.114
2020-07-05,1.17
2020-07-12,1.252
2020-07-19,1.294
2020-07-26,1.3780000000000001
2020-08-02,1.378
2020-08-09,1.492
2020-08-16,1.528
2020-08-23,1.528
2020-08-30,1.626
2020-09-06,1.61
2020-09-13,1.5475
2020-09-20,1.56
2020-09-27,1.472
2020-10-04,1.486
2020-10-11,1.538
2020-10-18,1.5225
2020-10-25,1.592
2020-11-01,1.616
2020-11-08,1.574
2020-11-15,1.6475
2020-11-22,1.626
2020-11-29,1.6524999999999999
2020-12-06,1.754
2020-12-13,1.834
2020-12-20,1.884
2020-12-27,1.9175
2021-01-03,1.9224999999999999
2021-01-10,2.038
2021-01-17,2.064
2021-01-24,2.1525
2021-01-31,2.168
2021-02-07,2.242
2021-02-14,2.32
2021-02-21,2.325
2021-02-28,2.362
2021-03-07,2.428
2021-03-14,2.464
2021-03-21,2.5439999999999996
2021-03-28,2.526
2021-04-04,2.55
2021-04-11,2.532
2021-04-18,2.548
2021-04-25,2.4939999999999998
2021-05-02,2.5300000000000002
2021-05-09,2.6420000000000003
2021-05-16,2.688
2021-05-23,2.662
2021-05-30,2.606
2021-06-06,2.5725
2021-06-13,2.458
2021-06-20,2.398
2021-06-27,2.4539999999999997
2021-07-04,2.4720000000000004
2021-07-11,2.4325
2021-07-18,2.524
2021-07-25,2.45
2021-08-01,2.57
2021-08-08,2.496
2021-08-15,2.53
2021-08-22,2.464
2021-08-29,2.484
2021-09-05,2.484
2021-09-12,2.5349999999999997
2021-09-19,2.5140000000000002
2021-09-26,2.446
2021-10-03,2.5140000000000002
2021-10-10,2.588
2021-10-17,2.68
2021-10-24,2.808
2021-10-31,2.938
2021-11-07,2.8619999999999997
2021-11-14,3.0225
2021-11-21,3.122
2021-11-28,2.9825
2021-12-05,2.772
2021-12-12,2.814
2021-12-19,2.682
2021-12-26,2.69
2022-01-02,2.818
2022-01-09,2.8600000000000003
2022-01-16,2.804
2022-01-23,2.7425
2022-01-30,2.766
2022-02-06,2.79
2022-02-13,2.786
2022-02-20,2.88
2022-02-27,2.9924999999999997
2022-03-06,3.168
2022-03-13,3.3980000000000006
2022-03-20,3.45
2022-03-27,3.554
2022-04-03,3.3979999999999997
2022-04-10,3.2920000000000003
2022-04-17,3.315
2022-04-24,3.364
2022-05-01,3.2979999999999996
2022-05-08,3.222
2022-05-15,2.98
2022-05-22,3.004
2022-05-29,2.916
2022-06-05,2.9825
2022-06-12,3.07
2022-06-19,2.932
2022-06-26,2.7725
2022-07-03,2.658
