date,Affordability Index,\hspace{2mm} Monthly Payment (\$),\hspace{4mm} Median Home Price (\$),\hspace{4mm} Mortgage Rate (\%),\hspace{2mm} Median Monthly Earnings (\$)
1992-03-01,67.521482302512,863.9460973177214,120000.0,8.935,1942.552873308082
1992-04-01,66.90634708296143,857.5550105809235,120000.0,8.8525,1910.6165769159754
1992-05-01,70.3320865282397,794.415458091102,113000.0,8.672,1860.567461369891
1992-06-01,63.64861489259857,862.361791040587,124500.0,8.51,1827.7748467499284
1992-07-01,70.11078165855851,788.7550653840884,118000.0,8.128,1841.497797901821
1992-08-01,67.94519000042439,813.643035479572,123500.0,7.9750000000000005,1840.9282502514461
1992-09-01,73.14972882216985,783.3609818806403,119500.0,7.922499999999999,1908.1780250347704
1992-10-01,67.97968645336918,832.3970237788745,125000.0,8.088,1884.3167530841458
1992-11-01,65.87513428803528,876.0340368994101,128900.0,8.305,1921.7050320605556
1992-12-01,67.6696156660701,848.4311372463847,126000.0,8.206,1911.8531989204348
1993-01-01,74.35964229884827,778.7027932190673,118000.0,7.992499999999999,1928.2052366574326
1993-02-01,70.23734570456786,828.9080292897166,129400.0,7.6825,1938.7359836901123
1993-03-01,75.72025963754776,786.231184925792,125000.0,7.495,1982.469860942003
1993-04-01,74.56855972387902,797.0118472568263,127000.0,7.4719999999999995,1979.086450242566
1993-05-01,71.329112196437,814.6516089406302,129900.0,7.465,1935.0089213039664
1993-06-01,74.84816403157167,777.1496870355397,124500.0,7.4175,1937.0019675022784
1993-07-01,75.88304092053296,757.3697081418094,123900.0,7.2059999999999995,1913.8015012780709
1993-08-01,76.90680629239431,766.673812034661,126600.0,7.112499999999999,1963.4490639083199
1993-09-01,77.25245685607493,768.1745235194392,129400.0,6.915,1976.1341955628423
1993-10-01,81.09912696336544,735.9655199828417,125000.0,6.8340000000000005,1987.5491661533995
1993-11-01,76.03653198028886,790.6211850024437,130000.0,7.155,2001.8658974904818
1993-12-01,79.12904387772195,761.5055000505823,125000.0,7.172,2006.56483081675
1994-01-01,81.95229367768269,759.0280920772607,126000.0,7.060000000000001,2071.396300613844
1994-02-01,77.0929209920684,789.8155170046088,129900.0,7.1525,2027.6098688498405
1994-03-01,72.36300584734649,846.869263743096,132300.0,7.675,2040.690782623183
1994-04-01,69.02681174127277,877.6132578637465,129000.0,8.315999999999999,2017.2755429024564
1994-05-01,66.44238865116009,907.0275157896886,129900.0,8.5975,2006.8269882224447
1994-06-01,64.25835853932257,915.1357548313612,133500.0,8.3975,1958.2105441553697
1994-07-01,67.06980184177223,869.937303374983,124400.0,8.614,1942.9392009857893
1994-08-01,62.87744686355931,923.5285122383372,133300.0,8.5125,1933.7015280097592
1994-09-01,66.77213996663376,909.1600241773908,129700.0,8.64,2021.5284608684808
1994-10-01,63.636342427549486,949.4876499801011,132000.0,8.925,2012.0499767879367
1994-11-01,62.35675113180806,955.0197869834916,129900.0,9.17,1983.0793083899687
1994-12-01,61.897436525599346,994.9755441328502,135000.0,9.198,2050.8283050633095
1995-01-01,66.46536241270934,938.443801841494,127900.0,9.1475,2077.0544461987442
1995-02-01,64.28660899561561,962.574081434506,135000.0,8.8275,2060.6247659630485
1995-03-01,69.7910066113448,896.47975644024,130000.0,8.462,2083.455279468297
1995-04-01,66.1729829539599,911.9691646055835,134000.0,8.32,2009.5790754666116
1995-05-01,71.0106668623192,880.4821711715545,133900.0,7.955,2082.0367503046496
1995-06-01,71.65798650309445,846.8096395476739,133700.0,7.566,2020.6664349225364
1995-07-01,71.43632544099852,833.0699347684236,131000.0,7.6075,1981.7314506751097
1995-08-01,68.3820146634363,879.0430191628054,134900.0,7.86,2001.6873964518697
1995-09-01,76.72570167780508,829.0042110671006,130000.0,7.636,2118.077461939685
1995-10-01,74.21271707161891,848.7221693627507,135200.0,7.475,2097.4330749700375
1995-11-01,72.6624981970842,851.8125508655372,137000.0,7.3774999999999995,2061.0977704526426
1995-12-01,74.82568257576064,846.7204124897152,138600.0,7.2,2109.769212751906
1996-01-01,81.4412854674265,792.1737951624813,131900.0,7.029999999999999,2148.371217981688
1996-02-01,75.55650378732587,841.0174340328244,139400.0,7.075,2116.0264200922825
1996-03-01,72.45878782104714,872.6248705547933,137000.0,7.624,2105.5370334185195
1996-04-01,69.5603592220068,917.9640979153575,140000.0,7.925000000000001,2126.335283049793
1996-05-01,69.71157000718756,907.4318466651027,136500.0,8.07,2106.5080068946754
1996-06-01,64.93317906068626,952.8036048118037,140000.0,8.32,2060.223283794376
1996-07-01,62.76276925793874,974.537652891198,144200.0,8.245000000000001,2036.7839053247292
1996-08-01,68.86531462553491,904.9036352061828,137000.0,8.001999999999999,2075.1385690239927
1996-09-01,69.03099451827053,938.0761700007993,139000.0,8.23,2156.385820603212
1996-10-01,69.87272252180802,941.9805468474028,143800.0,7.915000000000001,2191.7642208479583
1996-11-01,71.42344825690594,913.4937909709042,143500.0,7.618,2172.654387863427
1996-12-01,69.38792498822606,920.568003131009,144900.0,7.5975,2127.0809081422562
1997-01-01,70.06486367153862,941.6001059772844,145000.0,7.824,2196.903665844878
1997-02-01,72.13760058716205,913.1449362160497,143000.0,7.65,2193.540420075201
1997-03-01,67.293774743126,967.8734718429956,148000.0,7.8975,2168.8909178218596
1997-04-01,65.53342086497948,1004.0256413277066,150000.0,8.1425,2191.0479225815725
1997-05-01,69.35586800468771,926.1980106366634,141000.0,7.944,2139.100990164962
1997-06-01,68.69817606733096,929.5130089989844,145000.0,7.6899999999999995,2126.3997500245914
1997-07-01,68.72157570468192,917.9137946373488,145900.0,7.4975,2100.580061540463
1997-08-01,70.18380762596604,904.4077875264868,144000.0,7.4799999999999995,2113.7102464336444
1997-09-01,72.12097256916196,914.3527078321083,146300.0,7.43,2195.9354184512786
1997-10-01,75.44822141552488,872.5553664931604,141500.0,7.294,2192.2305912663983
