date,FL102000005,FL102090005,FL103164106,FL104090005,FL112000005,FL112090005,FL114090005,LM102010005,LM103164103,LM103164113,LM103164123,LM103192105,LM105015205,LM105035005,LM112010005,LM115015205,LM115035005,LM115035023,LM115035035,LM105020005,LM115020005,FL104190005,FL114190005,LM105013765,LM115013765,Bus_A,Bus_FA,Bus_NFA
2017-01-01,39182417.0,19628389.0,160.0103228097576,18109282.0,17760181.0,10224977.0,5075935.0,21073135.0,26048826.0,21080443.0,4968383.0,5358623.0,4743338.0,11621370.0,12684245.0,818672.0,11354042.0,6437549.0,4916493.0,2375896.0,261820.0,19554028.0,7535203.0,2332531.0,249711.0,56942598.0,23185217.0,33757380.0
2017-04-01,40524730.0,20932428.0,152.8082278219039,18468797.0,18335863.0,10653944.0,5229810.0,22055933.0,26456799.0,21545351.0,4911448.0,5529674.0,4782899.0,12511898.0,13106053.0,823641.0,11765574.0,6573002.0,5192572.0,2384172.0,263558.0,19592302.0,7681919.0,2376964.0,253280.0,58860593.0,23698607.0,35161986.0
2017-07-01,41241426.0,21388232.0,154.3983636042233,19266387.0,18565213.0,10738390.0,5383686.0,21975039.0,27229304.0,22293226.0,4936078.0,5793776.0,4818998.0,12326984.0,13181527.0,826219.0,11848674.0,6687696.0,5160978.0,2409685.0,249458.0,19853194.0,7826823.0,2419371.0,257177.0,59806639.0,24650073.0,35156566.0
2017-10-01,41877132.0,22152365.0,157.5528462391008,19569349.0,18952747.0,10979507.0,5537593.0,22307783.0,28747455.0,23547989.0,5199466.0,6154227.0,4863260.0,12531813.0,13415154.0,830887.0,12062410.0,6821510.0,5240900.0,2449717.0,259799.0,19724766.0,7973240.0,2462993.0,262058.0,60829879.0,25106942.0,35722937.0
2018-01-01,42188815.0,22109911.0,156.60000878173298,19584550.0,19191445.0,11120393.0,5614541.0,22604265.0,28535012.0,23304034.0,5230978.0,6089111.0,4916685.0,12673362.0,13576904.0,839098.0,12208510.0,6928814.0,5279696.0,2497277.0,263910.0,20078904.0,8071051.0,2516942.0,265385.0,61380260.0,25199091.0,36181169.0
2018-04-01,42633803.0,22290041.0,160.460759228865,19785808.0,19455700.0,11279106.0,5691556.0,22847995.0,29525556.0,24283292.0,5242264.0,6241213.0,4971196.0,12780878.0,13764144.0,848581.0,12387901.0,7067348.0,5320553.0,2533419.0,258664.0,20343762.0,8176594.0,2562502.0,268998.0,62089503.0,25477364.0,36612139.0
2018-07-01,43145123.0,22464931.0,168.9766612869792,20100383.0,19699274.0,11415582.0,5768547.0,23044740.0,31242306.0,25861607.0,5380699.0,6718184.0,5039587.0,12843770.0,13930727.0,858857.0,12543947.0,7193788.0,5350159.0,2564471.0,255055.0,20680192.0,8283692.0,2596912.0,272868.0,62844397.0,25868930.0,36975467.0
2018-10-01,42571903.0,21334040.0,151.66754356744738,19526211.0,19849571.0,11461886.0,5845533.0,23045692.0,26543606.0,21728860.0,4814746.0,5813208.0,5089070.0,12757351.0,14004038.0,865465.0,12601226.0,7268352.0,5332874.0,2576098.0,260176.0,21237863.0,8387685.0,2623173.0,277171.0,62421474.0,25371744.0,37049730.0
2019-01-01,44863473.0,22699451.0,163.1613554413635,21087624.0,20162418.0,11735288.0,5877324.0,23775849.0,30448834.0,24772263.0,5676571.0,6587898.0,5159845.0,13317968.0,14285093.0,876524.0,12861725.0,7366268.0,5495457.0,2619444.0,266365.0,22164022.0,8427129.0,2678592.0,280479.0,65025891.0,26964948.0,38060942.0
2019-04-01,46468245.0,23875900.0,159.50082204278277,21979117.0,20510562.0,12040686.0,5909125.0,24489128.0,31228741.0,25582366.0,5646375.0,6853515.0,5206088.0,13919035.0,14601437.0,882908.0,13175573.0,7502761.0,5672812.0,2632898.0,257434.0,22592346.0,8469876.0,2731107.0,285522.0,66978807.0,27888242.0,39090565.0
2019-07-01,47144101.0,23985851.0,159.41769056699272,22611853.0,20653045.0,12140990.0,5940883.0,24532248.0,31323469.0,25597362.0,5726107.0,6914221.0,5230616.0,13898360.0,14712162.0,884855.0,13288684.0,7617830.0,5670854.0,2635204.0,248323.0,23158250.0,8512055.0,2768068.0,290300.0,67797146.0,28552736.0,39244410.0
2019-10-01,48368797.0,24724375.0,166.54780296399332,23848186.0,20814335.0,12260176.0,5972559.0,24520611.0,33680146.0,27633557.0,6046589.0,7497758.0,5258948.0,13821520.0,14841776.0,886451.0,13403351.0,7753493.0,5649858.0,2646603.0,256415.0,23644422.0,8554159.0,2793540.0,295559.0,69183132.0,29820745.0,39362387.0
2020-01-01,47142300.0,22978080.0,143.6304243428056,22343836.0,21230870.0,12436926.0,6187067.0,24798464.0,27002563.0,22367532.0,4635031.0,6000951.0,5307300.0,14042415.0,15043802.0,898030.0,13603397.0,7868184.0,5735213.0,2603195.0,242579.0,24164219.0,8793944.0,2845554.0,299796.0,68373170.0,28530903.0,39842266.0
2020-04-01,47864520.0,23990562.0,169.1649334287987,23286979.0,21656538.0,12533176.0,6522063.0,24577541.0,33390819.0,27793873.0,5596946.0,7192800.0,5323185.0,13783595.0,15134475.0,904175.0,13690757.0,8002216.0,5688541.0,2543742.0,231483.0,23873958.0,9123361.0,2927019.0,308060.0,69521058.0,29809042.0,39712016.0
2020-07-01,48883302.0,25272141.0,177.0335740243491,23925742.0,22249550.0,12880916.0,6764615.0,24957560.0,36929921.0,30773533.0,6156388.0,7810253.0,5324215.0,14050422.0,15484936.0,908303.0,14026958.0,8227193.0,5799765.0,2604485.0,236798.0,23611162.0,9368634.0,2978438.0,312877.0,71132852.0,30690357.0,40442496.0
2020-10-01,50537506.0,27170251.0,188.4996934147885,24970815.0,22945183.0,13313495.0,6999256.0,25566691.0,42497629.0,35189596.0,7308033.0,8718211.0,5344769.0,14484733.0,15945927.0,913316.0,14468243.0,8518718.0,5949525.0,2670435.0,242018.0,23367255.0,9631689.0,3066754.0,322350.0,73482689.0,31970071.0,41512618.0
2021-01-01,51841540.0,28241264.0,191.81175343817512,25732044.0,23480131.0,13747457.0,7070533.0,26109496.0,44927125.0,37140902.0,7786223.0,9242939.0,5470114.0,14744676.0,16409598.0,937890.0,14889281.0,8832558.0,6056723.0,2788811.0,256844.0,23600275.0,9732674.0,3105895.0,325583.0,75321671.0,32802577.0,42519094.0
2021-04-01,53361386.0,29704987.0,196.1872505659416,26636719.0,24254035.0,14425768.0,7135453.0,26724667.0,48220390.0,40271447.0,7948943.0,10057008.0,5490765.0,15163743.0,17118582.0,944098.0,15574663.0,9349394.0,6225269.0,2908203.0,268612.0,23656398.0,9828267.0,3161956.0,331209.0,77615421.0,33772172.0,43843249.0
2021-07-01,55136584.0,31297762.0,186.006079968772,27076626.0,25196805.0,15301496.0,7184722.0,28059958.0,48087394.0,40118591.0,7968803.0,10128347.0,5618971.0,16238425.0,18012083.0,969009.0,16433170.0,9837247.0,6595923.0,2969047.0,270837.0,23838821.0,9895309.0,3233515.0,339067.0,80333389.0,34261348.0,46072041.0
2021-10-01,57064622.0,32922633.0,190.1408910275921,27993017.0,25958419.0,15907615.0,7284600.0,29071605.0,51341215.0,43527260.0,7813955.0,11258172.0,5785017.0,16874282.0,18673820.0,1000430.0,17041142.0,10211730.0,6829412.0,3110035.0,284339.0,24141990.0,10050804.0,3302271.0,347909.0,83023041.0,35277617.0,47745425.0
2022-01-01,57037645.0,32164910.0,184.8491159101104,27863717.0,26598022.0,16390571.0,7390537.0,29173928.0,48744045.0,40659750.0,8084295.0,10712507.0,5924179.0,16551822.0,19207486.0,1087686.0,17465708.0,10694807.0,6770901.0,3316280.0,295414.0,24872735.0,10207451.0,3381647.0,358678.0,83635667.0,35254254.0,48381414.0
2022-04-01,56063817.0,30649533.0,160.1719439793815,26508581.0,27394127.0,17035050.0,7482056.0,29555236.0,40117208.0,33128252.0,6988956.0,8974745.0,6085499.0,16519529.0,19912072.0,1179520.0,18060202.0,11243404.0,6816798.0,3476044.0,301178.0,25414284.0,10359077.0,3474165.0,371171.0,83457944.0,33990637.0,49467308.0
2022-07-01,55842420.0,30197630.0,155.3978826455464,25799423.0,27705450.0,17252090.0,7554984.0,30042997.0,38424387.0,31506840.0,6917547.0,8502090.0,6202869.0,16834079.0,20150466.0,1264355.0,18205819.0,11238597.0,6967222.0,3442936.0,297022.0,25644791.0,10453359.0,3563114.0,383269.0,83547870.0,33354407.0,50193463.0
2022-10-01,56942257.0,31223378.0,156.86887111599938,26755211.0,27609572.0,17014239.0,7653330.0,30187046.0,39849985.0,32928409.0,6921576.0,9129776.0,6326352.0,16818455.0,19956243.0,1354679.0,17912580.0,10895317.0,7017263.0,3409258.0,295187.0,25718879.0,10595333.0,3632981.0,393797.0,84551829.0,34408541.0,50143289.0
2023-01-01,57827497.0,32024535.0,165.2364060729033,27489724.0,27534585.0,16842091.0,7713692.0,30337773.0,43093728.0,35905246.0,7188482.0,9822463.0,6466641.0,16733265.0,19820894.0,1452761.0,17658298.0,10642317.0,7015981.0,3408106.0,299934.0,25802962.0,10692495.0,3729761.0,409901.0,85362082.0,35203416.0,50158667.0
2023-04-01,58713531.0,32785891.0,175.6302673902633,28029741.0,27809436.0,17051061.0,7760757.0,30683790.0,46837652.0,39192910.0,7644742.0,10744296.0,6475374.0,16994364.0,20048679.0,1523892.0,17788969.0,10659840.0,7129129.0,3396740.0,310321.0,25927640.0,10758375.0,3817312.0,425497.0,86522967.0,35790498.0,50732469.0
