date,Corporate Assets,Corporate Debt,Corporate Liabilities,Corporate Net Worth,Corporate GVA,Noncorporate Assets,Noncorporate Debt,Noncorporate Liabilities,Noncorporate Net Worth,Noncorporate GVA
1989-01-01,188.42553589900518,42.55883371712385,87.43617830645772,100.98935759254746,54.06748701248155,78.3788368997032,21.054558736461562,25.449022209649964,52.92981469005325,14.720028276691345
1989-04-01,186.185851024764,42.90576169499914,86.52760828890987,99.65824273585412,53.515043217211414,78.00429152049644,20.94638307637841,25.377717412123697,52.626574108372736,14.369003412583744
1989-07-01,184.28982163566337,42.64160418164595,85.55715041968337,98.73267121598002,53.28787531615621,77.48112719729113,20.849497793381108,25.355126493209827,52.1260007040813,14.20479635633537
1989-10-01,184.2871104845685,43.09846627170587,85.9490743117084,98.33803617286011,53.28828443998395,77.60052352112851,20.842745827255776,25.420371562891873,52.180169357901896,14.074624032382864
1990-01-01,180.82589254927163,43.14496855876027,85.58993553392213,95.2359570153495,52.964470692446284,76.35520691416097,20.454795842662516,24.95056363332647,51.40464328083449,14.402129446058979
1990-04-01,178.73201266839686,43.183572291942255,84.11361490248032,94.61839776591654,53.17191462858899,75.73268112163231,20.172757577648966,24.58199860806023,51.15066573512742,14.160956961947157
1990-07-01,178.9708461150209,43.11172053872278,86.3451677407385,92.62567837428239,52.866960504169825,75.5430485463622,19.995142238320923,24.317984890066956,51.22506365629525,14.126643609200555
1990-10-01,178.7606209968037,43.433488216711716,86.96036942858242,91.80025156822127,53.012731790072934,75.78218715136876,19.950212607288282,24.265941549774155,51.51626225512441,14.156832618536077
1991-01-01,178.6098272495028,43.104528151448065,85.97817661716024,92.63165063234257,52.86849865902879,75.13891056734366,19.736004472444723,24.085950737492748,51.05295982985092,14.005850365970979
1991-04-01,176.24049635849477,42.51122352682336,85.18434069512256,91.05615566337221,52.539195431527595,74.0664633869671,19.49196831918199,23.73738791570628,50.32907547126082,13.89757105676609
1991-07-01,173.5943983962454,41.61747049639724,84.71392796929779,88.88047042694761,52.296792571371576,72.73670357916943,18.987269770866188,23.196239343067777,49.540464236101656,13.917140957118965
1991-10-01,171.6407908641337,40.70943756445006,83.56540145006657,88.07538941406712,52.19427124737012,71.59464222432932,18.672464378868998,22.89539215967972,48.699250064649604,13.88750011972148
1992-01-01,170.1905611445487,40.42223431276129,86.59491864188253,83.59564250266615,52.11957941268268,70.25175771188329,18.268621185076086,22.531353418505628,47.72040429337767,14.225498821172442
1992-04-01,167.04737911124238,39.78744083193899,85.31922742341204,81.72815168783032,51.92860563738774,68.96469550808769,17.89895565638859,22.130713178646786,46.83398232944091,14.286383228685706
1992-07-01,164.1608243849481,39.15609213294894,84.52925932756183,79.63156505738627,51.48262254629117,68.03259078728378,17.513505002024626,21.728338735131096,46.30426728063861,14.14007557288422
1992-10-01,159.96758174129667,38.442070511583715,83.16085656170374,76.80672517959293,51.62117487972628,66.7448808174706,17.115023448528568,21.38742902612156,45.357451791349035,13.519961597430727
1993-01-01,160.37737951891825,38.827950359754034,83.46357411494742,76.91380540397081,51.003951432054194,66.69148292604204,16.813357507639175,21.117239885108148,45.5742430409339,14.335580319309472
1993-04-01,160.11635586689792,38.98514878749831,83.48394661782108,76.63240924907684,51.593559583952796,66.40401683727816,16.61038525972989,20.845156638941837,45.55886019833633,13.856329157890826
1993-07-01,160.0115255551432,38.97934902990338,83.12366374323645,76.88786181190677,51.56112278552267,66.30665532516392,16.362786464243896,20.548821013592075,45.75783431157185,13.54929848427035
1993-10-01,161.3348260228711,38.72699550510726,82.49610977769629,78.83871624517482,51.98363554498329,65.62949742348516,16.018063406417518,20.160875698521956,45.46862172496321,13.382321951575607
1994-01-01,160.72368350785,39.282542204143766,82.58525009373702,78.138433414113,51.95665836384353,65.55053563608789,15.771653813311836,19.92656470552523,45.62397093056265,13.868258312801132
1994-04-01,160.15259424989696,39.223928032431935,81.80965156146787,78.34294268842908,52.31741546869978,65.46173821718463,15.584983491632526,19.71971307578339,45.742025141401236,13.68488260754794
1994-07-01,160.42343039731554,39.24624969734998,80.8022697899012,79.62116060741434,52.50092244316147,65.55536534546434,15.489269991099533,19.659108657325152,45.89625668813919,13.718479213485063
1994-10-01,160.94007367656354,39.22641217884541,80.42419018554347,80.51588349102006,52.700231030645625,65.29207188240078,15.275144300260433,19.503565791153875,45.78850609124691,13.79445032841119
1995-01-01,161.65018387355232,39.82586949265044,80.02074900339511,81.62943487015721,52.61120650908254,65.44208817289524,15.257922156407444,19.573869070970286,45.868232395750816,13.722844203406703
1995-04-01,163.2065940667171,40.41517230517305,79.90977967673645,83.29681438998064,52.74971088895036,65.69023836838348,15.309622204045192,19.63231221434331,46.05792615404016,13.62828662245876
1995-07-01,163.998906694867,40.14697144716505,79.75995444561946,84.23895224924753,53.11200846009925,65.82673065972504,15.280423004962174,19.620492963475147,46.2062376962499,13.631393475961929
1995-10-01,167.23281028990866,40.33570037050732,80.44228780485672,86.79052248505195,53.119528043819656,65.91537230980784,15.2480139814471,19.656752591737163,46.25861971807066,13.666056573706614
1996-01-01,167.87210674301528,40.46447160997541,80.71454316138797,87.15756358162733,53.25782604695094,65.88367646662603,15.231770657261363,19.8084938516621,46.07518261496393,13.776519139430954
1996-04-01,166.65973678051597,40.37941749119863,79.95947883936441,86.70025794115158,53.08408981132451,65.46684609677274,15.191327102245284,19.85982541666459,45.60702068010816,13.947433286359495
1996-07-01,166.6185733147322,40.281621583863455,80.03484759343031,86.5837257213019,53.208029900848665,65.48441549114249,15.260960955347464,20.03654225688835,45.447873234254146,13.897408665264368
1996-10-01,170.4624619738247,39.91396371642749,79.55373096905471,90.90873100476998,53.32018284768427,65.92020529382715,15.233182614869104,20.15420282233006,45.76600247149709,14.18687031395907
1997-01-01,172.93821160863385,40.28498126492125,79.87963152850381,93.05858008013004,53.631544049108804,66.79322535725795,15.295010974385528,20.462054216035458,46.33115918329765,14.09270142078084
1997-04-01,171.78705983512984,40.42463602668208,77.67593535493451,94.11112448019533,53.49395016331477,66.96930621300473,15.341247179041712,20.70333643430872,46.26595803998791,13.99859722438247
1997-07-01,173.14293504553885,40.73750554524778,76.85209544279041,96.29083960274843,53.805439635555295,67.44517347289677,15.394300449172285,20.9217018516943,46.52347162120247,14.019032825673571
1997-10-01,178.18449362969514,41.18447754465111,77.10138836745587,101.08310526223927,54.00772561242094,68.69299434730485,15.546320534771816,21.235132884708907,47.45786146259594,14.022085792149062
1998-01-01,180.0906334870208,42.174831500212036,77.32586099556983,102.76477249145096,53.70819084913065,69.27282303687596,15.825130153116005,21.825245193131884,47.44757784374408,14.221664065108138
1998-04-01,182.4948975433847,43.19462670932436,79.10354628399459,103.39135125939009,53.909936108223924,70.37129116595774,16.221157476967733,22.45243680975248,47.918854356205266,14.416213966600216
1998-07-01,180.7985157925631,43.40630299184408,81.11084664487177,99.68766914769134,54.01091557298427,70.66109482225657,16.440434741566722,22.94796338642161,47.71313143583497,14.501139501092904
1998-10-01,187.87969560116855,43.6362914489588,82.02573038859194,105.8539652125766,53.54785688946762,70.48612377610436,16.628647477708984,23.355058123038855,47.13106565306551,14.463528101113935
1999-01-01,188.14832460340244,44.56003719632686,83.77964746365208,104.36867713975037,53.997648879339536,69.9241219582217,16.902919159402114,23.78593964394462,46.13818231427709,14.476668463724124
1999-04-01,190.5260119186959,44.79587370003391,84.56136280850411,105.96464911019177,53.89522170936816,70.81985385583563,17.12489017143229,24.303096404551233,46.516767948638545,14.300891960181437
1999-07-01,192.28963727927558,45.478962437488555,86.96211663380005,105.32752064547553,53.44135305729776,72.17268427623819,17.386652483537613,24.74229933105707,47.43038494518112,14.354729913181327
1999-10-01,197.9654286709651,45.05342282540833,85.79833334158235,112.16709532938276,53.33459459126405,72.04352774179915,17.603073240466905,25.101086658217653,46.94245118441918,14.399956202767852
2000-01-01,197.72607548815114,45.934770813439755,86.92958804276549,110.79648744538567,54.42828007777105,71.79534579415146,17.863467550420765,25.667617026249978,46.12772876790147,14.36085077061708
2000-04-01,200.44143477768714,46.01268379698118,88.97877771836077,111.46265705932636,53.55124847283103,72.67528777132864,18.055284492550538,26.012683796981186,46.662594216079285,14.515902073827153
2000-07-01,206.66908311700772,46.156879638966814,91.81545361990237,114.85362949710536,53.87451160162684,74.67059307541602,18.2972359910895,26.50881237119197,48.16178070422406,14.749376463741374
2000-10-01,210.7100461644134,46.095055608876564,94.74793555687069,115.96211060754268,53.206460411447424,75.41281196625751,18.576940944507648,27.021944961470883,48.390876587237095,14.818761364786257
2001-01-01,210.04524159973167,46.143833884849336,97.36370668421738,112.68153491551428,52.55515374971193,76.06206587037096,18.864989702710474,27.411639724090136,48.65042614628082,16.42386877615212
2001-04-01,209.30446268515897,46.442522879516936,96.72316256250589,112.58130012265309,51.90784036229833,76.71344466459101,19.075129729219736,27.63462590810454,49.078818756486456,16.542088876309087
2001-07-01,209.51919320778788,46.626407574245,98.83657513384576,110.68261807394211,51.4930713472894,77.92026246412065,19.4226185645998,28.116308518006193,49.80396338183925,16.487513705390253
2001-10-01,202.5599539982543,46.436745489056996,97.50513697104208,105.05481702721222,50.83287642706017,77.52871943203228,19.721625651413895,28.500238967061943,49.028480464970336,15.845987956435295
2002-01-01,202.201891779107,45.97671442481569,97.21086845643808,104.9910233226689,50.66958779617008,77.56089395836231,19.827569898455973,28.610840636157093,48.95005332220522,16.362693003199333
2002-04-01,200.0254512990174,45.54001576125194,97.59123799306725,102.43421330595015,50.73055607092931,77.9295078925663,20.031742940961436,28.83003932965081,49.0994685629155,16.5226508294864
2002-07-01,198.77542325046159,45.06366509954443,97.85556134172855,100.91986190873303,50.588207981762636,78.63887968361368,20.207036755146557,29.035773722601157,49.603105961012524,16.635463818412894
2002-10-01,197.10087291583287,44.891416871575316,97.18853786846606,99.91233504736682,50.90076484665232,77.26637226840319,20.42926987850489,29.302559623151904,47.963821685671284,16.756011630681126
2003-01-01,197.58524355679089,44.3799154278602,96.47629806314211,101.10894549364878,50.219493617802335,77.70957360524476,20.370303582498465,29.17366534787633,48.535908257368426,16.791474306409025
2003-04-01,195.37755841498003,43.95043617095943,93.49301488247879,101.88454353250125,50.205590745888315,78.15677439098448,20.29410844350533,28.962899082328757,49.193866469084575,16.65764146451893
2003-07-01,190.29248610814403,43.18687601417487,91.03973667786292,99.2527494302811,49.96147983485997,77.57692383174447,19.999647262318994,28.463268033346505,49.113655798397964,16.659446207028143
2003-10-01,192.93795892946062,42.4694327346874,88.31980404059246,104.61815488886816,49.81943104426908,77.07995780579965,19.831172231200977,28.138202145828906,48.941755659970745,16.7582890384272
2004-01-01,195.96569683246798,42.496377096321226,88.30913577256644,107.65656105990156,50.05497151956142,78.39047718331787,20.128122345828352,28.573566016605767,49.81691116671211,16.86089601438242
2004-04-01,198.07866296975558,42.0637729545114,87.98063043148929,110.0980325382663,50.275150739113904,80.7387878044864,20.32927936239429,28.828327684357436,51.910460120128974,17.138377825468314
2004-07-01,200.36075491655754,41.82173593881079,87.9856552949065,112.37509962165105,50.49778928717503,83.07684643706979,20.514538970868422,29.072139362309287,54.00469894818553,17.182025608950674
2004-10-01,202.0439580580327,41.712650554225384,87.2570788684539,114.7868791895788,49.99232071871687,83.39910214673431,20.663277565147368,29.273532007994756,54.12557013873954,17.165125462054053
2005-01-01,202.75373325231376,41.34191871318619,87.6491370209769,115.10459623133687,50.1507681428927,84.08763616637083,20.864700610607454,29.7464081246398,54.341235874249236,16.833514969430468
2005-04-01,204.20809777804192,41.57452616551892,88.20672004269092,116.001377735351,50.58049212174339,86.43107887418809,21.286367136910556,30.43290017160559,55.9981787025825,17.021578226643193
2005-07-01,205.99000566248398,41.23960007432296,87.75008099589108,118.23992466659293,50.0876383911241,88.64796743303212,21.587029457243073,30.946426144758416,57.701541288273695,17.154146023303383
2005-10-01,209.48052131294298,41.43497802945677,87.83580617648904,121.64471513645394,50.88513355094233,89.91905257529831,21.968171607099382,31.5723250709761,58.346719999183435,17.380527947485643
2006-01-01,210.43449007144557,41.2005667997141,87.4212230755429,123.0132669959027,50.84620667747125,89.6650749016851,22.25900717397251,32.00138832104336,57.66368658064175,17.62472093864621
2006-04-01,213.2206060105469,41.67712709213357,88.48623440970044,124.73437160084646,50.541530603579155,91.38264042466807,22.788914236920203,32.711047081803045,58.671600613781706,17.897834023004016
2006-07-01,215.95734679299227,41.6993338518555,88.45508799159751,127.50225880139476,51.13098683305518,93.2046198652823,23.33505501151102,33.47454266661706,59.73008440837283,17.645845896248847
2006-10-01,218.7326312220611,42.23884509201143,88.07859363113944,130.65403759092163,50.774205174521136,93.97130679309038,23.807028140483038,34.11869032932656,59.852616463763816,17.45538321713786
2007-01-01,221.19070030630326,42.524805933966725,88.8397794796735,132.35092082662976,50.78401966958812,93.99668013796905,24.31782406588344,34.733646739076526,59.263040433392746,17.245984724864165
2007-04-01,225.90143563965265,43.43546995496901,89.45877408558013,136.44266155407252,50.58808858330344,94.71972177356024,24.80946851989872,35.29969486356209,59.42002690999815,17.6595994940176
2007-07-01,227.94341050679557,44.318354487264834,90.34222260093077,137.6011879058648,49.58655577952305,95.01791286076595,25.325544967813702,35.909907892115946,59.10800496865001,17.40654788752384
2007-10-01,227.24216921197322,45.01541210371036,91.70153457770944,135.54063463426377,49.62676327881276,94.04678527260987,25.87043829524831,36.549648666012736,57.49713660659713,17.415629622390888
2008-01-01,218.76597333784468,45.81551416111664,93.5899869840203,125.17598635382441,49.59322853549897,91.56906268490926,26.455906889847224,37.41179603248569,54.157266652423566,17.138697088329014
2008-04-01,216.86884459737215,46.20713816321208,93.8587558030395,123.01008879433266,49.121773672159826,90.67406239369404,26.761253976519505,37.756450233998386,52.91760543280132,17.17914277974513
2008-07-01,209.0808248258826,46.482814046769185,94.82635712640828,114.25446769947432,49.954772129322244,89.36901734136636,27.18213485348915,38.386679534645246,50.98233780672111,17.467609736734662
2008-10-01,203.98517025598414,47.14321926801567,99.44606488036966,104.53910537561448,49.78233813604392,88.97552739011333,28.24014908329967,39.86546194677253,49.11007228880693,17.53636602543132
2009-01-01,200.0998205101802,47.264259711555106,100.13393480185783,99.96588570832232,47.759648010914354,87.08211725088286,28.480853102598854,40.33524030583813,46.74687694504474,17.074767744940683
2009-04-01,194.08041840075498,47.096605604692115,99.06262577152617,95.01779262922881,47.55845046976491,83.44934329705735,28.368006755469416,40.33118572005911,43.11815757699825,16.442279370145933
2009-07-01,196.14617241666173,46.02982431443485,97.15634745996265,98.98982495669907,47.4538860515298,82.00275287735064,28.01034709813534,39.997779759015266,42.00497311833538,16.319719408048318
2009-10-01,192.72622422839171,44.260383534536885,95.3757662571976,97.35045797119413,47.968224415543006,79.37685039685013,27.412284099464827,39.30031494243255,40.07654227977424,16.639229870436303
2010-01-01,193.81512955641904,43.71585839382144,94.93972411055897,98.87541221881241,48.177141150358864,79.2499361649241,27.137161089930583,38.880891537263764,40.36904462766033,16.97744132760703
2010-04-01,192.81339032147315,42.63214766325107,95.10533676034748,97.70805356112568,48.27361036002674,80.28785076400551,26.696318265058398,38.24841242032062,42.03943834368489,17.12903832413908
2010-07-01,195.03713179188972,42.497490523958255,94.51102515076504,100.52610664112468,48.86678144532479,80.4152954174547,26.390950445352335,37.77501291639652,42.640282501058174,17.21736008601993
2010-10-01,184.72543210824878,41.69232724782053,93.21730452659575,91.50812104974997,48.36806280868957,79.98431559438292,26.040848954052898,37.242344185045155,42.74197140933778,17.426536012928988
2011-01-01,189.11713735407892,41.797653224633926,93.66549005670345,95.45164729737546,48.69610996956118,80.13307930300778,25.841764242695543,37.0665881159875,43.06648467297678,17.718966966503746
2011-04-01,186.948051359537,41.81861925591188,93.11171901931276,93.83633234022425,49.18414795553461,79.317994960514,25.382195731599964,36.52865019332428,42.78934476718972,17.83113640274339
2011-07-01,180.77745071473853,42.22040583652017,94.6852696374159,86.09217468659891,49.452698419190575,79.41739606126916,25.11940428229616,36.272425049592016,43.14497101167713,17.872393862860182
2011-10-01,182.9348832133094,42.40907814977649,94.69617306471255,88.23871014859687,49.100636468574336,79.31771598987241,24.7517099676252,35.79718649972835,43.52052317791294,17.866119976955307
2012-01-01,183.94046103615048,42.10888115202095,93.92077382232219,90.01968721382828,49.86099464148081,78.60801098774924,24.64262277126395,35.64299896600898,42.965005798502126,18.19554098764656
2012-04-01,182.71446830604953,42.199922688276104,94.61543895998763,88.0990355161915,50.031877974580915,79.33458854336506,24.710122683771914,35.72795651786268,43.60663202550238,17.9610004618342
2012-07-01,185.4878822878658,42.76586578017115,95.04199290899174,90.44588937887409,49.49998287329282,80.646324550427,24.79981514185969,35.85340421032675,44.79292034010025,17.457653986714455
2012-10-01,185.65107869659113,43.40729064221808,95.66802162600115,89.98306316056855,50.21075284376118,81.22943756794513,24.923480941625183,36.010317398112676,45.21912016983245,18.11509194741011
2013-01-01,186.41581976273815,43.097372332810494,95.35101986167986,91.06479990105831,50.13357909379813,81.0378654398986,24.68903975081013,35.768220795667325,45.26964464423127,17.898060864157657
2013-04-01,188.73868582752488,43.830738180468074,96.54413403753684,92.19455178998805,50.192409003767004,83.18958923674046,24.738133961141124,35.881106508837185,47.308482727903275,18.08376831965354
2013-07-01,194.17560200822962,44.1771886696098,97.32390978373157,96.85169222449808,49.638813347160685,84.42405784460132,24.565859364705503,35.67842278544834,48.745635059152974,18.04767156557707
2013-10-01,195.66057366502446,44.16441722173527,96.98553730076729,98.67504218090964,49.5142833427534,84.21605978913821,24.412583536581714,35.463501988917066,48.752563616873616,17.797932866407372
2014-01-01,196.44849223775824,44.95367937341527,98.01109890149506,98.43739333626318,49.79777573073854,84.58920004479658,24.771007675544308,35.96714288821006,48.62205715658652,18.08494814841347
2014-04-01,198.51016422174766,44.791011882975425,97.12120461400023,101.38895960774741,50.05758481258792,85.09475236133123,24.717110612387767,35.85060440078573,49.2441479605455,18.091095428902964
2014-07-01,196.9040892983397,44.745495283479855,97.47357762437102,99.43051167396868,50.410874315920914,85.79587949558947,24.716662806160425,35.807438547742706,49.98844094784677,18.003431544462362
2014-10-01,198.4420848076876,45.4086262125128,99.38823963427139,99.05383959059135,50.79307656023625,87.043335393954,25.00445648994737,36.13665393056831,50.90668146338568,17.964910717510794
2015-01-01,201.22158853898372,46.058237014483716,100.131043053658,101.0905399493089,50.520305306897676,87.66588189937858,25.085264346739777,36.16507604909317,51.5008058502854,17.780899845207436
2015-04-01,203.0752989203811,46.76765327205179,101.80832005454769,101.26697339530925,50.188038326929906,88.57251267301626,25.141697516775906,36.101952845832315,52.47055982718395,17.73363405169339
2015-07-01,201.08349120887468,47.02148060176856,104.03796925336923,97.04551652120307,50.477229566561135,89.21658879492497,25.32640322110666,36.224097805270034,52.99249098965494,17.63478944741079
2015-10-01,201.28921200856823,47.42087894437671,104.51570281251503,96.77350919605317,50.450799470597914,89.65420761451352,25.632453938367807,36.50412795955897,53.15007423053053,17.450621603734216
2016-01-01,199.6450543138637,48.200757284396964,104.59497505469766,95.05007925916605,50.24584726717948,89.72045834344753,25.993071442069883,37.189965007430395,52.53049333601714,17.434889783958518
2016-04-01,202.4079904650042,47.99700208992213,105.36411920198387,97.04387126302034,49.513438168264976,91.09585007285816,26.26246933603368,37.713736569767946,53.3821135030902,17.174332938820854
2016-07-01,205.92215306712842,48.023968488467915,105.51402056642272,100.4081325007057,49.524891678711484,92.02164927832474,26.512929188982014,38.23959162084238,53.78205236441558,17.16737931635702
2016-10-01,205.88425113252765,47.28292104211457,106.07385918630459,99.81039194622308,49.53370143680421,91.96639136349066,26.77844575247838,38.733585833253144,53.23280553023753,17.173586422062236
