date,DJIA,MA
2020-08-25,28248.439453,26387.534461513835
2020-08-26,28331.919922,26397.151417418972
2020-08-27,28492.269531,26407.88014919763
2020-08-28,28653.869141,26418.22706434387
2020-08-31,28430.050781,26426.400189960474
2020-09-01,28645.660156,26435.263355411065
2020-09-02,29100.5,26447.051815762843
2020-09-03,28292.730469,26454.70896898814
2020-09-04,28133.310547,26460.262961699606
2020-09-08,27500.890625,26463.043316193674
2020-09-09,27940.470703,26467.41075072727
2020-09-10,27534.580078,26469.881700885377
2020-09-11,27665.640625,26471.971035122533
2020-09-14,27993.330078,26475.17609780632
2020-09-15,27995.599609,26478.24360799605
2020-09-16,28032.380859,26482.020527150198
2020-09-17,27901.980469,26485.147719592886
2020-09-18,27657.419922,26487.164873126483
2020-09-21,27147.699219,26487.374004177862
2020-09-22,27288.179688,26488.769693407117
2020-09-23,26763.130859,26488.03111880237
2020-09-24,26815.439453,26488.061434699604
2020-09-25,27173.960938,26488.8647943834
2020-09-28,27584.060547,26491.603693221343
2020-09-29,27452.660156,26494.10333810672
2020-09-30,27781.699219,26497.521793209486
2020-10-01,27816.900391,26502.438241146243
2020-10-02,27682.810547,26508.778918640317
2020-10-05,28148.640625,26516.476948529646
2020-10-06,27772.759766,26521.216233363637
2020-10-07,28303.460938,26528.431416790518
2020-10-08,28425.509766,26537.37003616996
2020-10-09,28586.900391,26546.227311367587
2020-10-12,28837.519531,26555.47968136364
2020-10-13,28679.810547,26562.844190071144
2020-10-14,28514.0,26569.66885657312
2020-10-15,28494.199219,26575.476755537547
2020-10-16,28606.310547,26581.81798114229
2020-10-19,28195.419922,26586.44066518577
2020-10-20,28308.789063,26592.52204796838
2020-10-21,28210.820313,26597.989161359685
2020-10-22,28363.660156,26604.21667340316
2020-10-23,28335.570313,26610.15193464427
2020-10-26,27685.380859,26613.629608802374
2020-10-27,27463.189453,26615.62616574308
2020-10-28,26519.949219,26613.370151972333
2020-10-29,26659.109375,26611.740303897233
2020-10-30,26501.599609,26609.032438901188
2020-11-02,26925.050781,26608.553467802372
2020-11-03,27480.029297,26609.077854845855
2020-11-04,27847.660156,26610.601770976285
2020-11-05,28390.179688,26614.149394806325
2020-11-06,28323.400391,26617.433346758895
2020-11-09,29157.970703,26623.2956784664
2020-11-10,29420.919922,26630.1718827668
2020-11-11,29397.630859,26636.915521600793
2020-11-12,29080.169922,26642.40437412253
2020-11-13,29479.810547,26649.108803778654
2020-11-16,29950.439453,26657.679865102768
2020-11-17,29783.349609,26664.709347252967
2020-11-18,29438.419922,26670.251636656125
2020-11-19,29483.230469,26676.375000047432
2020-11-20,29263.480469,26682.076148762848
2020-11-23,29591.269531,26689.28951029644
2020-11-24,30046.240234,26697.869040308302
2020-11-25,29872.470703,26705.007380229246
2020-11-27,29910.369141,26712.07729901581
2020-11-30,29638.640625,26717.905918086955
2020-12-01,29823.919922,26724.911885541504
2020-12-02,29883.789063,26733.215245225296
2020-12-03,29969.519531,26742.96508310672
2020-12-04,30218.259766,26753.117179822133
2020-12-07,30069.789063,26762.571725276677
2020-12-08,30173.880859,26771.104611885377
2020-12-09,30068.810547,26779.639042470357
2020-12-10,29999.259766,26788.008762086956
2020-12-11,30046.369141,26796.44776746245
2020-12-14,29861.550781,26803.2837358419
2020-12-15,30199.310547,26811.441560695654
2020-12-16,30154.539063,26819.025151359685
2020-12-17,30303.369141,26827.07340821739
2020-12-18,30179.050781,26834.74048918182
2020-12-21,30216.449219,26842.0111938498
2020-12-22,30015.509766,26848.178861525692
2020-12-23,30129.830078,26854.417204533598
2020-12-24,30199.869141,26861.07499078656
2020-12-28,30403.970703,26868.12076184585
2020-12-29,30335.669922,26874.80222491304
2020-12-30,30409.560547,26882.499536857707
2020-12-31,30606.480469,26890.67361201976
2021-01-04,30223.890625,26896.029698359685
2021-01-05,30391.599609,26902.973250731222
2021-01-06,30829.400391,26911.376489988143
2021-01-07,31041.130859,26921.08973572332
2021-01-08,31097.970703,26930.389660067194
2021-01-11,31008.689453,26938.499498256915
2021-01-12,31068.689453,26947.372699529646
2021-01-13,31060.470703,26955.88424072332
2021-01-14,30991.519531,26963.994318229248
2021-01-15,30814.259766,26971.045856027667
2021-01-19,30930.519531,26977.4999228498
2021-01-20,31188.380859,26984.77376178261
2021-01-21,31176.009766,26992.59973294071
2021-01-22,30996.980469,26999.756693169962
2021-01-25,30960.0,27006.87096256127
2021-01-26,30937.039063,27014.56783447431
2021-01-27,30303.169922,27021.553483252967
2021-01-28,30603.359375,27028.986328177863
2021-01-29,29982.619141,27033.919806130438
2021-02-01,30211.910156,27039.265540134387
2021-02-02,30687.480469,27048.8760190751
2021-02-03,30723.599609,27058.060956079054
2021-02-04,31055.859375,27066.94723479842
2021-02-05,31148.240234,27074.288699719367
2021-02-08,31385.759766,27082.217514877473
2021-02-09,31375.830078,27091.20297065613
2021-02-10,31437.800781,27099.74439543083
2021-02-11,31430.699219,27108.259649877473
2021-02-12,31458.400391,27115.797122086955
2021-02-16,31522.75,27124.09530174308
2021-02-17,31613.019531,27132.850003138337
2021-02-18,31493.339844,27141.78735646245
2021-02-19,31494.320313,27150.270720162054
2021-02-22,31521.689453,27159.368384130434
2021-02-23,31537.349609,27169.427433351775
2021-02-24,31961.859375,27185.24189419763
2021-02-25,31402.009766,27202.319563727273
2021-02-26,30932.369141,27218.03015383399
2021-03-01,31535.509766,27240.832008146244
2021-03-02,31391.519531,27264.476909948615
2021-03-03,31270.089844,27282.52738240316
2021-03-04,30924.140625,27302.31683089723
2021-03-05,31496.300781,27319.729642778657
2021-03-08,31802.439453,27342.18482126087
2021-03-09,31832.740234,27365.773599667984
2021-03-10,32297.019531,27399.15699887747
2021-03-11,32485.589844,27428.672531241107
2021-03-12,32778.640625,27465.136641604746
2021-03-15,32953.460938,27511.59056175099
2021-03-16,32825.949219,27549.69463320553
2021-03-17,33015.371094,27600.39365124111
2021-03-18,32862.300781,27646.34195132806
2021-03-19,32627.970703,27696.654405007903
2021-03-22,32731.199219,27746.63072819367
2021-03-23,32423.150391,27798.998988754942
2021-03-24,32420.060547,27853.6556324664
2021-03-25,32619.480469,27900.748795758893
2021-03-26,33072.878906,27947.67499388142
2021-03-29,33171.371094,27989.64812104348
2021-03-30,33066.960938,28034.826704604744
2021-03-31,32981.550781,28076.937654454545
2021-04-01,33153.210938,28121.348922367586
2021-04-05,33527.191406,28171.08679446245
2021-04-06,33430.238281,28218.58402303162
2021-04-07,33446.261719,28267.57110770356
2021-04-08,33503.570313,28310.35205663241
2021-04-09,33800.601563,28354.410326150195
2021-04-12,33745.398438,28395.168540083003
2021-04-13,33677.269531,28434.527830162056
2021-04-14,33730.890625,28475.39787401186
2021-04-15,34035.988281,28515.264389881424
2021-04-16,34200.671875,28557.542343501973
2021-04-19,34077.628906,28599.202221833995
2021-04-20,33821.300781,28637.06313308696
2021-04-21,34137.308594,28678.513208743083
2021-04-22,33815.898438,28721.18916755336
2021-04-23,34043.488281,28762.958606162054
2021-04-26,33981.570313,28804.32742255336
2021-04-27,33984.929688,28844.68181052569
2021-04-28,33820.378906,28882.968765501977
2021-04-29,34060.359375,28922.33164532016
2021-04-30,33874.851563,28958.857306142294
2021-05-03,34113.230469,28997.46406411067
2021-05-04,34133.03125,29038.607707577077
2021-05-05,34230.339844,29080.03292527668
2021-05-06,34548.53125,29122.188820162057
2021-05-07,34777.761719,29166.11419998024
2021-05-10,34742.820313,29209.066491237158
2021-05-11,34269.160156,29248.3464906166
2021-05-12,33587.660156,29285.364948806324
2021-05-13,34021.449219,29325.905146126483
2021-05-14,34382.128906,29369.913676573124
2021-05-17,34327.789063,29412.21584739921
2021-05-18,34060.660156,29453.224702079053
2021-05-19,33896.039063,29489.978338134388
2021-05-20,34084.148438,29529.019006367587
2021-05-21,34207.839844,29567.08991329644
2021-05-24,34393.980469,29606.29885135178
2021-05-25,34312.460938,29645.22098883004
2021-05-26,34323.050781,29682.090322450593
2021-05-27,34464.640625,29717.332895944663
2021-05-28,34529.449219,29753.41514335178
2021-06-01,34575.308594,29789.747946588934
2021-06-02,34600.378906,29825.81656071937
2021-06-03,34577.039063,29860.735093019764
2021-06-04,34756.390625,29894.278571280633
2021-06-07,34630.238281,29927.27627075889
2021-06-08,34599.820313,29956.876428245057
2021-06-09,34447.140625,29984.049160150196
2021-06-10,34466.238281,30012.483695723324
2021-06-11,34479.601563,30042.08690255731
2021-06-14,34393.75,30078.709748715413
2021-06-15,34299.328125,30113.072551332014
2021-06-16,34033.671875,30145.76232097233
2021-06-17,33823.449219,30175.538877296443
2021-06-18,33290.078125,30203.880651011856
2021-06-21,33876.96875,30234.698315600792
2021-06-22,33945.578125,30266.611822268776
2021-06-23,33874.238281,30297.636633901184
2021-06-24,34196.820313,30329.41813866008
2021-06-25,34433.839844,30364.94343664822
2021-06-28,34283.269531,30398.68916756522
2021-06-29,34292.289063,30435.35611729644
2021-06-30,34502.511719,30470.560508355735
2021-07-01,34633.53125,30505.4247391502
2021-07-02,34786.351563,30541.200948083006
2021-07-06,34577.371094,30575.785974640316
2021-07-07,34681.789063,30608.966843280632
2021-07-08,34421.929688,30642.689175296444
2021-07-09,34870.160156,30677.48317078656
2021-07-12,34996.179688,30714.202893490117
2021-07-13,34888.789063,30749.03881555336
2021-07-14,34933.230469,30784.00889337154
2021-07-15,34987.019531,30816.99082889328
2021-07-16,34687.851563,30847.89103424506
2021-07-19,33962.039063,30876.457548573122
2021-07-20,34511.988281,30907.445845260867
2021-07-21,34798.0,30939.529366442686
2021-07-22,34823.351563,30971.082533130433
2021-07-23,35061.550781,31002.923287822137
2021-07-26,35144.308594,31036.488420296442
2021-07-27,35058.519531,31070.435570122532
2021-07-28,34930.929688,31103.42434544664
2021-07-29,35084.53125,31137.832455932807
2021-07-30,34935.46875,31171.01782524901
2021-08-02,34838.160156,31204.711539735177
2021-08-03,35116.398438,31239.05176947826
2021-08-04,34792.671875,31271.17932475099
2021-08-05,35064.25,31303.731812090908
2021-08-06,35208.511719,31335.38000255731
2021-08-09,35101.851563,31365.873564193673
2021-08-10,35264.671875,31396.82688990909
2021-08-11,35484.96875,31427.236096616598
2021-08-12,35499.851563,31458.11728794862
2021-08-13,35515.378906,31487.91388503162
2021-08-16,35625.398438,31518.46201837154
2021-08-17,35343.28125,31547.759495521743
2021-08-18,34960.691406,31575.88511311067
2021-08-19,34894.121094,31604.011796039526
2021-08-20,35120.078125,31633.368306972334
2021-08-23,35335.710938,31663.391945189724
2021-08-24,35366.261719,31692.782979343876
2021-08-25,35405.5,31720.83451713834
2021-08-26,35213.121094,31748.362903071145
2021-08-27,35455.800781,31776.5205349249
2021-08-30,35399.839844,31803.823184383396
2021-08-31,35360.730469,31830.332517695653
2021-09-01,35312.53125,31857.535997810275
2021-09-02,35443.820313,31884.40619605929
2021-09-03,35369.089844,31909.18323101581
2021-09-07,35100.0,31936.089434695652
2021-09-08,35031.070313,31963.353307288537
2021-09-09,34879.378906,31992.517292588935
2021-09-10,34607.71875,32018.870051667986
2021-09-13,34869.628906,32047.86233952569
2021-09-14,34577.570313,32075.182219715414
2021-09-15,34814.390625,32102.14293333992
2021-09-16,34751.320313,32128.845386715413
2021-09-17,34584.878906,32154.744588482212
2021-09-20,33970.46875,32178.73070816996
2021-09-21,33919.839844,32203.483356083005
2021-09-22,34258.320313,32231.588577798422
2021-09-23,34764.820313,32261.14051702767
2021-09-24,34798.0,32292.898893079055
2021-09-27,34869.371094,32324.73261498024
2021-09-28,34299.988281,32352.898730960474
2021-09-29,34390.71875,32379.80251832411
2021-09-30,33843.921875,32405.06442235178
2021-10-01,34326.460938,32430.933045747035
2021-10-04,34002.921875,32455.383723549407
2021-10-05,34314.671875,32481.59661417391
2021-10-06,34416.988281,32506.372691865614
2021-10-07,34754.941406,32533.97024775494
2021-10-08,34746.25,32559.43581716996
2021-10-11,34496.058594,32583.430081312254
2021-10-12,34378.339844,32606.32114634387
2021-10-13,34377.808594,32628.219522086954
2021-10-14,34912.558594,32652.854889861657
2021-10-15,35294.761719,32679.656319581027
2021-10-18,35258.609375,32706.3931186166
2021-10-19,35457.308594,32733.472162280632
2021-10-20,35609.339844,32762.776193592887
2021-10-21,35603.078125,32791.60737565612
2021-10-22,35677.019531,32821.11804450198
2021-10-25,35741.148438,32850.278077237155
2021-10-26,35756.878906,32879.61131278261
2021-10-27,35490.691406,32910.46234261265
2021-10-28,35730.480469,32943.13938220158
2021-10-29,35819.558594,32979.896731509885
2021-11-01,35913.839844,33016.47669383795
2021-11-02,36052.628906,33054.22779777866
2021-11-03,36157.578125,33090.72000071937
2021-11-04,36124.230469,33124.88680377074
2021-11-05,36327.949219,33158.40573287352
2021-11-08,36432.21875,33190.19244853359
2021-11-09,36319.980469,33221.799484415016
2021-11-10,36079.941406,33249.159052411065
2021-11-11,35921.230469,33274.851979474304
2021-11-12,36100.308594,33301.34477684585
2021-11-15,36087.449219,33329.04153296047
2021-11-16,36142.21875,33355.375162221346
2021-11-17,35931.050781,33379.01394217391
2021-11-18,35870.949219,33403.07560071147
2021-11-19,35601.980469,33427.437500106724
2021-11-22,35619.25,33451.69054173122
2021-11-23,35813.800781,33477.5811358498
2021-11-24,35804.378906,33502.13888041501
2021-11-26,34899.339844,33521.32109231226
2021-11-29,35135.941406,33542.12532433992
2021-11-30,34483.71875,33560.201805007906
2021-12-01,34022.039063,33577.527490533605
2021-12-02,34639.789063,33596.562546426874
2021-12-03,34580.078125,33615.12495378656
2021-12-06,35227.03125,33635.90563251778
2021-12-07,35719.429688,33657.6493871502
2021-12-08,35754.75,33680.119588482215
2021-12-09,35754.691406,33702.17812819367
2021-12-10,35970.988281,33725.506893940714
2021-12-13,35650.949219,33747.84558743082
2021-12-14,35544.179688,33769.576063901186
2021-12-15,35927.429688,33793.5518698577
2021-12-16,35897.640625,33816.07491364427
2021-12-17,35365.441406,33836.67136559288
2021-12-20,34932.160156,33854.96698225296
2021-12-21,35492.699219,33875.96954524901
2021-12-22,35753.890625,33897.85666543082
2021-12-23,35950.558594,33921.31535645059
2021-12-27,36302.378906,33945.71278264822
2021-12-28,36398.210938,33970.21215733993
2021-12-29,36488.628906,33994.26218976284
2021-12-30,36398.078125,34018.22427752174
2021-12-31,36338.300781,34041.65803338735
2022-01-03,36585.058594,34065.28877696442
2022-01-04,36799.648438,34091.27991456522
2022-01-05,36407.109375,34115.05663300791
2022-01-06,36236.46875,34136.42844470355
2022-01-07,36231.660156,34156.94437077866
2022-01-10,36068.871094,34176.59219841107
2022-01-11,36252.019531,34197.3168232253
2022-01-12,36290.320313,34217.95568037945
2022-01-13,36113.621094,34237.928606826084
2022-01-14,35911.808594,34257.376389683785
2022-01-18,35368.46875,34275.37721570751
2022-01-19,35028.648438,34291.57535367984
2022-01-20,34715.390625,34305.51610374309
2022-01-21,34265.371094,34317.727018083
2022-01-24,34364.5,34331.037371960476
2022-01-25,34297.730469,34344.229982509874
2022-01-26,34168.089844,34357.00093421344
2022-01-27,34160.78125,34372.24840981819
2022-01-28,34725.46875,34388.54133224902
2022-01-31,35131.859375,34408.89406044664
2022-02-01,35405.238281,34429.421049083
2022-02-02,35629.328125,34448.95404377075
2022-02-03,35111.160156,34466.29618032016
2022-02-04,35089.738281,34482.24036571937
2022-02-07,35091.128906,34497.82490592491
2022-02-08,35462.78125,34513.93961534783
2022-02-09,35768.058594,34531.300202367594
2022-02-10,35241.589844,34546.33494174704
2022-02-11,34738.058594,34559.40750844664
2022-02-14,34566.171875,34571.69119020158
2022-02-15,34988.839844,34585.39115005929
2022-02-16,34934.269531,34598.51862041502
2022-02-17,34312.03125,34609.659693166
2022-02-18,34079.179688,34619.87652864032
2022-02-22,33596.609375,34628.07779315415
2022-02-23,33131.761719,34634.37981730435
2022-02-24,33223.828125,34639.36783607905
2022-02-25,34058.75,34649.86878562055
2022-02-28,33892.601563,34661.56930902767
2022-03-01,33294.949219,34668.52361516601
2022-03-02,33891.351563,34678.404374185775
2022-03-03,33794.660156,34688.38291296838
2022-03-04,33614.800781,34699.01793334782
2022-03-07,32817.378906,34704.23958601581
2022-03-08,32632.640625,34707.52101357312
2022-03-09,33286.25,34713.26611146245
