date,LA104104005.Q,LA144104005.Q,LA153165105.Q,LA153166000.Q,LA154104005.Q,LA214104005.Q,LA314104005.Q,LA384104005.Q,FL264090005.Q,FL104104005.Q,FL104190005.Q,FL114190005.Q,FL144104005.Q,FL144190005.Q,FL154104005.Q,FL154190005.Q,FL214104005.Q,FL214190005.Q,FL314104005.Q,FL314190005.Q,FL384104005.Q,FL384122005.Q,FL384123005.Q,FL384190005.Q,FL153165005.Q,FL153166000.Q,FL104122005.Q,FL104123005.Q,FL113165505.Q,Government,NCB
2000-07-01,27.410896786695908,38.30814206969216,27.238130450946905,9.768470600257277,41.25063436392999,6.866428941076244,23.911951476795164,110.33715685149356,45.37015358204017,27.481867166234213,54.66704248481076,15.783381936085123,38.37606566815914,70.45042442089589,41.10299820160073,42.05537695523111,6.840681332856069,11.896843372813485,23.70189092501591,31.64301418481511,110.02163612763185,47.171107027384146,62.850529100247705,156.04565316333688,27.976495915991492,9.619709206282351,15.89273714078717,11.589130025447044,3.615969401049364,30.778380417871407,10.897245282996254
2000-10-01,27.5290582740956,38.62364712013447,27.565810521065004,9.965038122652645,41.54067788376113,6.855375681512727,23.406665978050686,110.426366663459,43.616624719507605,27.5290582740956,56.585709786909575,16.138145137208262,38.62364712013447,72.72385492411783,41.54067788376113,42.49861129445372,6.855375681512727,12.884277912646505,23.406665978050686,31.322597507605025,110.426366663459,46.7441711176359,63.682195545823106,159.42933591595684,28.305559656499334,9.965038122652645,15.745974282634544,11.783083991461055,3.7019333136652497,30.262041659563415,11.094588846038873
2001-01-01,27.29088163299477,38.50632765856501,27.943771124555674,10.115547650648073,41.821025287664746,6.9687737836884365,23.367582222519175,110.66370895243737,43.05586118550549,27.382920041709262,57.77809017238453,16.266761462648073,38.577882859625454,74.0448516350326,41.45705444396578,42.39959372168067,6.943937752714428,14.135209954464626,23.36258894472636,31.280136518697322,110.34146400103204,46.97539154974701,63.36607245128502,161.8597918298752,28.52669804963024,9.916978425368663,15.933674127113731,11.449245914595531,3.7202243329313855,30.336356006207616,11.215446025570243
2001-04-01,27.5706250072462,38.9496188046002,28.557026854343174,10.223450913245404,42.5551656420176,7.0257493620917515,22.682897596511182,111.21343703331235,44.38531409829409,27.703960125465425,57.69743917211685,16.484646543134673,39.08268377442238,74.18208571525153,42.30969642665601,43.24275522151872,7.087934146237808,13.996788045689176,22.378581055325427,30.29721026631024,110.85889540264161,46.55344633973874,64.30544906290288,161.71883924876968,29.246721340104646,10.04191681851909,16.33640823834483,11.367551887120595,3.740874300064873,29.708646958602934,11.378993797354003
2001-07-01,27.67332890968213,39.227207594156475,29.271732843320677,10.313939101270696,43.78244448159757,7.130158956547792,22.985828658118496,113.12563969042034,43.6749797969279,27.724452341169552,58.76905512180885,16.718192459409188,39.273303963021775,75.48724758121804,43.60249695985744,44.53574644918522,7.098840805256881,15.427011622937918,22.768671896077162,30.714151961088586,112.74331362421327,47.02504574744802,65.71826787676524,166.16415761442977,30.00196979479278,10.179526892299652,16.396909296470678,11.327543044698873,3.7965431707688007,30.115987614666288,11.553878684474341
2001-10-01,27.692459566476778,39.45340567536874,29.787764918242935,10.582908137279567,44.20094529910955,7.290959120851602,23.1885169089205,114.13383259826514,43.696560959422136,27.692459566476778,58.14699188449082,16.99606005800464,39.45340567536874,75.14305194249546,44.20094529910955,45.12921610627119,7.290959120851602,15.182922404105424,23.1885169089205,31.04428132274475,114.13383259826514,47.80879392233048,66.32503867593466,166.49947736963156,30.56789502686742,10.582908137279567,16.532948359122575,11.159511207354205,3.844408318853395,30.4794760297721,11.760946108891964
2002-01-01,27.658661917813465,39.59334000862085,30.576142675787082,10.68944302759801,45.08748516209309,7.405303781235758,23.154076886171485,115.24020026749692,44.05707565260932,27.618592417555494,58.39537226709362,17.186768479201188,39.529177558464966,75.58214074629481,44.74193376900231,45.692365826073505,7.3832552504390065,15.287659111698757,23.307341471267755,31.30639580922473,114.96171361979829,48.10993876350633,66.85177485629197,167.86856706391603,31.219388229003794,10.492359912120932,16.616041312521148,11.002556675658601,3.906528382372532,30.559380667407243,11.934678090807383
2002-04-01,27.379882958867157,39.41886475979397,31.07578136141809,10.767642406109854,45.486692687172464,7.528101593360899,23.505665561921084,115.93933011954404,43.46848801904853,27.35558478896257,58.622408028472435,17.318013008296496,39.38851963389133,75.94042103676894,45.33912709855574,46.30377658181815,7.589178055859482,16.54291573330882,23.249298903704357,31.24140505859469,115.56612920930651,48.17680465032824,67.38932455897827,170.02852392778624,31.908909551722846,10.580208839352682,16.5256134942487,10.829976812009493,3.922896496189525,31.033767155281982,12.038981800926807
2002-07-01,27.14489472113665,39.30275149039914,31.863103925153435,10.814890324982883,46.24727154363056,7.6731679076217185,23.858358155415605,117.08154909706703,43.34826749394767,27.100289773435783,58.84816653161825,17.461471008632152,39.25234850174881,76.3096375402504,46.1861156254007,47.17117486013649,7.659036893749626,17.39780753350441,23.621974380162754,31.589840448450598,116.71948087607696,48.40863228917816,68.31084858689879,172.4684603823419,32.742495369214524,10.685083192904832,16.314230877763414,10.786058895672367,3.949424014215289,31.531526063037326,12.157856769262485
2002-10-01,26.99478410869272,39.27962090602828,32.78714687733884,10.856378022087862,47.18679437962026,7.871250259478686,24.068379493609545,118.40604503873676,41.58528999491624,26.99478410869272,58.442877958257725,17.620657265552772,39.27962090602828,76.06353522381049,47.18679437962026,48.18843666175918,7.871250259478686,17.85297847546977,24.068379493609545,32.0019680545769,118.40604503873676,48.94784188311206,69.45820315562469,174.10691841561635,33.59797426610965,10.856378022087862,16.16939312057062,10.825390988122098,3.926160493575415,31.939629753088226,12.284836797335556
