date,Age2554,Age16plus
1997-01-01,9.643717632390693,6.622213278431563
1997-02-01,8.02795020080066,5.766844459025481
1997-03-01,9.376663857291705,6.108610844434664
1997-04-01,8.594174300497842,6.091704793618504
1997-05-01,6.982355322066161,5.214029213619999
1997-06-01,7.534215893036578,5.61441177973034
1997-07-01,7.412366240984563,5.303067174896528
1997-08-01,5.676946576562999,4.280699496924158
1997-09-01,7.455559404719474,5.53014959809535
1997-10-01,8.651421087211062,6.010926745357236
1997-11-01,10.740473594993768,7.159664783826909
1997-12-01,9.669823581744584,6.196552248743411
1998-01-01,9.323806357042283,6.659608256816167
1998-02-01,8.205692112603144,5.887346830809426
1998-03-01,7.965333486365389,6.195225783057
1998-04-01,8.720802370206245,5.921253618679467
1998-05-01,8.680645041622363,6.065751044318257
1998-06-01,10.805705190121897,7.072644192908868
1998-07-01,8.322444174804062,6.068914412110883
1998-08-01,8.929976758326763,6.553069452449408
1998-09-01,9.16514226113971,6.875146333449204
1998-10-01,8.86037359321648,6.200948970867703
1998-11-01,7.842637862702914,5.549110208047755
1998-12-01,7.033173239363666,5.277089094990428
1999-01-01,6.438381738060269,5.046343241313446
1999-02-01,7.007944240035046,5.093436948556928
1999-03-01,7.722632225128819,4.882305685197929
1999-04-01,7.871028051266532,5.6489034194030125
1999-05-01,10.711921435469456,7.181186842193937
1999-06-01,7.008365187276107,5.37060449136139
1999-07-01,6.674735041164924,4.370449499328526
1999-08-01,7.2319460093894286,5.42957201752866
1999-09-01,9.410858231982429,7.058250602228833
1999-10-01,9.289075971466143,6.085520793739022
1999-11-01,9.698649497189749,6.116061022658433
1999-12-01,7.599978495261839,5.3609170032361675
2000-01-01,7.329508500090644,4.987936088713331
2000-02-01,6.2447318884957665,5.4293037453282995
2000-03-01,9.087347157336659,7.132612001709417
2000-04-01,7.559824392003661,6.467423020718874
2000-05-01,7.2029669223976525,6.1658342915083715
2000-06-01,6.762399528104211,5.580582002668418
2000-07-01,6.479665072106528,4.710520210348969
2000-08-01,8.18307995943685,6.28177842648933
2000-09-01,10.613780087039324,7.325316901924222
2000-10-01,10.154286304482953,6.555943160905341
2000-11-01,9.092977991614879,6.639194141740896
2000-12-01,10.082860638703602,6.462457894164494
2001-01-01,7.5105564974877455,5.15877511110813
2001-02-01,7.521758721410851,5.230370868378333
2001-03-01,8.161878632076409,6.011094427039019
2001-04-01,8.73389236924807,6.124035471388639
2001-05-01,9.040541512713336,5.613688025371357
2001-06-01,6.536943561475886,4.610701604463601
2001-07-01,6.886217412343985,5.590367223452142
2001-08-01,7.152821173051811,5.088538579621062
2001-09-01,8.972638806014093,6.257765815088236
2001-10-01,8.758946874135876,6.059043989830693
2001-11-01,10.8952275856539,6.896825799275224
2001-12-01,11.676176131611061,7.011664604226725
2002-01-01,7.372213471337888,5.107576808020699
2002-02-01,9.07331971328864,6.360657680712897
2002-03-01,6.769067874767604,5.530133494547041
2002-04-01,7.805923038412679,5.426518787419241
2002-05-01,7.756610863366014,5.987871057446678
2002-06-01,8.773368377505966,5.870279077518173
2002-07-01,7.848384840708988,6.020314449078936
2002-08-01,8.71144315419076,6.372318336050439
2002-09-01,7.951982525376057,6.458279260564479
2002-10-01,8.633313116271855,6.458622288261308
2002-11-01,6.706806446514675,5.344112885510506
2002-12-01,7.972947819640173,6.114768455364407
2003-01-01,7.048355219260199,4.9976897262764775
2003-02-01,7.870576501740468,5.664741787918987
2003-03-01,8.207650891982734,5.404212125264039
2003-04-01,7.367765126390349,5.734578033088832
2003-05-01,8.811155871083825,6.937231204329515
2003-06-01,7.292299202394596,6.017768634001507
2003-07-01,5.497348604382073,4.110285288494865
2003-08-01,7.523012421724486,5.849225986866247
2003-09-01,7.953356291143371,5.538788512975557
2003-10-01,7.209314657033748,5.268227540243515
2003-11-01,7.654839207892226,6.146378134366931
2003-12-01,8.573049406737896,6.194033687053542
2004-01-01,5.788336434921253,4.33839876803514
2004-02-01,6.4786843051269996,5.15452332238328
2004-03-01,6.531139989300969,5.322607079438281
2004-04-01,8.302248704500432,5.582009606249261
2004-05-01,8.941310060167783,6.366827762136
2004-06-01,9.125915428906204,6.541847666523333
2004-07-01,7.350872356632442,4.8660339384216185
2004-08-01,10.326498058250703,6.422954849870043
2004-09-01,9.074219716100773,6.612982420837985
2004-10-01,8.798028232576176,6.03394891973455
2004-11-01,8.893276970610852,6.232795450358755
2004-12-01,7.979551187413514,6.329566688090468
2005-01-01,6.767478502759398,5.014131075007867
2005-02-01,7.516092909854827,5.679813238488803
2005-03-01,5.760036775538236,4.878556135103828
2005-04-01,7.682228799330345,5.644840641311099
2005-05-01,5.57560694475115,4.260711399941552
2005-06-01,5.007778605734634,4.022530468684335
2005-07-01,6.0093320074487995,4.5706789611637895
2005-08-01,8.394922703140274,6.401361140844683
2005-09-01,6.993498531972314,5.108359688536493
2005-10-01,7.802079665182224,6.051694516222636
2005-11-01,6.913580910627434,4.974368929953393
2005-12-01,8.646598603385046,6.212344224457918
2006-01-01,7.427618634422382,5.591932196252072
2006-02-01,8.93010421576759,5.722269188273523
2006-03-01,7.732647501742992,4.986948082102142
2006-04-01,8.493400712356625,6.106745566071237
2006-05-01,7.440422772094739,5.702085205447868
2006-06-01,7.568975699470832,5.5021895827574845
2006-07-01,7.403967038010409,6.187560619503361
2006-08-01,7.527548623507502,5.752002765307571
2006-09-01,8.41884118249004,6.043814997503919
2006-10-01,8.133333097477516,5.843060589893296
2006-11-01,8.659365420186319,6.478389394977207
2006-12-01,8.44217131574697,5.946374636022226
2007-01-01,10.914062504425164,6.989371780274863
