date,AHE,PNS,Goods,Serv,UWE_P50,WGT_3m,NIPA,UWE_P50_3m,NIPA_3m
1991-02-01,,3.1777557100297837,2.643171806167399,3.653444676409179,3.4408143697046034,,3.7371096204343646,4.1762543355211195,4.402805975796986
1991-03-01,,2.9673590504451175,2.280701754385972,3.642039542143616,4.65177838298636,,3.478554194428196,4.705884449892698,3.860065185354584
1991-04-01,,3.359683794466428,2.987697715289972,3.8381742738589075,3.754110707586289,,3.09902245294269,3.9489011534257514,3.4382287559350835
1991-05-01,,3.34645669291338,2.7145359019264514,3.9296794208893537,2.626145762422971,,3.7222929977473562,3.6773449509985405,3.433289881706081
1991-06-01,,3.039215686274521,2.617801047120416,3.4979423868312765,1.76028905093204,,4.063877529901649,2.713515173647101,3.628397660197232
1991-07-01,,3.131115459882561,2.610966057441244,3.5934291581108724,4.965002496801962,,3.017153084570645,3.117145770052325,3.601107870739883
1991-08-01,,3.125,2.7003484320557325,3.476482617586907,2.7745606314080185,,3.5910013809445473,3.166617393047341,3.5573439984722803
1991-09-01,,3.018500486854925,2.4263431542461023,3.3673469387755173,4.095719231615891,,3.547447417124361,3.945094119941958,3.3852006275465176
1991-10-01,,2.8155339805825186,2.3336214347450257,3.15361139369279,2.842470533393926,,3.7288646540314163,3.2375834654726123,3.622437817366775
1991-11-01,,2.8100775193798277,2.420051858254091,3.144016227180524,1.7411870309568478,,4.014374989968217,2.8931255986555553,3.763562353707998
1991-12-01,,2.9013539651837617,2.3255813953488413,3.3434650455927084,4.020507943670859,,4.1735031458550065,2.8680551693405447,3.9722475966182134
1992-01-01,,2.6036644165863265,1.801029159519718,3.1313131313131404,0.8639182300155923,,4.8583491864479855,2.2085377348811,4.348742440757069
1992-02-01,,2.5986525505293567,2.060085836909864,3.0211480362537735,2.540427179900795,,5.879114598158663,2.474951117862416,4.970322310153885
1992-03-01,,2.5936599423631135,2.2298456260720467,2.9116465863453733,3.859122125321157,,5.810340306397599,2.421155845079182,5.515934697001416
1992-04-01,,2.48565965583174,2.0477815699658786,2.6973026973026837,4.788553684679497,,5.356192122404835,3.729367663300484,5.681882342320367
1992-05-01,,2.285714285714291,2.0460358056265893,2.5870646766169125,2.1745705245995506,,5.343557223711892,3.607415444866735,5.503363217504774
1992-06-01,,2.473834443387246,2.1258503401360596,2.6838966202783254,2.096703397497013,,4.662277739499943,3.019942535592021,5.1206756952055565
1992-07-01,,2.2770398481973375,1.781170483460559,2.6759167492566904,1.7644939246542313,,5.062676938742516,2.011922615583599,5.02283730065145
1992-08-01,,2.367424242424243,2.120441051738764,2.5691699604743157,3.4451613477095133,,5.198136998043412,2.4354528899535866,4.97436389209529
1992-09-01,,2.3629489603024467,1.6920473773265554,2.764067127344516,3.8515886937953834,,3.818577145380808,3.0204146553863764,4.693130360722246
1992-10-01,,2.455146364494798,1.858108108108114,2.859960552268226,2.313252115672193,,2.817826145991642,3.203334052392364,3.944846763138621
1992-11-01,,2.3562676720075393,1.940928270042197,2.6548672566371723,3.9176120784690127,,2.8928402293234567,3.3608176293121965,3.176414506898636
1992-12-01,,2.443609022556381,1.8518518518518379,2.7450980392156987,2.164682657218342,,8.48582626290888,2.79851561711985,4.732164212741327
1993-01-01,,2.725563909774431,2.1061499578769904,2.938295788442691,2.598168049526972,,2.5612714858498586,2.8934875950714427,4.646645992694065
1993-02-01,,2.72045028142589,2.186711522287643,2.9325513196480912,2.6413400595212577,,2.067622528914703,2.4680635887555247,4.371573425891147
1993-03-01,,2.9026217228464546,2.1812080536912637,3.219512195121954,2.054872646320516,,1.4769406629135284,2.4314602517895825,2.035278225892697
1993-04-01,,2.518656716417911,2.1739130434782483,2.723735408560324,3.58365326428347,,2.6619753886553355,2.7599553233750815,2.0688461934945224
1993-05-01,,2.5139664804469275,2.3391812865497075,2.6188166828321924,4.001021431034291,,2.255473741198011,3.213182447212759,2.131463264255625
1993-06-01,,2.41411327762302,2.0815986677768628,2.710551790900295,5.975962028423787,,1.3264793461921442,4.520212241247183,2.0813094920151634
1993-07-01,,2.504638218923949,2.3333333333333206,2.5096525096525157,3.9263529643441375,,1.761778300374539,4.634445474600739,1.7812437959215648
1993-08-01,,2.4051803885291267,2.1594684385382257,2.5048169556840083,6.655390967691521,,1.742019889767632,5.519235320153149,1.6100925121114384
1993-09-01,,2.4007386888273308,2.579034941763725,2.4975984630163373,3.5613118711412373,,1.7147329453715443,4.714351934392299,1.7395103785045718
1993-10-01,,2.580645161290329,2.487562189054726,2.68456375838928,5.478504849737997,,2.1796069950386077,5.231735896190252,1.8787866100592614
1993-11-01,,2.6703499079189674,2.6490066225165476,2.6819923371647514,4.171340767317111,,1.513916374416513,4.4037191627321155,1.8027521049422217
1993-12-01,,2.5688073394495303,2.892561983471076,2.4809160305343525,4.953914760553735,,0.7865489120113089,4.867920125869615,1.4933574271554766
1994-01-01,,2.4702653247941297,2.8877887788778978,2.37868696479544,7.426109952476834,,2.125549803697102,5.517121826782561,1.4753383633749746
1994-02-01,,2.7397260273972712,3.2098765432098775,2.6590693257360076,4.584100175470929,,1.3935801391274039,5.654708296167166,1.4352262849452717
1994-03-01,,2.3657870791628843,2.791461412151075,2.1739130434782705,2.936787228306992,,1.9521526966023606,4.982332452084918,1.8237608798089555
1994-04-01,,2.547770700636942,2.6186579378068675,2.556818181818188,1.9296214166163008,,1.916549090076347,3.1501696067980745,1.754093975268704
1994-05-01,,2.5431425976385036,2.6938775510204183,2.457466918714557,3.711510894227876,,1.9239105727785422,2.8593065130503903,1.93087078648575
1994-06-01,,2.538531278331835,2.691680261011409,2.3562676720075393,1.094917661877215,,2.153511475435832,2.245349990907131,1.9979903794302405
1994-07-01,,2.624434389140262,2.8501628664495238,2.5423728813559476,1.5225037543475484,,2.016421959531023,2.109644103484214,2.0312813359151325
1994-08-01,,2.619692863595291,2.8455284552845406,2.537593984962405,-1.5150653228226396,,1.4430519203695091,0.36745203113404185,1.8709951184454547
1994-09-01,,2.705139765554554,2.9197080291970767,2.4367385192127333,2.2971340233464144,,2.418490841596932,0.7681908182904417,1.959321573832488
1994-10-01,,2.605570530098822,2.993527508090632,2.42763772175536,1.232705703720205,,4.104099984674914,0.6715914680813272,2.6552142488804518
1994-11-01,,2.690582959641241,2.9032258064516148,2.518656716417911,-0.9384539256132918,,3.6645965704243944,0.8637952671511098,3.39572913223208
1994-12-01,,2.683363148479434,2.5702811244979973,2.7001862197392867,2.205935678453841,,-1.7074275388505478,0.8333958188535853,2.0204230054162533
1995-01-01,,2.5000000000000133,2.4859663191659775,2.5092936802973975,0.2731605093553746,,2.844303312107921,0.5135474207319751,1.600490781227256
1995-02-01,,2.400000000000002,2.232854864433831,2.4976873265494914,1.6282778835610356,,3.1053574412381435,1.369124690456751,1.4140777381651723
1995-03-01,,2.666666666666684,2.635782747603832,2.6827012025901764,2.0955892587579017,,3.1171285957753314,1.3323425505581046,3.0222631163737983
1995-04-01,,2.5732031943212164,2.6315789473684292,2.5854108956602007,-0.3815171222825708,,2.3152469357734295,1.1141166733454562,2.8459109909289686
1995-05-01,,2.657218777679371,2.4642289348171698,2.859778597785989,3.747695368040782,,2.1165586642252654,1.820589168172038,2.5163113985913417
1995-06-01,,2.8293545534924913,2.779984114376477,2.946593001841613,3.189436955774605,,2.883959074117848,2.185205067177606,2.4385882247055144
1995-07-01,,2.910052910052907,3.00870942201108,2.9384756657483857,1.9965855341058212,,3.0346326185499484,2.9779059526404033,2.678383452297687
1995-08-01,,2.9049295774647987,2.8458498023715473,3.024747937671868,3.515851285661076,,3.11985110627111,2.900624591847168,3.0128142663129687
1995-09-01,,2.9850746268656803,2.6792750197005555,3.20219579139982,4.776038354627565,,3.129808522356692,3.4294917247981545,3.094764082392583
1995-10-01,,2.889667250437822,2.5923016496465,3.008204193254338,4.243587344605015,,2.5936999841337682,4.178492328297886,2.94778653758719
1995-11-01,,2.882096069869,2.5078369905956244,3.1847133757961776,3.9342078621160015,,3.2823215827929575,4.317944520449529,3.0019433630944725
1995-12-01,,2.8745644599303066,2.5058731401722767,3.1731640979147935,2.874004983404843,,3.1277001261395654,3.68393339670862,3.0012405643554305
1996-01-01,,3.3101045296167086,3.521126760563398,3.4451495920217567,3.433557835170276,,2.7894545112066904,3.413923560230374,3.0664920733797376
1996-02-01,,3.038194444444442,2.808112324492984,3.068592057761732,2.6885767605369093,,3.3622911564745728,2.9987131930373434,3.093148597940276
1996-03-01,,2.9437229437229373,2.3346303501945664,3.3333333333333437,1.0598675666902757,,3.451830594116534,2.3940007207991543,3.2011920872659325
1996-04-01,,3.460207612456756,3.3411033411033575,3.5103510351035094,5.809983245176409,,3.2479456155358966,3.1861425241345316,3.354022455375668
1996-05-01,,3.364969801553075,3.33591931730024,3.408071748878916,1.175348633772133,,3.69511543058898,2.681733148546273,3.4649638800804703
1996-06-01,,3.4393809114359186,3.400309119010836,3.488372093023262,1.9576139925022276,,4.049040928555803,2.980981957150257,3.6640339915602262
1996-07-01,,3.2562125107112427,3.1514219830899304,3.479036574487049,2.7779876998993203,,3.382084017634157,1.9703167753912272,3.7087467922596473
1996-08-01,,3.507271171941828,3.382013835511133,3.558718861209975,3.669452268808637,,3.8663545307758618,2.8016846537367286,3.7658264923219407
1996-09-01,,3.4100596760443302,3.4535686876439042,3.4574468085106336,1.808630148239443,,4.1157629020137865,2.7520233723158003,3.7880671501412686
1996-10-01,,3.489361702127658,3.215926493108734,3.6283185840708,4.497456772453545,,3.6886516516525525,3.3251797298338754,3.8902563614807337
1996-11-01,,3.5653650254668934,3.3639143730886722,3.703703703703698,5.41248547303439,,3.940707403508781,3.906190797909126,3.9150406523917063
1996-12-01,,3.6409822184589213,3.819709702062646,3.5149384885764468,0.8205357350568931,,4.4569351980262795,3.576825993514943,4.028764751062538
1997-01-01,,3.6256323777402955,3.0990173847316616,3.768624014022781,2.2590345400728573,,4.631422696991572,2.830685249388047,4.343021766175544
1997-02-01,,3.7068239258635227,3.717754172989385,3.76532399299474,3.66319537541262,,4.383765622983549,2.2475885501807906,4.4907078393338
1997-03-01,,3.8687973086627414,4.1064638783269825,3.7489102005231034,3.008918997662957,4.5,4.5253300105347005,2.9770496377161457,4.513506110169939
1997-04-01,,3.5953177257525004,3.082706766917287,3.826086956521735,3.043395024900186,4.6,4.358708901229913,3.2385031326585882,4.42260151158272
1997-05-01,,3.7562604340567463,3.3033033033033066,3.98959236773635,1.5472549962728177,4.5,4.278649093592013,2.533189672945321,4.387562668452208
1997-06-01,,3.574397339983393,2.9895366218235964,3.802938634399311,3.2121016566872385,4.6,3.84360739465035,2.6009172259534146,4.160321796490759
1997-07-01,,3.734439834024883,2.757078986587169,4.051724137931045,3.1322005269657005,4.8,4.241355033544747,2.630519059975253,4.121203840595704
1997-08-01,,3.884297520661173,3.0483271375464804,4.295532646048117,1.8587574640425373,4.9,4.652249477530956,2.7343532158984925,4.245737301908685
1997-09-01,,3.8746908491343657,2.9673590504451175,4.370179948586106,1.834068721385096,4.8,4.190606012351106,2.275008904131112,4.361403507808936
1997-10-01,,4.111842105263164,3.70919881305638,4.440649017933396,0.0212783115083325,4.8,4.784138410058225,1.2380348323119892,4.542331299980096
1997-11-01,,4.180327868852474,3.624260355029585,4.336734693877542,2.247136341836864,4.8,5.1662629702095675,1.3674944582434314,4.713669130872966
1997-12-01,,4.166666666666674,3.532008830022071,4.49915110356538,4.717150344180165,4.9,4.759984031892817,2.3285216658417878,4.903461804053536
1998-01-01,,4.068348250610243,3.079178885630496,4.4763513513513375,4.055732779856136,4.9,5.115211273750919,3.6733398219577222,5.013819425284434
1998-02-01,,4.224207961007309,3.2918800292611516,4.641350210970474,3.4462905261387844,4.8,5.0211608505911665,4.073057883391695,4.965452052078301
1998-03-01,,4.210526315789465,3.3601168736304032,4.621848739495782,3.718134694049313,4.6,4.978685744500777,3.7400526666814122,5.03835262294762
1998-04-01,,4.277643260694108,3.209336250911732,4.8576214405360085,2.372687903686077,4.9,5.206175710417105,3.179037707958059,5.06867410183635
1998-05-01,,4.344328238133555,3.197674418604657,4.7539616346955915,4.49131158561773,5.2,5.405004996116691,3.5273780611177075,5.196622150344858
1998-06-01,,4.25361155698234,2.9753265602322276,4.912572855953368,4.401985673145914,5.4,5.284797316943957,3.755328387483241,5.298659341159251
1998-07-01,,4.0000000000000036,2.7556200145032683,4.639602319801162,5.807368504051991,5.4,5.44890952838708,4.900221920938545,5.3795706138159085
1998-08-01,,3.9777247414478856,3.0303030303030276,4.365733113673809,4.494121791612948,5.3,5.155135298080138,4.901158656270284,5.296280714470392
1998-09-01,,4.047619047619055,2.9538904899135243,4.51559934318555,5.18785236230046,5.1,5.259273723379643,5.163114219321801,5.287772849948954
1998-10-01,,3.791469194312791,2.6466380543633816,4.251839738348329,6.066379018074497,5.0,5.094499902272376,5.249451057329303,5.169636307910719
1998-11-01,,3.6191974822973982,2.569593147751603,4.074979625101882,3.278452490949335,4.9,4.795041337650807,4.844227957108099,5.049604987767609
1998-12-01,,3.607843137254907,2.4164889836531644,4.142973192526389,6.725406082104057,5.0,4.720795298906477,5.356745863709297,4.870112179609887
1999-01-01,,3.7529319781079096,2.560455192034139,4.284559417946654,2.4402160226804748,5.0,4.79153098391607,4.148024865244623,4.769122540157785
1999-02-01,,3.6632891660171474,2.4079320113314484,4.274193548387095,1.581491711862415,5.0,4.676558686737242,3.5823712722156493,4.7296283231865965
1999-03-01,,3.651903651903665,2.544169611307412,4.09638554216869,5.252541768082164,5.2,4.281896286378162,3.0914165008750185,4.583328652343825
1999-04-01,,3.5603715170278605,2.9681978798586472,3.833865814696491,5.812119760851564,5.2,4.069187425664489,4.2153844135987155,4.342547466259965
1999-05-01,,3.4695451040863468,3.2394366197183055,3.6624203821655987,4.128697788737545,5.2,3.871636527067035,5.064453105890425,4.0742400797032285
1999-06-01,,3.6951501154734334,3.8054968287526414,3.730158730158739,5.702256004454043,4.9,3.62103703440404,5.214357851347717,3.853953662378521
1999-07-01,,3.923076923076918,4.234297812279464,3.8004750593824133,1.7774985088025552,5.0,3.61814182872644,3.869484100664715,3.7036051300658386
1999-08-01,,3.519510328997688,3.571428571428581,3.630623520126286,3.891183242091234,4.8,3.4610087797733335,3.7903125851159447,3.566729214301271
1999-09-01,,3.8138825324180115,3.988803358992299,3.7706205813040183,4.869093486755194,5.0,3.567796058051176,3.512591745882995,3.54898222218365
1999-10-01,,3.8051750380517557,3.693379790940776,3.9215686274509887,5.5182240755587975,5.1,3.77471368090716,4.759500268135075,3.6011728395772233
1999-11-01,,3.7205770690964313,3.6882393876130903,3.837118245888793,5.006309176353385,5.2,3.9456108004286783,5.131208912889126,3.762706846462338
1999-12-01,,3.709311127933379,3.7473976405274056,3.7441497659906453,3.7595304884946663,5.0,5.02332803640928,4.761354580135617,4.247884172581706
2000-01-01,,3.541823662396393,4.0915395284327305,3.4108527131782918,6.802087212261698,4.9,6.0527328939502745,5.189308959036583,5.007223910262744
2000-02-01,,3.759398496240607,4.149377593361003,3.634957463263744,8.416090054884817,4.8,6.273058608332827,6.325902585213728,5.7830398462307935
2000-03-01,,3.8230884557721057,4.066161268090962,3.7808641975308532,4.926942399385159,4.8,6.231650550176027,6.715039888843893,6.185814017486376
2000-04-01,,3.811659192825112,4.11805078929306,3.769230769230769,4.619995734764948,4.9,6.04801973904685,5.987676063011642,6.184242965851901
2000-05-01,,3.874813710879277,3.47885402455661,4.070660522273428,6.03539434648912,4.9,5.195626206117265,5.194110826879743,5.825098831780047
2000-06-01,,3.786191536748329,3.3265444670740107,4.055087987758221,1.5349083756092563,5.0,6.067441956611153,4.063432818954442,5.770362633925089
2000-07-01,,3.774981495188756,3.385240352065,3.966437833714731,6.13369451556669,5.1,6.858220709553353,4.567999079221689,6.040429624093924
2000-08-01,,3.9911308203991247,3.583502366463831,4.1127189642041095,7.0710939145641305,5.1,6.553117690839216,4.913232268580026,6.492926785667907
2000-09-01,,3.7472446730345332,3.432032301480481,4.012112036336113,3.92642471510336,5.2,6.638440491658493,5.710404381744728,6.683259630683687
2000-10-01,,3.885630498533721,3.8306451612903025,3.924528301886787,2.298916539502893,5.2,6.251472255430568,4.432145056390128,6.481010145976093
2000-11-01,,4.172767203513916,4.026845637583887,4.4494720965309265,4.550313141200824,5.4,5.33314910134588,3.59188479860236,6.074353949478314
2000-12-01,,4.306569343065703,3.6120401337792707,4.6616541353383445,3.2871457702724483,5.4,3.987421734103136,3.378791816992056,5.190681030293195
2001-01-01,,4.002911208151372,3.3311125916055895,4.422788605697159,3.491205366855743,5.4,3.577739862671403,3.776221426109673,4.299436899373473
2001-02-01,,4.057971014492745,3.3200531208499307,4.477611940298498,3.3173245214161096,5.3,3.478920903308458,3.365225219514768,3.681360833360999
2001-03-01,,4.115523465703963,3.443708609271523,4.535315985130128,2.564961418443512,5.3,3.780090545135373,3.124497102238456,3.6122504370384108
2001-04-01,,3.95968322534197,2.96638101516149,4.447739065974798,2.648211988705529,5.3,3.585693187150696,2.843499309521718,3.6149015451981756
2001-05-01,,4.017216642754673,3.4937376400790976,4.354243542435432,4.034278794515966,5.1,3.9023967335092724,3.0824840672216696,3.756060155265114
2001-06-01,,4.005722460658068,3.613666228646517,4.264705882352948,6.627084455060994,5.2,3.0861900587790814,4.436525079427497,3.52475999314635
2001-07-01,,3.780313837375182,3.6018336607727575,4.03521643433602,4.4394315179201005,5.1,1.8107564779483276,5.033598255832355,2.9331144234122273
2001-08-01,,3.766879886282859,3.5248041775456818,4.096561814191668,3.25684031598128,5.2,1.5550545269490401,4.774452096320792,2.150667021225483
2001-09-01,,3.541076487252126,3.3832140533506916,3.784570596797665,2.582554771578627,5.0,1.2665004404071256,3.4262755351600034,1.5441038151014979
2001-10-01,,3.4580098800282233,3.0420711974110004,3.8489469862019066,3.475021129489297,5.0,1.3151073018998316,3.1048054056830687,1.3788874230853325
2001-11-01,,3.4434293745607913,3.2258064516129004,3.6101083032491044,3.534099308968885,5.0,1.9197193869276985,3.1972250700122706,1.500442376411552
2001-12-01,,3.149055283414981,3.6797934151065137,3.1609195402298784,2.749620829111943,5.0,2.3138820814405214,3.2529137558567087,1.8495695900893505
2002-01-01,,3.2890132960112117,3.803997421018712,3.2304379038047504,2.4021065844568312,4.9,1.032604597975073,2.895275574179221,1.755402022114431
2002-02-01,,2.924791086350975,3.7917737789203043,2.857142857142869,2.924405537829156,4.7,0.6549100825863352,2.6920443171326442,1.33379892066731
2002-03-01,,2.843273231622745,3.5851472471190915,2.7027027027026973,3.9876336221744015,4.6,0.7905973876698003,3.104715248153464,0.8260373560770695
2002-04-01,,2.7700831024930705,3.7772087067861726,2.5550035486160416,3.787212391114148,4.3,1.5176795393563536,3.566417183705903,0.987729003204163
2002-05-01,,2.6206896551724146,3.5031847133758065,2.545968882602545,1.870747106406556,4.4,2.1201019472096183,3.215197706565036,1.476126291411924
2002-06-01,,2.6822558459422385,3.297400126823069,2.609308885754591,2.1690362580279787,4.2,2.6411105665799184,2.608998585182895,2.0929640177152966
2002-07-01,,2.8865979381443196,3.286978508217442,2.891396332863194,2.696686275236493,4.1,2.392543150785542,2.2454898798903433,2.3845852215250263
2002-08-01,,2.876712328767117,3.2786885245901676,2.951510892480669,1.4580172306998262,4.0,2.7043744719201124,2.107913254654767,2.5793427297618576
2002-09-01,,2.941176470588247,3.3983637507866593,2.8751753155680237,2.081616202477332,3.9,2.86814928699215,2.078773236137885,2.6550223032326015
2002-10-01,,3.137789904502042,3.580402010050232,3.076923076923066,1.9816673810350904,3.8,2.557740960390764,1.8404336047374172,2.7100882397676753
2002-11-01,,2.9211956521739024,3.2499999999999973,2.996515679442502,3.198807864754083,3.5,2.2370941856995508,2.4206971494221694,2.5543281443608215
2002-12-01,,3.1207598371777445,3.424657534246589,3.1337047353760417,0.3594038108045039,3.6,2.098209448168431,1.8466263521978934,2.297681531419582
2003-01-01,,3.1165311653116534,3.2298136645962705,3.129346314325443,0.8796480662545791,3.7,1.7219573238226316,1.4792865806043896,2.019086985896871
2003-02-01,,3.382949932341006,3.0959752321981338,3.541666666666665,1.952295725681319,3.9,1.8855103814396923,1.0637825342468015,1.9018923844769182
2003-03-01,,2.9669588671611624,3.0902348578492056,3.0470914127423976,2.0468149690888504,3.7,2.1461239699144263,1.6262529203415836,1.9178638917255835
2003-04-01,,2.96495956873315,3.0228254164096136,3.114186851211076,2.088368342136171,3.5,2.1229772233668953,2.029159678968781,2.0515371915736713
2003-05-01,,3.0241935483870996,3.1384615384615566,3.0344827586206824,2.0696246142506203,3.5,2.609640277374936,2.0682693084918813,2.292913823552086
2003-06-01,,2.8801071667782896,3.130755064456725,2.8865979381443196,1.3552770819519333,3.6,2.5222607692621857,1.8377566794462423,2.4182927566680057
2003-07-01,,2.872411489645965,2.9987760097919036,2.9472241261137677,1.1381529096095244,3.7,3.1499939485623907,1.5210182019373601,2.7606316650665037
2003-08-01,,2.663115845539288,2.930402930402942,2.662116040955631,3.2019501955978136,3.5,3.4682061696444055,1.8984600623864247,3.0468202958229944
2003-09-01,,2.4584717607973428,2.8606208155812496,2.385821404226318,3.1719754514934806,3.5,3.607845033461099,2.5040261855669406,3.4086817172226316
2003-10-01,,1.9841269841269993,2.4257125530624757,1.9674355495250984,2.908424618086469,3.4,4.296073412140355,3.094116755059255,3.790708205081953
2003-11-01,,2.0462046204620554,2.5423728813559476,1.9621109607577791,-0.4646018479273262,3.4,4.920912293918889,1.8719327405508752,4.274943579840115
2003-12-01,,1.7763157894737036,2.1071643588199906,1.7555705604321403,2.8420600493871184,3.3,4.5940608071767475,1.7619609398487546,4.603682171078663
2004-01-01,,1.905387647831791,2.2864019253910906,1.8880647336479983,1.0576794621200536,3.3,4.889981538921329,1.1450458878599494,4.801651546672321
2004-02-01,,1.63612565445026,2.402402402402415,1.4755197853789426,2.651339844986289,3.4,4.59885204878574,2.1836931188311546,4.694298131627939
2004-03-01,,1.8991486574983618,2.4580335731414937,1.814516129032251,1.930844028868628,3.4,4.105845563024602,1.879954445324991,4.531559716910557
2004-04-01,,2.0287958115183358,2.455089820359291,1.8791946308724716,3.81287552618641,3.4,4.248930052773803,2.79835313334711,4.317875888194714
2004-05-01,,1.9569471624266255,2.2076372315035675,1.9410977242302563,3.3406992356699305,3.4,4.414653926013479,3.0281395969083236,4.256476513937294
2004-06-01,,2.018229166666674,2.083333333333326,2.004008016032066,3.54195158528432,3.3,4.277374924110311,3.565175449046888,4.313652967632531
2004-07-01,,1.8831168831168865,2.020202020202033,1.8641810918775148,3.276066219916318,3.4,4.935602554972762,3.386239013623524,4.542543801698851
2004-08-01,,2.0103761348897464,2.1352313167259718,1.9281914893617191,1.4235858160951853,3.5,4.915103635149198,2.747201207098609,4.709360371410757
2004-09-01,,2.3346303501945442,2.366863905325456,2.330226364846877,1.3514977700319395,3.7,4.694617278809554,2.0170499353478153,4.848441156310504
2004-10-01,,2.529182879377445,2.48667850799289,2.528276779773786,1.417509291061636,3.7,4.134682483734631,1.3975309590629212,4.5814677992311275
2004-11-01,,2.457956015523921,2.3612750885477984,2.455209024552074,4.278331119581669,3.7,3.2657539686653525,2.349112726891749,4.031684577069846
2004-12-01,,2.5210084033613356,2.3584905660377187,2.587923025879224,3.3031270632524867,3.5,3.7791224430505865,2.9996558246319314,3.7265196318168563
2005-01-01,,2.5145067698259194,2.117647058823535,2.6472534745201948,5.913273921338691,3.6,4.041883939378055,4.498244034724283,3.6955867836979976
2005-02-01,,2.5756600128783003,2.28739002932552,2.6437541308658163,2.1965146123786417,3.5,4.124473319278632,3.8043051989899404,3.9818265672357582
2005-03-01,,2.634961439588679,2.1650087770626048,2.7722772277227747,2.090115945942439,3.6,3.9387687626443624,3.399968159886592,4.03504200710035
2005-04-01,,2.6940346375882163,2.337814143775585,2.832674571805005,-0.1166947825283037,3.5,3.691955613427944,1.3899785919309267,3.9183992317836456
2005-05-01,,2.559181062060145,2.393461762988913,2.692055154300732,1.2011485839497738,3.6,2.8861297415515352,1.0581899157879706,3.5056180392079472
2005-06-01,,2.616464582003819,2.507288629737614,2.6850032743942487,0.8357067598962375,3.8,2.8657973939073766,0.6400535204392367,3.147960916295619
2005-07-01,,2.9318036966220484,2.6208503203261513,3.0065359477124076,1.4168641043015962,4.0,2.6835221681198673,1.1512398160492034,2.8118164345262593
2005-08-01,,2.7972027972028135,2.6132404181184787,2.935420743639927,2.521310144278388,4.0,2.3157110675926074,1.5912936694920747,2.6216768765399503
2005-09-01,,2.5982256020278927,2.0809248554913173,2.797657774886142,3.9564340009635712,4.1,2.6032207440085164,2.631536083181186,2.5341513265736637
2005-10-01,,2.972802024035426,2.484113229347207,3.1148604802076596,2.3520896990106843,4.0,3.0279160328720245,2.9432779480842157,2.6489492814910496
