date,Date,Price,Dividend,DY,Pch,Return
1989-01-01,1989.01,657.4504801816679,22.60609152305945,0.0438615,0.0490572,9.29187
1989-02-01,1989.02,674.4767393092104,22.70433235244654,0.0437045,0.0545441,9.82487
1989-03-01,1989.03,667.6509736304167,22.83288775551921,0.0435566,0.0525476,9.61043
1989-04-01,1989.04,685.067422217709,22.858318120024368,0.0434065,0.054377,9.77834
1989-05-01,1989.05,707.3329545638123,22.969280043820675,0.0432348,0.0615858,10.4821
1989-06-01,1989.06,727.6526899677677,23.31096198630136,0.0430642,0.0636992,10.6763
1989-07-01,1989.07,744.2864170016074,23.374271197146292,0.042888,0.0662361,10.9124
1989-08-01,1989.08,776.0036023274477,23.6130328697833,0.0427184,0.0669308,10.9649
1989-09-01,1989.09,775.0826073999999,23.946548739999994,0.0425531,0.066769,10.9322
1989-10-01,1989.1,771.6020911624202,23.980300223527063,0.042369,0.0712582,11.3627
1989-11-01,1989.11,753.8098367752182,24.203677219420165,0.0421862,0.0705752,11.2761
1989-12-01,1989.12,771.1973302934178,24.4677064631245,0.0420139,0.069988,11.2002
1990-01-01,1990.01,744.4308946821035,24.393211656200933,0.0418586,0.0647114,10.657
1990-02-01,1990.02,720.193185644531,24.475017324218744,0.0417262,0.0585572,10.0283
1990-03-01,1990.03,733.6383483682982,24.536979564879562,0.0415433,0.0724115,11.3955
1990-04-01,1990.04,731.8940621024047,24.75147205643909,0.0413521,0.0751134,11.6466
1990-05-01,1990.05,756.2560318304952,24.94576106366099,0.041171,0.0748932,11.6064
1990-06-01,1990.06,773.9569455542722,25.040478329484213,0.0410087,0.0718856,11.2894
1990-07-01,1990.07,770.2191642446317,25.087156829562872,0.0408639,0.0666231,10.7487
1990-08-01,1990.08,701.1277958776594,24.97837991584346,0.0407541,0.054198,9.49521
1990-09-01,1990.09,663.0675231537301,24.869499378296904,0.0406668,0.046693,8.73598
1990-10-01,1990.1,641.7709499625466,24.922537082958797,0.0406,0.0412648,8.18647
1990-11-01,1990.11,657.3661005418533,25.047214233370692,0.0405411,0.040313,8.08541
1990-12-01,1990.12,685.4296221038861,25.20713043721972,0.040463,0.047355,8.7818
1991-01-01,1991.01,674.599184268202,25.09192277544576,0.0403845,0.0469261,8.73106
1991-02-01,1991.02,749.6934420252222,25.06835303727744,0.0402582,0.0628585,10.3117
1991-03-01,1991.03,769.288354296296,25.024395537037027,0.0401364,0.0624231,10.2559
1991-04-01,1991.04,783.4192713017751,25.02864454511834,0.0400109,0.0641233,10.4134
1991-05-01,1991.05,777.6314957780235,24.97538654129793,0.0398766,0.0663287,10.6205
1991-06-01,1991.06,775.9597132536763,24.922441819852935,0.0397417,0.0665603,10.6302
1991-07-01,1991.07,778.7938140051393,24.974532815161524,0.0395937,0.0707396,11.0333
1991-08-01,1991.08,795.240462298682,24.99003329483894,0.0394391,0.0733817,11.2821
1991-09-01,1991.09,787.2894985422739,24.968788848396493,0.0392441,0.0831815,12.2426
1991-10-01,1991.1,785.4938113537115,24.878234384461418,0.039052,0.0818024,12.0854
1991-11-01,1991.11,781.2702548621188,24.752168908381705,0.0388689,0.0788066,11.7675
1991-12-01,1991.12,785.9431928752717,24.680206308919498,0.0386843,0.0790076,11.7692
1992-01-01,1992.01,840.4974176683561,24.72526531498913,0.0384563,0.0924956,13.0952
1992-02-01,1992.02,830.3804376623374,24.71657886002885,0.0382175,0.0941603,13.2378
1992-03-01,1992.03,815.793962383345,24.67248040201004,0.0379641,0.0957007,13.3665
1992-04-01,1992.04,814.7243535663081,24.637107670250888,0.0377324,0.0907228,12.8455
1992-05-01,1992.05,828.3350391732282,24.601836220472435,0.0374945,0.0934691,13.0964
1992-06-01,1992.06,812.3677543330954,24.51409786019971,0.0372287,0.0991993,13.6428
1992-07-01,1992.07,824.0950684163699,24.50801748701067,0.0369567,0.101644,13.86
1992-08-01,1992.08,827.4576493435058,24.48477140223562,0.036684,0.102016,13.87
1992-09-01,1992.09,826.2010953998581,24.481202406227876,0.0364645,0.0900675,12.6532
1992-10-01,1992.1,811.5232061001407,24.3687139321227,0.0362842,0.0796894,11.5974
1992-11-01,1992.11,830.6937464084504,24.327712302288724,0.0361141,0.0776854,11.38
1992-12-01,1992.12,856.443219097956,24.358028382663843,0.0359404,0.0795263,11.5467
1993-01-01,1993.01,851.4370001227207,24.28404042373772,0.0357806,0.0753929,11.1174
1993-02-01,1993.02,861.0750127533191,24.26430237997903,0.0356239,0.0748663,11.049
1993-03-01,1993.03,874.5118193593313,24.24450752089136,0.0354758,0.0728617,10.8338
1993-04-01,1993.04,858.3667300694442,24.202927391840273,0.0353451,0.0676195,10.2965
1993-05-01,1993.05,861.3742584084604,24.195282285540912,0.0352273,0.0643983,9.96256
1993-06-01,1993.06,865.6098755886424,24.18746516620498,0.0351126,0.0637605,9.88731
1993-07-01,1993.07,864.1223078427976,24.18746516620498,0.0349985,0.0636215,9.862
1993-08-01,1993.08,874.9129643819058,24.12064896408839,0.0348701,0.0682412,10.3111
1993-09-01,1993.09,882.9284623707786,24.07077856650585,0.0347484,0.0666368,10.1385
1993-10-01,1993.1,888.214874914207,24.0099472546328,0.0346243,0.0672725,10.1897
1993-11-01,1993.11,885.6731848593961,24.031746639231816,0.0344943,0.0687819,10.3276
1993-12-01,1993.12,891.5280530692727,24.07001375171467,0.0343599,0.0701113,10.4471
1994-01-01,1994.01,902.522021733926,24.08678034832421,0.0342258,0.070761,10.4987
1994-02-01,1994.02,896.7646609066119,24.087215170927056,0.0340708,0.0766379,11.0709
1994-03-01,1994.03,878.9932080332878,24.087457523777168,0.033919,0.0746264,10.8545
1994-04-01,1994.04,846.4214600915873,24.13672340179782,0.0337747,0.0709608,10.4736
1994-05-01,1994.05,852.788698474576,24.20244208864406,0.0336245,0.0727578,10.6382
1994-06-01,1994.06,857.3153670101349,24.202293851351342,0.0334619,0.0760665,10.9528
1994-07-01,1994.07,848.5567159703502,24.193453554582202,0.0332951,0.0767909,11.0086
1994-08-01,1994.08,869.1795714093957,24.15219815436241,0.0331537,0.0707229,10.3877
1994-09-01,1994.09,871.9313725568938,24.124878647925023,0.033014,0.0704709,10.3485
1994-10-01,1994.1,865.4702356020065,24.28283956137123,0.0328721,0.0708213,10.3693
1994-11-01,1994.11,859.0961384268535,24.405814182197723,0.032734,0.069061,10.1795
1994-12-01,1994.12,848.2505178857714,24.54240936873747,0.0325937,0.0688662,10.146
1995-01-01,1995.01,863.5363477212238,24.46299637391882,0.032462,0.0664641,9.89261
1995-02-01,1995.02,890.9204580516897,24.36572799867461,0.032339,0.0646707,9.70097
1995-03-01,1995.03,908.6704051354025,24.26683409841479,0.0322058,0.0680639,10.027
1995-04-01,1995.04,932.78641176761,24.321573284562202,0.0320684,0.0706534,10.2722
1995-05-01,1995.05,960.090901593298,24.3898390642247,0.0319324,0.0716234,10.3556
1995-06-01,1995.06,986.6294182786883,24.439360393442616,0.0317974,0.0725514,10.4349
1995-07-01,1995.07,1019.5932861147538,24.585703868852452,0.0316618,0.074252,10.5914
1995-08-01,1995.08,1020.1005830444733,24.649101030085017,0.0315177,0.0768775,10.8395
1995-09-01,1995.09,1053.9025801729763,24.728298009138378,0.0313583,0.083134,11.4492
1995-10-01,1995.1,1058.006437020169,24.77490541639557,0.0312017,0.0827258,11.3928
1995-11-01,1995.11,1081.5974374511716,24.918168424479163,0.0310612,0.0790391,11.01
1995-12-01,1995.12,1116.9049044462538,25.06161809446253,0.0309306,0.0775772,10.8508
1996-01-01,1996.01,1110.1234309909323,25.10217418669041,0.0308012,0.0767498,10.7551
1996-02-01,1996.02,1169.7894613621686,25.207365449160744,0.0306777,0.0764499,10.7128
1996-03-01,1996.03,1159.353490414258,25.262930154142577,0.0305716,0.0688684,9.944
1996-04-01,1996.04,1155.0814790946893,25.267150787428015,0.0304722,0.0656908,9.6163
