date,DPCERG,DPCCRG,CPI,CPI_CORE,Target
2022-09-01,6.667939000672507,5.606479327988612,8.20166964383362,6.630604107415916,2
2022-10-01,6.461602354598139,5.459759683450094,7.7454273308049215,6.284421750107416,2
2022-11-01,6.030493273542614,5.20808883271644,7.110322794191726,5.957829066962805,2
2022-12-01,5.520050627946982,4.9668814733705435,6.4544013314108195,5.70783493244289,2
2023-01-01,5.507734586232882,4.937665213974429,6.410146968856267,5.5825955607770705,2
2023-02-01,5.197803844154003,4.855603371625716,6.035613077866597,5.537754418365681,2
2023-03-01,4.428273156924578,4.783286394955444,4.984974122099173,5.5896026684640665,2
2023-04-01,4.476012960317743,4.789642299240104,4.930320398188925,5.519415773295822,2
2023-05-01,4.003462454014284,4.731625374880166,4.047609272791974,5.329805200577087,2
2023-06-01,3.284521339529123,4.383786808421353,2.9691776545588855,4.828967015067187,2
2023-07-01,3.40904219289897,4.299124123250864,3.177780177942169,4.652861868586067,2
2023-08-01,3.43205991996991,3.8282036156702226,3.6651123843995492,4.349245233496424,2
2023-09-01,3.4488928270185903,3.687774208035388,3.69969812134443,4.146534334979668,2
2023-10-01,3.0232617305099296,3.4740628549791763,3.241144651893202,4.030870487613392,2
2023-11-01,2.7650899986466193,3.2907438711504255,3.1372707088417773,4.007343124165552,2
2023-12-01,2.7672658467360334,3.1123879882344996,3.3521228314302265,3.9298530886699323,2
2024-01-01,2.6987514493606035,3.159014510020852,3.0908847812280538,3.861744192977934,2
2024-02-01,2.705057426970159,3.059467984974007,3.1531711208615976,3.752495797849398,2
2024-03-01,2.9279392327126175,3.122173857921662,3.4773850700380304,3.801280624337111,2
2024-04-01,2.826154012888593,3.006720905553606,3.357363950119163,3.6099824372187728,2
2024-05-01,2.6616729088639213,2.7711764063720334,3.2690290569400204,3.418739613626931,2
2024-06-01,2.548373440470164,2.7531619063573265,2.971397107263307,3.267294681298738,2
2024-07-01,2.594376777467322,2.8062163337682744,2.8947531984913066,3.171278789406662,2
2024-08-01,2.412994957427461,2.873279917118543,2.5307302964569622,3.197002286337125,2
2024-09-01,2.260766436883843,2.838627996468368,2.440633031069983,3.3112731929077155,2
2024-10-01,2.4776925356425616,2.9865021082658982,2.597904904914672,3.332905131993069,2
2024-11-01,2.5878034125423,2.980710120125618,2.7493803960905616,3.318613890618294,2
2024-12-01,2.7280946901200087,2.9885896245190446,2.888057219980067,3.2381447033891675,2
2025-01-01,2.6073795303935166,2.7801380994415092,3.0004831121501097,3.2583707189842492,2
2025-02-01,2.7104846734857135,2.9686432938117457,2.82154895174751,3.117440610743172,2
2025-03-01,2.3594336708984365,2.670294814316976,2.3907252538964974,2.7894464628115845,2
2025-04-01,2.2774259978433964,2.614795918367352,2.3112888616734883,2.779123083986934,2
2025-05-01,2.4580860654408676,2.783883382495933,2.354896535474671,2.7869402973363933,2
2025-06-01,2.5935129797068024,2.8073722050588,2.669213018222316,2.9344551618636805,2
2025-07-01,2.601506433051015,2.858165664586565,2.7049023971513986,3.059389625768305,2
2025-08-01,2.7395491125120186,2.903482554739778,2.9161742842984006,3.1101472734261115,2
2025-09-01,2.7874424148706556,2.825069249833967,3.0126767755256134,3.0192240018186878,2
