date,VALUE
1989-01-07,2056000
1989-01-14,2069000
1989-01-21,2048000
1989-01-28,2071000
1989-02-04,2074000
1989-02-11,2103000
1989-02-18,2111000
1989-02-25,2167000
1989-03-04,2110000
1989-03-11,2163000
1989-03-18,2108000
1989-03-25,2145000
1989-04-01,2117000
1989-04-08,2117000
1989-04-15,2092000
1989-04-22,2104000
1989-04-29,2064000
1989-05-06,2089000
1989-05-13,2144000
1989-05-20,2085000
1989-05-27,2056000
1989-06-03,2117000
1989-06-10,2110000
1989-06-17,2113000
1989-06-24,2151000
1989-07-01,2133000
1989-07-08,2207000
1989-07-15,2217000
1989-07-22,2159000
1989-07-29,2181000
1989-08-05,2236000
1989-08-12,2214000
1989-08-19,2195000
1989-08-26,2184000
1989-09-02,2199000
1989-09-09,2207000
1989-09-16,2169000
1989-09-23,2249000
1989-09-30,2220000
1989-10-07,2279000
1989-10-14,2293000
1989-10-21,2295000
1989-10-28,2257000
1989-11-04,2280000
1989-11-11,2271000
1989-11-18,2289000
1989-11-25,2300000
1989-12-02,2271000
1989-12-09,2265000
1989-12-16,2295000
1989-12-23,2292000
1989-12-30,2302000
1990-01-06,2347000
1990-01-13,2349000
1990-01-20,2407000
1990-01-27,2316000
1990-02-03,2364000
1990-02-10,2323000
1990-02-17,2382000
1990-02-24,2347000
1990-03-03,2385000
1990-03-10,2341000
1990-03-17,2384000
1990-03-24,2344000
1990-03-31,2365000
1990-04-07,2323000
1990-04-14,2410000
1990-04-21,2385000
1990-04-28,2403000
1990-05-05,2374000
1990-05-12,2374000
1990-05-19,2381000
1990-05-26,2431000
1990-06-02,2406000
1990-06-09,2438000
1990-06-16,2402000
1990-06-23,2431000
1990-06-30,2442000
1990-07-07,2487000
1990-07-14,2498000
1990-07-21,2441000
1990-07-28,2461000
1990-08-04,2460000
1990-08-11,2500000
1990-08-18,2537000
1990-08-25,2540000
1990-09-01,2579000
1990-09-08,2585000
1990-09-15,2591000
1990-09-22,2578000
1990-09-29,2644000
1990-10-06,2621000
1990-10-13,2753000
1990-10-20,2722000
1990-10-27,2787000
1990-11-03,2813000
1990-11-10,2789000
1990-11-17,2996000
1990-11-24,2955000
1990-12-01,2918000
1990-12-08,3000000
1990-12-15,2984000
1990-12-22,3001000
1990-12-29,2938000
1991-01-05,3062000
1991-01-12,3111000
1991-01-19,3017000
