date,p50uwe,nuwe,P50_tot,P50_men,P50_women,p10uwe,p25uwe,p75uwe,p90uwe
2023-05-16,5.66762728146013,2.211343544710531,5.629770992366412,3.3129904097646046,5.257623554153512,6.215722120658129,4.366197183098586,4.8338368580060465,5.622803592346748
2023-08-15,4.485981308411224,1.5537275320851363,4.485981308411224,3.5102739726027288,3.82626680455016,4.8214285714285765,4.143646408839774,4.186320754716988,7.66550522648084
