name,Total,IE,RY
2-year,-0.029499999999999638,-0.46896930161747985,0.4394693016174802
5-year,-0.1708333333333334,-0.40514458901213013,0.23431125567879674
10-year,-0.1896666666666662,-0.36077411942497983,0.17110745275831363
