date,hours_index,output_index
1989-01-01,2.763432967482138,3.6722282974345877
1990-01-01,-0.16079633685353312,1.5090879673716806
1991-01-01,-2.2188964301062124,-0.6149150491102373
1992-01-01,-0.3865385317245479,4.055682369853497
1993-01-01,2.964852802484902,3.0855735835424616
1994-01-01,3.881650275496612,4.604736820648575
1995-01-01,2.3366944402419154,3.4426624742947665
1996-01-01,2.342200653060206,4.486283659733859
1997-01-01,3.178755626725327,5.163328954029494
1998-01-01,2.18100271940187,5.60296209329802
1999-01-01,1.8288882194940126,5.817117881680522
2000-01-01,1.3485013678946833,4.387284537381114
2001-01-01,-1.8520063409905474,0.6750829618703935
2002-01-01,-2.476922402829546,1.6885409021998588
2003-01-01,-0.5651222277006346,3.095137635952061
2004-01-01,1.2963310349892843,4.331824200522149
2005-01-01,1.6910714415348416,3.916944199046901
2006-01-01,2.3168213193107743,3.3375416862402254
2007-01-01,0.6768053618595199,2.2734748249458536
2008-01-01,-2.16799193130906,-0.8772654433046868
2009-01-01,-7.548981516439052,-3.785039532943663
2010-01-01,0.11534814153232043,3.2717251139790573
2011-01-01,2.091286632945671,2.067498915411914
2012-01-01,2.38007087711265,3.341913512476946
2013-01-01,2.012515156165967,2.624748675756133
2014-01-01,2.3661805939192924,3.399361089037373
2015-01-01,2.398522292548927,3.7035420484785697
2016-01-01,1.395904042117091,2.0201494462959433
2017-01-01,1.4782125756169717,2.994846719596561
2018-01-01,2.0054193739154402,3.4484464358209066
2019-01-01,0.931622182535663,3.0803600394305795
2020-01-01,-7.533230634232034,-2.7396786818706333
2021-01-01,5.677437862135415,7.775577426202963
2022-01-01,4.030959344759349,2.5225060880124217
2023-01-01,0.9766257200313877,2.889203461278955
2024-01-01,0.2042350343353344,2.9142017777585183
2025-01-01,0.9499350197435641,2.3089671132830003
