date,Nonfinancial Business
1989-01-01,63.03053044380289
1989-04-01,63.168594608107
1989-07-01,62.9478356523243
1989-10-01,63.42900075288351
1990-01-01,62.986281780734274
1990-04-01,62.63831310859614
1990-07-01,62.504746375630994
1990-10-01,62.88216312032525
1991-01-01,62.18307065673954
1991-04-01,61.25060430608686
1991-07-01,59.96925202431156
1991-10-01,58.88066801393239
1992-01-01,57.997042951692436
1992-04-01,56.92885058531737
1992-07-01,56.12409754088886
1992-10-01,55.090877548701854
1993-01-01,54.94401555905163
1993-04-01,54.80382479561059
1993-07-01,54.74204232488407
1993-10-01,54.25827140962494
1994-01-01,54.3360608416488
1994-04-01,53.99233137448114
1994-07-01,54.06961461995683
1994-10-01,53.88573855228665
1995-01-01,54.32899480463992
1995-04-01,54.882899966851326
1995-07-01,54.76861303180672
1995-10-01,54.931859229347864
1996-01-01,54.839175809064734
1996-04-01,54.62853735416117
1996-07-01,54.72632783891793
1996-10-01,54.353226015588085
1997-01-01,54.573661115997254
1997-04-01,54.63369654852636
1997-07-01,55.13434823728939
1997-10-01,55.537698494861964
1998-01-01,56.507080600193085
1998-04-01,57.69280552223659
1998-07-01,58.15544994204096
1998-10-01,58.51116059828334
1999-01-01,59.46977805868031
1999-04-01,59.91953929336701
1999-07-01,61.07663654572016
1999-10-01,60.985710415341245
2000-01-01,62.00787435029812
2000-04-01,62.14795564927434
2000-07-01,62.70308847291499
2000-10-01,63.06738416662475
2001-01-01,63.29369412174054
2001-04-01,63.55055784103564
2001-07-01,64.24845327998638
2001-10-01,64.50010665747116
2002-01-01,64.26557463597948
2002-04-01,63.92449900199271
2002-07-01,63.601269681154136
2002-10-01,63.535135329450135
2003-01-01,63.06194470124622
2003-04-01,62.409511286918665
2003-07-01,61.474977017160235
2003-10-01,60.39286192225095
2004-01-01,60.89749230904361
2004-04-01,60.376545123056125
2004-07-01,60.44941454921997
2004-10-01,60.294264090222136
2005-01-01,60.2838558373625
2005-04-01,60.69016768522935
2005-07-01,60.63534966821942
2005-10-01,61.17394757219976
2006-01-01,61.520833717719725
2006-04-01,62.34614510197453
2006-07-01,62.8173749658283
2006-10-01,63.94040903232462
2007-01-01,64.9257923158905
2007-04-01,66.21416105267264
2007-07-01,67.66474007607704
2007-10-01,68.82530607735544
2008-01-01,70.38543136770026
2008-04-01,71.00168307812491
2008-07-01,71.81434248183052
2008-10-01,73.29297355006267
2009-01-01,73.63411992055046
2009-04-01,73.22512950389644
2009-07-01,71.95381764278055
2009-10-01,69.45041984831715
2010-01-01,68.8885326413678
2010-04-01,67.38229241158675
2010-07-01,67.03867799802877
2010-10-01,65.73545833389925
2011-01-01,65.67145070584334
2011-04-01,65.19909508073243
2011-07-01,65.31513579209651
2011-10-01,65.03823641499424
2012-01-01,64.64256825852176
2012-04-01,64.66278985035962
2012-07-01,65.23205080644205
2012-10-01,65.88611323415326
2013-01-01,65.50136934580945
2013-04-01,65.920505957293
2013-07-01,66.16557503263743
2013-10-01,65.82597798050791
2014-01-01,66.82265045772895
2014-04-01,66.43810278594353
2014-07-01,66.4022387974217
2014-10-01,67.09287418335732
2015-01-01,67.89048128860824
2015-04-01,68.39118511279595
2015-07-01,68.81660127362036
2015-10-01,69.70967790276458
2016-01-01,70.95789833449693
2016-04-01,70.85874726280746
2016-07-01,71.25016277406459
2016-10-01,70.90574957733259
2017-01-01,71.54270271470192
2017-04-01,72.06054622367746
2017-07-01,72.20947756502953
2017-10-01,72.32414825911658
2018-01-01,72.1503460841627
2018-04-01,73.11750161883049
2018-07-01,72.98373493813324
2018-10-01,73.2858964511295
2019-01-01,73.81665814881558
2019-04-01,73.77665424710946
