date,Owner,Renter,Vacant
1989-01-01,0.0,0.0,0.0
1989-04-01,0.06171343279167729,0.010851610331258144,0.023002130225777684
1989-07-01,0.10580094213176139,0.028685643597775368,0.08979171565176447
1989-10-01,0.13948548831323393,0.06155195317527351,0.08421036932509995
1990-01-01,0.1282433367580076,0.03951278402586489,0.08035002669868518
1990-04-01,0.09381792663347355,0.04516531721260719,0.04117635806132647
1990-07-01,0.06953605789560768,0.043147444153593284,-0.009849886579271327
1990-10-01,0.06535332257172044,-0.01985473419498085,0.036290168254978994
1991-01-01,0.05338596663620976,-0.0060619471485345855,0.023761377749321966
1991-04-01,0.058699890203069316,-0.03790307971744511,0.02449384941791166
1991-07-01,0.055667450370513905,-0.07563673158280793,0.003967974168567423
1991-10-01,0.04777173181161132,-0.09397677707263874,-0.041280477531113746
1992-01-01,0.042845086598486404,-0.11347508004407736,-0.07551533427134771
1992-04-01,0.036538272965021434,-0.10892246795795302,-0.10026139776030352
1992-07-01,0.020540303695632645,-0.12340398785408979,-0.1452502415705741
1992-10-01,0.04621003393208056,-0.14541703785953253,-0.14198169782975167
1993-01-01,-0.0002345587159275908,-0.12128090258913637,-0.1481016638477648
1993-04-01,-0.022892299365203428,-0.14441286172570145,-0.17321548403878495
1993-07-01,-0.0008499113548197101,-0.12664033884301595,-0.1928495442559255
1993-10-01,0.05192785067938743,-0.12582612095998869,-0.20410974663338521
1994-01-01,0.049271687855728885,-0.14919726230525043,-0.2027942187710723
1994-04-01,0.025582072754708918,-0.14199444590126475,-0.19174369566820726
1994-07-01,-0.008668479484608582,-0.14075036430119958,-0.15056637188035005
1994-10-01,-0.05229916601448181,-0.10401444547779093,-0.1310166634009784
1995-01-01,0.02116700944460348,-0.11920834119919554,-0.11603393393961703
1995-04-01,0.13764169368849366,-0.1891333630755998,-0.07224263093068917
1995-07-01,0.20712317212618814,-0.27981918129643724,-0.056265477841033196
1995-10-01,0.26769401823163363,-0.3788740195234812,-0.03143358210117242
1996-01-01,0.3286906983074296,-0.4831746422909049,-0.026589907156184367
1996-04-01,0.39587388777492905,-0.5519714769471147,-0.011330418041588075
1996-07-01,0.4553687511893827,-0.6044381394431948,0.04509935385625674
1996-10-01,0.46904024460711824,-0.6446143984337329,0.09284368042755187
1997-01-01,0.4928272713158428,-0.6661676362009565,0.13172356395210194
1997-04-01,0.506773862901948,-0.703129691924973,0.1678038956074408
1997-07-01,0.5495035839362892,-0.7374899765444756,0.14905475444854588
1997-10-01,0.5814927349225059,-0.7563822545036771,0.13240506450903755
1998-01-01,0.6426684315734796,-0.80202076809719,0.14719096711594482
1998-04-01,0.6844824410741595,-0.8192963700891731,0.15105294958873383
1998-07-01,0.7570641147700528,-0.903615508752706,0.1826744727775429
1998-10-01,0.8379565047540858,-0.9637112142481925,0.1946976997992973
1999-01-01,0.9184690854691056,-1.0268869433582335,0.20755967798378183
1999-04-01,0.9802721064234987,-1.0786396091784276,0.24708275395916335
1999-07-01,1.0281921275220256,-1.085862329824641,0.28453562938689814
1999-10-01,1.0783460193718177,-1.1312152177695811,0.26948140157423417
2000-01-01,1.1015822681086824,-1.1873659520465836,0.23989085422392886
2000-04-01,1.1150865791690237,-1.2632384544741235,0.1992935799614175
2000-07-01,1.1505124276607788,-1.3405949679301408,0.14395309640257992
2000-10-01,1.2136740804160553,-1.3941379535239982,0.14120151603626496
2001-01-01,1.0802086719178767,-1.5166275222228691,0.13577593907998065
2001-04-01,0.9495563720524132,-1.6443612813642847,0.13993147565112896
2001-07-01,0.8317140645467731,-1.7564208545402415,0.12800657908208724
2001-10-01,0.7108348210077438,-1.8838805370801097,0.141237026805487
2002-01-01,0.7480017160150005,-1.898830197930101,0.1687510931811298
2002-04-01,0.7917991653274576,-1.8668480408142951,0.14214242143761613
2002-07-01,0.7946591919200934,-1.843115276784637,0.1648461800740062
2002-10-01,0.8194228248203146,-1.861380047694956,0.2100669319269528
2003-01-01,0.8448221943221519,-1.8703681772003833,0.24738830886300978
2003-04-01,0.867915076491709,-1.9165216994133374,0.3253073599740448
2003-07-01,0.8840342760236481,-1.9700713735662259,0.41962402190558645
