date,bd_cps,3ma,wk,wk3ma,zwc
2012-07-01,1.9110918045043945,2.083843946456909,2.7879536151885986,2.4790684382120767,17.355768638953933
2012-08-01,1.9386112689971924,2.0658950010935464,2.5964081287384033,2.6494900385538735,17.365559926603012
2012-09-01,2.649122476577759,2.1662751833597818,3.757685422897339,3.0473490556081138,17.148785479324903
2012-10-01,1.8518447875976562,2.1465261777242026,2.3225903511047363,2.8922279675801597,16.43135063536918
2012-11-01,2.2441506385803223,2.2483726342519126,2.2726833820343018,2.7843197186787925,15.664105384442301
2012-12-01,2.5640130043029785,2.220002810160319,2.4999022483825684,2.365058660507202,15.469628326544884
2013-01-01,1.9999980926513672,2.2693872451782227,2.547776699066162,2.4401207764943442,15.425326154740764
2013-02-01,2.2059619426727295,2.256657679875692,2.8645336627960205,2.637404203414917,15.82472668713507
2013-03-01,2.3748815059661865,2.193613847096761,2.8076887130737305,2.739999691645304,15.768324635700369
2013-04-01,2.0342469215393066,2.2050301233927407,2.4584829807281494,2.710235118865967,15.709011680687505
2013-05-01,2.4239182472229004,2.2776822249094644,2.5640010833740234,2.6100575923919678,15.597601209559565
2013-06-01,2.064788341522217,2.1743178367614746,3.0366480350494385,2.6863773663838706,15.999838371984714
2013-07-01,2.560621500015259,2.349776029586792,2.6421666145324707,2.747605244318644,16.141106961529164
2013-08-01,2.5640547275543213,2.3964881896972656,2.5059759616851807,2.72826353708903,16.101979798248504
2013-09-01,1.7737865447998047,2.299487590789795,2.3534953594207764,2.5005459785461426,16.0106214588973
2013-10-01,2.088630199432373,2.1421571572621665,2.116382122039795,2.325284481048584,15.652116402116382
2013-11-01,1.9999980926513672,1.9541382789611816,2.409541606903076,2.293139696121216,15.489786177930489
2013-12-01,2.4590134620666504,2.1825472513834634,2.380859851837158,2.3022611935933432,15.01506806856969
2014-01-01,2.559995651245117,2.3396690686543784,3.3769726753234863,2.7224580446879068,15.183507784881746
2014-02-01,2.325582504272461,2.4481972058614097,2.8571486473083496,2.8716603914896646,15.122285114856062
2014-03-01,2.2074997425079346,2.3643592993418374,3.2354652881622314,3.156528870264689,15.315690468034086
2014-04-01,2.179837226867676,2.237639824549357,3.124070167541504,3.072228034337362,15.905633268187687
2014-05-01,2.3913025856018066,2.2595465183258057,2.8571486473083496,3.072228034337362,15.798212432652528
2014-06-01,2.377384901046753,2.3161749045054116,2.1387457847595215,2.7066548665364585,16.043903188097023
2014-07-01,2.509361505508423,2.426016330718994,2.8571009635925293,2.6176651318868003,15.494607665602082
2014-08-01,2.499997615814209,2.4622480074564614,2.7943074703216553,2.5967180728912354,15.487350902368078
2014-09-01,3.0056416988372803,2.671666940053304,3.1005024909973145,2.9173036416371665,15.14916753453659
2014-10-01,2.985262870788574,2.830300728480021,4.000914096832275,3.298574686050415,15.155362920361178
2014-11-01,2.857089042663574,2.949331204096476,3.4249961376190186,3.5088042418162027,14.879135582016616
2014-12-01,2.7631282806396484,2.868493398030599,2.868485450744629,3.431465228398641,14.663804981733433
2015-01-01,3.448152542114258,3.02278995513916,4.000234603881836,3.4312387307484946,14.199808463781759
2015-02-01,3.0214309692382812,3.077570597330729,4.081487655639648,3.650069236755371,14.277469758310524
2015-03-01,3.3507704734802246,3.273451328277588,4.000556468963623,4.027426242828369,14.2808739985746
2015-04-01,3.7037014961242676,3.3586343129475913,3.657984733581543,3.9133429527282715,14.337789194932029
2015-05-01,2.9411256313323975,3.3318658669789634,3.448152542114258,3.702231248219808,14.518369103200724
2015-06-01,2.9893994331359863,3.211408853530884,3.38289737701416,3.496344884236654,14.63681543554245
2015-07-01,3.4482717514038086,3.126265605290731,4.302370548248291,3.7111401557922363,14.518468554605642
2015-08-01,2.8168082237243652,3.0848264694213867,3.5979747772216797,3.7610809008280435,14.497140457655384
2015-09-01,3.1182944774627686,3.127791484196981,3.56065034866333,3.820331891377767,15.118685906467666
2015-10-01,3.0402064323425293,2.991769711176554,2.9624223709106445,3.3736824989318848,15.001380288625844
2015-11-01,3.4549057483673096,3.2044688860575357,3.909105062484741,3.477392594019572,14.67620320427715
2015-12-01,3.0303001403808594,3.175137440363566,2.207207679748535,3.02624503771464,14.223393981105525
2016-01-01,3.0269503593444824,3.1707187493642173,3.4617245197296143,3.1926790873209634,14.377507014783047
