date,Y001RC,B009RC,Y033RC,A008RC
2009-01-01,3.8122079964232314,3.656930107348799,4.736620067130938,12.20575817090297
2009-04-01,3.891953375912891,3.2894947277132505,4.534964866719384,11.716419923850774
2009-07-01,3.9066759628876477,2.9727421125039295,4.581932359887776,11.461350435279352
2009-10-01,3.979838169428422,2.681955647603832,4.663677478964422,11.325471295996675
2010-01-01,3.8698143736949366,2.4978174161051325,4.875218512375199,11.24285030217527
2010-04-01,3.8050110569336457,2.550541238020098,5.097878244959862,11.453430539913604
2010-07-01,3.8224344351296393,2.5036246152736625,5.313154673741037,11.63921372414434
2010-10-01,3.8704138365563705,2.5420599035603706,5.357029248686141,11.769509520705936
2011-01-01,3.928567520145331,2.35943866663262,5.470604466757794,11.75861716757924
2011-04-01,3.9534916158654654,2.5239917444526414,5.4910484235327965,11.968531783850905
2011-07-01,4.013757950060329,2.6915363811120883,5.780620513711937,12.485914844884354
2011-10-01,4.04434746332578,2.7886553300258505,5.848117998828323,12.681120792179954
2012-01-01,4.016714372972975,2.925500682844804,5.960835295468455,12.903050351286236
2012-04-01,4.033592653596893,3.011553876183392,6.073597922887571,13.118750622797457
2012-07-01,4.025560522811273,2.9700774059760624,6.031382867937278,13.027020796724614
2012-10-01,4.059853771088302,2.891881138964846,6.133327048475437,13.085061958528584
2013-01-01,4.117781219326619,2.784867471170588,6.1637515047432485,13.066394188581112
2013-04-01,4.090882924643159,2.864283371432558,6.127922651670152,13.08308894774587
2013-07-01,4.123473398766698,2.9815254811329446,6.052835941926542,13.157840720195626
2013-10-01,4.126455420971789,3.010606258636638,6.186225131556684,13.32328099451263
2014-01-01,4.176171308110404,3.168957452427755,6.2351455755402245,13.580268521360193
2014-04-01,4.187491309191399,3.266465386207547,6.2869851701982835,13.74094186559723
2014-07-01,4.207135518597043,3.2710825765655214,6.370054348888365,13.848272444050929
2014-10-01,4.270883351954845,3.343079270697723,6.300296018122744,13.914258640775312
2015-01-01,4.237560667132098,3.2801065616801677,6.306707842083349,13.824380606912415
2015-04-01,4.217697539533289,3.271105391617319,6.245194144525996,13.733997075676605
2015-07-01,4.250608071265007,3.1740292950199076,6.280015689917836,13.704653056202751
2015-10-01,4.322701805796181,3.057026373061399,6.183610135362704,13.563338314220285
2016-01-01,4.398941742907091,2.922535669323645,6.112858121639542,13.434335533870279
2016-04-01,4.477203623700292,2.976816325954742,5.968831696870761,13.422846302276511
2016-07-01,4.510714463977213,3.0621608765191564,5.89098748988958,13.46386283038595
2016-10-01,4.542473592252529,3.0795239593702863,5.850520333846376,13.472523123984285
2017-01-01,4.588060923386019,3.0718745831190364,5.84181583441234,13.501746154218
2017-04-01,4.601097926434474,3.0794947980679517,5.901780283736884,13.58237300823931
2017-07-01,4.638220610336017,2.9951816913921196,5.919179265099394,13.552581566827532
2017-10-01,4.654508679105467,2.988967259114698,5.992083280764151,13.635554228239153
2018-01-01,4.706547485204678,3.1138714103261558,6.004096799216353,13.824515694747186
2018-04-01,4.791468910609987,3.1017381542664384,5.937652325611227,13.83085453161648
2018-07-01,4.814111246215514,3.086659618159378,5.899908311709416,13.800674368098436
2018-10-01,4.898659122366539,3.0269625483324853,5.931799834084422,13.857421504783446
2019-01-01,4.928105788567576,3.040461316273926,5.914613976323975,13.883181081165477
2019-04-01,4.9793416110293425,3.1362640009071874,5.906178577983636,14.021784189920163
2019-07-01,4.996408731111728,3.241204295214748,5.73351079330489,13.971128429140913
2019-10-01,5.03498933221443,3.1933957892266553,5.527757473042897,13.75614259448398
2020-01-01,5.17036522632631,3.2003574226777007,5.275974082064678,13.646696731068689
2020-04-01,5.56801605853983,3.058688425026627,5.105015315764065,13.731719799330522
2020-07-01,5.237794974417534,2.745186080330235,5.184569772963704,13.167550827711475
2020-10-01,5.344679303077999,2.6998703534817725,5.261885149548444,13.306434806108216
2021-01-01,5.36690297004206,2.686544380057066,5.191430955100588,13.244878305199714
2021-04-01,5.384851051172912,2.653410590132508,5.12122385870527,13.159485500010689
2021-07-01,5.378981293067057,2.623008553494941,4.960704768938216,12.96269881207218
2021-10-01,5.33878399907717,2.6169312075315103,4.88574486476217,12.841456015333119
2022-01-01,5.424022965893002,2.6547961182488424,5.104898630858557,13.183713719653541
2022-04-01,5.462790035167569,2.696236451904503,5.16304378676191,13.322074188605798
2022-07-01,5.48410001000591,2.741322932009173,5.212532476407924,13.437959265370065
2022-10-01,5.463480282129875,2.7873171439168702,5.138723826751369,13.389521252798115
2023-01-01,5.491530212596212,2.9841683703729314,5.104435618326685,13.580137930746414
2023-04-01,5.491609729175748,3.076335331780513,5.137550838761037,13.705499594797505
