date,Manufacturing,Mining,Electric and gas utilities,Durable manufacturing,Nondurable manufacturing,Consumer goods,Durable consumer goods,Automotive products,Nondurable consumer goods,Foods and tobacco,Chemical products,Consumer energy products,"Equipment, total",Transit equipment,Information processing and related equipment,Industrial equipment,Oil and gas well drilling and manufactured homes,Materials,Durable goods materials,Consumer parts,Equipment parts,Basic metals,Nondurable goods materials,Textile materials,Chemical materials,Energy materials,Nonindustrial supplies,Construction supplies,Business supplies,Motor vehicles and parts,Clothing,Paper products,Paper materials,Commercial energy products,Total index,"Food, beverage, and tobacco",Chemical
1993-06-01,65.1344,83.6721,76.4102,43.9079,95.5799,84.1778,65.439,55.2755,92.0473,86.4772,81.121,70.2118,51.9043,57.8101,16.8462,82.1015,105.514,55.8458,36.8218,63.1065,10.4489,107.089,101.801,215.656,89.2139,76.0065,78.8028,85.5462,75.7234,55.4158,670.769,166.563,128.486,64.7409,64.9553,83.9206,86.3781
1993-07-01,65.2696,82.7809,77.5031,43.9943,95.8979,84.8569,65.3505,54.4818,93.1064,87.3733,81.7626,72.5734,52.0708,55.798,16.8824,83.0855,109.783,55.7991,36.9151,62.6367,10.5594,104.542,101.757,217.932,89.5833,75.4754,78.9286,86.0162,75.739,53.9277,675.401,165.244,126.179,64.9444,65.1198,84.5707,86.6828
1993-08-01,65.1299,82.8531,77.9857,43.8227,96.0356,84.7383,64.6466,53.4154,93.2896,87.6576,81.8078,73.6245,51.513,54.5076,16.9595,82.6028,110.591,55.8658,36.9176,62.172,10.5656,105.385,102.22,217.184,90.4721,75.4387,79.0701,86.3024,75.8331,52.8657,670.331,163.171,126.858,65.1259,65.0494,84.7716,86.7799
1993-09-01,65.5889,83.5584,77.1082,44.4341,95.9928,85.0083,65.9934,55.2154,93.0021,86.6903,82.5991,73.8584,52.3144,56.1366,17.2783,83.1026,113.654,56.0633,37.3687,64.1175,10.6423,106.296,102.26,218.586,90.2307,74.8323,79.413,86.7876,76.127,55.1198,669.633,162.168,127.598,65.2448,65.3882,84.0158,87.2299
1993-10-01,66.1318,84.6524,76.8511,45.0609,96.1743,85.4267,67.6666,57.2932,92.7711,86.5588,81.84,73.9032,53.0924,57.3665,17.516,84.6102,113.946,56.4994,37.8123,67.5375,10.7029,105.728,102.469,219.058,90.535,75.3506,79.7077,87.5777,76.2623,58.3766,665.761,162.862,127.96,65.676,65.8702,83.8232,87.3491
1993-11-01,66.4507,84.621,77.3537,45.4255,96.2183,85.5436,68.2762,57.814,92.6339,86.8799,80.4005,73.7067,53.3174,57.5743,17.7809,84.973,112.996,56.9216,38.1937,68.8327,10.7327,107.255,102.74,220.101,90.5443,75.9676,79.9431,88.2871,76.3458,59.5057,666.871,163.789,128.971,65.2505,66.1779,84.0362,86.811
1993-12-01,66.8597,84.9234,77.668,45.883,96.4353,85.7892,68.6244,58.0186,92.8215,87.5553,80.5293,73.2963,53.5283,57.1829,17.8513,86.2669,115.031,57.3295,38.7385,69.9694,10.8508,110.447,102.861,221.294,90.0016,76.044,80.6436,89.4752,76.8846,60.2119,663.582,163.301,129.381,65.9076,66.5602,84.5932,86.6612
1994-01-01,66.9277,84.0188,79.944,46.0683,96.2214,86.3473,69.7107,59.7142,93.101,87.2841,80.1076,75.9431,53.6602,57.8184,17.7358,87.5787,115.342,57.4183,38.8428,70.937,10.9245,108.097,102.36,220.669,89.387,76.5506,80.8506,89.1046,77.2706,61.7728,663.438,161.799,129.27,67.718,66.7722,84.2942,86.0514
1994-02-01,67.0194,84.6148,79.1436,46.0212,96.6753,86.5092,69.6003,60.3793,93.3956,88.0549,81.7396,75.1691,53.0576,57.2456,17.7012,87.468,113.089,57.6274,39.0557,72.1043,10.9767,109.372,103.032,220.342,91.1521,76.323,80.8439,88.4451,77.4689,63.1138,650.222,161.402,129.619,67.9641,66.8068,84.842,87.6299
1994-03-01,67.903,85.7311,77.8459,46.5834,98.1356,87.2502,70.242,59.905,94.1715,89.5493,82.3446,73.3677,53.6907,56.4662,18.092,88.8087,116.994,58.2283,39.6212,71.8692,11.2368,109.532,104.363,224.346,92.5409,76.3279,81.6846,90.0954,78.0454,62.4035,669.85,162.107,131.881,66.8336,67.4832,86.1162,88.6081
1994-04-01,68.4929,85.0143,77.1061,47.2522,98.3668,87.5037,71.1547,60.6971,94.0896,89.7962,82.1881,71.6125,53.9951,56.2803,18.4128,88.9405,115.89,58.6697,40.361,73.0834,11.5037,112.116,104.26,227.374,92.3655,76.0386,82.1944,91.4941,78.2702,63.4925,678.288,163.749,130.5,67.4822,67.8771,86.1755,88.3803
1994-05-01,68.8951,85.2874,76.7704,47.5632,99.0317,87.9902,71.3507,60.3735,94.7113,89.9966,84.4911,72.0054,53.9537,55.3567,18.665,89.1938,113.924,59.0454,40.7665,73.0719,11.6921,113.281,105.003,228.106,93.4754,75.9197,82.4576,92.2163,78.3862,63.0473,679.643,162.624,131.773,66.958,68.1961,86.3128,89.794
1994-06-01,69.1054,85.1728,80.0648,47.7276,99.4078,88.6292,72.0099,61.0991,95.3282,90.0266,85.5802,74.0146,54.1204,55.5491,18.9217,89.1978,115.3,59.496,40.9398,73.4049,11.8199,111.546,105.325,230.245,93.8737,77.4199,82.9705,92.3072,79.0251,63.8473,677.915,161.643,132.928,69.3283,68.6526,86.3388,90.3756
1994-07-01,69.3533,85.1601,78.6419,48.2525,98.9938,88.1927,72.1962,60.3804,94.5903,89.758,83.0921,73.8633,54.527,54.5563,19.2211,90.8593,112.227,59.6872,41.4961,74.6223,12.0544,112.504,105.07,229.666,93.3036,76.585,83.0237,93.2347,78.8036,63.8507,679.21,159.849,130.657,68.3405,68.7353,86.3918,89.3143
1994-08-01,69.9627,85.1225,78.0967,48.4722,100.303,89.3365,73.4058,62.1816,95.6819,91.2152,85.2924,72.404,54.4868,55.9389,19.6438,90.2457,105.752,60.1042,41.6121,75.271,12.0529,111.41,106.621,233.166,94.4607,77.0669,83.1319,93.2005,78.9549,65.8407,687.31,163.512,134.227,67.5807,69.1954,87.9517,90.8671
1994-09-01,70.239,84.7062,78.0335,48.9797,99.8351,88.8165,73.6421,61.9519,94.7972,91.2158,81.3022,71.6909,55.0282,56.0317,20.1142,89.1759,108.747,60.4239,42.1266,75.6739,12.2939,113.227,106.343,233.555,93.4611,77.1137,83.6108,93.9913,79.33,65.6682,691.147,164.424,134.917,67.3454,69.4017,87.9365,88.9072
1994-10-01,70.9028,84.4475,78.3084,49.5886,100.572,89.7165,74.5658,62.7315,95.6706,92.7633,82.0465,71.7362,55.7985,57.1226,20.6807,90.5061,110.428,60.782,42.6812,76.1221,12.5546,115.093,106.367,235.429,92.5355,76.9584,84.1034,94.413,79.8386,66.2301,698.936,162.096,135.215,67.4443,69.969,89.2147,88.5774
1994-11-01,71.4807,85.1122,77.7844,50.0606,101.232,89.794,74.4801,62.2781,95.8277,93.0062,83.5097,70.6957,56.5069,56.7787,21.1285,92.692,111.9,61.356,43.1682,76.9363,12.8158,113.806,107.269,236.392,93.8996,77.4556,84.3976,94.6124,80.1586,66.2701,694.469,162.591,137.173,67.0076,70.4367,89.3484,89.8586
1994-12-01,72.2615,86.0758,77.875,50.8557,101.763,90.5182,75.1871,62.6413,96.5488,92.9845,85.5745,71.3485,57.0185,56.5119,21.4199,94.2757,115.46,62.1232,44.1131,79.0148,13.0832,116.119,107.817,236.081,94.832,77.615,84.9797,95.3392,80.688,66.8551,703.046,162.928,136.626,67.5505,71.1413,89.4487,90.8908
1995-01-01,72.3797,85.6728,78.4938,51.0408,101.718,90.3246,75.5741,63.0252,96.0732,92.4612,84.553,71.6965,57.3205,57.2992,21.4006,94.9371,117.863,62.3043,44.2639,79.3394,13.1359,116.845,108.362,237.357,95.932,77.5341,85.2318,95.6361,80.9228,67.7104,697.298,162.445,137.262,67.7876,71.2762,89.0784,90.9969
1995-02-01,72.2139,85.4617,79.2099,50.885,101.51,90.5353,75.1461,63.3752,96.595,92.2519,85.6628,73.4517,57.1419,57.6602,21.3842,95.56,114.067,62.1766,44.2187,78.8418,13.2761,115.148,107.793,235.018,95.5532,77.517,84.952,94.3474,80.9629,68.0582,690.074,164.719,137.268,68.0862,71.1904,88.8464,91.1005
1995-03-01,72.3992,84.2967,79.1531,51.2191,101.265,90.4838,74.9732,63.3068,96.6045,92.4602,85.1748,73.2635,57.5443,57.6864,21.7771,96.599,110.118,62.2246,44.4967,78.2572,13.612,114.051,107.429,234.585,94.6351,77.0693,85.0843,94.3201,81.1436,67.9858,691.671,165.204,137.922,68.5863,71.2891,89.0829,90.5099
1995-04-01,72.1511,84.6549,79.9003,51.0897,100.939,90.035,74.7292,63.2095,96.0629,92.0219,85.2059,72.5982,57.3908,57.1392,22.0039,96.3268,109.594,62.2988,44.416,76.8177,13.7595,114.083,107.131,229.837,94.3057,78.0595,84.728,93.579,80.9125,66.8426,685.241,163.482,137.122,68.5235,71.1623,88.9119,90.3579
1995-05-01,72.4221,84.8852,81.0993,51.4032,100.966,90.3683,74.1616,61.7881,96.8332,92.5901,84.8388,74.7515,58.0582,56.7782,22.627,98.0516,114.025,62.5375,44.6631,76.332,14.0536,113.163,107.424,227.953,94.3382,78.163,85.0236,93.1577,81.43,65.5622,687.816,164.629,139.04,69.6063,71.5044,89.4908,90.12
1995-06-01,72.7673,84.8049,80.5609,51.8447,100.955,90.7467,74.6017,62.4813,97.1752,93.6657,85.0975,74.2185,58.6823,58.5919,23.0873,98.0049,111.364,62.5635,44.9168,76.4743,14.2799,111.811,106.802,225.589,93.8112,77.9466,85.3493,93.3154,81.8048,65.9856,680.12,164.971,137.378,69.6907,71.743,90.4341,90.0333
1995-07-01,72.2756,85.4232,81.5651,51.3495,100.669,90.2553,73.0256,60.1502,97.2235,94.0664,85.1434,74.6175,58.4016,56.0954,23.4512,97.1517,115.815,62.2972,44.5735,74.7139,14.2397,111.391,105.704,219.862,93.0098,78.801,85.2701,93.0715,81.7787,63.4377,669.024,163.439,137.194,70.3976,71.4459,90.3747,89.9053
1995-08-01,73.1091,84.3207,84.8146,52.4653,100.668,91.6219,75.3153,62.77,98.1157,93.4229,86.6892,78.3557,59.3153,56.6285,23.8991,99.6914,118.036,63.0346,45.5446,76.6073,14.6866,111.961,105.442,223.216,92.3673,79.5492,86.1832,93.9184,82.702,66.1016,672.559,162.879,136.219,71.7283,72.38,89.9585,89.7979
1995-09-01,73.7521,85.4079,81.3084,53.1805,101.001,91.7984,76.1163,63.4301,97.9834,92.9047,88.6255,76.3536,59.7258,55.998,24.4536,100.247,119.549,63.2851,46.4095,77.8377,15.0694,114.494,105.512,221.724,93.014,77.6697,86.5481,95.4074,82.7082,67.0418,680.089,163.977,134.743,70.4844,72.6601,89.5186,90.8504
1995-10-01,73.6638,84.2952,81.3942,53.1446,100.909,90.9634,75.2427,61.7648,97.1795,92.6072,89.6972,73.3042,59.5771,51.9018,25.0642,100.656,121.107,63.4189,46.5036,77.3362,15.2355,113.633,105.524,217.842,92.5945,78.022,86.6777,95.3453,82.8971,65.316,667.044,162.825,136.366,70.9144,72.5428,89.3413,91.282
1995-11-01,73.7177,85.1588,82.421,53.3935,100.532,91.2586,75.2961,61.5065,97.5867,92.5843,88.9939,76.6571,59.6019,51.6688,25.2362,101.475,121.121,63.5678,46.8848,77.2097,15.4431,115.768,104.788,218.919,92.9933,78.1326,86.931,95.4224,83.2034,64.8966,658.656,161.5,132.566,71.8097,72.7178,89.2782,91.145
1995-12-01,73.9635,84.9256,83.0573,53.8424,100.376,91.5427,75.7749,62.3379,97.7703,92.526,90.0884,77.0551,59.9858,51.9628,25.5314,101.598,124.399,63.8033,47.2745,77.6557,15.8348,113.493,104.212,214.421,91.6213,78.5293,86.9643,95.8003,83.1276,66.086,655.012,160.721,132.356,71.8531,72.9672,89.1178,90.7539
1996-01-01,73.5015,83.6361,83.8237,53.5898,99.5692,90.5195,73.8289,60.0336,97.2095,91.1622,90.8174,78.3511,59.3685,50.2141,25.8217,100.499,123.262,63.8105,47.4655,76.3844,16.1954,111.258,103.609,212.231,91.9004,78.4258,86.4629,94.5821,82.8596,63.4511,635.053,159.688,131.467,71.8649,72.5866,87.8274,91.0044
1996-02-01,74.5758,84.9314,84.9065,54.8805,99.859,91.8989,75.7833,62.5922,98.2878,92.3593,89.0417,80.3215,60.8172,53.5947,26.4984,101.902,121.192,64.6021,48.4713,77.798,16.7473,113.507,103.526,215.998,91.4334,79.1807,87.3556,95.5685,83.7122,66.0951,656.411,161.651,130.537,73.0463,73.6389,88.9007,89.9956
1996-03-01,74.392,86.0137,84.668,54.3859,100.414,91.3253,73.3804,57.811,98.606,93.0858,89.6345,79.6114,60.7064,51.3665,26.789,100.974,122.496,64.5473,48.1501,72.0021,16.8773,115.743,103.936,216.837,92.0882,79.5832,87.7564,96.6865,83.8803,58.8298,655.942,161.665,131.076,72.5087,73.5202,89.3412,90.5328
1996-04-01,75.3173,86.5406,84.1025,55.6871,100.217,92.1686,76.7523,64.1942,98.2154,92.6665,89.2422,79.0014,62.0628,58.4985,27.0628,100.516,131.763,65.1859,49.0498,79.0898,17.0335,113.852,104.343,217.514,92.0203,79.4887,87.8663,97.248,83.845,67.9859,656.212,161.857,132.328,71.9101,74.2664,89.0183,90.435
1996-05-01,75.906,86.2204,84.9836,56.2608,100.71,92.3082,77.1385,64.0543,98.2328,92.1564,90.0429,79.0156,62.7716,59.6644,27.5196,100.985,133.174,65.7477,49.6139,79.5618,17.2826,114.915,105.018,220.986,93.0839,79.8816,88.7789,98.262,84.7145,67.9627,658.493,162.337,132.329,72.5817,74.8145,88.5086,91.5563
1996-06-01,76.6181,87.5596,83.8547,57.0106,101.264,92.9732,78.7699,65.3364,98.423,92.9928,90.0244,78.272,63.4304,61.3353,28.1593,101.159,130.807,66.2223,50.2553,81.357,17.5302,116.787,105.194,220.922,93.596,80.0233,89.3279,99.8005,84.9406,69.0866,662.192,160.817,131.751,72.1625,75.3779,89.0392,92.0037
1996-07-01,76.9443,87.1492,80.9676,57.3962,101.404,92.479,79.0651,66.6806,97.5565,92.3334,91.3246,75.165,64.1592,62.9105,28.9086,101.248,128.192,66.1926,50.4829,81.5105,17.7912,114.646,105.599,219.387,94.5353,78.7989,89.3034,99.4221,85.0293,70.5092,652.81,160.767,132.802,70.3059,75.3754,88.5639,93.2448
1996-08-01,77.288,87.2694,82.0069,57.7904,101.46,92.1616,78.1007,64.0148,97.5545,91.5911,90.4547,76.0416,64.4328,60.8938,29.5918,101.22,130.832,66.7901,51.2001,81.3126,18.2497,116.747,105.784,219.678,95.0493,79.3143,90.1241,100.233,85.8433,68.0247,666.904,162.994,132.233,71.3501,75.7568,87.8931,92.9915
1996-09-01,77.8833,87.4653,81.6637,58.3232,102.177,93.1034,78.9275,65.1919,98.5371,93.5092,91.1021,75.9368,65.0152,62.1434,30.0917,101.472,132.016,67.0449,51.648,81.0715,18.5912,118.478,105.945,218.862,95.4004,79.0157,90.4618,100.538,86.187,68.5354,665.968,162.765,131.15,71.6776,76.2304,89.5174,93.3742
1996-10-01,77.8061,87.075,82.5103,58.1426,102.251,92.6024,77.2234,62.4751,98.6284,92.1038,93.3103,76.7982,64.9058,60.2973,30.722,100.855,132.714,67.2082,51.7035,78.3999,18.9437,117.599,106.364,220.824,96.5685,79.2759,90.7292,100.707,86.4823,64.8444,669.304,164.062,131.455,71.8536,76.2193,88.32,94.7201
1996-11-01,78.4862,86.7643,83.9943,58.8201,102.759,93.6794,78.2962,64.1213,99.6901,93.2045,92.7535,79.2499,65.6438,62.4969,31.1342,101.51,131.669,67.6595,52.2878,80.1324,19.2443,117.139,106.674,221.964,96.1288,79.3981,91.4384,101.44,87.1752,67.2722,671.327,165.859,132.767,73.141,76.8941,89.444,94.4101
1996-12-01,79.1546,86.898,83.0505,59.4912,103.174,93.8868,79.4379,65.5225,99.4365,92.8538,92.7791,78.2922,66.6161,64.4218,31.8369,101.761,132.506,68.1392,52.8696,81.8924,19.4707,118.881,108.026,223.823,98.2247,78.7985,91.6947,100.963,87.6658,68.8253,669.255,168.389,133.53,73.3962,77.3731,89.2614,95.5041
1997-01-01,79.2653,86.6025,83.7947,59.6417,103.082,93.6757,78.958,66.1933,99.3622,92.8767,93.1995,77.5412,66.8319,65.0293,31.955,103.025,134.102,68.3857,53.1196,82.0066,19.847,116.263,108.016,224.618,98.713,79.2234,91.9132,100.014,88.2604,69.7751,663.704,169.822,131.916,74.9867,77.5138,89.3101,95.8952
1997-02-01,80.3579,88.2403,82.8402,60.7498,103.813,94.2037,80.2712,67.1944,99.4932,93.1233,92.8962,77.4703,67.8737,66.329,32.7979,103.901,138.477,69.3289,54.3371,83.4664,20.4136,119.043,109.088,224.714,99.5264,79.1753,93.1055,101.988,89.1834,70.67,661.406,172.023,134.255,74.4626,78.4246,89.6204,96.2003
1997-03-01,81.1385,88.4556,81.0339,61.4299,104.746,94.877,81.3179,68.2354,99.9706,94.7738,94.16,74.8609,68.8584,67.6669,33.5884,104.441,149.688,69.6288,54.938,84.4022,20.8426,118.084,109.433,225.915,100.094,78.5003,93.4409,102.937,89.3135,71.7331,665.656,171.602,133.549,73.0988,78.9266,91.1579,96.8718
1997-04-01,81.0695,87.7018,82.9198,61.5487,104.129,93.9242,79.2453,64.4114,99.5965,92.5222,94.3976,77.5063,69.4142,65.9418,34.5562,105.55,152.466,69.9343,55.2878,82.4987,21.3197,119.091,109.703,225.831,100.841,78.6754,93.7137,102.716,89.745,67.6432,664.52,172.898,133.325,74.5988,78.9924,89.2146,97.1728
1997-05-01,81.6583,88.781,81.7923,62.2093,104.422,94.6444,80.1086,65.4635,100.234,92.6992,95.3153,78.899,70.0078,67.1219,35.4269,105.794,148.502,70.201,55.8916,82.5605,21.8403,119.546,109.613,226.684,100.306,78.2048,94.1782,103.228,90.1885,68.7727,663.466,174.184,133.405,74.7094,79.4411,89.4549,97.341
1997-06-01,82.1723,88.2435,81.4133,63.0022,104.109,94.5592,81.6915,67.9075,99.3116,92.0435,95.3024,75.7254,70.925,68.6139,36.3344,105.815,148.821,70.6404,56.5284,84.3484,22.1873,120.546,109.335,227.838,99.6369,78.6266,94.3045,103.048,90.4147,71.1963,660.804,176.522,131.378,74.5481,79.8048,88.9959,97.1132
1997-07-01,82.8058,88.241,83.1528,63.4086,105.019,95.474,81.7749,67.0101,100.632,94.0979,96.0582,76.4965,71.4081,68.0901,37.2785,105.576,151.766,71.2813,56.973,85.066,22.4215,121.102,110.511,231.274,101.246,79.3654,94.8769,103.115,91.1487,70.6906,649.023,179.74,132.754,75.6717,80.48,90.7838,98.2202
1997-08-01,83.8159,88.2634,82.7896,64.5796,105.515,96.2867,83.4807,69.208,100.983,94.2342,97.0982,76.2463,72.7502,69.8443,37.8022,108.874,150.789,72.0093,57.998,86.0898,23.1247,122.152,110.739,228.152,101.325,79.5963,95.2387,103.901,91.3652,72.6182,657.309,179.716,133.088,73.3048,81.2862,91.0075,98.6505
1997-09-01,84.5815,88.9192,83.7399,65.2623,106.217,97.0206,84.0968,69.9038,101.764,94.9118,98.8218,76.2397,73.2536,71.1187,38.4987,109.085,151.308,72.7918,58.7647,86.2833,23.7318,122.863,111.738,232.432,102.446,80.2027,96.1568,104.349,92.4317,73.2591,659.433,181.097,134.293,75.2324,82.038,91.578,99.8278
1997-10-01,85.3524,88.1017,85.2475,66.1593,106.472,98.5421,85.2183,70.7729,103.459,96.5855,98.8869,79.9892,74.1174,72.4291,39.091,110.262,147.977,73.0461,59.5623,87.443,24.2236,124.378,111.493,231.154,102.208,79.2378,97.0914,104.993,93.4547,74.4772,654.947,183.175,133.682,77.6673,82.7657,93.108,99.3565
1997-11-01,86.194,87.6095,85.1714,67.355,106.488,98.7522,87.3157,73.5756,102.739,95.698,98.5075,79.2204,75.2281,74.5284,39.9503,111.367,149.928,73.8649,60.7761,90.0903,24.7519,127.364,112.003,234.212,102.113,79.1135,97.364,105.337,93.7008,77.2905,649.712,182.778,133.894,75.917,83.4321,92.4865,99.149
1997-12-01,86.6291,88.0263,84.805,67.8789,106.693,98.4288,87.1061,72.7094,102.367,95.7218,97.2504,78.7207,75.7879,74.377,40.6468,111.46,150.423,74.372,61.2501,89.903,25.2027,125.11,112.913,237.512,103.325,79.3356,98.0101,106.691,94.1002,76.6644,649.613,181.947,135.238,75.9823,83.7826,92.6744,99.3382
1998-01-01,87.3012,90.4175,81.4295,68.4789,107.502,98.8907,87.5189,72.5176,102.846,97.7386,99.9244,74.1278,76.7865,75.2769,41.3855,111.874,155.203,74.5863,61.715,89.0566,25.6891,126.171,112.803,235.231,103.766,79.061,98.0917,107.251,94.0178,76.0507,645.062,181.617,134.127,74.0515,84.1656,94.409,100.605
1998-02-01,87.4446,89.1776,82.3619,68.8332,107.035,98.7602,87.367,72.2267,102.728,97.3947,100.21,74.4267,77.2091,76.761,42.0538,110.238,160.497,74.6646,62.035,88.903,25.8814,128.735,112.195,230.531,102.215,79.0108,98.5636,107.968,94.4007,75.5262,635.9,182.147,134.563,73.203,84.3048,94.239,99.8846
1998-03-01,87.307,87.8513,84.8295,68.8192,106.531,98.8297,87.593,72.5781,102.721,96.0421,100.874,77.0216,77.4003,77.9198,42.0816,110.256,155.115,74.5967,61.7735,87.7153,26.0671,125.01,111.657,229.153,101.563,79.9317,98.7332,107.251,94.8734,75.4191,632.361,182.691,134.022,74.8749,84.3416,93.0761,99.7102
1998-04-01,87.7007,88.4246,84.0353,69.0734,107.087,99.4596,87.8668,73.5727,103.51,97.995,100.801,76.4247,77.5074,79.0022,42.2849,108.981,152.778,74.7686,62.0357,87.3875,26.3705,124.989,112.184,226.543,102.635,79.4759,99.031,107.623,95.1425,75.795,627.089,183.481,133.782,75.0417,84.6263,94.7941,100.176
1998-05-01,88.1825,88.6521,85.7,69.6468,107.288,99.8405,88.5701,73.821,103.733,98.1279,100.741,76.9754,77.9645,80.5045,42.5755,108.507,148.41,75.3222,62.5341,88.8878,26.5928,124.994,111.98,226.513,101.519,80.8934,99.9952,109.043,95.9385,76.3181,629.6,183.735,134.515,75.8991,85.1839,94.8919,99.9841
1998-06-01,87.5361,86.7803,87.1053,68.7942,107.053,98.8069,84.4873,66.914,104.135,96.9077,102.831,79.4783,78.0153,78.3678,43.05,109.905,144.633,74.761,61.6421,82.3991,26.957,121.148,112.159,228.647,101.538,80.5806,99.9569,108.584,96.047,68.3181,629.789,184.662,135.189,75.9856,84.6809,93.8036,100.553
1998-07-01,87.1634,85.7528,87.3692,68.2237,106.965,97.9274,81.0986,59.5885,104.43,97.3364,101.94,80.3761,77.7393,75.2003,43.5508,107.753,144.065,74.4079,61.309,76.3704,27.4779,123.965,112.112,228.428,100.794,79.8338,100.567,109.241,96.6341,58.9924,623.03,187.505,136.218,77.0768,84.3448,94.2279,99.617
1998-08-01,89.286,86.0828,86.8711,71.2646,106.996,100.695,90.5339,76.9356,104.081,97.1357,101.906,79.0759,79.7053,86.0249,44.3764,108.157,138.927,75.8928,63.9068,89.6201,28.1343,123.254,111.797,227.963,100.456,79.7411,101.047,109.597,97.1538,78.8387,621.118,188.304,135.498,77.5985,86.0846,94.0199,99.6349
1998-09-01,89.1746,83.423,88.3206,71.5726,106.108,100.001,90.581,76.9204,103.053,96.0771,100.449,78.5284,79.6531,86.1998,44.9089,104.893,138.932,76.0327,64.4102,90.5324,28.7565,120.372,110.873,224.162,99.3587,79.8025,101.131,109.269,97.3817,79.6187,619.815,186.434,134.72,78.2665,85.9945,93.1221,98.647
1998-10-01,89.9493,84.2401,87.4154,72.6609,106.089,100.371,92.1966,79.1793,102.845,95.7989,100.149,78.2752,80.6307,88.5697,45.5937,104.957,138.264,76.6922,65.4141,92.987,29.3449,121.508,110.885,224.164,99.2705,80.0636,101.431,110.227,97.4439,81.9415,616.023,188.123,135.129,77.0602,86.5967,92.9031,98.5216
1998-11-01,90.0681,84.5183,85.1912,72.8539,105.976,99.6677,91.9499,78.6901,101.939,95.3895,99.9177,75.1905,80.5636,87.2785,46.1612,104.425,136.553,76.8033,65.9554,92.3036,29.9735,120.97,110.688,222.679,99.4354,79.1854,101.705,110.426,97.7424,81.1722,611.256,188.349,132.949,77.7746,86.5114,92.5883,98.4233
1998-12-01,90.5821,82.5337,85.3878,73.5585,106.047,99.7058,92.6411,79.4062,101.676,94.7086,99.871,75.3167,80.5774,86.2969,47.1632,104.936,133.649,77.4144,66.9237,94.3094,30.6062,121.103,111.216,223.055,99.8645,78.8328,102.055,111.79,97.7226,82.0908,614.362,188.401,135.342,76.7584,86.8608,91.8489,98.5975
1999-01-01,90.8218,82.4637,87.3627,73.593,106.698,100.728,92.6884,79.3743,103.126,95.6707,100.931,79.6712,80.4705,84.2397,48.2471,104.023,131.841,77.6053,67.0912,93.2557,30.9953,121.959,111.36,221.789,99.9317,79.1304,102.439,111.06,98.5069,81.6265,611.028,187.207,136.176,78.4724,87.2277,92.6826,99.3757
1999-02-01,91.6081,81.8551,85.9389,74.3156,107.587,101.151,93.4578,79.7671,103.385,96.9596,102.159,76.5077,81.0752,83.6127,49.4339,103.177,129.856,78.1661,67.8153,94.2999,31.7896,119.699,112.079,223.816,101.42,79.0766,102.698,111.212,98.8007,82.3947,611.189,187.012,136.122,77.8216,87.7266,93.7805,100.554
1999-03-01,91.6105,81.1953,88.524,74.5443,107.067,100.937,93.2298,79.4807,103.178,95.1328,102.084,80.2017,81.0159,81.7547,50.5207,102.17,128.911,78.7062,68.448,94.1585,32.2915,123.51,112.349,222.856,102.137,79.6129,102.68,110.152,99.163,82.0881,604.306,188.063,136.798,78.8611,87.9203,92.1937,101.029
1999-04-01,91.9268,80.9402,87.9088,75.1511,106.833,100.803,94.2045,80.1946,102.549,93.7645,102.209,80.3719,81.1768,81.44,51.8736,103.855,124.75,79.0622,69.1887,95.3555,33.0727,121.809,112.259,224.302,102.651,79.2852,102.92,110.456,99.3777,82.7334,606.2,187.249,135.936,79.3706,88.1153,91.0584,101.304
1999-05-01,92.6568,80.945,87.1594,75.6921,107.886,101.712,95.0951,81.5853,103.456,95.8992,102.447,79.5117,81.7866,80.8166,52.6491,103.872,124.667,79.4566,69.7583,96.0471,33.4601,122.038,112.461,221.985,103.413,79.3659,103.199,110.716,99.6609,83.4925,606.265,187.054,135.575,78.2784,88.6554,92.866,102.232
1999-06-01,92.4388,81.2219,88.4167,75.912,106.841,100.758,94.6162,81.3478,102.303,93.7301,101.998,80.3461,81.4529,79.5118,53.1973,104.126,124.816,79.8897,70.3493,96.2748,34.179,121.896,113.077,221.816,104.351,79.1912,103.342,110.799,99.8242,83.2789,597.746,186.026,136.992,78.9537,88.5958,91.0736,101.326
1999-07-01,92.8295,81.9802,90.3249,76.9219,106.1,100.408,94.9415,80.5889,101.66,92.8514,99.6031,81.988,81.9041,78.7193,54.1226,106.521,123.896,80.8768,71.8641,98.0898,35.4654,121.952,112.37,221.386,103.651,80.3027,103.919,111.57,100.324,83.1919,596.416,184.711,135.845,80.7277,89.1235,90.1237,99.8008
1999-08-01,93.4094,82.0739,89.2166,77.345,106.584,101.675,97.0391,84.5249,102.55,93.4132,101.624,81.5813,82.3286,80.248,54.6644,105.314,125.554,80.8882,71.9136,98.3866,35.2273,122.778,112.74,221.674,103.7,79.878,103.965,111.521,100.404,86.1894,599.048,189.663,136.167,78.8927,89.5116,90.651,100.518
1999-09-01,93.0239,81.9941,88.6231,76.8482,106.369,100.876,95.5531,81.9342,102.068,92.5223,101.561,81.4282,81.7872,77.6722,54.8482,105.664,127.414,80.6727,71.4419,98.038,34.985,120.6,113.092,224.425,103.937,79.8207,103.984,111.595,100.401,84.1511,588.164,192.053,136.692,78.8375,89.1361,89.9981,100.727
