date,PI,DPI
1988-01-01,,
1988-02-01,,
1988-03-01,37.9714254962323,33.38917337708481
1988-04-01,38.05475740425147,33.51610716658465
1988-05-01,38.09498424107492,33.59242715464919
1988-06-01,38.1470976264634,33.6628235900374
1988-07-01,38.22308859617758,33.739508041192344
1988-08-01,38.319852311126745,33.830144836942644
1988-09-01,38.39699323701567,33.90017068748609
1988-10-01,38.48970304419141,33.98360410141722
1988-11-01,38.55620176911642,34.0409912099552
1988-12-01,38.668243981381785,34.13513120052247
1989-01-01,38.83140039258416,34.22024947150144
1989-02-01,39.03233995132004,34.336972271871495
1989-03-01,39.23626201240516,34.45519536298018
1989-04-01,39.268738873686196,34.46403019143819
1989-05-01,39.202993730945785,34.38437989081291
1989-06-01,39.1017474843178,34.27719618231492
1989-07-01,39.092203376752884,34.267265700288256
1989-08-01,39.16462350422264,34.33847711963531
1989-09-01,39.23475617321186,34.41042398754414
1989-10-01,39.32391905421179,34.498921827171046
1989-11-01,39.39853599351742,34.5691582793134
1989-12-01,39.450215210578406,34.60809739703854
1990-01-01,39.474848502227104,34.660677826017604
1990-02-01,39.52800635817153,34.7278559841437
1990-03-01,39.580573480042545,34.7960042172334
1990-04-01,39.677213789558046,34.86542334473895
1990-05-01,39.71336599101696,34.89235991311855
1990-06-01,39.75526169423972,34.93022192456056
1990-07-01,39.757371762812106,34.93388932465948
1990-08-01,39.688641976722145,34.876357444574445
1990-09-01,39.592136436293636,34.79551793702297
1990-10-01,39.344159999278894,34.57970124507584
1990-11-01,39.18213277798638,34.44141472655169
1990-12-01,39.09411353061078,34.3762005174935
1991-01-01,39.0296975551454,34.37493566030059
1991-02-01,38.976951792003156,34.38852819936668
1991-03-01,38.878377676745394,34.3556511042452
1991-04-01,38.9156189935216,34.399584581335056
1991-05-01,38.94372932536812,34.4281098618156
1991-06-01,39.01966660010396,34.49608784984948
1991-07-01,39.015491313348015,34.495741958854545
1991-08-01,39.033921336616324,34.51895609513222
1991-09-01,39.02350318757118,34.513454355054684
1991-10-01,39.060615379493136,34.54795654266553
1991-11-01,39.09679796360526,34.57600329297123
1991-12-01,39.20677315438568,34.68074715317895
1992-01-01,39.36721530902026,34.88585744865349
1992-02-01,39.57177311916669,35.127163629170866
1992-03-01,39.685771993368604,35.27440816792433
1992-04-01,39.78099420988334,35.33893563978112
1992-05-01,39.87868160215855,35.40389389911906
1992-06-01,40.00842904699734,35.50525899168745
1992-07-01,40.076413130722294,35.562157950709306
1992-08-01,40.1236062885418,35.60353433548877
1992-09-01,40.06354983733304,35.53902298701929
1992-10-01,39.950011711074616,35.4080353619734
1992-11-01,39.81649244492737,35.2550382478721
1992-12-01,40.21935570772536,35.576598902077144
1993-01-01,40.312131951522005,35.71101509849154
1993-02-01,40.43936639436532,35.88534953007297
1993-03-01,40.049943861922124,35.60607462152713
1993-04-01,40.13823162374793,35.652537282854645
1993-05-01,40.160108156643595,35.62385895760257
1993-06-01,40.198382806704146,35.60852420168125
1993-07-01,40.177901977428775,35.559995706838635
1993-08-01,40.187885722092545,35.54445216801903
1993-09-01,40.18368566726364,35.518101735377094
1993-10-01,40.08103248709935,35.40532634661745
1993-11-01,39.986307642817586,35.31024936267251
1993-12-01,40.38714455001743,35.65028758379411
1994-01-01,40.57488282783374,35.82263144634746
1994-02-01,40.74385370561594,35.98700882577597
1994-03-01,40.48598366000738,35.789913254534014
1994-04-01,40.62405598855394,35.81935797379233
1994-05-01,40.774253513792296,35.961704089568464
