date,p50uwe,nuwe,P50_tot,P50_men,P50_women,p10uwe,p25uwe,p75uwe,p90uwe,IndexWS,IndexWSGoods,business_ulc,manuf_ulc,nfbus_ulc,AHEGoods
1989-01-01,3.116883116883118,2.616677891690977,2.8795811518324665,4.054054054054057,4.53074433656957,,,,,,,,,,3.476611883691527
1989-04-01,4.188481675392675,1.967823427735671,4.188481675392675,4.921700223713654,3.194888178913735,,,,,,,,,,3.0985915492957483
1989-07-01,3.6745406824147064,2.046080995123334,3.6175710594315236,3.3333333333333437,5.362776025236604,,,,,,,,,,3.2618825722274147
1989-10-01,4.081632653061229,2.24073091943493,4.10256410256411,5.494505494505497,5.000000000000004,,,,,,,,,,3.1394275161588325
1990-01-01,4.030226700251882,2.738344110068547,3.8167938931297662,3.463203463203457,5.572755417956654,,,,,,,2.970787499089389,2.138324289524518,2.968006442638549,3.8790470372632724
1990-04-01,3.266331658291466,1.9701513768536794,3.5175879396984966,2.3454157782516027,6.5015479876161075,,,,,,,4.172125658718384,3.0865611471241783,4.122791622791611,4.0376442015786385
1990-07-01,2.784810126582271,1.4729138530087393,2.7431421446383997,3.6559139784946293,3.293413173652704,,,,,,,4.581757040773438,1.3626373626373756,4.708092443460665,3.8206979542719566
1990-10-01,2.6960784313725394,-0.07780908480011783,2.709359605911321,1.041666666666674,5.35714285714286,,,,,,,4.9828375286041116,1.7882058780849697,5.107110039053531,3.700387943897332
1991-01-01,4.600484261501214,-1.6325758023873482,4.4117647058823595,3.347280334728042,5.8651026392961825,,,,,,,4.199564196168315,3.9946422943586635,4.384118767953127,2.822699206115842
1991-04-01,2.676399026763998,-1.9843991583450515,2.669902912621369,1.6666666666666607,6.686046511627897,,,,,,,3.1609837898267212,3.02747503027474,3.39771051337876,2.7429238400933587
1991-07-01,3.6945812807881673,-2.4582797729418626,3.6407766990291357,2.2821576763485396,6.376811594202891,,,,,,,2.7871715267767883,2.488491560477679,2.7245417373647607,2.578962619530567
1991-10-01,3.1026252983293645,-1.4571067876399613,3.1175059952038398,2.680412371134011,4.802259887005644,,,,,,,1.8132526837774554,1.5023741898694043,1.7635407417526006,2.359712230215827
1992-01-01,2.546296296296302,-0.10583410504034774,2.5821596244131495,0.809716599190291,3.878116343490312,,,,,,,1.9187420222156026,0.7868561471107149,2.1102104761255847,2.0303116957391953
