date,All
1989-01-01,
1989-02-01,
1989-03-01,191.86156082160812
1989-04-01,192.9415189655215
1989-05-01,195.92135352471493
1989-06-01,193.30546837717043
1989-07-01,192.65926316052344
1989-08-01,189.53029189466622
1989-09-01,192.27418764502514
1989-10-01,194.91073447397562
1989-11-01,198.56998967386176
1989-12-01,198.91440075606093
1990-01-01,200.76488137315366
1990-02-01,201.57177803749858
1990-03-01,202.94208756257217
1990-04-01,203.16091137770275
1990-05-01,205.2990459205662
1990-06-01,204.6879450860064
1990-07-01,204.31865421480532
1990-08-01,201.68508317990094
1990-09-01,203.1392655835228
1990-10-01,202.7361352173389
1990-11-01,204.44639426982033
1990-12-01,203.77760197464227
1991-01-01,207.40532146720247
1991-02-01,209.7874750708285
1991-03-01,210.6397749160279
1991-04-01,211.2226572494255
1991-05-01,213.97143694270076
1991-06-01,214.93549612715603
1991-07-01,212.09032187492335
1991-08-01,208.8914632264873
1991-09-01,210.43754491794093
1991-10-01,214.4505708970203
1991-11-01,215.6894288510437
1991-12-01,215.81499669120208
1992-01-01,216.01970229244202
1992-02-01,215.17528486659748
1992-03-01,214.68750103534856
1992-04-01,215.20020851028042
1992-05-01,217.5208814036939
1992-06-01,218.33600927253272
1992-07-01,214.27066830722
1992-08-01,213.01366470038207
1992-09-01,212.55083262518949
1992-10-01,215.58609318974152
1992-11-01,217.6452784394902
1992-12-01,219.69259131013942
1993-01-01,222.68565961576692
1993-02-01,223.36982881099365
1993-03-01,226.0040138857402
1993-04-01,225.18031601315383
1993-05-01,225.41626992089235
1993-06-01,224.35585068089276
1993-07-01,222.2139560236865
1993-08-01,220.43744512720616
1993-09-01,221.49958766969462
1993-10-01,224.4097270561415
1993-11-01,227.46999018469214
1993-12-01,228.49182822815422
1994-01-01,229.55521993007906
1994-02-01,230.81322609655513
1994-03-01,230.75994334409197
1994-04-01,229.9526855428012
1994-05-01,231.0841929855425
1994-06-01,230.14965471663757
1994-07-01,230.1275598992254
1994-08-01,231.52893975351972
1994-09-01,235.01600666460115
1994-10-01,236.33922451331978
1994-11-01,236.57216495191915
1994-12-01,236.414450528397
1995-01-01,237.9241714817911
1995-02-01,239.3920481568757
1995-03-01,239.13939533504592
1995-04-01,240.8739856567929
1995-05-01,239.05840029791298
1995-06-01,237.31882904504724
1995-07-01,234.15256948278724
1995-08-01,232.67693789259295
1995-09-01,238.1611449576557
1995-10-01,244.93154584597457
1995-11-01,248.29187027971489
1995-12-01,247.348377304392
1996-01-01,244.26454171768296
1996-02-01,245.2898798356108
1996-03-01,244.291251443508
1996-04-01,245.30789300311457
1996-05-01,245.29153952385914
1996-06-01,243.35804737724956
1996-07-01,240.66415261849116
1996-08-01,235.10955933531145
1996-09-01,238.23354868888546
1996-10-01,245.05105423202951
1996-11-01,253.51416590861808
1996-12-01,253.7815382048358
1997-01-01,253.21440711168052
1997-02-01,255.3961056372137
1997-03-01,256.8139775241397
1997-04-01,259.70007755461774
1997-05-01,257.0139117305254
1997-06-01,255.60378802151067
1997-07-01,250.61610785004768
1997-08-01,248.58447277509165
1997-09-01,250.88947799687037
1997-10-01,254.05928031177066
1997-11-01,260.7521969011885
1997-12-01,264.7889016232268
1998-01-01,266.7370322284032
1998-02-01,267.49437302248793
1998-03-01,268.9529612267533
1998-04-01,272.6278905468564
1998-05-01,274.76563583318097
1998-06-01,273.2038536863982
1998-07-01,269.1011512311988
1998-08-01,263.68784385448976
1998-09-01,265.8124497472862
1998-10-01,270.50935229266287
1998-11-01,275.36790702738017
1998-12-01,279.26661746937
1999-01-01,280.7755086748612
1999-02-01,282.3123502182052
1999-03-01,284.0343412673282
1999-04-01,285.09464174899523
1999-05-01,285.9024040085406
1999-06-01,283.1395306143347
1999-07-01,278.5724761875668
1999-08-01,276.1017017599556
1999-09-01,277.7680008150317
1999-10-01,282.07526295419615
1999-11-01,285.7230014627325
1999-12-01,288.2243088316299
2000-01-01,291.41839790702915
2000-02-01,292.90886527116976
2000-03-01,293.00834980305217
2000-04-01,292.22724579882623
2000-05-01,294.1580809200994
2000-06-01,292.83296103000595
2000-07-01,289.1134587078253
2000-08-01,288.8288676932763
2000-09-01,289.3802876212981
2000-10-01,295.4657871999411
2000-11-01,295.2334856206321
2000-12-01,294.3840520107807
2001-01-01,293.38106062007273
2001-02-01,295.2436479311335
2001-03-01,300.2831939984479
2001-04-01,302.4940059711799
2001-05-01,305.4138409636543
2001-06-01,303.5849562055618
2001-07-01,302.05186395110945
2001-08-01,297.68277081978607
2001-09-01,298.0616064105773
2001-10-01,300.48353620182314
2001-11-01,304.21178222787233
2001-12-01,305.55053342908053
2002-01-01,306.52091547365916
2002-02-01,308.64648718272093
2002-03-01,311.6106349057922
2002-04-01,313.227178407996
2002-05-01,312.3176562752935
2002-06-01,306.4520743658812
2002-07-01,304.08510248726
2002-08-01,303.206728190808
2002-09-01,307.28842226543276
2002-10-01,307.1772357202977
2002-11-01,310.54403388389966
2002-12-01,312.01266579217304
2003-01-01,312.7739302718028
2003-02-01,314.61845384574593
2003-03-01,315.1058607721954
2003-04-01,317.6854671184186
2003-05-01,313.3474404226718
2003-06-01,311.9888140669448
2003-07-01,312.6236531436212
2003-08-01,311.85596996093864
2003-09-01,314.6406484298095
2003-10-01,316.8398903742435
2003-11-01,321.9173950125482
2003-12-01,322.9642303385572
2004-01-01,320.6020382799021
2004-02-01,320.09659868559436
2004-03-01,318.85647284119653
2004-04-01,319.14751530672595
2004-05-01,317.00289825125776
2004-06-01,315.6770954502597
2004-07-01,315.7048456726825
2004-08-01,318.45606294688645
2004-09-01,323.82101083948993
2004-10-01,328.67395638768966
2004-11-01,328.57963932343586
2004-12-01,325.55951807012497
2005-01-01,326.0545977949557
2005-02-01,325.8579543548032
2005-03-01,327.50077886917273
2005-04-01,327.10836333123143
2005-05-01,328.1927868110971
2005-06-01,324.3623109250772
2005-07-01,318.8729857548496
2005-08-01,316.1379463846372
2005-09-01,320.4458429522167
2005-10-01,328.16807772826047
2005-11-01,331.5956171790406
2005-12-01,335.5293072531227
2006-01-01,337.568823370057
2006-02-01,340.1222369503003
2006-03-01,340.912928396137
2006-04-01,336.72589716805845
2006-05-01,337.2884512309052
2006-06-01,334.031341299271
2006-07-01,330.42500873735855
2006-08-01,328.7971959689181
2006-09-01,332.8549514165583
2006-10-01,337.45637494754266
2006-11-01,338.68766326369627
2006-12-01,340.17196157558266
2007-01-01,341.2756207133586
2007-02-01,349.2445346726829
2007-03-01,352.3183192525343
2007-04-01,357.7034783073375
2007-05-01,352.3089347398001
2007-06-01,350.5910420690706
2007-07-01,346.1552301097315
2007-08-01,349.802769206917
2007-09-01,356.16939849728664
2007-10-01,358.04446478515047
2007-11-01,356.5588934110206
2007-12-01,350.78716279632835
2008-01-01,353.2850313173567
2008-02-01,359.8622055739125
2008-03-01,364.31921703143627
2008-04-01,367.6042488252192
2008-05-01,366.86870653171803
2008-06-01,367.4293529581286
2008-07-01,362.8900822342527
2008-08-01,362.67784228384284
2008-09-01,361.0519721825965
2008-10-01,365.94432471805277
2008-11-01,369.6044516255625
2008-12-01,373.0263009584164
2009-01-01,375.335762549216
2009-02-01,373.4290033975738
2009-03-01,373.01298946194873
2009-04-01,374.2651336776733
2009-05-01,372.82298125389326
2009-06-01,374.1674975581784
2009-07-01,370.6541824187834
2009-08-01,373.26517925561643
2009-09-01,372.1653151005478
2009-10-01,376.5089758633817
2009-11-01,375.52591837961177
2009-12-01,378.4261305141431
2010-01-01,379.5331314194789
2010-02-01,376.09534716820104
2010-03-01,372.9675520783153
2010-04-01,372.9195106241973
2010-05-01,372.95593139943975
2010-06-01,370.20343788032807
2010-07-01,365.292991581382
2010-08-01,370.7413926315904
2010-09-01,375.74545210870457
2010-10-01,376.89799481959557
2010-11-01,378.7132789373536
2010-12-01,378.9442485438917
2011-01-01,381.40974690428567
2011-02-01,378.9021739658904
2011-03-01,375.1187927637634
2011-04-01,376.5002240967054
2011-05-01,380.45647487499656
2011-06-01,386.4679595501315
2011-07-01,382.2529349599324
2011-08-01,377.07014901029333
2011-09-01,374.8294068974008
2011-10-01,374.5624224089658
2011-11-01,373.2242774543258
2011-12-01,372.90057979707643
2012-01-01,378.59361449581615
2012-02-01,379.2270450483086
2012-03-01,381.3929072216136
2012-04-01,381.2731917848698
2012-05-01,383.5231159754514
2012-06-01,381.53066573985893
2012-07-01,373.9758440296321
2012-08-01,374.65682210961563
2012-09-01,376.1165322774412
2012-10-01,381.8250067474617
2012-11-01,379.4612843546275
2012-12-01,373.2726464708142
2013-01-01,377.4645272742198
2013-02-01,378.8455638428746
2013-03-01,386.77488997200794
2013-04-01,384.6603756618506
2013-05-01,387.76411708211435
2013-06-01,386.20215016671915
2013-07-01,386.003125835341
2013-08-01,382.70095009584196
2013-09-01,381.25726035342814
2013-10-01,385.4040677193795
2013-11-01,391.1240048119016
2013-12-01,395.3137687664799
2014-01-01,391.29518811062843
2014-02-01,389.36342931358644
2014-03-01,390.93922377186783
2014-04-01,389.6623711066414
2014-05-01,388.42595958450624
2014-06-01,385.8739990487658
2014-07-01,392.61949464400954
2014-08-01,394.4807771922818
2014-09-01,394.7806298184698
2014-10-01,389.6876954828894
2014-11-01,390.2374250479457
2014-12-01,391.35888888847666
2015-01-01,394.2762396006329
2015-02-01,393.2056186179602
2015-03-01,394.70230689364485
2015-04-01,390.64512196067557
2015-05-01,395.7255475299462
2015-06-01,394.9052560594887
2015-07-01,399.64558837217714
2015-08-01,393.03314229336473
2015-09-01,396.94126083788484
2015-10-01,396.4727495450508
2015-11-01,401.04948412988614
2015-12-01,400.8640388928242
2016-01-01,401.50140129407697
2016-02-01,406.7189611105355
2016-03-01,404.027008267212
2016-04-01,405.4681949134595
2016-05-01,404.01386023305577
2016-06-01,404.6325136523446
2016-07-01,402.2642275675782
2016-08-01,399.0186271032721
2016-09-01,401.80220221533244
2016-10-01,407.30513157310475
2016-11-01,414.20383967650747
2016-12-01,414.6605649125372
2017-01-01,413.79128388761455
2017-02-01,410.1037556412147
2017-03-01,412.80079118078976
2017-04-01,417.2420668353061
2017-05-01,425.6831889096097
2017-06-01,423.38931554819374
2017-07-01,420.7219334665833
2017-08-01,416.986587110044
2017-09-01,421.5665732904087
2017-10-01,422.0279589437965
2017-11-01,424.85929275982863
2017-12-01,423.0172446642453
2018-01-01,427.90971892110184
2018-02-01,424.8501970608466
2018-03-01,431.85790276089347
2018-04-01,438.79178603231486
2018-05-01,441.7158446509061
