date,ZWC,Overall,Hourly,ZWC_Real,Overall_Real,Hourly_Real
2022-12-01,11.2,6.1,6.0,4.789168322614191,-0.3108316773858091,-0.4108316773858087
2023-01-01,11.2,6.1,5.8,4.859703690070838,-0.2402963099291613,-0.5402963099291611
2023-02-01,11.2,6.1,5.9,5.242351287233105,0.14235128723310542,-0.05764871276689387
2023-03-01,10.9,6.4,6.3,5.968651358242873,1.468651358242873,1.3686513582428725
2023-04-01,10.5,6.1,6.1,5.553052511937675,1.1530525119376742,1.1530525119376742
2023-05-01,10.3,6.0,5.8,6.174685460643528,1.8746854606435273,1.674685460643527
2023-06-01,10.8,5.6,5.5,7.740746665220701,2.5407466652207003,2.4407466652207006
2023-07-01,11.2,5.7,5.6,7.919671797653749,2.4196717976537503,2.3196717976537498
2023-08-01,12.1,5.3,5.5,8.381364132239245,1.5813641322392442,1.7813641322392444
2023-09-01,12.1,5.2,5.3,8.404917667776557,1.5049176677765574,1.604917667776557
2023-10-01,12.0,5.2,5.3,8.753462492323283,1.9534624923232835,2.053462492323283
2023-11-01,11.4,5.2,5.3,8.260144355022305,2.060144355022304,2.160144355022304
2023-12-01,11.6,5.2,5.2,8.277799791170239,1.8777997911702382,1.8777997911702382
2024-01-01,12.3,5.0,4.9,9.192057406076117,1.8920574060761153,1.7920574060761156
2024-02-01,12.6,5.0,4.7,9.43357879234169,1.8335787923416902,1.5335787923416904
2024-03-01,12.5,4.7,4.7,9.030998564528247,1.2309985645282477,1.2309985645282477
2024-04-01,11.9,5.3,5.2,8.54595288881257,1.9459528888125694,1.8459528888125698
2024-05-01,12.1,5.3,5.2,8.861133603238859,2.061133603238858,1.9611336032388582
2024-06-01,12.2,5.3,5.3,9.229914600179555,2.3299146001795563,2.3299146001795563
2024-07-01,12.8,4.7,4.7,9.861536693859463,1.7615366938594628,1.7615366938594628
2024-08-01,12.9,4.6,4.6,10.289085967766166,1.9890859677661643,1.9890859677661643
2024-09-01,12.3,4.7,4.4,9.867458535855356,2.267458535855356,1.9674585358553562
2024-10-01,12.1,4.6,4.3,9.528596503203278,2.0285965032032793,1.7285965032032795
2024-11-01,12.9,4.3,4.0,10.185831599515716,1.585831599515715,1.2858315995157152
2024-12-01,12.9,4.2,3.8,10.027633731193418,1.3276337311934192,0.9276337311934189
2025-01-01,12.9,4.1,3.8,9.900587487168888,1.1005874871688874,0.8005874871688876
2025-02-01,12.3,4.3,3.9,9.485729626843131,1.4857296268431313,1.0857296268431313
2025-03-01,12.6,4.3,3.8,10.194414735971968,1.894414735971968,1.394414735971968
2025-04-01,13.0,4.3,3.8,10.66625348225011,1.9662534822501092,1.4662534822501092
2025-05-01,13.2,4.3,3.8,10.824065913010159,1.9240659130101605,1.4240659130101605
2025-06-01,13.3,4.2,3.9,10.627316682155374,1.5273166821553739,1.2273166821553736
