year,Category,Before_Tax_Income,Net_Worth,Assets,Financial_Assets,Transaction_Accounts,Certificates_of_Deposit,Savings_Bonds,Directly_Held_Bonds,Directly_Held_Stocks,Pooled_Investment_Funds,Cash_Value_Life_Insurance,Other_Managed_Assets,Retirement_Accounts,Other_Financial_Assets,Stock_Holdings,Nonfinancial_Assets,Primary_Residence,Owned_Vehicles,Other_Residential_Real_Estate,Net_Equity_in_Nonres_Real_Estate,Business_Equity,Other_Non_Financial_Assets,Unrealized_Capital_Gains,Debt,Home_Secured_Debt,Other_Res_Real_Estate_Debt,Installment_Loans,Other_Lines_of_Credit,Credit_Card_Balances,Other_Debt,Mortgages_Home_Equity_Loans,Home_Equity_Lines_of_Credit,Vehicle_Installment_Loans,Education_Installment_Loans,Other_Installment_Loans
1989-01-01,"White, non-Hispanic",108.53277,533.32355,609.52197,205.44412,38.030556,77.700981,10.081188,260.45602,146.37978,116.42902,27.554226,327.76559,92.432648,72.22937,147.59192,429.62732,256.51816,24.055149,218.2821,366.18164,738.396,64.701332,280.3241,90.911835,106.47633,89.359604,22.03644,46.864929,4.2019129,22.028025,102.98951,68.461624,17.425137,14.478115,15.829269
1989-01-01,"Black, non-Hispanic",45.651466,95.673164,158.16235,40.648407,11.273369,46.160542,5.9741335,37.298786,7.5814905,70.711456,11.904262,35.975258,42.924019,54.154732,35.667671,143.43597,142.37959,16.362307,123.90797,167.99988,89.829803,68.906067,89.547295,39.505806,62.798496,35.70892,14.781424,6.4374037,4.8958669,10.003108,61.19434,39.299038,16.802441,7.2242303,6.781538
1989-01-01,Hispanic,51.497478,104.28766,175.42807,38.863216,14.526628,86.271912,4.0662894,164.31161,14.299859,67.763123,15.550104,117.39039,56.848839,14.856252,18.475885,155.10092,190.98676,14.220411,199.88173,249.44666,143.81894,27.551723,118.0723,65.493958,107.81664,99.752533,13.960589,4.3795948,4.222858,27.168873,106.80902,323.47049,14.94158,8.6210375,6.6695914
1989-01-01,Other,76.86277,378.23831,464.99701,72.902809,18.099361,51.667816,6.8973708,117.28799,91.501854,66.203331,29.179876,67.200912,72.416603,12.719617,92.173615,438.55267,294.63812,24.079306,226.43211,283.97479,915.6004,62.068817,281.31018,97.501984,145.99675,153.76822,18.392014,5.2728858,5.9902368,7.8270178,146.56947,55.315437,17.148809,14.254181,10.136684
1992-01-01,"White, non-Hispanic",91.675972,462.07791,541.19574,184.85275,32.855976,72.221809,7.4372325,280.97318,145.11632,107.41295,24.779984,200.40331,98.973854,56.419468,140.30554,377.04324,238.40871,21.842207,204.44489,357.51962,591.87939,56.823471,232.74832,98.136871,122.32349,119.7633,17.376257,25.584562,5.0692697,22.462744,118.91434,43.219784,14.138755,16.21834,10.330616
1992-01-01,"Black, non-Hispanic",49.670513,99.800713,151.98291,35.364624,7.8172946,23.391232,6.5078197,84.130257,34.451672,33.913048,19.059566,10.618127,40.656528,11.999843,43.025307,138.39354,136.30882,14.844085,149.8024,160.6165,274.95749,59.905632,97.946487,43.307747,75.686913,67.579346,12.832507,6.8647976,3.5290892,4.769691,75.126976,33.480377,13.881106,9.3259134,4.960547
1992-01-01,Hispanic,47.737972,112.12122,185.31747,37.848007,6.9232087,66.39798,1.5216409,20002.227,16.522545,74.581215,35.965973,54.359642,32.293724,53.973278,24.611658,170.10257,175.26343,13.655347,202.52451,291.52969,449.04352,34.395042,144.92203,63.156013,128.06555,144.04713,10.534062,20.284821,4.7744207,15.883462,128.03096,5.3548717,13.441903,9.4923086,3.8467197
1992-01-01,Other,89.574799,410.12057,517.42926,138.64691,22.440031,38.137188,7.1760316,344.42102,116.02756,96.941216,38.27285,320.90463,100.71514,145.52014,119.59042,416.16534,261.16888,18.444426,343.42007,642.25024,531.95197,58.09483,224.59409,105.64335,174.77754,129.62756,14.546578,5.339015,3.6534505,13.915467,177.71858,44.385086,13.382279,10.829029,10.216011
1995-01-01,"White, non-Hispanic",95.087723,488.52246,573.28259,222.68489,31.369635,71.278351,10.723228,363.20969,188.38199,189.86864,38.061939,256.60654,119.48763,60.424812,192.58925,371.94183,230.19107,27.272747,220.5209,266.43649,700.18225,78.962906,210.14156,101.88184,127.03555,125.01449,18.542652,24.228144,6.2134943,28.274401,126.64213,35.353119,16.006092,15.110721,9.7373219
1995-01-01,"Black, non-Hispanic",44.305454,85.164276,139.2746,44.335667,8.704875,24.806301,3.7941442,15.855167,16.926641,33.763031,30.000828,817.90363,43.198078,19.533085,31.281792,125.6338,136.0775,17.230595,99.288864,100.10117,159.94875,70.128517,62.918987,49.959488,89.640305,72.56105,15.351071,4.5339651,3.9404867,5.869905,88.819984,37.212662,14.794679,13.745186,8.5970135
1995-01-01,Hispanic,60.736351,119.1779,193.15233,66.40554,9.3921785,29.051746,3.4293535,228.94832,32.477516,14.723228,67.219666,298.61005,74.583427,22.653049,50.950188,143.90326,188.10667,18.708853,98.306297,68.296257,174.67935,19.272551,68.031364,66.358032,115.39162,31.743973,16.393213,4.1970043,3.7617013,8.2195587,115.16755,9.737155,16.871504,11.815233,5.344224
1995-01-01,Other,90.345009,400.51733,502.65424,186.95621,30.365538,88.944702,12.515328,633.79144,211.87053,119.41376,82.94738,281.56458,101.17535,46.370743,160.55098,353.59549,296.784,25.112165,286.7919,259.06375,670.11993,151.08455,188.80699,126.72175,172.40405,99.168213,25.973818,3.6759086,6.6909461,14.336436,168.47662,30.514212,15.520602,35.35577,15.052286
1998-01-01,"White, non-Hispanic",107.60868,617.77368,720.18256,308.09152,34.179813,70.315475,9.0550308,359.63727,315.13068,199.65205,52.185246,365.76569,147.54349,56.837212,298.23523,442.03571,263.33063,29.448614,253.90207,328.68137,871.18927,73.283524,283.91403,126.35352,143.89636,137.84937,27.815413,13.622666,8.2071056,41.738323,144.05788,34.401688,20.299227,26.205967,22.632563
1998-01-01,"Black, non-Hispanic",52.115379,116.84015,179.43903,74.824181,10.567854,10.947667,4.5443873,66.493484,62.249615,54.764763,47.39542,492.97626,58.633698,3.4071624,57.750477,137.68179,149.90105,17.589174,118.81287,61.070656,104.3333,31.719629,59.628075,64.518333,107.58764,71.714005,16.098644,3.6676478,4.2712226,13.567097,109.61414,24.718838,14.808941,14.713831,6.7717838
