date,"Trend Growth (g), Annualized",Other Determinants (z),Natural Rate (r*),Output Gap
1980-01-01,3.3059619415532,0.167417508656699,3.85778663570631,2.70295622044796
1980-04-01,2.89152673294474,0.0857626990207549,3.31350735366266,1.34082293431914
1980-07-01,2.94645924476116,0.0858016350747498,3.37486618669748,0.270183296704772
1980-10-01,3.23835753634586,0.188111060407575,3.8030149479171,0.389226068501216
1981-01-01,3.4668397811405,0.13499535788714,4.0049487097208,0.452254234036786
1981-04-01,3.20583774881618,-0.0233182299699128,3.55528456816248,-0.414378758328667
1981-07-01,3.45096697189141,-0.0711090433349807,3.7811258573344,-1.14991516591101
1981-10-01,3.19462399144428,-0.145216187454251,3.42086895175311,-2.19960126279886
1982-01-01,2.92373597154069,-0.300786074303939,2.9629130110972,-3.76848921287922
1982-04-01,3.03917358898428,-0.353881474615103,3.03867796279416,-4.63822265927013
1982-07-01,2.87823620658957,-0.277443137750628,2.93546560861088,-4.94858289762192
1982-10-01,2.82131701972745,-0.317724195364808,2.83164697444672,-5.47611748271675
1983-01-01,2.94221944624829,-0.310359654231716,2.97397210802036,-5.36031853913528
1983-04-01,3.18890634366213,-0.488055813023525,3.07164684773199,-5.24528330169176
1983-07-01,3.23349157428599,-0.222929706687924,3.38654241951382,-3.69604194796693
1983-10-01,3.40176840281036,-0.427195449246836,3.3701202225743,-3.56474679613666
1984-01-01,3.50243375256348,-0.357213589984399,3.55247249185969,-2.75362223738853
1984-04-01,3.57752324903153,-0.263450589012429,3.73005616724668,-2.0355945071251
1984-07-01,3.56346102805881,-0.339525444110285,3.63828397895112,-2.0682837104298
1984-10-01,3.57921390469061,-0.423529883125634,3.57186411308331,-2.37923182022382
1985-01-01,3.57650010635098,-0.173354268800935,3.81901037686294,-1.78822475994605
1985-04-01,3.60055109034718,-0.310945128658106,3.70826707616825,-2.18549017545365
1985-07-01,3.69482690958678,-0.236835356500331,3.88761477268811,-1.8122585819242
1985-10-01,3.63457350907931,-0.352909106165433,3.70428154062013,-1.97877952518195
1986-01-01,3.60039237591258,-0.233229027577138,3.78580600798356,-1.57488335862422
1986-04-01,3.52173083559445,-0.371609008173372,3.55961796274282,-1.97586284207307
1986-07-01,3.53720453330568,-0.389648557926797,3.55885134514178,-2.00465799629842
1986-10-01,3.43230630733708,-0.343754228018931,3.48765020285709,-1.82588720460149
1987-01-01,3.402292518061,-0.412274816824699,3.38562591277212,-1.95615415343639
1987-04-01,3.39723888799699,-0.26017087345228,3.53208860536868,-1.41178374853416
1987-07-01,3.36901584406932,-0.249750149463395,3.51100459584175,-1.25959813281008
1987-10-01,3.50270342237983,-0.157232755230266,3.75275435281507,-0.773459878331892
1988-01-01,3.38327161333819,-0.159249994931857,3.61741813707352,-0.64053425791235
1988-04-01,3.44512971006448,-0.0371276456732142,3.80859125414273,-0.198855509236409
1988-07-01,3.36037976189697,-0.0360346172914894,3.71507986850948,-0.121075464006253
1988-10-01,3.45632773905068,-0.0258827282187408,3.83233627328774,-0.0169625922293335
1989-01-01,3.47399995841655,-0.036069852236794,3.84187624047861,0.0368640177549651
1989-04-01,3.47566824103313,-0.130048021419003,3.7497603367345,-0.260789342793828
1989-07-01,3.49864170918171,-0.234235134818518,3.6712179763889,-0.689037588667475
1989-10-01,3.39709215843406,-0.198859507925717,3.59323618006563,-0.87605544127382
1990-01-01,3.47846685517902,-0.0744827492937661,3.80844963733469,-0.737201987745834
1990-04-01,3.3902868179747,-0.0491961281126051,3.73530291515799,-0.829006892560301
1990-07-01,3.27333678804997,-0.0780641410343626,3.57588627903007,-1.17886553852145
1990-10-01,2.99134935196847,-0.17928283850369,3.15989150526927,-1.93246373671809
1991-01-01,2.82930098097556,-0.193906763681362,2.96437671807522,-2.50314222682175
1991-04-01,2.89403590953676,-0.235282121609378,2.99526346903639,-2.78200270504726
1991-07-01,2.81220806728524,-0.180383194570987,2.95881986155177,-2.55654751336112
1991-10-01,2.71078644178972,-0.208188951391291,2.81779948152621,-2.54257661207828
1992-01-01,2.77262947596147,-0.201147932460077,2.89387445428548,-2.2740350555132
1992-04-01,2.76857461902713,-0.217752180405761,2.87274386299113,-1.90327638027793
1992-07-01,2.74512590200343,-0.275583144262141,2.788737636714,-1.62384543622431
1992-10-01,2.71914723457495,-0.218625607828016,2.81669578539506,-1.05723571536782
1993-01-01,2.53943222853378,-0.240674451129981,2.59403522251284,-0.864204826869354
1993-04-01,2.48137079671005,-0.202449148716742,2.56744788664933,-0.605273355877898
1993-07-01,2.4200883701676,-0.288842414280998,2.41264646063399,-0.656731731034597
1993-10-01,2.52762296799554,-0.319035857839696,2.50249141041732,-0.414555964422334
1994-01-01,2.52505770837574,-0.368451187123415,2.45021254093829,-0.162476552998555
1994-04-01,2.59237751063,-0.277849372601606,2.61596189928256,0.441443666795067
1994-07-01,2.53104838483105,-0.319484135772955,2.50586684635631,0.553716087243288
1994-10-01,2.623775653932,-0.337830719501627,2.59102957615741,0.640239317131659
1995-01-01,2.55481148299975,-0.350453669809182,2.50142351116785,0.601806065411438
1995-04-01,2.51697164080425,-0.334375872314173,2.47526156486681,0.448170504713062
1995-07-01,2.61475694339859,-0.378454850796369,2.54033806613699,0.177754113728156
1995-10-01,2.64471874199198,-0.373356712067689,2.57888187014397,0.0856826310216547
1996-01-01,2.69517262358067,-0.428837098170792,2.57972198931178,-0.141528635774193
1996-04-01,2.8974796218382,-0.387032009264655,2.84735771806035,0.0746928486481693
1996-07-01,2.90686300171395,-0.395000515881882,2.84986366215158,0.189658480343951
1996-10-01,2.95758896914572,-0.332563079647179,2.96892532681341,0.399890401717357
1997-01-01,2.95208513915396,-0.406394439758529,2.88895016812205,0.191092820645963
1997-04-01,3.13749484220326,-0.341853821264471,3.16045936522809,0.452040280120627
1997-07-01,3.22659597247123,-0.476930964837441,3.12484375997266,0.290435496443024
1997-10-01,3.22597124948957,-0.478127735507308,3.12294962543556,0.334428829626518
1998-01-01,3.28110158753552,-0.498027201256411,3.16459088552828,0.261064840970107
1998-04-01,3.31655332165355,-0.500818995695244,3.20137304487431,0.209712178115865
1998-07-01,3.41375710674901,-0.464982821615574,3.34571556412385,0.292863653713766
1998-10-01,3.5662195072754,-0.462194550577925,3.51869409926179,0.406969766451994
1999-01-01,3.56539594336506,-0.501659236532621,3.47831008789362,0.382050031859762
1999-04-01,3.55157581881705,-0.469479018707549,3.4950632191806,0.437955795218727
1999-07-01,3.64344793493378,-0.448168275111805,3.61892868873747,0.523961901248526
1999-10-01,3.76713813949873,-0.375574306578639,3.82959518209544,0.857917328437338
2000-01-01,3.63254320395434,-0.345835898802642,3.70908836516177,0.891777881275402
2000-04-01,3.85339785962068,-0.402609435225467,3.89884979110252,0.767499076862123
2000-07-01,3.67221836696694,-0.37700603438763,3.72220669970465,0.705618427008972
2000-10-01,3.66779782769006,-0.37019814136611,3.72408004660595,0.413511622843998
2001-01-01,3.4668557409345,-0.307324269178258,3.56264689820564,0.11718031519024
2001-04-01,3.51290978958194,-0.411895042106141,3.50948519843372,-0.507112577821545
2001-07-01,3.2974536057009,-0.516482651319979,3.16438881649852,-1.0795844615368
2001-10-01,3.20951140944596,-0.442154293903675,3.14054932692755,-1.13007017272446
2002-01-01,3.21410568022178,-0.512880466143968,3.07495163327598,-1.24594320348103
2002-04-01,3.10144776940832,-0.394419326404932,3.06765534345773,-0.757283000903726
2002-07-01,2.97175037162464,-0.376939617602004,2.94035683608595,-0.556371005603182
2002-10-01,2.8180781140853,-0.465046044462235,2.6807096096239,-0.6950967617488
2003-01-01,2.75492493712893,-0.507963550328617,2.5672956677322,-0.688800289863366
2003-04-01,2.73954267230104,-0.493895715738417,2.56419263459054,-0.406648061889882
2003-07-01,2.85272967131659,-0.440825217765666,2.74361117108733,0.182505921775942
2003-10-01,2.83862169252211,-0.429620024999007,2.73906795225439,0.702061385902994
2004-01-01,2.72390420304429,-0.383286171884876,2.65734531561271,1.11720320201471
2004-04-01,2.69263143758305,-0.365968484755132,2.63975393536178,1.36914100331592
2004-07-01,2.71430249534206,-0.477467579921053,2.5524457425469,1.35090157704337
2004-10-01,2.71947424414117,-0.41854044947994,2.61714597698573,1.77102841345322
2005-01-01,2.74550413787172,-0.334404958452662,2.73033803850652,2.23625940523982
2005-04-01,2.68709641192545,-0.441886631669623,2.55765716686442,2.09253394769883
2005-07-01,2.71923158644902,-0.524303707828643,2.51111184544751,1.92114507642248
2005-10-01,2.68192559141908,-0.42878223175874,2.56498949900938,2.1204150435143
2006-01-01,2.83601694149425,-0.45842287281465,2.70735748089473,2.09309618944428
2006-04-01,2.73102527217336,-0.364405081042066,2.68417549181407,2.24607814665933
2006-07-01,2.69023392303758,-0.48797514987702,2.51507098000526,1.66317519383676
2006-10-01,2.79692271435299,-0.573993384323561,2.54814698458303,1.25017969790929
2007-01-01,2.73640355870886,-0.489945381322018,2.56463884884715,1.25204850374246
2007-04-01,2.7888776459333,-0.626212830402729,2.48694701403144,0.718036631544123
2007-07-01,2.79775832462079,-0.61679135666433,2.50628178472696,0.574977963157153
2007-10-01,2.80145650682345,-0.515333695342415,2.6118676416144,0.666193610138521
2008-01-01,2.6167457636357,-0.6022005416497,2.31881244948054,0.152094049225866
2008-04-01,2.66030909828553,-0.659898918003786,2.30974281964721,-0.19162210932177
2008-07-01,2.41578444555331,-0.66027235907487,2.03641214398027,-0.367627074124925
2008-10-01,1.93239443749227,-1.03299321500015,1.12409416213206,-1.83470159774231
2009-01-01,1.6985087806945,-1.09346085824021,0.802545350274334,-2.59387969788645
2009-04-01,1.58671185162741,-0.913479654444562,0.857730218594232,-2.41472250498157
2009-07-01,1.5532477570887,-0.870930416244764,0.862924259264947,-2.24660890323526
2009-10-01,1.60457365301052,-0.652271744278131,1.13887684600638,-1.38726571114523
2010-01-01,1.54507909882744,-0.733710106122756,0.991026084422606,-1.20144642152616
2010-04-01,1.58937279838343,-0.776725807377221,0.997454419201851,-0.884726198656836
2010-07-01,1.58499044336824,-0.861120293061902,0.908168011608292,-0.644463079329171
2010-10-01,1.52640487835937,-0.815577419275991,0.888313169321913,-0.193242401831299
2011-01-01,1.34287925242385,-0.755100974117018,0.743924187731083,0.0569556025017164
2011-04-01,1.38156112678757,-0.63840115580391,0.903803690944371,0.440177913542243
2011-07-01,1.27484765368614,-0.677032732801471,0.746050323213572,0.448033842847053
2011-10-01,1.41525545519083,-0.718905776097935,0.860911272936516,0.588892743881161
2012-01-01,1.42438645119735,-0.597011130256074,0.992998639189988,1.2465248518198
2012-04-01,1.39644162439771,-0.703857812528688,0.854957790769869,1.26413968504937
2012-07-01,1.3305832905946,-0.804356024371191,0.680943438656328,1.15612268372536
2012-10-01,1.26416819976148,-0.76862017409643,0.64254165361833,1.2778426685195
2013-01-01,1.38786079153165,-0.79775290212849,0.751484115193247,1.37829346555054
2013-04-01,1.33912592778048,-0.875114326366517,0.61972108568029,1.36539658599725
2013-07-01,1.41589184049022,-0.836109153500836,0.744418277777363,1.62777970353477
2013-10-01,1.47962866649617,-0.820620548740616,0.831054832546344,1.90403355867397
2014-01-01,1.31525736928779,-0.907396471779529,0.560795018490242,1.7194535320798
2014-04-01,1.50842844373024,-0.848230818768555,0.835593090132906,1.97505757249837
2014-07-01,1.63289978370945,-0.879612620241894,0.943155776945465,2.23371863401792
2014-10-01,1.61319649347494,-0.964694735531981,0.836079332843298,2.2628235822192
2015-01-01,1.70317405287079,-1.05429193225951,0.846922012070831,2.22514827977614
2015-04-01,1.70097001543742,-0.957134810852605,0.941618817284504,2.59607279554723
2015-07-01,1.69507422772471,-1.02332530979115,0.868846986394993,2.47895425318166
2015-10-01,1.65999446608741,-1.08681739017416,0.766196176534983,2.27421611857631
2016-01-01,1.69721541414715,-1.02344828234731,0.871114170897006,2.39319809194728
2016-04-01,1.66950412206959,-0.965002775303243,0.898626201221839,2.50685826819824
2016-07-01,1.74089353925687,-1.00993722245363,0.93338211525639,2.42113178549562
2016-10-01,1.76427017699039,-1.07536559626766,0.894048543412605,2.32719059243425
2017-01-01,1.76273180063783,-1.05652437753679,0.911172508074118,2.41114086949415
2017-04-01,1.79590769505516,-1.14385323970611,0.860877132280155,2.23836660332495
2017-07-01,1.86773150966809,-1.19239317165655,0.892512469349893,2.19156842588484
2017-10-01,1.98247416771503,-1.13605565177168,1.07693457408424,2.46686194108111
2018-01-01,2.01402570119326,-1.03874226252316,1.20946821302639,2.82007431623276
2018-04-01,2.02227753970527,-1.07431813017228,1.1831036825386,2.74962057150481
2018-07-01,2.07788140868536,-1.20588444995071,1.11360668027088,2.40521673719445
2018-10-01,2.01531858392825,-1.19201432873201,1.05763936201919,2.31148546329905
2019-01-01,2.08313841206356,-1.25102651759275,1.07433288434845,2.04528420237261
2019-04-01,2.16759123549319,-1.25839561141891,1.16123653103982,1.99235507871106
2019-07-01,2.30615131733897,-1.28828482194795,1.28601874665699,1.9857355863744
2019-10-01,2.32652037462528,-1.3270507217716,1.26999035606226,1.93655944997454
2020-01-01,2.32626749901028,-1.30191850174146,1.29484029687108,1.96540004008718
2020-04-01,2.3042741529491,-1.31038693676574,1.26182119649141,-0.763567611003402
2020-07-01,2.35613992980762,-1.2988790978332,1.33122560684644,5.34376728918736
2020-10-01,2.34125040709277,-1.30204174257764,1.31144213103533,6.15163831071784
2021-01-01,2.38658243807755,-1.21606138052447,1.44802559456705,6.81806173216613
2021-04-01,2.31818505410834,-1.06654315303165,1.5211933986027,7.27858060809693
2021-07-01,2.30823383166501,-1.10332132064894,1.4733069107051,6.90321260504053
2021-10-01,2.50853684609616,-1.06937062406684,1.7308512461675,7.15736557217011
2022-01-01,2.25762062289483,-1.068202411635,1.45192746118723,6.51398628844816
2022-04-01,2.12023850375901,-1.14086037439016,1.22591300491198,5.11922247553579
2022-07-01,2.20619680676579,-1.14812606249799,1.31460058947878,4.76730553001133
2022-10-01,2.18189070780839,-1.1861164361609,1.24947787770151,4.48440762414074
2023-01-01,2.21463987818145,-1.26692548492349,1.20522597309783,4.02040275769727
2023-04-01,2.25063066723087,-1.42681774182503,1.08550940457814,3.27686559639298
2023-07-01,2.45450293717621,-1.71413977314993,1.02576528980795,1.98064652467972
2023-10-01,2.49607476313952,-1.85726147496188,0.929049259265771,1.39706134811421
2024-01-01,2.34881145843234,-1.69734180509994,0.924582295873443,1.68159887184083
2024-04-01,2.45448400044632,-1.80651882406144,0.933365100261272,0.933687874470362
2024-07-01,2.50373545806257,-1.8831931786063,0.911669012817639,0.434758436459221
2024-10-01,2.45371371221085,-1.87080471810115,0.868219351216161,0.199978520397963
2025-01-01,2.34950537125484,-1.83063042896607,0.792068270899336,-0.0194033659383877
2025-04-01,2.48696918462948,-1.8715998911488,0.9045464956328,-0.368536829883965
2025-07-01,2.57661509234365,-1.82386757880041,1.05234846880713,-0.232397545804474
2025-10-01,2.46874164805212,-1.86736089738065,0.888438510386528,-0.35771535371282
2026-01-01,2.42096591639911,-1.64512184375641,1.05734661579312,0.0507008983026935
