date,RUT,MA
2020-08-14,1577.880005,1478.5496852885376
2020-08-17,1585.469971,1479.0390921936757
2020-08-18,1569.77002,1479.3400013043479
2020-08-19,1572.069946,1479.5898826086957
2020-08-20,1564.300049,1479.8518985731228
2020-08-21,1552.47998,1480.0203966126483
2020-08-24,1568.469971,1480.2673134940712
2020-08-25,1571.209961,1480.708894407115
2020-08-26,1560.189941,1481.041660972332
2020-08-27,1564.560059,1481.4705938577076
2020-08-28,1578.339966,1481.8881037588935
2020-08-31,1561.880005,1482.1456533003952
2020-09-01,1578.579956,1482.476641403162
2020-09-02,1592.290039,1482.950989268775
2020-09-03,1544.680054,1483.187827387352
2020-09-04,1535.300049,1483.2848631541501
2020-09-08,1504.589966,1483.282570355731
2020-09-09,1526.47998,1483.2914636363637
2020-09-10,1507.75,1483.1576297035572
2020-09-11,1497.27002,1482.8475904110671
2020-09-14,1536.969971,1482.6969976245061
2020-09-15,1538.150024,1482.5389344189723
2020-09-16,1552.329956,1482.4113849328064
2020-09-17,1542.599976,1482.2703174901185
2020-09-18,1536.780029,1482.1455746561264
2020-09-21,1485.25,1481.8443099486167
2020-09-22,1496.959961,1481.5960884110673
2020-09-23,1451.459961,1481.1739933952567
2020-09-24,1451.819946,1480.8507917351778
2020-09-25,1474.910034,1480.5514241857707
2020-09-28,1510.339966,1480.460554660079
2020-09-29,1504.72998,1480.398301695652
2020-09-30,1507.689941,1480.3363251976286
2020-10-01,1531.199951,1480.4856133280632
2020-10-02,1539.300049,1480.7214633043477
2020-10-05,1581.959961,1481.0993683833992
2020-10-06,1577.290039,1481.4020960039527
2020-10-07,1611.040039,1481.8497244624505
2020-10-08,1628.550049,1482.4661279130435
2020-10-09,1637.550049,1483.0909899209487
2020-10-12,1649.050049,1483.737986221344
2020-10-13,1636.849976,1484.231859549407
2020-10-14,1621.650024,1484.691227019763
2020-10-15,1638.880005,1485.1480647905137
2020-10-16,1633.810059,1485.577906687747
2020-10-19,1613.630005,1485.8616617826085
2020-10-20,1617.709961,1486.1866814703556
2020-10-21,1603.780029,1486.3897249288536
2020-10-22,1630.25,1486.703479889328
2020-10-23,1640.5,1487.049883110672
2020-10-26,1605.209961,1487.2740727193677
2020-10-27,1590.709961,1487.4005549328062
2020-10-28,1543.280029,1487.2873137272727
2020-10-29,1561.579956,1487.2260884703558
2020-10-30,1538.47998,1487.0902386837947
2020-11-02,1568.589966,1487.1145075177865
2020-11-03,1614.300049,1487.2132035375494
2020-11-04,1615.079956,1487.2830846916995
2020-11-05,1660.050049,1487.5219782252964
2020-11-06,1648.26001,1487.754072972332
2020-11-09,1705.040039,1488.1930059723318
2020-11-10,1737.01001,1488.7390535019763
2020-11-11,1736.939941,1489.3009899486167
2020-11-12,1708.469971,1489.7490135691698
2020-11-13,1744.040039,1490.3611083715414
2020-11-16,1785.339966,1491.1379855533596
2020-11-17,1791.910034,1491.9105550513834
2020-11-18,1769.319946,1492.6100806640316
2020-11-19,1784.130005,1493.3446259841896
2020-11-20,1785.339966,1494.1103571343872
2020-11-23,1818.300049,1495.036602541502
2020-11-24,1853.530029,1496.0824131660079
2020-11-25,1845.02002,1496.9643103833994
2020-11-27,1855.27002,1497.8775121225297
2020-11-30,1819.819946,1498.6115831501977
2020-12-01,1836.050049,1499.4477493517786
