name,Total,IE,RY
2-year,1.6833630952380951,0.5425215503480301,1.140841544890065
5-year,1.2129166666666666,0.4394923378448601,0.7734243288218066
10-year,0.9301190476190477,0.3538551262169498,0.5762639214020979
