date,Owner,Renter,pop
2009-04-01,-0.09130985594506714,0.5795176935968296,0.8896633350867988
2009-07-01,-0.1543490066591154,0.5866659708701552,0.8760191799332295
2009-10-01,-0.08119137292870247,0.6391333187883106,0.873318150882163
2010-01-01,0.01759891287085847,0.5618917553031952,0.8699144780023316
2010-04-01,-0.03796117082909618,0.48684072639491355,0.8453201071477512
2010-07-01,-0.11263926574871391,0.5860458160960138,0.8092387823378511
2010-10-01,-0.156295363239041,0.6939506831081994,0.7752566618550949
2011-01-01,-0.29236186279602056,0.824771561742817,0.7364819149177304
2011-04-01,-0.3622344966171071,0.9825462657237799,0.718671233762036
2011-07-01,-0.331456626794353,0.9655526454591403,0.7195335126523039
2011-10-01,-0.32373167029960515,0.8910285065879051,0.7119980687213312
2012-01-01,-0.34382133302491114,1.0025403681834184,0.7098876520040154
2012-04-01,-0.15505106731970916,0.8497165198543479,0.707126448582529
2012-07-01,-0.12587711396287452,0.945286574437445,0.7028655781589732
2012-10-01,-0.11699814270439612,1.0166354920103062,0.7024900363389985
2013-01-01,-0.013540858748887928,0.8256975566810859,0.687333471608409
2013-04-01,-0.031061459927317916,0.8843317294352712,0.6792231624018763
2013-07-01,0.048794885217498044,0.692605865367268,0.6798351606420505
2013-10-01,0.09623068788784753,0.5506469183765059,0.6852119269403545
2014-01-01,0.1694225938571038,0.5093380572621232,0.7038749568199165
2014-04-01,0.1816613197812486,0.43847556749535893,0.7173596607809696
2014-07-01,0.033884916158382336,0.622177057570712,0.7248299255272705
2014-10-01,-0.03434943348980764,0.9897683958739774,0.72909180315468
2015-01-01,-0.14342065239444737,1.321316072550691,0.7231873111782416
2015-04-01,-0.24184991589328447,1.6248499884661831,0.7197906292119916
2015-07-01,-0.1005152628952874,1.6337063414456954,0.716164818246523
2015-10-01,-0.016097198884967225,1.2455515598204594,0.7116101352810267
2016-01-01,0.08053081174153943,0.9030101415946226,0.7173699766917174
2016-04-01,0.1671516430341741,0.6769727051811065,0.715270542582469
2016-07-01,0.26630268716823996,0.5292421419597404,0.706091125605135
2016-10-01,0.31568877506118065,0.5614059891246621,0.6888708670078403
2017-01-01,0.46457457962938825,0.5634097347189158,0.6644868684737792
2017-04-01,0.7341252084929561,0.20778666182514985,0.643290973794497
2017-07-01,0.7725829283539143,-0.0006650755334218911,0.6189079150346499
2017-10-01,1.011660779344416,-0.10987459798865393,0.5909618328148847
2018-01-01,1.1108571669765728,-0.24839483342177499,0.5636433114737827
2018-04-01,1.2033183781182089,-0.1288030563679513,0.5400864138262129
2018-07-01,1.3440057450594383,-0.05044651263152077,0.519855595667873
2018-10-01,1.3613672213600154,-0.07811070894766287,0.5028178044747422
2019-01-01,1.287613014665855,0.06706419151637666,0.48969585535891813
2019-04-01,1.0334307175948758,0.20938193011045625,0.4796405297778028
2019-07-01,0.9978768113083175,0.18670981274036727,0.47773766914145366
2019-10-01,0.9024269333151551,0.24832541963824104,0.4835135316634265
2020-01-01,1.212356982970737,0.019030494831017486,0.4897491179331803
2020-04-01,2.625052300872058,-0.7549705065225529,0.49593322569836396
2020-07-01,3.5530324222489966,-1.1521181512794612,0.49828126425941477
