date,Date,Price,Dividend,DY,Pch,Return
1989-01-01,1989.01,657.4504801816679,22.60609152305945,0.0439789,0.0089318,5.29107
1989-02-01,1989.02,674.4767393092104,22.70433235244654,0.0439626,0.0134098,5.73724
1989-03-01,1989.03,667.6509736304167,22.83288775551921,0.0439564,0.0107548,5.47112
1989-04-01,1989.04,685.067422217709,22.858318120024368,0.0439339,0.0163216,6.02555
1989-05-01,1989.05,707.3329545638123,22.969280043820675,0.0438987,0.0214191,6.53178
1989-06-01,1989.06,727.6526899677677,23.31096198630136,0.0438601,0.0238176,6.76778
1989-07-01,1989.07,744.2864170016074,23.374271197146292,0.0437873,0.034441,7.82283
1989-08-01,1989.08,776.0036023274477,23.6130328697833,0.0436962,0.0410854,8.47817
1989-09-01,1989.09,775.0826073999999,23.946548739999994,0.0435751,0.0494894,9.30645
1989-10-01,1989.1,771.6020911624202,23.980300223527063,0.0434603,0.0485201,9.19804
1989-11-01,1989.11,753.8098367752182,24.203677219420165,0.0433601,0.045162,8.85222
1989-12-01,1989.12,771.1973302934178,24.4677064631245,0.0432382,0.0520025,9.52407
1990-01-01,1990.01,744.4308946821035,24.393211656200933,0.0431428,0.0443052,8.7448
1990-02-01,1990.02,720.193185644531,24.475017324218744,0.0430787,0.0356862,7.87649
1990-03-01,1990.03,733.6383483682982,24.536979564879562,0.0430211,0.0341256,7.71467
1990-04-01,1990.04,731.8940621024047,24.75147205643909,0.0429675,0.0334536,7.64211
1990-05-01,1990.05,756.2560318304952,24.94576106366099,0.0429228,0.0318585,7.47813
1990-06-01,1990.06,773.9569455542722,25.040478329484213,0.0428795,0.0322315,7.51109
1990-07-01,1990.07,770.2191642446317,25.087156829562872,0.0428376,0.0325974,7.5435
1990-08-01,1990.08,701.1277958776594,24.97837991584346,0.042795,0.0314959,7.42909
1990-09-01,1990.09,663.0675231537301,24.869499378296904,0.04276,0.0288795,7.16395
1990-10-01,1990.1,641.7709499625466,24.922537082958797,0.0427436,0.0239392,6.66828
1990-11-01,1990.11,657.3661005418533,25.047214233370692,0.0427277,0.0249278,6.76555
1990-12-01,1990.12,685.4296221038861,25.20713043721972,0.0427015,0.0290866,7.17882
1991-01-01,1991.01,674.599184268202,25.09192277544576,0.0426969,0.0221035,6.48004
1991-02-01,1991.02,749.6934420252222,25.06835303727744,0.0426791,0.0269701,6.96491
1991-03-01,1991.03,769.288354296296,25.024395537037027,0.042657,0.0285209,7.11779
1991-04-01,1991.04,783.4192713017751,25.02864454511834,0.0426321,0.0294738,7.21059
1991-05-01,1991.05,777.6314957780235,24.97538654129793,0.0426054,0.0299257,7.25311
1991-06-01,1991.06,775.9597132536763,24.922441819852935,0.0425786,0.0297357,7.23143
1991-07-01,1991.07,778.7938140051393,24.974532815161524,0.0425547,0.0287484,7.13031
1991-08-01,1991.08,795.240462298682,24.99003329483894,0.0425238,0.0311388,7.36626
1991-09-01,1991.09,787.2894985422739,24.968788848396493,0.0424973,0.0292402,7.17375
1991-10-01,1991.1,785.4938113537115,24.878234384461418,0.0424597,0.0318255,7.42852
1991-11-01,1991.11,781.2702548621188,24.752168908381705,0.0424171,0.0320475,7.44646
1991-12-01,1991.12,785.9431928752717,24.680206308919498,0.0423766,0.0303567,7.27334
1992-01-01,1992.01,840.4974176683561,24.72526531498913,0.0423208,0.0359277,7.82485
1992-02-01,1992.02,830.3804376623374,24.71657886002885,0.0422582,0.0376861,7.99443
1992-03-01,1992.03,815.793962383345,24.67248040201004,0.0421949,0.0372014,7.93962
1992-04-01,1992.04,814.7243535663081,24.637107670250888,0.0421247,0.0387641,8.08888
1992-05-01,1992.05,828.3350391732282,24.601836220472435,0.0420476,0.0404613,8.25089
1992-06-01,1992.06,812.3677543330954,24.51409786019971,0.0419713,0.0391993,8.11706
