date,APERMITS,ASTARTS,ACOMPLETIONS
1995-06-01,982.0,1022.0,1038.0
1995-07-01,1019.0,1133.0,1054.0
1995-08-01,1045.0,1138.0,1028.0
1995-09-01,1079.0,1095.0,1005.0
1995-10-01,1052.0,1128.0,1049.0
1995-11-01,1060.0,1131.0,1070.0
1995-12-01,1091.0,1168.0,1000.0
1996-01-01,1051.0,1143.0,1113.0
1996-02-01,1085.0,1158.0,1046.0
1996-03-01,1108.0,1147.0,1103.0
1996-04-01,1108.0,1211.0,1054.0
1996-05-01,1096.0,1156.0,1147.0
1996-06-01,1089.0,1192.0,1131.0
1996-07-01,1074.0,1151.0,1145.0
1996-08-01,1061.0,1252.0,1172.0
1996-09-01,1037.0,1148.0,1116.0
1996-10-01,1010.0,1113.0,1146.0
1996-11-01,1031.0,1121.0,1118.0
1996-12-01,1015.0,1060.0,1180.0
1997-01-01,1046.0,1108.0,1128.0
1997-02-01,1070.0,1181.0,1247.0
1997-03-01,1031.0,1130.0,1150.0
1997-04-01,1054.0,1124.0,1133.0
1997-05-01,1046.0,1105.0,1115.0
1997-06-01,1057.0,1120.0,1096.0
1997-07-01,1050.0,1133.0,1056.0
1997-08-01,1061.0,1100.0,1062.0
1997-09-01,1091.0,1205.0,1148.0
1997-10-01,1098.0,1127.0,1074.0
1997-11-01,1093.0,1154.0,1131.0
1997-12-01,1080.0,1149.0,1096.0
1998-01-01,1158.0,1227.0,1018.0
1998-02-01,1191.0,1237.0,1127.0
1998-03-01,1162.0,1221.0,1131.0
1998-04-01,1157.0,1230.0,1186.0
1998-05-01,1165.0,1212.0,1116.0
1998-06-01,1148.0,1275.0,1163.0
1998-07-01,1181.0,1300.0,1223.0
1998-08-01,1196.0,1274.0,1179.0
1998-09-01,1187.0,1262.0,1186.0
1998-10-01,1217.0,1298.0,1168.0
1998-11-01,1248.0,1383.0,1255.0
1998-12-01,1317.0,1412.0,1141.0
1999-01-01,1259.0,1349.0,1239.0
1999-02-01,1291.0,1317.0,1199.0
1999-03-01,1239.0,1345.0,1319.0
1999-04-01,1227.0,1220.0,1271.0
1999-05-01,1254.0,1312.0,1302.0
1999-06-01,1276.0,1266.0,1311.0
1999-07-01,1276.0,1308.0,1228.0
1999-08-01,1243.0,1265.0,1225.0
1999-09-01,1198.0,1286.0,1292.0
1999-10-01,1208.0,1310.0,1250.0
1999-11-01,1233.0,1321.0,1289.0
1999-12-01,1257.0,1375.0,1309.0
2000-01-01,1277.0,1268.0,1262.0
2000-02-01,1241.0,1255.0,1326.0
2000-03-01,1253.0,1313.0,1312.0
2000-04-01,1192.0,1275.0,1307.0
2000-05-01,1182.0,1230.0,1334.0
2000-06-01,1156.0,1202.0,1190.0
2000-07-01,1152.0,1142.0,1187.0
2000-08-01,1173.0,1231.0,1231.0
2000-09-01,1189.0,1195.0,1175.0
2000-10-01,1224.0,1235.0,1176.0
2000-11-01,1208.0,1212.0,1227.0
2000-12-01,1180.0,1226.0,1227.0
2001-01-01,1251.0,1275.0,1122.0
2001-02-01,1242.0,1280.0,1198.0
2001-03-01,1232.0,1218.0,1193.0
2001-04-01,1259.0,1311.0,1242.0
2001-05-01,1240.0,1285.0,1224.0
2001-06-01,1252.0,1295.0,1283.0
2001-07-01,1235.0,1298.0,1273.0
2001-08-01,1241.0,1286.0,1281.0
2001-09-01,1192.0,1243.0,1262.0
2001-10-01,1185.0,1240.0,1334.0
2001-11-01,1229.0,1244.0,1242.0
2001-12-01,1251.0,1285.0,1351.0
2002-01-01,1285.0,1318.0,1324.0
2002-02-01,1401.0,1501.0,1370.0
2002-03-01,1289.0,1292.0,1324.0
2002-04-01,1285.0,1277.0,1258.0
2002-05-01,1289.0,1402.0,1359.0
2002-06-01,1314.0,1368.0,1281.0
2002-07-01,1307.0,1323.0,1275.0
2002-08-01,1317.0,1247.0,1339.0
2002-09-01,1366.0,1446.0,1331.0
2002-10-01,1382.0,1352.0,1286.0
2002-11-01,1382.0,1394.0,1401.0
2002-12-01,1409.0,1439.0,1349.0
2003-01-01,1416.0,1537.0,1317.0
2003-02-01,1357.0,1301.0,1342.0
2003-03-01,1359.0,1399.0,1305.0
2003-04-01,1391.0,1374.0,1350.0
2003-05-01,1389.0,1391.0,1390.0
2003-06-01,1461.0,1513.0,1354.0
2003-07-01,1478.0,1535.0,1424.0
2003-08-01,1521.0,1484.0,1329.0
2003-09-01,1533.0,1555.0,1413.0
2003-10-01,1566.0,1631.0,1479.0
2003-11-01,1513.0,1694.0,1439.0
2003-12-01,1549.0,1647.0,1434.0
2004-01-01,1539.0,1560.0,1434.0
2004-02-01,1564.0,1481.0,1447.0
2004-03-01,1648.0,1632.0,1491.0
2004-04-01,1617.0,1646.0,1645.0
2004-05-01,1675.0,1652.0,1505.0
2004-06-01,1615.0,1526.0,1521.0
2004-07-01,1620.0,1675.0,1546.0
2004-08-01,1609.0,1691.0,1554.0
2004-09-01,1586.0,1555.0,1533.0
2004-10-01,1593.0,1660.0,1539.0
2004-11-01,1572.0,1458.0,1464.0
2004-12-01,1613.0,1714.0,1655.0
2005-01-01,1654.0,1739.0,1589.0
2005-02-01,1630.0,1792.0,1608.0
2005-03-01,1580.0,1583.0,1524.0
2005-04-01,1654.0,1658.0,1626.0
2005-05-01,1644.0,1714.0,1750.0
2005-06-01,1683.0,1719.0,1679.0
2005-07-01,1722.0,1724.0,1639.0
2005-08-01,1716.0,1728.0,1649.0
2005-09-01,1798.0,1789.0,1631.0
2005-10-01,1742.0,1740.0,1618.0
2005-11-01,1730.0,1808.0,1633.0
2005-12-01,1661.0,1628.0,1662.0
2006-01-01,1689.0,1823.0,1663.0
2006-02-01,1643.0,1804.0,1742.0
2006-03-01,1551.0,1601.0,1911.0
2006-04-01,1496.0,1511.0,1737.0
2006-05-01,1450.0,1570.0,1609.0
2006-06-01,1393.0,1451.0,1742.0
2006-07-01,1307.0,1424.0,1654.0
2006-08-01,1282.0,1364.0,1614.0
2006-09-01,1218.0,1384.0,1675.0
2006-10-01,1175.0,1212.0,1559.0
2006-11-01,1163.0,1290.0,1525.0
2006-12-01,1198.0,1249.0,1509.0
2007-01-01,1174.0,1130.0,1501.0
2007-02-01,1136.0,1189.0,1318.0
2007-03-01,1147.0,1202.0,1312.0
2007-04-01,1058.0,1197.0,1276.0
2007-05-01,1042.0,1130.0,1278.0
2007-06-01,995.0,1131.0,1220.0
2007-07-01,978.0,1042.0,1208.0
2007-08-01,916.0,957.0,1241.0
2007-09-01,855.0,935.0,1085.0
2007-10-01,821.0,878.0,1138.0
2007-11-01,795.0,833.0,1128.0
2007-12-01,742.0,805.0,1031.0
2008-01-01,708.0,773.0,1004.0
2008-02-01,664.0,724.0,930.0
2008-03-01,642.0,728.0,904.0
2008-04-01,661.0,682.0,795.0
2008-05-01,633.0,679.0,879.0
2008-06-01,605.0,647.0,850.0
2008-07-01,571.0,615.0,831.0
2008-08-01,543.0,607.0,712.0
2008-09-01,529.0,537.0,820.0
2008-10-01,469.0,542.0,749.0
2008-11-01,420.0,459.0,754.0
2008-12-01,364.0,403.0,686.0
2009-01-01,337.0,358.0,566.0
2009-02-01,377.0,358.0,535.0
2009-03-01,361.0,353.0,545.0
2009-04-01,391.0,387.0,532.0
2009-05-01,431.0,408.0,492.0
2009-06-01,458.0,482.0,507.0
2009-07-01,489.0,509.0,500.0
2009-08-01,491.0,487.0,517.0
2009-09-01,477.0,510.0,481.0
2009-10-01,472.0,476.0,526.0
2009-11-01,483.0,497.0,567.0
2009-12-01,508.0,484.0,493.0
2010-01-01,504.0,510.0,448.0
2010-02-01,510.0,526.0,456.0
2010-03-01,536.0,542.0,491.0
2010-04-01,476.0,566.0,556.0
2010-05-01,435.0,457.0,518.0
2010-06-01,425.0,445.0,684.0
2010-07-01,411.0,426.0,470.0
2010-08-01,402.0,417.0,473.0
2010-09-01,404.0,449.0,484.0
2010-10-01,408.0,438.0,479.0
2010-11-01,418.0,452.0,432.0
2010-12-01,447.0,429.0,454.0
2011-01-01,420.0,430.0,423.0
2011-02-01,379.0,391.0,481.0
2011-03-01,399.0,429.0,368.0
2011-04-01,403.0,415.0,433.0
2011-05-01,411.0,414.0,443.0
2011-06-01,413.0,435.0,453.0
2011-07-01,416.0,432.0,488.0
2011-08-01,428.0,422.0,479.0
2011-09-01,425.0,418.0,426.0
2011-10-01,439.0,439.0,438.0
2011-11-01,449.0,465.0,462.0
2011-12-01,458.0,522.0,462.0
2012-01-01,462.0,518.0,392.0
2012-02-01,493.0,466.0,421.0
2012-03-01,482.0,472.0,434.0
2012-04-01,485.0,504.0,494.0
2012-05-01,494.0,518.0,475.0
2012-06-01,501.0,524.0,482.0
2012-07-01,522.0,517.0,474.0
2012-08-01,517.0,536.0,492.0
2012-09-01,562.0,594.0,512.0
2012-10-01,568.0,611.0,525.0
2012-11-01,568.0,569.0,513.0
2012-12-01,582.0,615.0,525.0
2013-01-01,590.0,604.0,556.0
2013-02-01,612.0,651.0,578.0
2013-03-01,610.0,624.0,604.0
2013-04-01,620.0,587.0,524.0
2013-05-01,623.0,608.0,549.0
2013-06-01,628.0,614.0,532.0
2013-07-01,619.0,593.0,578.0
2013-08-01,635.0,631.0,571.0
2013-09-01,625.0,577.0,577.0
2013-10-01,623.0,595.0,604.0
2013-11-01,642.0,699.0,601.0
2013-12-01,602.0,647.0,560.0
2014-01-01,615.0,567.0,597.0
2014-02-01,609.0,594.0,629.0
2014-03-01,623.0,652.0,629.0
2014-04-01,620.0,646.0,598.0
2014-05-01,627.0,652.0,622.0
2014-06-01,649.0,603.0,581.0
2014-07-01,648.0,656.0,630.0
2014-08-01,650.0,644.0,607.0
2014-09-01,662.0,664.0,642.0
2014-10-01,647.0,699.0,618.0
2014-11-01,658.0,658.0,620.0
2014-12-01,670.0,720.0,660.0
2015-01-01,662.0,703.0,658.0
2015-02-01,628.0,584.0,601.0
2015-03-01,658.0,627.0,577.0
2015-04-01,679.0,742.0,688.0
2015-05-01,701.0,708.0,641.0
2015-06-01,706.0,700.0,634.0
2015-07-01,700.0,759.0,637.0
2015-08-01,718.0,734.0,659.0
2015-09-01,711.0,746.0,663.0
2015-10-01,721.0,705.0,645.0
2015-11-01,730.0,774.0,649.0
2015-12-01,721.0,765.0,709.0
2016-01-01,725.0,752.0,671.0
2016-02-01,726.0,859.0,734.0
2016-03-01,732.0,753.0,708.0
2016-04-01,750.0,777.0,706.0
2016-05-01,748.0,753.0,721.0
2016-06-01,747.0,769.0,754.0
2016-07-01,721.0,769.0,742.0
2016-08-01,749.0,734.0,745.0
2016-09-01,747.0,777.0,739.0
2016-10-01,774.0,859.0,766.0
2016-11-01,775.0,817.0,790.0
2016-12-01,814.0,801.0,772.0
2017-01-01,796.0,792.0,783.0
2017-02-01,817.0,874.0,749.0
2017-03-01,829.0,838.0,790.0
2017-04-01,800.0,824.0,761.0
2017-05-01,794.0,828.0,800.0
2017-06-01,818.0,863.0,811.0
2017-07-01,817.0,840.0,836.0
2017-08-01,807.0,866.0,742.0
2017-09-01,823.0,835.0,795.0
2017-10-01,848.0,871.0,811.0
2017-11-01,857.0,931.0,805.0
2017-12-01,870.0,828.0,850.0
2018-01-01,861.0,883.0,846.0
2018-02-01,877.0,902.0,871.0
2018-03-01,858.0,886.0,840.0
2018-04-01,871.0,916.0,772.0
2018-05-01,860.0,957.0,890.0
2018-06-01,859.0,865.0,855.0
2018-07-01,878.0,860.0,813.0
2018-08-01,829.0,896.0,944.0
2018-09-01,850.0,867.0,857.0
2018-10-01,840.0,862.0,835.0
2018-11-01,841.0,786.0,796.0
2018-12-01,821.0,777.0,774.0
2019-01-01,805.0,940.0,908.0
2019-02-01,812.0,788.0,815.0
2019-03-01,825.0,843.0,941.0
2019-04-01,802.0,880.0,908.0
2019-05-01,833.0,843.0,895.0
2019-06-01,842.0,864.0,875.0
2019-07-01,852.0,887.0,905.0
2019-08-01,895.0,899.0,939.0
2019-09-01,894.0,910.0,868.0
2019-10-01,924.0,889.0,937.0
2019-11-01,940.0,917.0,938.0
2019-12-01,938.0,1012.0,910.0
2020-01-01,980.0,992.0,879.0
2020-02-01,1009.0,1055.0,994.0
2020-03-01,895.0,895.0,896.0
2020-04-01,673.0,685.0,865.0
2020-05-01,753.0,733.0,836.0
2020-06-01,850.0,903.0,927.0
2020-07-01,993.0,995.0,950.0
2020-08-01,1055.0,1023.0,895.0
2020-09-01,1121.0,1105.0,933.0
2020-10-01,1141.0,1162.0,898.0
2020-11-01,1155.0,1182.0,913.0
2020-12-01,1233.0,1315.0,958.0
2021-01-01,1268.0,1143.0,1012.0
2021-02-01,1145.0,1069.0,1017.0
2021-03-01,1194.0,1255.0,1034.0
2021-04-01,1148.0,1061.0,994.0
2021-05-01,1134.0,1098.0,966.0
2021-06-01,1066.0,1161.0,922.0
2021-07-01,1048.0,1112.0,945.0
2021-08-01,1050.0,1088.0,945.0
2021-09-01,1041.0,1089.0,944.0
2021-10-01,1074.0,1074.0,933.0
2021-11-01,1106.0,1222.0,946.0
2021-12-01,1128.0,1182.0,1000.0
2022-01-01,1213.0,1116.0,927.0
