date,FRM,Spread
1993-12-10,7.14,1.41
1993-12-17,7.17,1.36
1993-12-24,7.17,
1993-12-31,7.13,1.3
1994-01-07,7.23,1.53
1994-01-14,6.99,1.21
1994-01-21,7.05,1.32
1994-01-28,6.97,1.29
1994-02-04,6.97,1.03
1994-02-11,7.21,1.33
1994-02-18,7.11,1.02
1994-02-25,7.32,1.11
1994-03-04,7.51,1.13
1994-03-11,7.63,1.17
1994-03-18,7.76,1.27
1994-03-25,7.8,1.19
1994-04-01,8.04,
1994-04-08,8.47,1.53
1994-04-15,8.26,1.29
1994-04-22,8.49,1.56
1994-04-29,8.32,1.26
1994-05-06,8.53,1.18
1994-05-13,8.77,1.48
1994-05-20,8.56,1.54
1994-05-27,8.53,1.41
1994-06-03,8.55,1.57
1994-06-10,8.25,1.22
1994-06-17,8.33,1.19
1994-06-24,8.46,1.24
1994-07-01,8.57,1.23
1994-07-08,8.68,1.26
1994-07-15,8.72,1.47
1994-07-22,8.53,1.24
1994-07-29,8.57,1.45
1994-08-05,8.38,1.1
1994-08-12,8.57,1.3
1994-08-19,8.54,1.27
1994-08-26,8.56,1.32
1994-09-02,8.48,1.27
1994-09-09,8.51,1.07
1994-09-16,8.66,1.14
1994-09-23,8.73,1.16
1994-09-30,8.82,1.2
1994-10-07,8.89,1.19
1994-10-14,8.93,1.32
1994-10-21,8.85,1.04
1994-10-28,9.03,1.21
1994-11-04,9.05,1.01
1994-11-11,9.19,
1994-11-18,9.19,1.18
1994-11-25,9.25,1.45
1994-12-02,9.23,1.42
1994-12-09,9.15,1.36
1994-12-16,9.25,1.44
1994-12-23,9.18,1.33
1994-12-30,9.18,1.34
1995-01-06,9.22,1.35
1995-01-13,9.19,1.5
1995-01-20,9.05,1.23
1995-01-27,9.13,1.47
1995-02-03,8.94,1.45
1995-02-10,8.8,1.18
1995-02-17,8.84,1.41
1995-02-24,8.73,1.4
1995-03-03,8.53,1.17
1995-03-10,8.62,1.39
1995-03-17,8.38,1.26
1995-03-24,8.4,1.31
1995-03-31,8.38,1.18
1995-04-07,8.41,1.3
1995-04-14,8.37,
1995-04-21,8.24,1.23
1995-04-28,8.26,1.19
1995-05-05,8.27,1.58
1995-05-12,7.87,1.2
1995-05-19,7.83,1.22
1995-05-26,7.85,1.45
1995-06-02,7.71,1.61
1995-06-09,7.51,1.11
1995-06-16,7.55,1.34
1995-06-23,7.53,1.47
1995-06-30,7.53,1.32
1995-07-07,7.63,1.59
1995-07-14,7.41,1.26
1995-07-21,7.6,1.07
1995-07-28,7.79,1.3
1995-08-04,7.82,1.32
1995-08-11,7.8,1.21
1995-08-18,7.94,1.37
1995-08-25,7.88,1.5
1995-09-01,7.76,1.54
1995-09-08,7.63,1.39
1995-09-15,7.6,1.49
1995-09-22,7.57,1.32
1995-09-29,7.62,1.45
1995-10-06,7.57,1.51
1995-10-13,7.5,1.53
1995-10-20,7.38,1.34
1995-10-27,7.45,1.4
1995-11-03,7.44,1.5
1995-11-09,7.37,1.4
1995-11-17,7.35,1.43
1995-11-24,7.35,1.44
1995-12-01,7.33,1.62
1995-12-08,7.18,1.45
1995-12-15,7.15,1.4
1995-12-22,7.23,1.52
1995-12-29,7.11,1.53
1996-01-05,7.02,1.33
1996-01-12,7.08,1.33
1996-01-19,7.02,1.48
1996-01-26,7,1.35
1996-02-02,7.02,1.36
1996-02-09,7.02,1.36
1996-02-16,6.94,1.18
1996-02-23,7.32,1.35
1996-03-01,7.41,1.42
1996-03-08,7.38,0.97
1996-03-15,7.83,1.37
1996-03-22,7.81,1.49
1996-03-29,7.69,1.35
1996-04-05,7.78,1.21
1996-04-12,8.05,1.53
1996-04-19,7.95,1.42
1996-04-26,7.92,1.38
1996-05-03,7.99,1.09
1996-05-10,8.24,1.49
1996-05-17,8.08,1.43
1996-05-24,8.01,1.36
1996-05-31,8.03,1.18
1996-06-07,8.3,1.37
1996-06-14,8.39,1.44
1996-06-21,8.3,1.34
1996-06-28,8.29,1.56
1996-07-05,8.14,1.08
1996-07-12,8.42,1.57
1996-07-19,8.23,1.45
1996-07-26,8.19,1.34
1996-08-02,8.23,1.72
1996-08-09,7.88,1.38
1996-08-16,7.88,1.32
1996-08-23,7.93,1.21
1996-08-30,8.09,1.13
1996-09-06,8.34,1.4
1996-09-13,8.28,1.54
1996-09-20,8.14,1.29
1996-09-27,8.16,1.48
1996-10-04,8.06,1.58
1996-10-11,7.86,1.31
1996-10-18,7.88,1.38
1996-10-25,7.86,1.32
1996-11-01,7.78,1.4
1996-11-08,7.67,1.38
1996-11-15,7.59,1.4
1996-11-22,7.53,1.38
1996-11-29,7.52,1.46
1996-12-06,7.44,1.18
1996-12-13,7.57,1.24
1996-12-20,7.74,1.39
1996-12-27,7.64,1.34
1997-01-03,7.67,1.15
1997-01-10,7.85,1.22
1997-01-17,7.87,1.31
1997-01-24,7.85,1.21
1997-01-31,7.88,1.35
1997-02-07,7.74,1.31
1997-02-14,7.65,1.37
1997-02-21,7.56,1.2
1997-02-28,7.65,1.09
1997-03-07,7.84,1.27
1997-03-14,7.84,1.13
1997-03-21,7.94,1.2
1997-03-28,7.97,
1997-04-04,8.18,1.26
1997-04-11,8.15,1.17
1997-04-18,8.16,1.32
1997-04-25,8.08,1.14
1997-05-02,8.01,1.33
1997-05-09,7.94,1.27
1997-05-16,7.91,1.21
1997-05-23,7.92,1.18
1997-05-30,7.94,1.27
1997-06-06,7.85,1.34
1997-06-13,7.72,1.29
1997-06-20,7.61,1.24
1997-06-27,7.58,1.12
1997-07-04,7.62,
1997-07-11,7.47,1.24
1997-07-18,7.47,1.23
1997-07-25,7.43,1.25
1997-08-01,7.36,1.16
1997-08-08,7.46,1.08
1997-08-15,7.54,1.27
1997-08-22,7.46,1.08
1997-08-29,7.58,1.24
1997-09-05,7.53,1.16
1997-09-12,7.53,1.24
1997-09-19,7.38,1.29
1997-09-26,7.28,1.2
1997-10-03,7.31,1.3
1997-10-10,7.26,1.11
1997-10-17,7.34,1.17
1997-10-24,7.35,1.34
1997-10-31,7.21,1.37
1997-11-07,7.24,1.34
1997-11-14,7.23,1.37
1997-11-21,7.18,1.36
1997-11-28,7.17,1.31
1997-12-05,7.15,1.23
1997-12-12,7.17,1.43
1997-12-19,7.07,1.35
1997-12-26,6.99,1.24
1998-01-02,7.03,1.36
1998-01-09,6.94,1.54
1998-01-16,6.89,1.35
1998-01-23,6.99,1.29
1998-01-30,7.12,1.59
1998-02-06,7.03,1.41
1998-02-13,7.06,1.57
1998-02-20,6.99,1.45
1998-02-28,7.09,
1998-03-06,7.19,1.46
1998-03-13,7.16,1.58
1998-03-20,7.08,1.51
1998-03-27,7.08,1.4
1998-04-03,7.15,1.68
1998-04-10,7.09,
1998-04-17,7.17,1.58
1998-04-24,7.15,1.48
1998-05-01,7.22,1.55
1998-05-08,7.14,1.43
1998-05-15,7.19,1.51
1998-05-22,7.1,1.46
1998-05-29,7.07,1.51
1998-06-05,7.05,1.47
1998-06-12,7.04,1.61
1998-06-19,6.94,1.47
1998-06-26,6.96,1.5
1998-07-03,6.98,
1998-07-10,6.91,1.49
1998-07-17,6.94,1.43
1998-07-24,6.96,1.51
1998-07-31,6.97,1.47
1998-08-07,6.94,1.54
1998-08-14,6.91,1.51
1998-08-21,6.92,1.6
1998-08-28,6.92,1.83
1998-09-04,6.82,1.8
1998-09-11,6.77,1.92
1998-09-18,6.66,1.96
1998-09-25,6.64,2.04
1998-10-02,6.6,2.29
1998-10-09,6.49,1.72
1998-10-16,6.9,2.46
1998-10-23,6.73,2.03
1998-10-30,6.83,2.19
1998-11-06,6.89,1.96
1998-11-13,6.93,2.11
1998-11-20,6.86,2.04
1998-11-27,6.78,1.97
1998-12-04,6.71,2.09
1998-12-11,6.69,2.08
1998-12-18,6.69,2.11
1998-12-25,6.77,
1998-12-31,6.83,2.18
1999-01-08,6.79,1.93
1999-01-15,6.83,2.17
1999-01-22,6.78,2.14
1999-01-29,6.74,2.08
1999-02-05,6.75,1.81
1999-02-12,6.77,1.71
1999-02-19,6.82,1.75
1999-02-26,6.89,1.6
1999-03-05,7.06,1.72
1999-03-12,7.11,1.95
1999-03-19,7.01,1.84
1999-03-26,6.98,1.77
1999-04-02,6.98,1.78
1999-04-09,6.92,1.87
1999-04-16,6.87,1.64
1999-04-23,6.88,1.62
1999-04-30,6.93,1.57
1999-05-07,7.02,1.48
1999-05-14,7.1,1.48
1999-05-21,7.23,1.71
1999-05-28,7.23,1.59
1999-06-04,7.41,1.59
1999-06-11,7.51,1.49
1999-06-18,7.65,1.81
1999-06-25,7.63,1.61
1999-07-02,7.71,1.89
1999-07-09,7.65,1.81
1999-07-16,7.58,1.9
1999-07-23,7.52,1.68
1999-07-30,7.7,1.78
1999-08-06,7.89,1.87
1999-08-13,8.15,2.17
1999-08-20,7.93,2.05
1999-08-27,7.8,1.95
1999-09-03,7.83,1.94
1999-09-10,7.88,1.99
1999-09-17,7.82,1.95
1999-09-24,7.76,2.01
1999-10-01,7.7,1.7
1999-10-08,7.82,1.78
1999-10-15,7.85,1.76
1999-10-22,7.93,1.72
1999-10-29,7.96,1.94
1999-11-05,7.84,1.92
1999-11-12,7.67,1.74
1999-11-19,7.69,1.62
1999-11-26,7.75,1.63
1999-12-03,7.84,1.67
1999-12-10,7.84,1.76
1999-12-17,7.86,1.56
1999-12-24,7.96,
1999-12-31,8.06,1.61
2000-01-07,8.15,1.63
2000-01-14,8.18,1.49
2000-01-21,8.26,1.47
2000-01-28,8.25,1.59
2000-02-04,8.25,1.72
2000-02-11,8.36,1.73
2000-02-18,8.38,1.89
2000-02-25,8.31,1.95
2000-03-03,8.27,1.88
2000-03-10,8.23,1.84
2000-03-17,8.24,2.04
2000-03-24,8.23,2.03
2000-03-31,8.23,2.2
2000-04-07,8.2,2.34
2000-04-14,8.12,2.27
2000-04-21,8.16,
2000-04-28,8.13,1.9
2000-05-05,8.28,1.77
2000-05-12,8.52,2.01
2000-05-19,8.64,2.13
2000-05-26,8.62,2.29
2000-06-02,8.54,2.39
2000-06-09,8.32,2.19
2000-06-16,8.22,2.23
2000-06-23,8.14,1.95
2000-06-30,8.22,2.19
2000-07-07,8.16,2.15
2000-07-14,8.09,1.99
2000-07-21,8.21,2.2
2000-07-28,8.13,2.09
2000-08-04,8.12,2.21
2000-08-11,8.04,2.25
2000-08-18,7.96,2.18
2000-08-25,7.99,2.26
2000-09-01,7.96,2.28
2000-09-08,7.94,2.21
2000-09-15,7.88,2.04
2000-09-22,7.9,2.05
2000-09-29,7.88,2.08
2000-10-06,7.83,2.01
2000-10-13,7.84,2.11
2000-10-20,7.83,2.19
2000-10-27,7.68,1.96
2000-11-03,7.73,1.9
2000-11-10,7.79,1.97
2000-11-17,7.73,2.02
2000-11-24,7.73,2.1
2000-12-01,7.65,2.13
2000-12-08,7.54,2.19
2000-12-15,7.42,2.22
2000-12-22,7.17,2.15
2000-12-29,7.13,2.01
2001-01-05,7.07,2.14
2001-01-12,6.89,1.64
2001-01-19,7.02,1.83
2001-01-26,7.15,1.86
2001-02-02,7.09,1.92
2001-02-09,6.98,1.95
2001-02-16,7.01,1.9
2001-02-23,7.12,2.02
2001-03-02,7.03,2.08
2001-03-09,6.97,2.02
2001-03-16,6.96,2.18
2001-03-23,6.89,2.09
2001-03-30,6.91,1.98
2001-04-06,7.01,2.12
2001-04-13,7.04,
2001-04-20,7.14,1.85
2001-04-27,7.12,1.78
2001-05-04,7.14,1.93
2001-05-11,7.1,1.59
2001-05-18,7.14,1.73
2001-05-25,7.2,1.68
2001-06-01,7.24,1.85
2001-06-08,7.2,1.82
2001-06-15,7.14,1.87
2001-06-22,7.11,1.97
2001-06-29,7.11,1.69
2001-07-06,7.19,1.78
2001-07-13,7.21,1.94
2001-07-20,7.08,1.93
2001-07-27,7.03,1.9
2001-08-03,7,1.8
2001-08-10,7,2.01
2001-08-17,6.92,2.08
2001-08-24,6.91,1.98
2001-08-31,6.92,2.07
2001-09-07,6.89,2.09
2001-09-14,6.86,2.29
2001-09-21,6.8,2.1
2001-09-28,6.72,2.12
2001-10-05,6.64,2.12
2001-10-12,6.58,1.9
2001-10-19,6.61,1.98
2001-10-26,6.64,2.11
2001-11-02,6.56,2.19
2001-11-09,6.45,2.11
2001-11-16,6.51,1.6
2001-11-23,6.75,1.71
2001-11-30,7.02,2.24
2001-12-07,6.84,1.64
2001-12-14,7.09,1.85
2001-12-21,7.17,2.05
2001-12-28,7.16,2.01
2002-01-04,7.14,1.96
2002-01-11,7.06,2.14
2002-01-18,6.83,1.89
2002-01-25,6.96,1.86
2002-02-01,7.02,2
2002-02-08,6.88,1.98
2002-02-15,6.86,2
2002-02-22,6.81,1.97
2002-03-01,6.8,1.82
2002-03-08,6.87,1.54
2002-03-15,7.08,1.73
2002-03-22,7.14,1.74
2002-03-29,7.18,
2002-04-05,7.13,1.91
2002-04-12,6.99,1.81
2002-04-19,6.94,1.73
2002-04-26,6.88,1.8
2002-05-03,6.78,1.7
2002-05-10,6.79,1.64
2002-05-17,6.89,1.62
2002-05-24,6.81,1.65
2002-05-31,6.76,1.68
2002-06-07,6.71,1.61
2002-06-14,6.71,1.88
2002-06-21,6.63,1.84
2002-06-28,6.55,1.69
2002-07-05,6.57,1.67
2002-07-12,6.54,1.91
2002-07-19,6.49,1.88
2002-07-26,6.34,1.91
2002-08-02,6.43,2.1
2002-08-09,6.31,2.04
2002-08-16,6.22,1.9
2002-08-23,6.27,2.02
2002-08-30,6.22,2.08
2002-09-06,6.15,2.1
2002-09-13,6.18,2.26
2002-09-20,6.05,2.26
2002-09-27,5.99,2.3
2002-10-04,6.01,2.32
2002-10-11,5.98,2.15
2002-10-18,6.15,2.01
2002-10-25,6.31,2.19
2002-11-01,6.13,2.12
2002-11-08,6.11,2.26
2002-11-15,5.94,1.89
2002-11-22,6.03,1.85
2002-11-29,6.13,1.91
2002-12-06,6.19,2.1
2002-12-13,6.04,1.97
2002-12-20,6.03,2.06
2002-12-27,5.93,2.1
2003-01-03,5.85,1.8
2003-01-10,5.95,1.79
2003-01-17,5.97,1.92
2003-01-24,5.91,1.97
2003-01-31,5.9,1.9
2003-02-07,5.88,1.92
2003-02-14,5.86,1.91
2003-02-21,5.84,1.94
2003-02-28,5.79,2.08
2003-03-07,5.67,2.04
2003-03-14,5.61,1.89
2003-03-21,5.79,1.68
2003-03-28,5.91,1.99
2003-04-04,5.79,1.83
2003-04-11,5.85,1.85
2003-04-18,5.82,
2003-04-25,5.79,1.88
2003-05-02,5.7,1.76
2003-05-09,5.62,1.93
2003-05-16,5.45,1.99
2003-05-23,5.34,2
2003-05-30,5.31,1.94
2003-06-06,5.26,1.89
2003-06-13,5.21,2.08
2003-06-20,5.21,1.81
2003-06-27,5.24,1.66
2003-07-04,5.4,
2003-07-11,5.52,1.86
2003-07-18,5.67,1.67
2003-07-25,5.94,1.72
2003-08-01,6.14,1.7
2003-08-08,6.34,2.07
2003-08-15,6.24,1.69
2003-08-22,6.28,1.8
2003-08-29,6.32,1.87
2003-09-05,6.44,2.09
2003-09-12,6.16,1.89
2003-09-19,6.01,1.84
2003-09-26,5.98,1.94
2003-10-03,5.77,1.56
2003-10-10,5.95,1.66
2003-10-17,6.05,1.64
2003-10-24,6.05,1.81
2003-10-31,5.94,1.61
2003-11-07,5.98,1.5
2003-11-14,6.03,1.81
2003-11-21,5.83,1.68
2003-11-28,5.89,1.55
2003-12-05,6.02,1.79
2003-12-12,5.88,1.62
2003-12-19,5.82,1.67
2003-12-26,5.81,1.64
2003-12-31,5.85,1.58
2004-01-08,5.87,1.6
2004-01-15,5.66,1.67
2004-01-22,5.64,1.65
2004-01-29,5.68,1.46
2004-02-05,5.72,1.52
2004-02-12,5.66,1.56
2004-02-19,5.58,1.53
2004-02-26,5.58,1.53
2004-03-04,5.59,1.55
2004-03-11,5.41,1.67
2004-03-18,5.38,1.62
2004-03-25,5.4,1.65
2004-04-01,5.52,1.61
2004-04-08,5.79,1.58
2004-04-15,5.89,1.47
2004-04-22,5.94,1.54
2004-04-29,6.01,1.46
2004-05-06,6.12,1.49
2004-05-13,6.34,1.49
2004-05-20,6.3,1.58
2004-05-27,6.32,1.72
2004-06-03,6.28,1.57
2004-06-10,6.3,1.49
2004-06-17,6.32,1.61
2004-06-24,6.25,1.59
2004-07-01,6.21,1.64
2004-07-08,6.01,1.52
2004-07-15,6,1.5
2004-07-22,5.98,1.5
2004-07-29,6.08,1.48
2004-08-05,5.99,1.56
2004-08-12,5.85,1.58
2004-08-19,5.81,1.59
2004-08-26,5.82,1.6
2004-09-02,5.77,1.57
2004-09-09,5.83,1.61
2004-09-16,5.75,1.67
2004-09-23,5.7,1.68
2004-09-30,5.72,1.58
2004-10-07,5.82,1.56
2004-10-14,5.74,1.71
2004-10-21,5.69,1.68
2004-10-28,5.64,1.55
2004-11-04,5.7,1.6
2004-11-11,5.76,
2004-11-18,5.74,1.62
2004-11-24,5.72,1.52
2004-12-02,5.81,1.41
2004-12-09,5.71,1.52
2004-12-16,5.68,1.49
2004-12-22,5.75,1.54
2004-12-29,5.81,1.48
2005-01-06,5.77,1.48
2005-01-13,5.74,1.54
2005-01-20,5.67,1.5
2005-01-27,5.66,1.44
2005-02-03,5.63,1.45
2005-02-10,5.57,1.5
2005-02-17,5.62,1.43
2005-02-24,5.69,1.4
2005-03-03,5.79,1.4
2005-03-10,5.85,1.37
2005-03-17,5.95,1.48
2005-03-24,6.01,1.41
2005-03-31,6.04,1.54
2005-04-07,5.93,1.44
2005-04-14,5.91,1.54
2005-04-21,5.8,1.48
2005-04-28,5.78,1.59
2005-05-05,5.75,1.56
2005-05-12,5.77,1.59
2005-05-19,5.71,1.6
2005-05-26,5.65,1.57
2005-06-02,5.62,1.73
2005-06-09,5.56,1.58
2005-06-16,5.63,1.54
2005-06-23,5.57,1.61
2005-06-30,5.53,1.59
2005-07-07,5.62,1.57
2005-07-14,5.66,1.47
2005-07-21,5.73,1.45
2005-07-28,5.77,1.57
2005-08-04,5.82,1.5
2005-08-11,5.89,1.57
2005-08-18,5.8,1.59
2005-08-25,5.77,1.59
2005-09-01,5.71,1.69
2005-09-08,5.71,1.56
2005-09-15,5.74,1.52
2005-09-22,5.8,1.61
2005-09-29,5.91,1.62
2005-10-06,5.98,1.61
2005-10-13,6.03,1.55
2005-10-20,6.1,1.64
2005-10-27,6.15,1.58
2005-11-03,6.31,1.66
2005-11-10,6.36,1.81
2005-11-17,6.37,1.91
2005-11-23,6.28,1.81
2005-12-01,6.26,1.74
2005-12-08,6.32,1.85
2005-12-15,6.3,1.83
2005-12-22,6.26,1.82
2005-12-29,6.22,1.85
2006-01-05,6.21,1.85
2006-01-12,6.15,1.73
2006-01-19,6.1,1.72
2006-01-26,6.12,1.59
2006-02-02,6.23,1.66
2006-02-09,6.24,1.7
2006-02-16,6.28,1.69
2006-02-23,6.26,1.7
2006-03-02,6.24,1.6
2006-03-09,6.37,1.63
2006-03-16,6.34,1.69
2006-03-23,6.32,1.59
2006-03-30,6.35,1.49
2006-04-06,6.43,1.53
2006-04-13,6.49,1.44
2006-04-20,6.53,1.49
2006-04-27,6.58,1.49
2006-05-04,6.59,1.43
2006-05-11,6.58,1.44
2006-05-18,6.6,1.52
2006-05-25,6.62,1.55
2006-06-01,6.67,1.56
2006-06-08,6.62,1.62
2006-06-15,6.63,1.53
2006-06-22,6.71,1.51
2006-06-29,6.78,1.56
2006-07-06,6.79,1.6
2006-07-13,6.74,1.66
2006-07-20,6.8,1.77
2006-07-27,6.72,1.65
2006-08-03,6.63,1.67
2006-08-10,6.55,1.62
2006-08-17,6.52,1.65
2006-08-24,6.48,1.67
2006-08-31,6.44,1.7
2006-09-07,6.47,1.67
2006-09-14,6.43,1.64
2006-09-21,6.4,1.75
2006-09-28,6.31,1.68
2006-10-05,6.3,1.69
2006-10-12,6.37,1.58
2006-10-19,6.36,1.57
2006-10-26,6.4,1.67
2006-11-02,6.31,1.71
2006-11-09,6.33,1.71
2006-11-16,6.24,1.58
2006-11-22,6.18,1.61
2006-11-30,6.14,1.68
2006-12-07,6.11,1.62
2006-12-14,6.12,1.52
2006-12-21,6.13,1.58
