date,FRM,Spread
2006-12-28,6.18,1.48
2007-01-04,6.18,1.56
2007-01-11,6.21,1.47
2007-01-18,6.23,1.48
2007-01-25,6.25,1.38
2007-02-01,6.34,1.5
2007-02-08,6.28,1.55
2007-02-15,6.3,1.6
2007-02-22,6.22,1.49
2007-03-01,6.18,1.62
2007-03-08,6.14,1.63
2007-03-15,6.14,1.6
2007-03-22,6.16,1.56
2007-03-29,6.16,1.52
2007-04-05,6.17,1.49
2007-04-12,6.22,1.48
2007-04-19,6.17,1.49
2007-04-26,6.16,1.47
2007-05-03,6.16,1.48
2007-05-10,6.15,1.5
2007-05-17,6.21,1.45
2007-05-24,6.37,1.51
2007-05-31,6.42,1.52
2007-06-07,6.53,1.42
2007-06-14,6.74,1.51
2007-06-21,6.69,1.53
2007-06-28,6.67,1.55
2007-07-05,6.63,1.47
2007-07-12,6.73,1.6
2007-07-19,6.73,1.69
2007-07-26,6.69,1.9
2007-08-02,6.68,1.91
2007-08-09,6.59,1.8
2007-08-16,6.62,2.02
2007-08-23,6.52,1.9
2007-08-30,6.45,1.94
2007-09-06,6.46,1.95
2007-09-13,6.31,1.82
2007-09-20,6.34,1.65
2007-09-27,6.42,1.84
2007-10-04,6.37,1.83
2007-10-11,6.4,1.74
2007-10-18,6.4,1.88
2007-10-25,6.33,1.96
2007-11-01,6.26,1.9
2007-11-08,6.24,1.96
2007-11-15,6.24,2.07
2007-11-21,6.2,2.2
2007-11-29,6.1,2.16
2007-12-06,5.96,1.94
2007-12-13,6.11,1.93
2007-12-20,6.14,2.1
2007-12-27,6.17,1.96
2008-01-03,6.07,2.16
2008-01-10,5.87,1.96
2008-01-17,5.69,2.03
2008-01-24,5.48,1.8
2008-01-31,5.68,2.01
2008-02-07,5.67,1.93
2008-02-14,5.72,1.87
2008-02-21,6.04,2.27
2008-02-28,6.24,2.53
2008-03-06,6.03,2.41
2008-03-13,6.13,2.57
2008-03-20,5.87,2.53
2008-03-27,5.85,2.29
2008-04-03,5.88,2.27
2008-04-10,5.88,2.33
2008-04-17,5.88,2.13
2008-04-24,6.03,2.16
2008-05-01,6.06,2.28
2008-05-08,6.05,2.26
2008-05-15,6.01,2.18
2008-05-22,5.98,2.06
2008-05-29,6.08,2
2008-06-05,6.09,2.03
2008-06-12,6.32,2.09
2008-06-19,6.42,2.2
2008-06-26,6.45,2.38
2008-07-03,6.35,2.36
2008-07-10,6.37,2.54
2008-07-17,6.26,2.19
2008-07-24,6.63,2.6
2008-07-31,6.52,2.53
2008-08-07,6.52,2.6
2008-08-14,6.52,2.63
2008-08-21,6.47,2.63
2008-08-28,6.4,2.61
2008-09-04,6.35,2.71
2008-09-11,5.93,2.29
2008-09-18,5.78,2.24
2008-09-25,6.09,2.21
2008-10-02,6.1,2.44
2008-10-09,5.94,2.1
2008-10-16,6.46,2.47
2008-10-23,6.04,2.41
2008-10-30,6.46,2.46
2008-11-06,6.2,2.45
2008-11-13,6.14,2.3
2008-11-20,6.04,2.94
2008-11-26,5.97,2.98
2008-12-04,5.53,2.98
2008-12-11,5.47,2.83
2008-12-18,5.19,3.11
2008-12-24,5.14,2.94
2008-12-31,5.1,2.85
2009-01-08,5.01,2.54
2009-01-15,4.96,2.73
2009-01-22,5.12,2.5
2009-01-29,5.1,2.23
2009-02-05,5.25,2.3
2009-02-12,5.16,2.41
2009-02-19,5.04,2.19
2009-02-26,5.07,2.09
2009-03-05,5.15,2.32
2009-03-12,5.03,2.14
2009-03-19,4.98,2.37
2009-03-26,4.85,2.09
2009-04-02,4.78,2.01
2009-04-09,4.87,1.91
2009-04-16,4.82,1.96
2009-04-23,4.8,1.84
2009-04-30,4.78,1.62
2009-05-07,4.84,1.55
2009-05-14,4.86,1.76
2009-05-21,4.82,1.47
2009-05-28,4.91,1.24
2009-06-04,5.29,1.57
2009-06-11,5.59,1.71
2009-06-18,5.38,1.52
2009-06-25,5.42,1.87
2009-07-02,5.32,1.81
2009-07-09,5.2,1.76
2009-07-16,5.14,1.55
2009-07-23,5.2,1.48
2009-07-30,5.25,1.58
2009-08-06,5.22,1.43
2009-08-13,5.29,1.7
2009-08-20,5.12,1.7
2009-08-27,5.14,1.67
2009-09-03,5.08,1.75
2009-09-10,5.07,1.71
2009-09-17,5.04,1.62
2009-09-24,5.04,1.64
2009-10-01,4.94,1.73
2009-10-08,4.87,1.6
2009-10-15,4.92,1.43
2009-10-22,5,1.56
2009-10-29,5.03,1.5
2009-11-05,4.98,1.41
2009-11-12,4.91,1.46
2009-11-19,4.83,1.48
2009-11-25,4.78,1.5
2009-12-03,4.71,1.32
2009-12-10,4.81,1.32
2009-12-17,4.94,1.44
2009-12-24,5.05,1.23
2009-12-31,5.14,1.29
2010-01-07,5.09,1.24
2010-01-14,5.06,1.3
2010-01-21,4.99,1.37
2010-01-28,4.98,1.3
2010-02-04,5.01,1.39
2010-02-11,4.97,1.24
2010-02-18,4.93,1.14
2010-02-25,5.05,1.41
2010-03-04,4.97,1.36
2010-03-11,4.95,1.22
2010-03-18,4.96,1.28
2010-03-25,4.99,1.08
2010-04-01,5.08,1.19
2010-04-08,5.21,1.3
2010-04-15,5.07,1.21
2010-04-22,5.07,1.27
2010-04-29,5.06,1.3
2010-05-06,5,1.59
2010-05-13,4.93,1.38
2010-05-20,4.84,1.59
2010-05-27,4.78,1.44
2010-06-03,4.79,1.4
2010-06-10,4.72,1.39
2010-06-17,4.75,1.54
2010-06-24,4.69,1.55
2010-07-01,4.58,1.62
2010-07-08,4.57,1.53
2010-07-15,4.57,1.57
2010-07-22,4.56,1.6
2010-07-29,4.54,1.51
2010-08-05,4.49,1.55
2010-08-12,4.44,1.7
2010-08-19,4.42,1.84
2010-08-26,4.36,1.86
2010-09-02,4.32,1.69
2010-09-09,4.35,1.58
2010-09-16,4.37,1.6
2010-09-23,4.37,1.81
2010-09-30,4.32,1.79
2010-10-07,4.27,1.86
2010-10-14,4.19,1.67
2010-10-21,4.21,1.64
2010-10-28,4.23,1.54
2010-11-04,4.24,1.71
2010-11-11,4.17,
2010-11-18,4.39,1.49
2010-11-24,4.4,1.47
2010-12-02,4.46,1.45
2010-12-09,4.61,1.38
2010-12-16,4.83,1.36
2010-12-23,4.81,1.4
2010-12-30,4.86,1.48
2011-01-06,4.77,1.33
2011-01-13,4.71,1.37
2011-01-20,4.74,1.27
2011-01-27,4.8,1.38
2011-02-03,4.81,1.23
2011-02-10,5.05,1.35
2011-02-17,5,1.42
2011-02-24,4.95,1.49
2011-03-03,4.87,1.29
2011-03-10,4.88,1.51
2011-03-17,4.76,1.51
2011-03-24,4.81,1.39
2011-03-31,4.86,1.39
2011-04-07,4.87,1.29
2011-04-14,4.91,1.4
2011-04-21,4.8,1.38
2011-04-28,4.78,1.44
2011-05-05,4.71,1.53
2011-05-12,4.63,1.41
2011-05-19,4.61,1.44
2011-05-26,4.6,1.53
2011-06-02,4.55,1.51
2011-06-09,4.49,1.48
2011-06-16,4.5,1.57
2011-06-23,4.5,1.57
2011-06-30,4.51,1.33
2011-07-07,4.6,1.43
2011-07-14,4.51,1.53
2011-07-21,4.52,1.49
2011-07-28,4.55,1.57
2011-08-04,4.39,1.92
2011-08-11,4.32,1.98
2011-08-18,4.15,2.07
2011-08-25,4.22,1.99
2011-09-01,4.22,2.07
2011-09-08,4.12,2.12
2011-09-15,4.09,2
2011-09-22,4.09,2.37
2011-09-29,4.01,2.02
2011-10-06,3.94,1.93
2011-10-13,4.12,1.93
2011-10-20,4.11,1.91
2011-10-27,4.1,1.68
2011-11-03,4,1.91
2011-11-10,3.99,1.95
2011-11-17,4,2.04
2011-11-23,3.98,2.09
2011-12-01,4,1.89
2011-12-08,3.99,2
2011-12-15,3.94,2.02
2011-12-22,3.91,1.94
2011-12-29,3.95,2.04
2012-01-05,3.91,1.89
2012-01-12,3.89,1.95
2012-01-19,3.88,1.87
2012-01-26,3.98,2.02
2012-02-02,3.87,2.01
2012-02-09,3.87,1.83
2012-02-16,3.87,1.88
2012-02-23,3.95,1.96
2012-03-01,3.9,1.87
2012-03-08,3.88,1.85
2012-03-15,3.92,1.63
2012-03-22,4.08,1.79
2012-03-29,3.99,1.81
2012-04-05,3.98,1.79
2012-04-12,3.88,1.8
2012-04-19,3.9,1.92
2012-04-26,3.88,1.9
2012-05-03,3.84,1.88
2012-05-10,3.83,1.94
2012-05-17,3.79,2.09
2012-05-24,3.78,2.01
2012-05-31,3.75,2.16
2012-06-07,3.67,2.01
2012-06-14,3.71,2.07
2012-06-21,3.66,2.03
2012-06-28,3.66,2.06
2012-07-05,3.62,2
2012-07-12,3.56,2.06
2012-07-19,3.53,1.99
2012-07-26,3.49,2.04
2012-08-02,3.55,2.04
2012-08-09,3.59,1.9
2012-08-16,3.62,1.79
2012-08-23,3.66,1.98
2012-08-30,3.59,1.96
2012-09-06,3.55,1.87
2012-09-13,3.55,1.8
2012-09-20,3.49,1.69
2012-09-27,3.4,1.74
2012-10-04,3.36,1.66
2012-10-11,3.39,1.69
2012-10-18,3.37,1.51
2012-10-25,3.41,1.55
2012-11-01,3.39,1.64
2012-11-08,3.4,1.78
2012-11-15,3.34,1.76
2012-11-21,3.31,1.62
2012-11-29,3.32,1.7
2012-12-06,3.34,1.75
2012-12-13,3.32,1.58
2012-12-20,3.37,1.56
2012-12-27,3.35,1.61
2013-01-03,3.34,1.42
2013-01-10,3.4,1.49
2013-01-17,3.38,1.49
2013-01-24,3.42,1.54
2013-01-31,3.53,1.51
2013-02-07,3.53,1.54
2013-02-14,3.53,1.53
2013-02-21,3.56,1.57
2013-02-28,3.51,1.62
2013-03-07,3.52,1.52
2013-03-14,3.63,1.59
2013-03-21,3.54,1.59
2013-03-28,3.57,1.7
2013-04-04,3.54,1.76
2013-04-11,3.43,1.61
2013-04-18,3.41,1.69
2013-04-25,3.4,1.66
2013-05-02,3.35,1.69
2013-05-09,3.42,1.61
2013-05-16,3.51,1.64
2013-05-23,3.59,1.57
2013-05-30,3.81,1.68
2013-06-06,3.91,1.83
2013-06-13,3.98,1.79
2013-06-20,3.93,1.52
2013-06-27,4.46,1.97
2013-07-03,4.29,1.77
2013-07-11,4.51,1.91
2013-07-18,4.37,1.81
2013-07-25,4.31,1.7
2013-08-01,4.39,1.65
2013-08-08,4.4,1.82
2013-08-15,4.4,1.63
2013-08-22,4.58,1.68
2013-08-29,4.51,1.76
2013-09-05,4.57,1.59
2013-09-12,4.57,1.65
2013-09-19,4.5,1.74
2013-09-26,4.32,1.66
2013-10-03,4.22,1.6
2013-10-10,4.23,1.52
2013-10-17,4.28,1.67
2013-10-24,4.13,1.6
2013-10-31,4.1,1.53
2013-11-07,4.16,1.53
2013-11-14,4.35,1.66
2013-11-21,4.22,1.43
2013-11-27,4.29,1.55
2013-12-05,4.46,1.58
2013-12-12,4.42,1.53
2013-12-19,4.47,1.53
2013-12-26,4.48,1.48
2014-01-02,4.53,1.53
2014-01-09,4.51,1.54
2014-01-16,4.41,1.55
2014-01-23,4.39,1.6
2014-01-30,4.32,1.6
2014-02-06,4.23,1.5
2014-02-13,4.28,1.55
2014-02-20,4.33,1.57
2014-02-27,4.37,1.72
2014-03-06,4.28,1.54
2014-03-13,4.37,1.71
2014-03-20,4.32,1.53
2014-03-27,4.4,1.71
2014-04-03,4.41,1.61
2014-04-10,4.34,1.69
2014-04-17,4.27,1.54
2014-04-24,4.33,1.63
2014-05-01,4.29,1.66
2014-05-08,4.21,1.6
2014-05-15,4.2,1.7
2014-05-22,4.14,1.58
2014-05-29,4.12,1.67
2014-06-05,4.14,1.55
2014-06-12,4.2,1.62
2014-06-19,4.17,1.53
2014-06-26,4.14,1.61
2014-07-03,4.12,1.47
2014-07-10,4.15,1.6
2014-07-17,4.13,1.66
2014-07-24,4.13,1.61
2014-07-31,4.12,1.54
2014-08-07,4.14,1.71
2014-08-14,4.12,1.72
2014-08-21,4.1,1.69
2014-08-28,4.1,1.76
2014-09-04,4.1,1.65
2014-09-11,4.12,1.58
2014-09-18,4.23,1.6
2014-09-25,4.2,1.68
2014-10-02,4.19,1.75
2014-10-09,4.12,1.78
2014-10-16,3.97,1.8
2014-10-23,3.92,1.63
2014-10-30,3.98,1.66
2014-11-06,4.02,1.63
2014-11-13,4.01,1.66
2014-11-20,3.99,1.65
2014-11-26,3.97,1.73
2014-12-04,3.89,1.64
2014-12-11,3.93,1.74
2014-12-18,3.8,1.58
2014-12-24,3.83,1.56
2014-12-31,3.87,1.7
2015-01-08,3.73,1.7
2015-01-15,3.66,1.89
2015-01-22,3.63,1.73
2015-01-29,3.66,1.89
2015-02-05,3.59,1.76
2015-02-12,3.69,1.7
2015-02-19,3.76,1.65
2015-02-26,3.8,1.77
2015-03-05,3.75,1.64
2015-03-12,3.86,1.76
2015-03-19,3.78,1.8
2015-03-26,3.69,1.68
2015-04-02,3.7,1.78
2015-04-09,3.66,1.69
2015-04-16,3.67,1.77
2015-04-23,3.65,1.69
2015-04-30,3.68,1.63
2015-05-07,3.8,1.62
2015-05-14,3.85,1.62
2015-05-21,3.84,1.65
2015-05-28,3.87,1.74
2015-06-04,3.87,1.56
2015-06-11,4.04,1.65
2015-06-18,4,1.65
2015-06-25,4.02,1.62
2015-07-02,4.08,1.68
2015-07-09,4.04,1.72
2015-07-16,4.09,1.73
2015-07-23,4.04,1.76
2015-07-30,3.98,1.7
2015-08-06,3.91,1.68
2015-08-13,3.94,1.75
2015-08-20,3.93,1.84
2015-08-27,3.84,1.66
2015-09-03,3.89,1.71
2015-09-10,3.9,1.67
2015-09-17,3.91,1.7
2015-09-24,3.86,1.73
2015-10-01,3.85,1.8
2015-10-08,3.76,1.64
2015-10-15,3.82,1.78
2015-10-22,3.79,1.75
2015-10-29,3.76,1.57
2015-11-05,3.87,1.61
2015-11-12,3.98,1.66
2015-11-19,3.97,1.73
2015-11-25,3.95,1.72
2015-12-03,3.93,1.6
2015-12-10,3.95,1.71
2015-12-17,3.97,1.73
2015-12-24,3.96,1.71
2015-12-31,4.01,1.74
2016-01-07,3.97,1.81
2016-01-14,3.92,1.82
2016-01-21,3.81,1.79
2016-01-28,3.79,1.79
2016-02-04,3.72,1.85
2016-02-11,3.65,2.02
2016-02-18,3.65,1.9
2016-02-25,3.62,1.91
2016-03-03,3.64,1.81
2016-03-10,3.68,1.75
2016-03-17,3.73,1.82
2016-03-24,3.71,1.8
2016-03-31,3.71,1.93
2016-04-07,3.59,1.89
2016-04-14,3.58,1.78
2016-04-21,3.59,1.71
2016-04-28,3.66,1.82
2016-05-05,3.61,1.85
2016-05-12,3.57,1.82
2016-05-19,3.58,1.73
2016-05-26,3.64,1.81
2016-06-02,3.66,1.85
2016-06-09,3.6,1.92
2016-06-16,3.54,1.97
2016-06-23,3.56,1.82
2016-06-30,3.48,1.99
2016-07-07,3.41,2.01
2016-07-14,3.42,1.89
2016-07-21,3.45,1.88
2016-07-28,3.48,1.96
2016-08-04,3.43,1.92
2016-08-11,3.45,1.88
2016-08-18,3.43,1.9
2016-08-25,3.43,1.85
2016-09-01,3.46,1.89
2016-09-08,3.44,1.83
2016-09-15,3.5,1.79
2016-09-22,3.48,1.85
2016-09-29,3.42,1.86
2016-10-06,3.42,1.67
2016-10-13,3.47,1.72
2016-10-20,3.52,1.76
2016-10-27,3.47,1.62
2016-11-03,3.54,1.72
2016-11-10,3.57,1.42
2016-11-17,3.94,1.65
2016-11-23,4.03,1.67
2016-12-01,4.08,1.63
2016-12-08,4.13,1.73
2016-12-15,4.16,1.56
2016-12-22,4.3,1.75
2016-12-29,4.32,1.83
2017-01-05,4.2,1.83
2017-01-12,4.12,1.76
2017-01-19,4.09,1.62
2017-01-26,4.19,1.68
2017-02-02,4.19,1.71
2017-02-09,4.17,1.77
2017-02-16,4.15,1.7
2017-02-23,4.16,1.78
2017-03-02,4.1,1.61
2017-03-09,4.21,1.61
2017-03-16,4.3,1.77
2017-03-23,4.23,1.82
2017-03-30,4.14,1.72
2017-04-06,4.1,1.76
2017-04-13,4.08,1.84
2017-04-20,3.97,1.73
2017-04-27,4.03,1.73
2017-05-04,4.02,1.66
2017-05-11,4.05,1.66
2017-05-18,4.02,1.79
2017-05-25,3.95,1.7
2017-06-01,3.94,1.73
2017-06-08,3.89,1.7
2017-06-15,3.91,1.75
2017-06-22,3.9,1.75
2017-06-29,3.88,1.61
2017-07-06,3.96,1.59
2017-07-13,4.03,1.68
2017-07-20,3.96,1.69
2017-07-27,3.92,1.6
2017-08-03,3.93,1.69
2017-08-10,3.9,1.7
2017-08-17,3.89,1.7
2017-08-24,3.86,1.67
2017-08-31,3.82,1.7
2017-09-07,3.78,1.73
2017-09-14,3.78,1.58
2017-09-21,3.83,1.56
2017-09-28,3.83,1.52
2017-10-05,3.85,1.5
2017-10-12,3.91,1.58
2017-10-19,3.88,1.55
2017-10-26,3.94,1.48
2017-11-02,3.94,1.59
2017-11-09,3.9,1.57
2017-11-16,3.95,1.58
2017-11-22,3.92,1.6
2017-11-30,3.9,1.48
2017-12-07,3.94,1.57
2017-12-14,3.93,1.58
2017-12-21,3.94,1.46
2017-12-28,3.99,1.56
2018-01-04,3.95,1.49
2018-01-11,3.99,1.45
2018-01-18,4.04,1.42
2018-01-25,4.15,1.52
2018-02-01,4.22,1.44
2018-02-08,4.32,1.47
2018-02-15,4.38,1.48
2018-02-22,4.4,1.48
2018-03-01,4.43,1.62
2018-03-08,4.46,1.6
2018-03-15,4.44,1.62
2018-03-22,4.45,1.62
2018-03-29,4.44,1.7
2018-04-05,4.4,1.57
2018-04-12,4.42,1.59
2018-04-19,4.47,1.55
2018-04-26,4.58,1.58
2018-05-03,4.55,1.61
2018-05-10,4.55,1.58
2018-05-17,4.61,1.5
2018-05-24,4.66,1.68
2018-05-31,4.56,1.73
2018-06-07,4.54,1.61
2018-06-14,4.62,1.68
2018-06-21,4.57,1.67
2018-06-28,4.55,1.71
2018-07-05,4.52,1.68
2018-07-12,4.53,1.68
2018-07-19,4.52,1.68
2018-07-26,4.54,1.56
2018-08-02,4.6,1.62
2018-08-09,4.59,1.66
2018-08-16,4.53,1.66
2018-08-23,4.51,1.69
2018-08-30,4.52,1.66
2018-09-06,4.54,1.66
2018-09-13,4.6,1.63
2018-09-20,4.65,1.58
2018-09-27,4.72,1.66
2018-10-04,4.71,1.52
2018-10-11,4.9,1.76
2018-10-18,4.85,1.68
2018-10-25,4.86,1.72
2018-11-01,4.83,1.69
2018-11-08,4.94,1.7
2018-11-15,4.94,1.83
2018-11-21,4.81,1.75
2018-11-29,4.81,1.78
2018-12-06,4.75,1.88
2018-12-13,4.63,1.72
2018-12-20,4.62,1.83
2018-12-27,4.55,1.78
2019-01-03,4.51,1.95
2019-01-10,4.45,1.71
2019-01-17,4.45,1.7
2019-01-24,4.45,1.73
2019-01-31,4.46,1.83
2019-02-07,4.41,1.76
2019-02-14,4.37,1.71
2019-02-21,4.35,1.66
2019-02-28,4.35,1.62
2019-03-07,4.41,1.77
2019-03-14,4.31,1.68
2019-03-21,4.28,1.74
2019-03-28,4.06,1.67
2019-04-04,4.08,1.57
2019-04-11,4.12,1.61
2019-04-18,4.17,1.6
2019-04-25,4.2,1.66
2019-05-02,4.14,1.59
2019-05-09,4.1,1.65
2019-05-16,4.07,1.67
2019-05-23,4.06,1.75
2019-05-30,3.99,1.77
2019-06-06,3.82,1.7
2019-06-13,3.82,1.72
2019-06-20,3.84,1.83
2019-06-27,3.73,1.72
2019-07-03,3.75,1.79
2019-07-11,3.75,1.62
2019-07-18,3.81,1.77
2019-07-25,3.75,1.67
2019-08-01,3.75,1.85
2019-08-08,3.6,1.88
2019-08-15,3.6,2.08
2019-08-22,3.55,1.93
2019-08-29,3.58,2.08
2019-09-05,3.49,1.92
2019-09-12,3.56,1.77
2019-09-19,3.73,1.94
2019-09-26,3.64,1.94
2019-10-03,3.65,2.11
2019-10-10,3.57,1.9
2019-10-17,3.69,1.93
2019-10-24,3.75,1.98
2019-10-31,3.78,2.09
2019-11-07,3.69,1.77
2019-11-14,3.75,1.93
2019-11-21,3.66,1.89
2019-11-27,3.68,1.91
2019-12-05,3.68,1.88
2019-12-12,3.73,1.83
2019-12-19,3.73,1.81
2019-12-26,3.74,1.84
2020-01-02,3.72,1.84
2020-01-09,3.64,1.79
2020-01-16,3.65,1.84
2020-01-23,3.6,1.86
2020-01-30,3.51,1.94
2020-02-06,3.45,1.8
2020-02-13,3.47,1.86
2020-02-20,3.49,1.97
2020-02-27,3.45,2.15
2020-03-05,3.29,2.37
2020-03-12,3.36,2.48
2020-03-19,3.65,2.53
2020-03-26,3.5,2.67
2020-04-02,3.33,2.7
2020-04-09,3.33,2.6
2020-04-16,3.31,2.7
2020-04-23,3.33,2.72
2020-04-30,3.23,2.59
2020-05-07,3.26,2.63
2020-05-14,3.28,2.65
2020-05-21,3.24,2.56
2020-05-28,3.15,2.45
2020-06-04,3.18,2.36
2020-06-11,3.21,2.55
2020-06-18,3.13,2.42
2020-06-25,3.13,2.45
2020-07-02,3.07,2.39
2020-07-09,3.03,2.41
2020-07-16,2.98,2.36
2020-07-23,3.01,2.42
2020-07-30,2.99,2.44
2020-08-06,2.88,2.33
2020-08-13,2.96,2.25
2020-08-20,2.99,2.34
2020-08-27,2.91,2.17
2020-09-03,2.93,2.3
2020-09-10,2.86,2.18
2020-09-17,2.87,2.18
2020-09-24,2.9,2.23
2020-10-01,2.88,2.2
2020-10-08,2.87,2.09
2020-10-15,2.81,2.07
2020-10-22,2.8,1.93
2020-10-29,2.81,1.96
2020-11-05,2.78,1.99
2020-11-12,2.84,1.96
2020-11-19,2.72,1.86
2020-11-25,2.72,1.84
2020-12-03,2.71,1.79
2020-12-10,2.71,1.79
2020-12-17,2.67,1.73
2020-12-24,2.66,1.72
2020-12-31,2.67,1.74
2021-01-07,2.65,1.57
2021-01-14,2.79,1.64
2021-01-21,2.77,1.65
2021-01-28,2.73,1.66
2021-02-04,2.73,1.58
2021-02-11,2.73,1.57
2021-02-18,2.81,1.52
2021-02-25,2.97,1.43
2021-03-04,3.02,1.48
2021-03-11,3.05,1.51
2021-03-18,3.09,1.38
2021-03-25,3.17,1.54
2021-04-01,3.18,1.49
2021-04-08,3.13,1.49
2021-04-15,3.04,1.48
2021-04-22,2.97,1.4
2021-04-29,2.98,1.33
2021-05-06,2.96,1.38
2021-05-13,2.94,1.28
2021-05-20,3,1.37
2021-05-27,2.95,1.34
2021-06-03,2.99,1.36
2021-06-10,2.96,1.51
2021-06-17,2.93,1.41
2021-06-24,3.02,1.53
2021-07-01,2.98,1.5
2021-07-08,2.9,1.6
2021-07-15,2.88,1.57
2021-07-22,2.78,1.51
2021-07-29,2.8,1.52
2021-08-05,2.77,1.54
2021-08-12,2.87,1.51
2021-08-19,2.86,1.62
2021-08-26,2.87,1.53
2021-09-02,2.87,1.58
2021-09-09,2.88,1.58
2021-09-16,2.86,1.52
2021-09-23,2.88,1.47
2021-09-30,3.01,1.49
2021-10-07,2.99,1.41
2021-10-14,3.05,1.53
2021-10-21,3.09,1.41
2021-10-28,3.14,1.57
2021-11-04,3.09,1.56
2021-11-10,2.98,1.42
2021-11-18,3.1,1.51
2021-11-24,3.1,1.46
2021-12-02,3.11,1.67
2021-12-09,3.1,1.61
2021-12-16,3.12,1.68
2021-12-23,3.05,1.55
2021-12-30,3.11,1.59
2022-01-06,3.22,1.49
2022-01-13,3.45,1.75
2022-01-20,3.56,1.73
2022-01-27,3.55,1.74
2022-02-03,3.55,1.73
2022-02-10,3.69,1.66
2022-02-17,3.92,1.95
2022-02-24,3.89,1.93
2022-03-03,3.76,1.9
2022-03-10,3.85,1.87
2022-03-17,4.16,1.96
2022-03-24,4.42,2.08
2022-03-31,4.67,2.35
2022-04-07,4.72,2.06
2022-04-14,5,2.17
2022-04-21,5.11,2.21
2022-04-28,5.1,2.25
2022-05-05,5.27,2.22
2022-05-12,5.3,2.46
2022-05-19,5.25,2.41
2022-05-26,5.1,2.35
2022-06-02,5.09,2.17
2022-06-09,5.23,2.19
2022-06-16,5.78,2.5
2022-06-23,5.81,2.72
2022-06-30,5.7,2.72
2022-07-07,5.3,2.29
2022-07-14,5.51,2.55
2022-07-21,5.54,2.63
2022-07-28,5.3,2.62
2022-08-04,4.99,2.31
2022-08-11,5.22,2.35
2022-08-18,5.13,2.25
2022-08-25,5.55,2.52
2022-09-01,5.66,2.4
2022-09-08,5.89,2.6
2022-09-15,6.02,2.57
2022-09-22,6.29,2.59
2022-09-29,6.7,2.94
2022-10-06,6.66,2.83
2022-10-13,6.92,2.95
2022-10-20,6.94,2.7
2022-10-27,7.08,3.12
2022-11-03,6.95,2.81
2022-11-10,7.08,3.26
2022-11-17,6.61,2.84
2022-11-23,6.58,2.87
2022-12-01,6.49,2.96
2022-12-08,6.33,2.85
2022-12-15,6.31,2.87
2022-12-22,6.27,2.6
2022-12-29,6.42,2.59
2023-01-05,6.48,2.77
2023-01-12,6.33,2.9
2023-01-19,6.15,2.76
2023-01-26,6.13,2.64
2023-02-02,6.09,2.69
2023-02-09,6.12,2.45
2023-02-16,6.32,2.46
2023-02-23,6.5,2.62
2023-03-02,6.65,2.57
2023-03-09,6.73,2.8
2023-03-16,6.6,3.04
2023-03-23,6.42,3.04
2023-03-30,6.32,2.77
2023-04-06,6.28,2.98
2023-04-13,6.27,2.82
2023-04-20,6.39,2.85
2023-04-27,6.43,2.9
2023-05-04,6.39,3.02
2023-05-11,6.35,2.96
2023-05-18,6.39,2.74
2023-05-25,6.57,2.74
2023-06-01,6.79,3.18
2023-06-08,6.71,2.98
2023-06-15,6.69,2.97
2023-06-22,6.67,2.87
2023-06-29,6.71,2.86
2023-07-06,6.81,2.76
2023-07-13,6.96,3.2
2023-07-20,6.78,2.93
2023-07-27,6.81,2.8
2023-08-03,6.9,2.7
2023-08-10,6.96,2.87
2023-08-17,7.09,2.79
2023-08-24,7.23,3
2023-08-31,7.18,3.09
2023-09-07,7.12,2.85
2023-09-14,7.18,2.89
2023-09-21,7.19,2.7
2023-09-28,7.31,2.72
2023-10-05,7.49,2.77
2023-10-12,7.57,2.87
2023-10-19,7.63,2.65
2023-10-26,7.79,2.93
2023-11-02,7.76,3.09
2023-11-09,7.5,2.88
2023-11-16,7.44,2.99
2023-11-22,7.29,2.87
2023-11-30,7.22,2.85
2023-12-07,7.03,2.89
2023-12-14,6.95,3.03
2023-12-21,6.67,2.78
2023-12-28,6.61,2.77
2024-01-04,6.62,2.63
2024-01-11,6.66,2.68
2024-01-18,6.6,2.46
2024-01-25,6.69,2.55
2024-02-01,6.63,2.76
2024-02-08,6.64,2.49
2024-02-15,6.77,2.53
2024-02-22,6.9,2.57
2024-02-29,6.94,2.69
2024-03-07,6.88,2.79
2024-03-14,6.74,2.45
2024-03-21,6.87,2.6
2024-03-28,6.79,2.59
2024-04-04,6.82,2.51
2024-04-11,6.88,2.32
2024-04-18,7.1,2.46
2024-04-25,7.17,2.47
2024-05-02,7.22,2.64
2024-05-09,7.09,2.64
2024-05-16,7.02,2.64
2024-05-23,6.94,2.47
2024-05-30,7.03,2.48
2024-06-06,6.99,2.71
2024-06-13,6.95,2.71
2024-06-20,6.87,2.62
2024-06-27,6.86,2.57
2024-07-03,6.95,2.59
2024-07-11,6.89,2.69
2024-07-18,6.77,2.57
2024-07-25,6.78,2.51
2024-08-01,6.73,2.74
2024-08-08,6.47,2.48
2024-08-15,6.49,2.57
2024-08-22,6.46,2.6
2024-08-29,6.35,2.48
2024-09-05,6.35,2.62
2024-09-12,6.2,2.52
2024-09-19,6.09,2.36
2024-09-26,6.08,2.29
2024-10-03,6.12,2.27
2024-10-10,6.32,2.23
2024-10-17,6.44,2.35
2024-10-24,6.54,2.33
2024-10-31,6.72,2.44
2024-11-07,6.79,2.48
2024-11-14,6.78,2.35
