year,Category,Before_Tax_Income,Net_Worth,Assets,Financial_Assets,Transaction_Accounts,Certificates_of_Deposit,Savings_Bonds,Directly_Held_Bonds,Directly_Held_Stocks,Pooled_Investment_Funds,Cash_Value_Life_Insurance,Other_Managed_Assets,Retirement_Accounts,Other_Financial_Assets,Stock_Holdings,Nonfinancial_Assets,Primary_Residence,Owned_Vehicles,Other_Residential_Real_Estate,Net_Equity_in_Nonres_Real_Estate,Business_Equity,Other_Non_Financial_Assets,Unrealized_Capital_Gains,Debt,Home_Secured_Debt,Other_Res_Real_Estate_Debt,Installment_Loans,Other_Lines_of_Credit,Credit_Card_Balances,Other_Debt,Mortgages_Home_Equity_Loans,Home_Equity_Lines_of_Credit,Vehicle_Installment_Loans,Education_Installment_Loans,Other_Installment_Loans
1989-01-01,"White, non-Hispanic",69.751289,166.41711,229.24429,37.350475,6.6861959,27.667017,1.3833508,64.556374,20.750263,29.972603,6.9167542,73.778717,27.667017,6.9167542,23.055849,172.91887,172.91887,17.706892,115.27924,50.722866,126.80717,18.444679,80.695473,43.414162,78.389885,62.25079,13.833508,6.9167542,2.1903055,4.6111698,76.084297,41.500526,13.833508,6.9167542,4.6111698
1989-01-01,"Black, non-Hispanic",26.457384,9.9140148,61.858841,4.6111698,2.3055849,23.055849,1.0375131,13.833508,4.6111698,103.75132,4.6111698,18.444679,13.833508,0.46111697,9.2223396,72.74881,103.75132,11.527925,72.625923,28.819811,4.6111698,11.527925,39.194942,11.527925,34.583771,16.139093,6.9167542,4.6111698,1.3833508,0.64556372,32.278187,41.500526,11.527925,4.6111698,1.6139094
1989-01-01,Hispanic,33.673035,11.527925,37.350475,4.1500525,2.3055849,34.583771,1.3833508,80.695473,2.3055849,1.8444679,4.6111698,59.945206,9.9140148,2.3055849,2.3055849,41.500526,126.80717,9.2223396,138.33508,55.334034,4.6111698,18.444679,39.194942,20.335258,96.834564,78.389885,6.9167542,2.0750263,2.5361433,6.9167542,94.528976,368.89359,11.527925,9.2223396,1.5908536
1989-01-01,Other,52.914768,83.462173,111.35975,9.2223396,3.9194942,34.583771,1.1527925,57.639622,16.139093,57.639622,4.6111698,36.889359,14.363793,2.3055849,11.527925,109.51528,172.91887,16.139093,57.639622,43.229717,46.111698,9.2223396,55.334034,25.361433,62.25079,124.50158,9.2223396,2.3055849,1.3833508,1.1527925,62.25079,80.695473,16.139093,9.2223396,1.8444679
1992-01-01,"White, non-Hispanic",63.706997,144.41629,217.66042,32.529922,6.0087123,22.791666,1.2431818,62.159092,16.575758,33.151516,6.4231062,45.583332,31.079546,6.215909,23.827652,165.75757,176.11743,15.291137,103.59849,66.303032,90.752274,14.503788,62.159092,45.583332,93.23864,51.799244,10.567045,4.1439395,2.1755681,6.215909,89.094696,24.863636,10.98144,7.251894,2.6935606
1992-01-01,"Black, non-Hispanic",36.100632,20.512501,62.987877,5.3456817,1.3467803,10.98144,1.0359849,62.159092,8.287879,20.719696,6.215909,4.5583334,11.395833,1.4503788,12.017425,70.861366,95.310608,9.5310602,82.878784,62.159092,23.827652,10.359848,41.522274,11.60303,45.583332,22.791666,6.8167801,4.5583334,1.4503788,2.9007576,47.655304,24.863636,14.296591,6.0087123,1.3467803
1992-01-01,Hispanic,36.100632,14.068674,50.556061,4.1439395,2.0719697,26.935606,0.72518939,24190.246,2.6935606,51.799244,9.1166668,16.575758,13.467803,1.5954167,8.9923487,45.997726,130.53409,8.287879,145.03787,67.339012,62.159092,31.079546,45.583332,18.544128,107.74242,122.24622,5.3456817,6.215909,3.5223484,10.359848,107.74242,4.1439395,9.1166668,7.251894,2.0719697
1992-01-01,Other,57.3363,76.973671,124.31818,19.683712,5.4285607,16.575758,4.1439395,26.935606,24.863636,41.439392,9.9454546,66.303032,41.439392,10.359848,27.97159,109.25496,165.75757,13.63356,62.159092,82.940948,93.23864,18.647728,45.583332,29.380529,82.878784,36.259468,7.5626893,2.0719697,1.6575757,4.1439395,93.23864,16.575758,10.152652,3.5223484,2.0305302
1995-01-01,"White, non-Hispanic",63.427734,148.64078,230.50934,36.579567,4.7417955,21.289696,1.9354268,56.514462,17.805927,41.031048,9.6771336,58.062805,35.031223,7.7417073,30.966829,181.34949,176.12384,21.096151,106.44847,65.804512,67.739937,19.354267,54.579037,51.269455,104.51305,63.869083,12.580275,7.3546219,2.9031403,4.8385668,104.51305,23.225122,13.160902,7.5481644,3.2515171
1995-01-01,"Black, non-Hispanic",33.695984,21.134861,58.120869,8.5739403,2.0321982,17.41884,1.0644847,17.612385,1.9354268,8.5158777,9.6771336,0.096771337,15.483415,3.2902255,8.5158777,62.320744,112.25475,13.547988,48.38567,19.354267,14.515701,6.773994,30.192657,11.999646,48.38567,36.773109,7.7417073,1.5483414,1.9354268,2.5160549,48.38567,19.354267,13.160902,6.773994,1.3354445
1995-01-01,Hispanic,41.624451,24.192835,106.83556,10.064219,3.4837682,15.483415,0.38708535,267.0889,38.708534,8.7094202,19.354267,11.612561,23.225122,0.96771342,9.870677,67.352852,158.705,13.935073,54.191952,29.031403,9.6771336,19.354267,23.80575,30.192657,96.771339,16.064043,14.902786,5.0708184,2.7095976,1.9354268,96.771339,9.6771336,15.483415,7.7417073,1.5483414
1995-01-01,Other,67.391968,60.153065,118.83521,25.551504,3.8708537,19.354267,1.0644847,90.965057,15.483415,19.354267,17.805927,29.031403,30.966829,2.1289694,23.225122,83.223351,203.21982,17.225298,96.771339,127.73817,58.062805,11.612561,32.257759,54.830643,135.47987,58.062805,11.419018,0.96771342,3.386997,5.9998231,135.47987,19.354267,8.5158777,9.6771336,2.9031403
1998-01-01,"White, non-Hispanic",70.226151,175.00354,266.1702,55.392868,6.7463331,29.173334,1.8233334,83.873337,36.466667,53.788334,14.586667,58.346668,47.406666,8.2049999,54.700001,196.92,182.33333,21.879999,127.63333,82.050003,91.166664,18.233334,64.181335,72.38633,113.04667,77.717758,16.774666,5.1053333,3.6466668,6.0170002,113.04667,23.703333,15.863,13.310333,3.0996666
