date,Date,Price,Dividend,DY,Pch,Return
1989-01-01,1989.01,606.0071890999175,20.837240816432704,0.0390051,-0.00194234,3.70627
1989-02-01,1989.02,621.7012006578948,20.92779463100329,0.0390176,-0.00140935,3.76083
1989-03-01,1989.03,615.4095282093214,21.04629100572363,0.0390331,-0.0025362,3.64969
1989-04-01,1989.04,631.4631982128352,21.069731529650692,0.0390464,-0.00208172,3.69647
1989-05-01,1989.05,651.986527463651,21.17201105573506,0.0390571,-0.00119221,3.78649
1989-06-01,1989.06,670.7163118452861,21.486957534246578,0.039065,0.000307829,3.93728
1989-07-01,1989.07,686.0485056270096,21.545313012057875,0.0390736,-0.000117927,3.89556
1989-08-01,1989.08,715.2839277688605,21.765392386035312,0.0390766,0.00201526,4.10919
1989-09-01,1989.09,714.4349976,22.07281176,0.0390821,0.00141359,4.04957
1989-10-01,1989.1,711.2268200636943,22.10392230334395,0.0390891,0.000548047,3.96371
1989-11-01,1989.11,694.8267498014296,22.30982079984114,0.0390993,-0.000533879,3.85654
1989-12-01,1989.12,710.8537303727201,22.553190642347346,0.0391058,0.00107768,4.01835
1990-01-01,1990.01,686.1816784144428,22.484524803767663,0.0391176,-0.001351,3.77666
1990-02-01,1990.02,663.840488671875,22.559929453125,0.0391336,-0.00296309,3.61705
1990-03-01,1990.03,676.2336125874126,22.61704335664336,0.0391472,-0.00213421,3.7013
1990-04-01,1990.04,674.6258108611327,22.814752531419707,0.0391625,-0.00262242,3.65401
1990-05-01,1990.05,697.0815383126935,22.993839076625388,0.0391758,-0.00190554,3.72702
1990-06-01,1990.06,713.3974150115473,23.081145034642034,0.0391813,0.00121903,4.04003
1990-07-01,1990.07,709.9521025306748,23.12417109892638,0.0391868,0.00108643,4.02732
1990-08-01,1990.08,646.2669015957447,23.023905613221885,0.0392036,-0.00340522,3.57984
1990-09-01,1990.09,611.1847173323287,22.923544611906557,0.0392295,-0.00693414,3.22953
1990-10-01,1990.1,591.5545294382023,22.972432294382024,0.0392612,-0.00898667,3.02745
1990-11-01,1990.11,605.9294118834081,23.08735387668161,0.0392905,-0.00836301,3.09275
1990-12-01,1990.12,631.7970571748879,23.234757174887893,0.0393143,-0.00639672,3.29175
1991-01-01,1991.01,621.8140647102526,23.128564125557208,0.0393404,-0.00771186,3.16285
1991-02-01,1991.02,691.0324491097922,23.106838640207716,0.0393526,-0.0029937,3.63589
1991-03-01,1991.03,709.0941253333333,23.066320666666666,0.0393567,-0.000162372,3.91944
1991-04-01,1991.04,722.1193455621303,23.070237204142018,0.0393615,-0.00039154,3.89699
1991-05-01,1991.05,716.7844440265487,23.021146460176993,0.0393605,0.00147506,4.08355
1991-06-01,1991.06,715.2434728676471,22.97234448529412,0.0393579,0.0018465,4.12044
1991-07-01,1991.07,717.8558147577094,23.020359535242296,0.0393541,0.00221873,4.15729
1991-08-01,1991.08,733.0155680819912,23.034647154465596,0.0393403,0.00580906,4.51493
1991-09-01,1991.09,725.6867405247814,23.015065014577264,0.0393222,0.00684761,4.61698
1991-10-01,1991.1,724.0315598253276,22.93159613318777,0.0393031,0.00735486,4.6658
1991-11-01,1991.11,720.1384824383164,22.815394857039184,0.0392903,0.00517228,4.44626
1991-12-01,1991.12,724.4457787527193,22.74906308919507,0.0392774,0.00524361,4.4521
1992-01-01,1992.01,774.7313187545258,22.790596379435193,0.0392618,0.00642908,4.56908
1992-02-01,1992.02,765.4059584415585,22.78258961038961,0.0392507,0.00457944,4.38302
1992-03-01,1992.03,751.9608258435032,22.741941708542715,0.0392434,0.00305388,4.22973
1992-04-01,1992.04,750.9749103225807,22.709336774193552,0.0392379,0.00243772,4.16757
1992-05-01,1992.05,763.5206055118111,22.676825196850398,0.0392325,0.00251083,4.17434
1992-06-01,1992.06,748.802707061341,22.595952068473615,0.0392274,0.00235647,4.15839
1992-07-01,1992.07,759.6123982206407,22.59034746405694,0.0392224,0.00236441,4.15868
1992-08-01,1992.08,762.7118684882896,22.56892030731015,0.0392182,0.00201463,4.12329
1992-09-01,1992.09,761.5536356687898,22.56563057324841,0.0392154,0.00151726,4.07327
1992-10-01,1992.1,748.0242418899859,22.461943944287725,0.0392138,0.000981129,4.01949
1992-11-01,1992.11,765.694751830986,22.424150554225353,0.0392063,0.00331311,4.25194
1992-12-01,1992.12,789.4294147991543,22.45209450317125,0.039199,0.00352937,4.27284
1993-01-01,1993.01,784.8149156381487,22.383895853436186,0.0391913,0.00363983,4.28311
1993-02-01,1993.02,793.6987861635221,22.36570224528302,0.0391772,0.0060665,4.52438
1993-03-01,1993.03,806.084207799443,22.347456267409473,0.0391593,0.00755115,4.67104
1993-04-01,1993.04,791.2024175,22.30912964375,0.03915,0.00405174,4.32018
1993-05-01,1993.05,793.9746168515951,22.30208274133149,0.0391423,0.00339591,4.25382
1993-06-01,1993.06,797.8788112188366,22.294877285318556,0.0391362,0.00276068,4.18969
1993-07-01,1993.07,796.5076406509696,22.294877285318556,0.0391297,0.00300214,4.21319
1993-08-01,1993.08,806.4539645718232,22.233289226519336,0.0391191,0.00450165,4.36208
1993-09-01,1993.09,813.8422767746382,22.187321019986218,0.0391103,0.0036974,4.28077
1993-10-01,1993.1,818.7150452985587,22.131249553877833,0.0391027,0.00318652,4.22892
1993-11-01,1993.11,816.3722339506172,22.151343209876543,0.0390965,0.00257141,4.16679
1993-12-01,1993.12,821.7689783950617,22.186616049382717,0.0390904,0.00253241,4.16228
1994-01-01,1994.01,831.9027059507525,22.202070716142273,0.0390787,0.00487068,4.39494
1994-02-01,1994.02,826.5958392638038,22.20247151533743,0.0390667,0.00503617,4.41029
1994-03-01,1994.03,810.2149428668479,22.202694904891306,0.039054,0.00544799,4.4502
1994-04-01,1994.04,780.1918247625509,22.24810589348711,0.0390467,0.00335178,4.23985
1994-05-01,1994.05,786.0608481355932,22.308682313898306,0.0390419,0.00247677,4.15187
1994-06-01,1994.06,790.2333200675675,22.308545675675678,0.0390308,0.00506184,4.40926
1994-07-01,1994.07,782.1600040431266,22.300397102425872,0.0390154,0.00670722,4.57226
1994-08-01,1994.08,801.1691903355705,22.26236979865772,0.0389968,0.0081194,4.71162
1994-09-01,1994.09,803.7056722891566,22.23718795180723,0.0389779,0.00821466,4.71926
1994-10-01,1994.1,797.7500975919733,22.38278895451505,0.0389614,0.00770297,4.66644
1994-11-01,1994.11,791.8747521042085,22.4961412244489,0.0389467,0.0073305,4.62772
1994-12-01,1994.12,781.8777649298598,22.62204829659319,0.0389276,0.0092293,4.81569
1995-01-01,1995.01,795.9675299401197,22.548849101796407,0.0389052,0.010414,4.93192
1995-02-01,1995.02,821.2089256461234,22.459191650099402,0.0388753,0.0133281,5.22034
1995-03-01,1995.03,837.569999009247,22.368035865257596,0.0388451,0.0136535,5.24986
1995-04-01,1995.04,859.7990091507571,22.418491894009215,0.038809,0.0162902,5.50992
1995-05-01,1995.05,884.967014388962,22.481416105781868,0.0387544,0.0225572,6.13116
1995-06-01,1995.06,909.4289813114756,22.527062557377047,0.0386968,0.0241386,6.28353
1995-07-01,1995.07,939.8135372459017,22.661955147540983,0.038637,0.0256262,6.42632
1995-08-01,1995.08,940.2811398953564,22.72039169391759,0.0385812,0.0244723,6.30535
1995-09-01,1995.09,971.4382443211489,22.79339177545692,0.0385307,0.0236379,6.21685
1995-10-01,1995.1,975.2209881587509,22.836352309694213,0.0384833,0.0231274,6.16108
1995-11-01,1995.11,996.9660720703125,22.968405468750003,0.0384353,0.0242815,6.27168
1995-12-01,1995.12,1029.510848403909,23.10063068403909,0.0383939,0.0230915,6.14854
1996-01-01,1996.01,1023.2600024611398,23.138013398316062,0.0383576,0.0213097,5.96673
1996-02-01,1996.02,1078.2573664299546,23.234973797934153,0.0383224,0.0219992,6.03215
1996-03-01,1996.03,1068.637975144509,23.28619075144509,0.0382909,0.020701,5.89919
1996-04-01,1996.04,1064.7002343570057,23.290081134357006,0.0382633,0.0192827,5.7546
1996-05-01,1996.05,1085.7472603448277,23.33840197126437,0.0382331,0.0208428,5.9076
1996-06-01,1996.06,1096.9841831525207,23.416550925335034,0.0382007,0.0223299,6.05305
1996-07-01,1996.07,1054.8758963694268,23.58472356687898,0.0381709,0.0211269,5.92978
1996-08-01,1996.08,1083.2859028607756,23.75225473617292,0.038138,0.0230471,6.1185
1996-09-01,1996.09,1099.7336395437262,23.888832319391636,0.0381068,0.0227647,6.08715
1996-10-01,1996.1,1139.4360261528743,23.943328237523687,0.0380712,0.0251964,6.32676
1996-11-01,1996.11,1192.745574590164,24.02774262295082,0.0380278,0.0290251,6.70528
1996-12-01,1996.12,1205.03506778058,24.15744703656999,0.0379914,0.0269085,6.48999
1997-01-01,1997.01,1238.3723732243873,24.167671959145192,0.0379574,0.0263536,6.4311
1997-02-01,1997.02,1286.3233471804513,24.17799393045113,0.0379228,0.0273648,6.52875
1997-03-01,1997.03,1273.0951890000001,24.203208375000003,0.0378911,0.026075,6.39661
1997-04-01,1997.04,1226.1934848314606,24.226442376404496,0.0378629,0.024218,6.20809
1997-05-01,1997.05,1338.038285509057,24.29521868394753,0.0378284,0.0283173,6.61457
1997-06-01,1997.06,1405.66646481597,24.31832339363693,0.0377914,0.0303317,6.81231
1997-07-01,1997.07,1482.4183508411215,24.378859945794392,0.0377506,0.0330299,7.07805
1997-08-01,1997.08,1482.7709350746268,24.423887367537315,0.0377131,0.0316997,6.94128
1997-09-01,1997.09,1494.6922194789083,24.45372748138958,0.0376738,0.032728,7.04018
1997-10-01,1997.1,1513.4921487623762,24.48341987190594,0.0376334,0.0333648,7.09982
1997-11-01,1997.11,1494.940866130031,24.58869794860681,0.0375976,0.0309316,6.85293
1997-12-01,1997.12,1534.1776778053315,24.70957532548047,0.037562,0.0312462,6.88081
1998-01-01,1998.01,1532.90487029703,24.74326392326733,0.0375269,0.0309942,6.8521
1998-02-01,1998.02,1625.9634333539223,24.7768276714021,0.0374853,0.0352121,7.26975
1998-03-01,1998.03,1707.1207729346486,24.7944140567201,0.0374398,0.0382758,7.57155
1998-04-01,1998.04,1759.9384356923078,24.922703076923078,0.0373907,0.0406139,7.80045
1998-05-01,1998.05,1750.7248794840298,25.034724508599506,0.0373387,0.0418682,7.92069
1998-06-01,1998.06,1748.5294246012274,25.161761042944786,0.0372843,0.043044,8.03283
