date,DPI,CE,GDP,RealPC_Tot,RealPC_ExAutoGas,RealPC_Nonstore
2024-07-01,38.1995,42.0362,28.5335,2124.97,1560.85,358.81
2024-08-01,38.0338,41.8196,28.3429,2115.72,1556.25,357.886
2024-09-01,38.2402,41.8742,28.4867,2128.08,1572.74,365.265
2024-10-01,38.3352,42.0225,28.5979,2137.13,1573.11,364.069
2024-11-01,38.3961,42.0518,28.641,2144.37,1569.79,365.651
2024-12-01,38.5617,41.9735,28.8003,2154.65,1576.31,369.149
2025-01-01,38.054,41.7234,28.4871,2128.08,1561.84,363.376
2025-02-01,37.8738,41.6237,28.4304,2119.61,1562.77,366.931
2025-03-01,38.1903,41.9228,28.721,2150.59,1577.16,368.606
2025-04-01,37.8675,41.7492,28.55,2143.79,1575.18,368.35
2025-05-01,37.8179,41.4031,28.1877,2122.04,1571.6,370.242
2025-06-01,38.1143,41.5768,28.2712,2135.42,1581.07,373.652
2025-07-01,38.1954,41.57,28.2668,2144.53,1582.91,373.45
2025-08-01,38.2653,41.5664,28.2346,2149.43,1587.44,379.704
2025-09-01,38.1694,41.44,28.1093,2144.12,1580.94,375.91
2025-10-01,38.0901,41.184,27.9229,2136.29,1582.51,377.802
2025-11-01,38.1946,41.201,27.935,2142.62,1582.96,376.97
