year,Category,Before_Tax_Income,Net_Worth,Assets,Financial_Assets,Transaction_Accounts,Certificates_of_Deposit,Savings_Bonds,Directly_Held_Bonds,Directly_Held_Stocks,Pooled_Investment_Funds,Cash_Value_Life_Insurance,Other_Managed_Assets,Retirement_Accounts,Other_Financial_Assets,Stock_Holdings,Nonfinancial_Assets,Primary_Residence,Owned_Vehicles,Other_Residential_Real_Estate,Net_Equity_in_Nonres_Real_Estate,Business_Equity,Other_Non_Financial_Assets,Unrealized_Capital_Gains,Debt,Home_Secured_Debt,Other_Res_Real_Estate_Debt,Installment_Loans,Other_Lines_of_Credit,Credit_Card_Balances,Other_Debt,Mortgages_Home_Equity_Loans,Home_Equity_Lines_of_Credit,Vehicle_Installment_Loans,Education_Installment_Loans,Other_Installment_Loans
1989-01-01,Less than 25,34.454407,-1.2503667,17.689831,3.5334942,1.7949842,5.2149563,1.4976759,13.833508,2.1001353,3.3248563,2.6517076,0.46111697,5.3538456,2.3783307,2.9178858,18.920446,65.442329,9.0227356,70.071358,-55.054989,9.0531054,5.3897934,-7.8873577,24.955832,103.95974,69.213936,14.698899,4.8463058,4.3571458,8.4714518,97.954544,1489.1558,13.192327,15.300788,6.0229111
1989-01-01,25-49.9,57.781933,53.371059,94.679619,20.409428,6.6634727,16.921688,2.5496209,14.617532,11.800653,9.3387318,10.221802,14.369334,13.257886,9.6942673,10.9395,78.577026,90.402657,16.180487,39.062477,26.1481,16.429176,12.603042,19.887266,52.866936,72.472015,40.835522,16.073212,5.3757057,3.5684495,10.910849,71.789032,34.545498,16.295885,7.9921503,6.9979739
1989-01-01,50-74.9,83.169571,206.84927,277.2446,62.335796,14.728015,39.473557,5.3091798,22.123091,19.166494,21.993074,17.844324,42.544273,40.460041,21.375237,23.590282,216.84355,184.08849,22.769964,75.972389,14.870742,84.991577,24.769062,81.231674,91.169662,94.882751,50.343681,20.080774,13.897831,4.0723066,10.321466,92.773796,50.022556,17.605093,10.238654,12.219623
1989-01-01,75-89.9,117.86492,525.00507,614.70361,185.83369,37.503136,79.769974,11.492496,59.984459,63.12896,50.492943,25.264425,104.65305,90.085236,38.078636,83.726585,431.39798,316.25266,26.855656,149.74071,117.67805,199.31021,44.113811,190.87633,117.85988,113.54964,64.46656,27.958036,8.5510912,5.5090079,11.328211,109.56822,62.082859,17.651487,19.950411,30.225014
1989-01-01,90-100,330.01672,2926.5476,3076.8264,1061.028,177.28181,177.8177,32.321671,437.43262,352.65826,237.69026,72.2658,709.24579,261.81635,249.3286,448.77621,2018.4426,585.5108,52.338814,416.99219,939.47229,1688.2798,186.95027,1257.1423,220.24832,186.46225,139.70979,47.428875,203.08601,7.1597476,66.124443,181.7083,112.60619,28.265558,8.1919508,85.345894
1992-01-01,Less than 25,36.097687,-1.1577855,20.488914,3.57534,1.7266353,4.8147473,1.0300884,15.025753,2.34587,4.8386111,3.2472408,2.8625991,4.4576106,2.6414258,3.349088,21.641027,69.160477,8.9679413,50.723808,9.861228,14.459445,4.2312627,-9.093976,28.114008,74.759315,112.02802,16.648054,3.8710763,4.4509239,9.8331394,74.698402,3.3151515,10.728374,18.169535,8.6009684
1992-01-01,25-49.9,57.296116,52.768345,102.25626,18.523918,6.147645,17.516422,2.8948929,17.731676,8.5362082,12.255173,7.654985,22.425703,13.720579,9.1740894,11.01895,87.84449,101.3181,15.022408,54.947475,25.214668,25.342251,14.857219,19.722818,62.429596,88.7995,59.062904,12.590034,3.5968997,4.3540978,5.8208179,88.455841,25.86787,11.915957,10.022965,5.8735466
1992-01-01,50-74.9,75.352219,188.03362,259.70355,61.901711,15.348548,32.897392,3.6244359,35.232269,17.185335,25.795076,19.593307,39.719658,40.05352,21.744976,29.817232,200.54437,176.66574,20.916557,83.98214,52.446899,57.046844,24.16353,67.877594,92.770035,110.54741,58.563908,16.101463,4.7058706,4.9684329,11.565806,108.76872,30.378695,16.402126,11.327911,7.0991101
1992-01-01,75-89.9,105.63794,453.88928,537.5802,171.9012,33.581863,76.118492,10.027669,48.223602,42.528221,57.122475,29.087563,62.763596,88.210556,38.967026,77.798416,367.49136,274.14642,24.322058,131.75421,95.653198,165.79243,55.402298,160.89899,117.33572,130.18816,76.918579,16.142008,25.827059,4.8637905,12.921093,127.08028,36.421951,14.683212,10.28549,10.687552
1992-01-01,90-100,249.3089,2595.5947,2776.6675,981.15308,146.31175,155.59706,23.723749,471.51813,384.99896,239.62282,63.144455,462.61108,303.04758,236.62231,492.75851,1798.3379,537.79205,45.958214,395.90045,851.1507,1536.2809,141.8661,1079.7468,251.43394,207.90938,203.07356,33.860477,114.86663,7.3006907,65.297333,200.53081,70.370216,25.574991,23.591372,46.749798
