date,FL103165005.Q,FL103168005.Q,FL103170005.Q,FL103178005.Q,FL103193005.Q,FL103196005.Q,FL104122005.Q,FL104122085.Q,FL104123005.Q,FL104135005.Q,FL104140005.Q,FL104141005.Q,FL104142005.Q,FL104150005.Q,FL104190005.Q,FL104190085.Q,FL113165005.Q,FL113168005.Q,FL113170005.Q,FL113196005.Q,FL114123005.Q,FL114135005.Q,FL114141005.Q,FL114142005.Q,FL114190005.Q,FL114190085.Q,FL103178013.Q,FL113170003.Q,FL113178003.Q,FL103190005.Q,FL113193003.Q,FL103169005.Q,FL113169005.Q,FL104104005.Q,FL114104005.Q,FL103163003.Q
2017-04-01,784790.0,946473.0,2256169.0,74445.0,7513704.0,9844318.0,6362489.0,6436470.0,2979787.0,3452636.0,2389663.0,2194997.0,1257639.0,4720277.0,20229397.0,41720448.0,3779953.0,1326045.0,591507.0,2340042.0,5338943.0,5341437.0,1558990.0,3782447.0,7681479.0,10628276.0,0.0,573097.0,134849.0,8083658.0,1613686.0,1248524.0,232945.0,9342276.0,5338943.0,5302093.0
2017-07-01,762164.0,922709.0,2319419.0,69590.0,7727697.0,10116706.0,6445225.0,6534686.0,2955233.0,3425258.0,2399132.0,2193069.0,1232189.0,4788141.0,20503722.0,42929605.0,3862368.0,1358817.0,595005.0,2370788.0,5453278.0,5455582.0,1590910.0,3864672.0,7826370.0,10727321.0,0.0,574678.0,136000.0,8244230.0,1639783.0,1270360.0,232093.0,9400458.0,5453278.0,5370413.0
2017-10-01,792818.0,927749.0,2369669.0,286554.0,7226595.0,9882818.0,6503058.0,6594798.0,3085422.0,3557360.0,2499274.0,2292604.0,1264756.0,5155497.0,20388272.0,44257956.0,3944823.0,1390361.0,593208.0,2396240.0,5574077.0,5576444.0,1629254.0,3947190.0,7972684.0,10910321.0,216828.0,576259.0,137151.0,7671631.0,1665881.0,1364856.0,238892.0,9588480.0,5574077.0,5402843.0
2018-01-01,800965.0,931201.0,2386792.0,294136.0,7397569.0,10078497.0,6604262.0,6512577.0,3091083.0,3553116.0,2532128.0,2290118.0,1262998.0,5213056.0,20743946.0,44131357.0,3996050.0,1405473.0,594631.0,2425679.0,5641517.0,5644863.0,1645467.0,3999396.0,8070542.0,11017035.0,216828.0,578381.0,141763.0,7905640.0,1689285.0,1358917.0,239994.0,9695345.0,5641517.0,5471707.0
2018-04-01,839469.0,952370.0,2503078.0,266406.0,7252580.0,10022064.0,6613142.0,6429515.0,3456801.0,3875653.0,2858169.0,2617332.0,1258321.0,5627653.0,21009601.0,45203423.0,4047490.0,1427812.0,598282.0,2457348.0,5714435.0,5718701.0,1666945.0,4051756.0,8176049.0,11229678.0,199482.0,580504.0,146376.0,7751322.0,1712690.0,1664962.0,239133.0,10069943.0,5714435.0,5474179.0
2018-07-01,842821.0,941598.0,2653107.0,275221.0,7426629.0,10354957.0,6660774.0,6496965.0,3486433.0,3904552.0,2867192.0,2643612.0,1260940.0,5795520.0,21351811.0,47553598.0,4098902.0,1448779.0,600828.0,2487911.0,5788061.0,5795141.0,1689159.0,4105982.0,8283052.0,11375544.0,199482.0,582626.0,150989.0,7858158.0,1736094.0,1702014.0,240380.0,10147207.0,5788061.0,5537950.0
2018-10-01,868736.0,1034697.0,2690361.0,275257.0,7562472.0,10528090.0,6672020.0,6303486.0,3613143.0,4021331.0,2940874.0,2744407.0,1276924.0,5906492.0,21907116.0,42265812.0,4150308.0,1467868.0,598949.0,2514049.0,5865841.0,5872939.0,1715533.0,4157406.0,8386988.0,11342877.0,199482.0,584748.0,155601.0,8248147.0,1759499.0,1709710.0,247665.0,10285163.0,5865841.0,5567258.0
2019-01-01,886425.0,1059723.0,2709790.0,301822.0,8405405.0,11417017.0,6816455.0,6808644.0,3704696.0,4091137.0,3059375.0,2818271.0,1272866.0,6070987.0,22861050.0,47829077.0,4172129.0,1469953.0,585105.0,2527898.0,5891656.0,5898457.0,1719527.0,4178930.0,8426354.0,11580558.0,199482.0,571438.0,157298.0,8941845.0,1785495.0,1758548.0,249574.0,10521151.0,5891656.0,5657840.0
2019-04-01,896165.0,1069772.0,2791484.0,260276.0,8704578.0,11756338.0,6903365.0,6953894.0,3748314.0,4130308.0,3088727.0,2852149.0,1278159.0,6140487.0,23304111.0,49141386.0,4193878.0,1477100.0,569798.0,2540283.0,5921928.0,5928670.0,1728050.0,4200620.0,8468952.0,11976437.0,182136.0,558128.0,158994.0,9218678.0,1811491.0,1782377.0,250950.0,10651679.0,5921928.0,5732524.0
2019-07-01,950808.0,1055078.0,2881917.0,270274.0,8995177.0,12147368.0,6992857.0,7163062.0,3815911.0,4200660.0,3081420.0,2865103.0,1335557.0,6233611.0,23888779.0,49705387.0,4215494.0,1481031.0,560009.0,2558187.0,5945715.0,5952870.0,1730221.0,4222649.0,8511057.0,12097055.0,182136.0,544818.0,160690.0,9543071.0,1837488.0,1810025.0,249190.0,10808768.0,5945715.0,5826791.0
2019-10-01,983088.0,1059172.0,2920483.0,267738.0,9440049.0,12628270.0,6988365.0,7210857.0,3880017.0,4272352.0,3091459.0,2896929.0,1375423.0,6279680.0,24382975.0,52990596.0,4236957.0,1484515.0,541957.0,2567827.0,5978452.0,5985437.0,1741495.0,4243942.0,8553264.0,12168963.0,182136.0,531508.0,162386.0,9934036.0,1863484.0,1837757.0,256980.0,10868382.0,5978452.0,5833731.0
2020-01-01,985299.0,1524705.0,2754846.0,291816.0,9029885.0,12076547.0,7233854.0,6988265.0,4434153.0,4813380.0,3691983.0,3448854.0,1364526.0,6738645.0,24951701.0,44314125.0,4318752.0,1478639.0,574245.0,2726170.0,6060354.0,6066961.0,1741602.0,4325359.0,8793132.0,12297340.0,182136.0,564294.0,164281.0,9857806.0,1987644.0,1924149.0,262963.0,11668007.0,6060354.0,6021621.0
2020-04-01,983622.0,1542909.0,2567466.0,318697.0,8762801.0,11648964.0,7637139.0,8024015.0,4484638.0,4848304.0,3667120.0,3501016.0,1347288.0,6553283.0,24662979.0,51460124.0,4396117.0,1566393.0,608130.0,2849679.0,6266617.0,6272987.0,1870500.0,4402487.0,9122666.0,12433053.0,182136.0,597080.0,166175.0,9291373.0,2075374.0,1958107.0,304107.0,12121777.0,6266617.0,6472916.0
2020-07-01,984557.0,1325894.0,2699888.0,271156.0,8685545.0,11656589.0,7659514.0,8125343.0,4303770.0,4663589.0,3441442.0,3319213.0,1344376.0,6412486.0,24397361.0,55445477.0,4467234.0,1581367.0,642909.0,2980433.0,6381332.0,6387511.0,1914098.0,4473413.0,9367944.0,12871123.0,164790.0,629867.0,168070.0,9103213.0,2169454.0,1993319.0,332731.0,11963284.0,6381332.0,6535586.0
2020-10-01,987028.0,1207523.0,2764601.0,275391.0,8696410.0,11736402.0,7684318.0,8286171.0,4220404.0,4541504.0,3365578.0,3233376.0,1308128.0,6405570.0,24167346.0,61790224.0,4564405.0,1586139.0,673356.0,3121045.0,6504047.0,6509734.0,1939642.0,4570092.0,9630779.0,13232101.0,164790.0,662653.0,169965.0,8901532.0,2277724.0,2025853.0,353503.0,11904722.0,6504047.0,6543448.0
2021-01-01,975182.0,1212282.0,2806012.0,277142.0,8670372.0,11753526.0,7829188.0,8205872.0,4268761.0,4592476.0,3437602.0,3293579.0,1298897.0,6520756.0,24401056.0,64981981.0,4644807.0,1586416.0,690633.0,3233698.0,6596980.0,6602634.0,1952173.0,4650461.0,9836332.0,13572230.0,164790.0,681466.0,178041.0,8896238.0,2365024.0,2081297.0,365757.0,12097949.0,6596980.0,6667359.0
2021-04-01,994371.0,1141224.0,2904104.0,253255.0,8597018.0,11754377.0,7874695.0,8238052.0,4427261.0,4722065.0,3564866.0,3432890.0,1289175.0,6722225.0,24474572.0,69217992.0,4725411.0,1528705.0,711642.0,3400083.0,6661670.0,6667056.0,1936259.0,4730797.0,10067139.0,14334587.0,147444.0,700279.0,186117.0,8720453.0,2502324.0,2291666.0,407554.0,12301956.0,6661670.0,6707018.0
2021-07-01,1019176.0,1076592.0,2995336.0,252183.0,8458585.0,11706104.0,7942896.0,8207419.0,4480707.0,4795797.0,3583979.0,3461531.0,1334266.0,6831498.0,24642030.0,69089323.0,4805929.0,1487261.0,730814.0,3554632.0,6713196.0,6718557.0,1907267.0,4811290.0,10273189.0,15105393.0,147444.0,719092.0,194194.0,8655818.0,2629624.0,2384940.0,420005.0,12423603.0,6713196.0,6783866.0
2021-10-01,1088914.0,1123016.0,3194373.0,249846.0,8495641.0,11939860.0,7932999.0,8153840.0,4703188.0,5015048.0,3752517.0,3614274.0,1400774.0,7196736.0,25012229.0,73692793.0,4904435.0,1555842.0,741700.0,3673394.0,6889372.0,6894695.0,1984936.0,4909758.0,10568089.0,15617547.0,147444.0,737905.0,202270.0,8619963.0,2729424.0,2491258.0,429094.0,12636187.0,6889372.0,6745719.0
2022-01-01,1128781.0,1270882.0,3281946.0,305997.0,8475446.0,12063389.0,8034034.0,7675154.0,5008757.0,5329242.0,4068708.0,3879977.0,1449266.0,7656651.0,25776497.0,70677934.0,4985999.0,1572604.0,754453.0,3708068.0,7009175.0,7014533.0,2023176.0,4991357.0,10722602.0,16044530.0,147444.0,757088.0,205213.0,8825278.0,2748402.0,2609095.0,450572.0,13042791.0,7009175.0,6789383.0
2022-04-01,1187901.0,1392876.0,3430594.0,277401.0,8355740.0,12063735.0,7998314.0,7042391.0,5246587.0,5577721.0,4246806.0,4058686.0,1519035.0,7954801.0,26366128.0,60429439.0,5079073.0,1597963.0,763523.0,3733293.0,7133818.0,7139093.0,2054744.0,5084348.0,10872386.0,16654988.0,130098.0,759708.0,208734.0,9082098.0,2761036.0,2665810.0,456781.0,13244901.0,7133818.0,6744209.0
2022-07-01,1226474.0,1417084.0,3436698.0,280345.0,8335597.0,12052640.0,8007947.0,6777084.0,5314599.0,5677029.0,4286949.0,4088125.0,1588904.0,8003992.0,26613106.0,58193353.0,5145431.0,1608125.0,771732.0,3748585.0,7212759.0,7218247.0,2067327.0,5150919.0,10966831.0,16645682.0,130098.0,764583.0,211037.0,9211087.0,2765816.0,2671040.0,459203.0,13322546.0,7212759.0,6747500.0
2022-10-01,1259041.0,1474872.0,3442673.0,277476.0,8400698.0,12120847.0,8011854.0,6964111.0,5427453.0,5809114.0,4365966.0,4168413.0,1640702.0,8086115.0,26730841.0,60318950.0,5216258.0,1633647.0,784636.0,3777725.0,7322207.0,7327755.0,2105948.0,5221806.0,11105480.0,16247978.0,130098.0,779682.0,213726.0,9189724.0,2779363.0,2693540.0,472302.0,13439307.0,7322207.0,6742542.0
2023-01-01,1277562.0,1492293.0,3324697.0,309029.0,8499921.0,12133647.0,8179819.0,7245647.0,5453739.0,5827203.0,4382368.0,4176176.0,1651026.0,8016094.0,26824723.0,64239020.0,5275163.0,1643256.0,787302.0,3803817.0,7392541.0,7397910.0,2117378.0,5280532.0,11201727.0,15906389.0,130098.0,781774.0,215423.0,9183976.0,2801092.0,2683883.0,474122.0,13633558.0,7392541.0,6887895.0
2023-04-01,1286916.0,1488567.0,3346765.0,268622.0,8717056.0,12332443.0,8198685.0,7313121.0,5469379.0,5837355.0,4375137.0,4182463.0,1654892.0,7990524.0,26977134.0,68695881.0,5322951.0,1637457.0,792314.0,3838705.0,7422609.0,7427870.0,2099658.0,5328212.0,11266575.0,16148237.0,97574.0,785199.0,218201.0,9325706.0,2828190.0,2693896.0,462201.0,13668064.0,7422609.0,6911196.0
2023-07-01,1301386.0,1475796.0,3465771.0,274113.0,8765781.0,12505665.0,8217396.0,7137759.0,5471692.0,5842852.0,4373458.0,4170307.0,1672546.0,8113342.0,27287228.0,66364706.0,5366298.0,1618559.0,793511.0,3854382.0,7449086.0,7454396.0,2082788.0,5371608.0,11308778.0,16133638.0,97574.0,786911.0,219318.0,9487096.0,2841553.0,2694511.0,464229.0,13689088.0,7449086.0,6913865.0
2023-10-01,1317195.0,1484029.0,3554975.0,271322.0,8957345.0,12783642.0,8248507.0,7602889.0,5388356.0,5764122.0,4288930.0,4071161.0,1692961.0,8115228.0,27320312.0,72939193.0,5397945.0,1623255.0,788869.0,3855408.0,7489142.0,7494484.0,2091197.0,5403287.0,11349892.0,15763440.0,97574.0,787493.0,219698.0,9481385.0,2846841.0,2587132.0,467942.0,13636863.0,7489142.0,6924459.0
