date,RUT
2007-02-01,813.6342097894737
2007-03-01,788.9900013181818
2007-04-01,820.2479980500002
2007-05-01,829.0945462727275
2007-06-01,838.1680995714286
2007-07-01,831.4066598095238
2007-08-01,780.7991306086956
2007-09-01,795.46158
2007-10-01,826.0156515217391
2007-11-01,770.0671503809525
2007-12-01,770.39100665
2008-01-01,705.3438052380953
2008-02-01,706.1950072999999
2008-03-01,677.4844971
2008-04-01,709.9372725000001
2008-05-01,732.4347592857143
2008-06-01,727.0666678571429
2008-07-01,689.7068231818182
2008-08-01,733.196661095238
2008-09-01,711.6142810476191
2008-10-01,537.2369609565218
2008-11-01,468.51052552631575
2008-12-01,467.41727368181813
2009-01-01,469.1934998
2009-02-01,431.9699978947368
2009-03-01,394.1695431818182
2009-04-01,462.89238047619045
2009-05-01,492.59449909999984
2009-06-01,514.8031797272728
2009-07-01,519.1136378636363
2009-08-01,570.3528587142858
2009-09-01,596.7819097142857
2009-10-01,600.721815590909
2009-11-01,585.4235046
2009-12-01,611.2277277272726
2010-01-01,631.7563091052632
2010-02-01,613.8768406842106
2010-03-01,672.932604
2010-04-01,715.7480991428572
2010-05-01,678.4759978
2010-06-01,643.7036327272727
2010-07-01,629.5371413809523
2010-08-01,625.1627253181819
2010-09-01,652.2476196190477
2010-10-01,696.9847556666666
2010-11-01,723.7542957619047
2010-12-01,775.0254544999999
2011-01-01,790.2700073500001
2011-02-01,813.9584285263157
2011-03-01,812.7369570434784
2011-04-01,842.42349555
2011-05-01,834.1999976666668
2011-06-01,799.1927240454547
2011-07-01,830.4550047500001
2011-08-01,703.8760933478262
2011-09-01,681.5395159047619
2011-10-01,698.9166695714287
2011-11-01,721.3700038571429
2011-12-01,734.5081002857144
2012-01-01,773.86950375
2012-02-01,822.571997
2012-03-01,822.2595464090907
2012-04-01,809.0375031000001
2012-05-01,779.2672729999999
2012-06-01,765.4557204285715
2012-07-01,795.062377904762
2012-08-01,803.6947870869565
2012-09-01,845.0289499473685
2012-10-01,829.3614355714285
2012-11-01,802.3871460952382
2012-12-01,833.9819977500001
2013-01-01,888.654759047619
2013-02-01,912.3036884210527
2013-03-01,941.3850005500001
2013-04-01,928.7518172272729
2013-05-01,977.1959117272728
2013-06-01,977.8654999
2013-07-01,1031.8245545454542
2013-08-01,1037.573178318182
2013-09-01,1057.7049926999998
2013-10-01,1092.5978367826087
2013-11-01,1111.22449955
2013-12-01,1133.355707190476
2014-01-01,1154.6938069999999
2014-02-01,1143.5478900526316
2014-03-01,1185.9800093809524
2014-04-01,1141.7490466666668
2014-05-01,1117.5523914285714
2014-06-01,1168.8509462857141
2014-07-01,1160.706820363636
2014-08-01,1147.2276204761904
2014-09-01,1147.660952714286
2014-10-01,1100.4473823478259
2014-11-01,1174.5047220526317
2014-12-01,1181.7845403181818
2015-01-01,1180.5140138000002
2015-02-01,1216.0063091052634
2015-03-01,1239.8604570454547
2015-04-01,1259.6038061904758
2015-05-01,1240.9755004499998
2015-06-01,1267.5754727727274
2015-07-01,1247.3445324545455
2015-08-01,1189.1228491904762
2015-09-01,1142.600957857143
2015-10-01,1152.117731363636
2015-11-01,1180.0324950999998
2015-12-01,1150.5477239090908
2016-01-01,1032.8052528421053
2016-02-01,1002.73250425
2016-03-01,1083.9900068636364
2016-04-01,1125.1885812380951
2016-05-01,1120.3776158095238
2016-06-01,1153.1895363181818
2016-07-01,1194.6479980000001
2016-08-01,1231.8434793043482
2016-09-01,1240.5480898095236
2016-10-01,1221.6533377619048
2016-11-01,1269.935221380952
2016-12-01,1362.6000046666666
2017-01-01,1364.7939818500001
2017-02-01,1386.3447394210525
2017-03-01,1373.7321831739132
2017-04-01,1377.2457983157894
2017-05-01,1384.5504483636364
2017-06-01,1410.135448090909
2017-07-01,1428.0855042500002
2017-08-01,1387.6804356521739
2017-09-01,1436.5290039
2017-10-01,1503.8650069090909
2017-11-01,1498.9438186666666
2017-12-01,1531.1719970999998
2018-01-01,1580.7652414285712
2018-02-01,1521.7389301578946
2018-03-01,1557.4528751428572
2018-04-01,1547.1576334761908
2018-05-01,1604.9522704999997
2018-06-01,1671.7309453809528
2018-07-01,1683.4528634285712
2018-08-01,1701.124357869565
2018-09-01,1711.530524
2018-10-01,1567.6039189999997
2018-11-01,1524.9785795714288
2018-12-01,1393.4178981578946
2019-01-01,1443.0395275714284
2019-02-01,1548.8947496842106
2019-03-01,1544.8557186666665
2019-04-01,1575.6266799523808
2019-05-01,1543.5459151363634
2019-06-01,1527.87901
2019-07-01,1564.5336358636364
2019-08-01,1496.7081798636364
2019-09-01,1541.99249265
2019-10-01,1525.4769552608695
2019-11-01,1599.6454955
2019-12-01,1647.072381857143
2020-01-01,1666.6471471428574
2020-02-01,1642.0447355789474
2020-03-01,1216.6490838636366
2020-04-01,1203.103817952381
2020-05-01,1315.6840088
2020-06-01,1434.170460136364
2020-07-01,1456.9068271363635
2020-08-01,1563.4990467619045
2020-09-01,1517.9490385238098
2020-10-01,1601.4663696363634
2020-11-01,1742.2880005500003
2020-12-01,1937.1322630909092
2021-01-01,2105.526303
2021-02-01,2236.894197105263
2021-03-01,2244.1921812173905
2021-04-01,2254.6133161428575
2021-05-01,2225.4819825
2021-06-01,2308.0409046363634
2021-07-01,2229.4695404761906
2021-08-01,2220.63955959091
2021-09-01,2241.6500185714285
2021-10-01,2261.8885557142858
2021-11-01,2362.452869190476
2021-12-01,2208.7918146363636
2022-01-01,2104.8970153500004
2022-02-01,2027.352635473684
2022-03-01,2004.4743999999998
2022-03-09,2016.290649
