date,44000,441,441X,442,443,444,445,4451,446,447,448,44W72,44X72,44Y72,44Z72,451,452,4522,453,454,722
2002-04-01,254543.0,66609.0,61551.0,7665.0,7480.0,20942.0,37836.0,34402.0,14705.0,20731.0,13925.0,193807.0,281147.0,214538.0,260416.0,5512.0,37355.0,19014.0,7551.0,14232.0,26604.0
2002-05-01,252390.0,64254.0,59199.0,7716.0,7551.0,20678.0,38198.0,34722.0,14734.0,20767.0,13900.0,193945.0,278966.0,214712.0,258199.0,5492.0,37127.0,18618.0,7496.0,14477.0,26576.0
2002-06-01,253652.0,65997.0,60902.0,7605.0,7547.0,20549.0,38006.0,34538.0,14809.0,20589.0,13951.0,193840.0,280426.0,214429.0,259837.0,5413.0,37333.0,18645.0,7606.0,14247.0,26774.0
2002-07-01,257339.0,69154.0,64032.0,7523.0,7454.0,20549.0,38117.0,34650.0,14815.0,21292.0,13852.0,193715.0,284161.0,215007.0,262869.0,5445.0,37028.0,18281.0,7561.0,14549.0,26822.0
2002-08-01,259050.0,70550.0,65421.0,7609.0,7424.0,20522.0,38224.0,34758.0,14963.0,21117.0,14026.0,194217.0,285884.0,215334.0,264767.0,5430.0,37022.0,18241.0,7706.0,14457.0,26834.0
2002-09-01,254081.0,66115.0,61032.0,7596.0,7367.0,20540.0,37783.0,34363.0,15152.0,21167.0,13721.0,193782.0,281064.0,214949.0,259897.0,5549.0,37058.0,18077.0,7675.0,14358.0,26983.0
2002-10-01,256131.0,66437.0,61347.0,7584.0,7432.0,20374.0,38127.0,34739.0,15067.0,21511.0,14164.0,194992.0,282940.0,216503.0,261429.0,5548.0,37755.0,18534.0,7612.0,14520.0,26809.0
2002-11-01,256350.0,65339.0,60320.0,7738.0,7363.0,20713.0,38431.0,34984.0,15229.0,21926.0,14126.0,196143.0,283408.0,218069.0,261482.0,5616.0,37420.0,17883.0,7409.0,15040.0,27058.0
2002-12-01,259206.0,68362.0,63353.0,7737.0,7421.0,20438.0,38001.0,34547.0,15104.0,22213.0,14282.0,196071.0,286646.0,218284.0,264433.0,5518.0,37536.0,17898.0,7551.0,15043.0,27440.0
2003-01-01,261394.0,68304.0,63256.0,7600.0,7277.0,21118.0,38763.0,35322.0,15313.0,23013.0,14245.0,197340.0,288657.0,220353.0,265644.0,5501.0,37651.0,17790.0,7553.0,15056.0,27263.0
2003-02-01,257531.0,65267.0,60218.0,7288.0,7204.0,19921.0,38621.0,35221.0,15350.0,23746.0,13788.0,195683.0,284696.0,219429.0,260950.0,5391.0,38009.0,17748.0,7363.0,15583.0,27165.0
2003-03-01,260566.0,66319.0,61201.0,7629.0,7243.0,20999.0,38571.0,35127.0,15486.0,23902.0,14026.0,197956.0,288177.0,221858.0,264275.0,5442.0,38301.0,17762.0,7366.0,15282.0,27611.0
2003-04-01,261375.0,68420.0,63302.0,7664.0,7320.0,21027.0,38689.0,35218.0,15527.0,22366.0,14066.0,198267.0,289053.0,220633.0,266687.0,5508.0,38130.0,17654.0,7431.0,15227.0,27678.0
2003-05-01,261392.0,68182.0,63038.0,7820.0,7431.0,21119.0,38599.0,35115.0,15646.0,21668.0,14294.0,199769.0,289619.0,221437.0,267951.0,5523.0,38304.0,17865.0,7508.0,15298.0,28227.0
2003-06-01,265331.0,69935.0,64774.0,7848.0,7507.0,21912.0,38728.0,35249.0,15733.0,21678.0,14548.0,202058.0,293671.0,223736.0,271993.0,5639.0,38858.0,17972.0,7493.0,15452.0,28340.0
2003-07-01,267683.0,70221.0,64994.0,7862.0,7597.0,22106.0,39167.0,35632.0,15957.0,22033.0,14715.0,203953.0,296207.0,225986.0,274174.0,5550.0,39400.0,18165.0,7511.0,15564.0,28524.0
2003-08-01,270612.0,70445.0,65248.0,7921.0,7811.0,22326.0,39153.0,35534.0,16146.0,22948.0,14737.0,206199.0,299592.0,229147.0,276644.0,5854.0,39881.0,18280.0,7589.0,15801.0,28980.0
2003-09-01,270212.0,69769.0,64452.0,7969.0,7751.0,22522.0,39149.0,35526.0,16194.0,23069.0,14813.0,206083.0,298921.0,229152.0,275852.0,5647.0,39703.0,18050.0,7480.0,16146.0,28709.0
2003-10-01,269060.0,68528.0,63231.0,8015.0,7843.0,22659.0,39221.0,35520.0,16219.0,22747.0,14729.0,206930.0,298205.0,229677.0,275458.0,5596.0,39695.0,17940.0,7541.0,16267.0,29145.0
2003-11-01,270161.0,68896.0,63576.0,8120.0,7892.0,22533.0,38989.0,35348.0,16330.0,23303.0,14927.0,207234.0,299433.0,230537.0,276130.0,5636.0,39788.0,17796.0,7522.0,16225.0,29272.0
2003-12-01,271550.0,69008.0,63747.0,8100.0,7944.0,22732.0,38926.0,35277.0,16421.0,23822.0,15051.0,207872.0,300702.0,231694.0,276880.0,5717.0,39931.0,17767.0,7558.0,16340.0,29152.0
2004-01-01,272465.0,67344.0,62084.0,8075.0,7920.0,22537.0,39900.0,36177.0,16187.0,24818.0,15142.0,209831.0,301993.0,234649.0,277175.0,5774.0,40305.0,17798.0,7659.0,16804.0,29528.0
2004-02-01,274360.0,69468.0,64127.0,8132.0,7932.0,22523.0,39144.0,35445.0,15914.0,25105.0,15284.0,209342.0,303915.0,234447.0,278810.0,5829.0,40500.0,17946.0,7465.0,17064.0,29555.0
2004-03-01,279692.0,70791.0,65351.0,8342.0,7971.0,24666.0,39674.0,35951.0,16250.0,25557.0,15509.0,213123.0,309471.0,238680.0,283914.0,5840.0,40940.0,18066.0,7541.0,16611.0,29779.0
2004-04-01,277625.0,68882.0,63549.0,8269.0,8044.0,24470.0,39892.0,36120.0,16284.0,25474.0,15294.0,213002.0,307358.0,238476.0,281884.0,5739.0,40581.0,17761.0,7678.0,17018.0,29733.0
2004-05-01,281281.0,70774.0,65419.0,8155.0,8133.0,24221.0,39995.0,36219.0,16302.0,26835.0,15351.0,213479.0,311088.0,240314.0,284253.0,5737.0,41084.0,17943.0,7762.0,16932.0,29807.0
2004-06-01,279141.0,68948.0,63629.0,8342.0,8170.0,24478.0,39856.0,36086.0,16360.0,26823.0,15110.0,213356.0,309127.0,240179.0,282304.0,5750.0,40603.0,17649.0,7488.0,17213.0,29986.0
2004-07-01,281350.0,69896.0,64534.0,8615.0,8199.0,24346.0,40148.0,36352.0,16375.0,26670.0,15294.0,215115.0,311681.0,241785.0,285011.0,5843.0,41065.0,17857.0,7540.0,17359.0,30331.0
2004-08-01,281006.0,69618.0,64266.0,8445.0,8198.0,24584.0,39905.0,36149.0,16428.0,26359.0,15233.0,215215.0,311192.0,241574.0,284833.0,5851.0,41166.0,17836.0,7585.0,17634.0,30186.0
2004-09-01,286866.0,73296.0,67938.0,8345.0,8311.0,24701.0,40571.0,36791.0,16414.0,27039.0,15448.0,217111.0,317446.0,244150.0,290407.0,5811.0,41561.0,18015.0,7560.0,17809.0,30580.0
2004-10-01,287700.0,71267.0,65852.0,8582.0,8319.0,24644.0,40448.0,36656.0,16588.0,28725.0,15638.0,218484.0,318476.0,247209.0,289751.0,5855.0,41889.0,18023.0,7639.0,18106.0,30776.0
2004-11-01,289679.0,71800.0,66371.0,8495.0,8306.0,24865.0,40704.0,36916.0,16572.0,29223.0,15675.0,219497.0,320520.0,248720.0,291297.0,5875.0,42033.0,17916.0,7873.0,18258.0,30841.0
2004-12-01,293401.0,73938.0,68361.0,8659.0,8327.0,25437.0,40893.0,37095.0,16681.0,28954.0,15832.0,221780.0,324672.0,250734.0,295718.0,5844.0,42647.0,18196.0,7808.0,18381.0,31271.0
2005-01-01,290111.0,70376.0,64627.0,8599.0,8420.0,25897.0,40993.0,37259.0,16999.0,28351.0,15762.0,222545.0,321272.0,250896.0,292921.0,5882.0,42404.0,17986.0,7807.0,18621.0,31161.0
2005-02-01,293710.0,72045.0,66391.0,8673.0,8606.0,25596.0,41081.0,37220.0,17085.0,28897.0,16279.0,224366.0,325308.0,253263.0,296411.0,5918.0,43026.0,18142.0,7890.0,18614.0,31598.0
2005-03-01,294743.0,72627.0,67040.0,8610.0,8642.0,26022.0,41167.0,37346.0,17038.0,29381.0,15869.0,224171.0,326179.0,253552.0,296798.0,5852.0,42732.0,17773.0,7874.0,18929.0,31436.0
2005-04-01,297153.0,71891.0,66242.0,8759.0,8655.0,26328.0,41568.0,37666.0,17143.0,29919.0,16248.0,227314.0,329124.0,257233.0,299205.0,6119.0,43495.0,18096.0,7810.0,19218.0,31971.0
2005-05-01,295314.0,71721.0,66151.0,8702.0,8611.0,26301.0,41369.0,37529.0,17241.0,29004.0,16071.0,226508.0,327233.0,255512.0,298229.0,5988.0,43317.0,17828.0,7911.0,19078.0,31919.0
2005-06-01,305083.0,78384.0,72720.0,8847.0,8689.0,26447.0,41684.0,37800.0,17187.0,29779.0,16424.0,229056.0,337219.0,258835.0,307440.0,5912.0,44356.0,18357.0,7873.0,19501.0,32136.0
2005-07-01,307320.0,80130.0,74529.0,8851.0,8720.0,26357.0,41539.0,37654.0,17441.0,30894.0,16072.0,228505.0,339529.0,259399.0,308635.0,5970.0,43910.0,17871.0,7924.0,19512.0,32209.0
2005-08-01,303216.0,72120.0,66446.0,8939.0,8715.0,26567.0,41818.0,37935.0,17357.0,33190.0,16346.0,230295.0,335605.0,263485.0,302415.0,5990.0,44102.0,17804.0,7862.0,20210.0,32389.0
2005-09-01,304187.0,69276.0,63693.0,9001.0,8783.0,26944.0,42249.0,38302.0,17493.0,35920.0,16042.0,231404.0,336600.0,267324.0,300680.0,5836.0,44282.0,17509.0,7991.0,20370.0,32413.0
2005-10-01,303989.0,66411.0,60769.0,9060.0,8923.0,27439.0,42120.0,38177.0,17562.0,35827.0,16744.0,234515.0,336753.0,270342.0,300926.0,6079.0,45165.0,18086.0,8058.0,20601.0,32764.0
2005-11-01,306566.0,71647.0,65800.0,9084.0,8799.0,27467.0,42123.0,38144.0,17619.0,33041.0,16700.0,235031.0,339719.0,268072.0,306678.0,6057.0,45105.0,18049.0,8126.0,20798.0,33153.0
2005-12-01,306723.0,71640.0,65790.0,9038.0,8778.0,27068.0,42547.0,38528.0,17824.0,33083.0,16799.0,235172.0,339895.0,268255.0,306812.0,6158.0,44621.0,17796.0,8029.0,21138.0,33172.0
2006-01-01,315566.0,75195.0,69178.0,9323.0,9243.0,29437.0,42023.0,37936.0,17831.0,34190.0,16902.0,240279.0,349664.0,274469.0,315474.0,6437.0,45505.0,18055.0,8600.0,20880.0,34098.0
2006-02-01,313440.0,72460.0,66596.0,9205.0,8953.0,29265.0,42704.0,38565.0,17879.0,34106.0,16984.0,240455.0,347021.0,274561.0,312915.0,6318.0,45678.0,18000.0,8463.0,21425.0,33581.0
2006-03-01,314471.0,73146.0,67317.0,9196.0,9031.0,29182.0,42590.0,38541.0,17995.0,34090.0,16947.0,241121.0,348357.0,275211.0,314267.0,6307.0,45515.0,17865.0,8364.0,22108.0,33886.0
2006-04-01,316094.0,73245.0,67419.0,9171.0,9040.0,28711.0,42600.0,38557.0,18087.0,35643.0,17196.0,241184.0,350072.0,276827.0,314429.0,6341.0,45970.0,17975.0,8443.0,21647.0,33978.0
2006-05-01,314919.0,72425.0,66689.0,9108.0,8978.0,27626.0,42981.0,38903.0,18271.0,36014.0,17069.0,240450.0,348889.0,276464.0,312875.0,6232.0,45664.0,17736.0,8424.0,22127.0,33970.0
2006-06-01,316978.0,74060.0,68275.0,9268.0,8967.0,27209.0,43155.0,39070.0,18364.0,36049.0,17284.0,240686.0,350795.0,276735.0,314746.0,6244.0,45857.0,17873.0,8318.0,22203.0,33817.0
2006-07-01,317984.0,74717.0,68865.0,9193.0,9000.0,27112.0,43114.0,39032.0,18444.0,36949.0,17320.0,240250.0,351916.0,277199.0,314967.0,6167.0,45750.0,17612.0,8297.0,21921.0,33932.0
2006-08-01,318802.0,73670.0,67811.0,9198.0,8990.0,27169.0,43481.0,39359.0,18517.0,37510.0,17178.0,242105.0,353285.0,279615.0,315775.0,6166.0,46003.0,17574.0,8304.0,22616.0,34483.0
2006-09-01,316400.0,72915.0,67009.0,9306.0,9002.0,26767.0,43252.0,39099.0,18683.0,34824.0,17858.0,243501.0,351240.0,278325.0,316416.0,6372.0,46465.0,17701.0,8392.0,22564.0,34840.0
2006-10-01,316145.0,74135.0,68233.0,9154.0,8819.0,26964.0,43815.0,39622.0,18834.0,32741.0,17676.0,244159.0,351035.0,276900.0,318294.0,6237.0,46539.0,17636.0,8494.0,22737.0,34890.0
2006-11-01,317123.0,74637.0,68802.0,9079.0,9002.0,26533.0,43855.0,39618.0,19048.0,33286.0,17505.0,244193.0,352116.0,277479.0,318830.0,6220.0,46716.0,17609.0,8590.0,22652.0,34993.0
2006-12-01,320312.0,73748.0,67828.0,9114.0,9352.0,26902.0,44040.0,39793.0,19280.0,34854.0,18077.0,247765.0,356367.0,282619.0,321513.0,6302.0,47197.0,17697.0,8815.0,22631.0,36055.0
2007-01-01,320305.0,73791.0,67867.0,9355.0,9068.0,27304.0,44130.0,39875.0,19188.0,34091.0,18053.0,247910.0,355792.0,282001.0,321701.0,6253.0,47824.0,17959.0,8647.0,22601.0,35487.0
2007-02-01,321434.0,74304.0,68445.0,9154.0,8982.0,26887.0,44574.0,40302.0,19135.0,34895.0,17697.0,247346.0,356545.0,282241.0,321650.0,6247.0,47248.0,17626.0,8500.0,23811.0,35111.0
2007-03-01,323708.0,73755.0,67720.0,9183.0,8874.0,27301.0,44615.0,40263.0,19259.0,35947.0,18174.0,249713.0,359415.0,285660.0,323468.0,6463.0,48024.0,17809.0,8743.0,23370.0,35707.0
2007-04-01,322878.0,74584.0,68640.0,9171.0,8865.0,26512.0,44290.0,40060.0,19316.0,36261.0,17789.0,247717.0,358562.0,283978.0,322301.0,6370.0,47540.0,17480.0,8564.0,23616.0,35684.0
2007-05-01,327266.0,75594.0,69518.0,9103.0,8924.0,26933.0,44741.0,40378.0,19350.0,37829.0,18037.0,249662.0,363085.0,287491.0,325256.0,6476.0,47821.0,17566.0,8776.0,23682.0,35819.0
2007-06-01,324076.0,73046.0,67046.0,9031.0,8876.0,26447.0,44938.0,40547.0,19579.0,37149.0,17970.0,250039.0,360234.0,287188.0,323085.0,6540.0,47777.0,17372.0,8933.0,23790.0,36158.0
2007-07-01,325455.0,73679.0,67638.0,9079.0,8942.0,26624.0,44990.0,40638.0,19549.0,36809.0,17980.0,251282.0,361770.0,288091.0,324961.0,6616.0,48260.0,17556.0,8734.0,24193.0,36315.0
2007-08-01,327444.0,75021.0,68958.0,9049.0,9107.0,26454.0,44971.0,40628.0,19718.0,37038.0,18059.0,251617.0,363676.0,288655.0,326638.0,6523.0,48589.0,17530.0,8702.0,24213.0,36232.0
2007-09-01,328668.0,75604.0,69517.0,8883.0,9059.0,26173.0,45156.0,40776.0,19851.0,38214.0,17964.0,251360.0,365178.0,289574.0,326964.0,6431.0,48260.0,17291.0,8750.0,24323.0,36510.0
2007-10-01,330544.0,76240.0,70001.0,8883.0,9134.0,25965.0,45370.0,41019.0,19726.0,39043.0,17964.0,252039.0,367322.0,291082.0,328279.0,6545.0,48312.0,17223.0,8578.0,24784.0,36778.0
2007-11-01,334021.0,74181.0,68096.0,8846.0,9336.0,26365.0,45875.0,41517.0,19705.0,41877.0,18256.0,254718.0,370776.0,296595.0,328899.0,6683.0,48856.0,17268.0,8614.0,25427.0,36755.0
2007-12-01,329259.0,71610.0,65579.0,8734.0,9240.0,25317.0,46060.0,41616.0,19691.0,41629.0,18120.0,253330.0,366569.0,294959.0,324940.0,6502.0,49127.0,17179.0,8626.0,24603.0,37310.0
2008-01-01,330478.0,72256.0,66209.0,8629.0,9037.0,25409.0,46162.0,41820.0,19857.0,42321.0,18065.0,252791.0,367368.0,295112.0,325047.0,6513.0,48796.0,16814.0,9029.0,24404.0,36890.0
2008-02-01,327869.0,70501.0,64469.0,8373.0,9038.0,25420.0,46011.0,41677.0,20024.0,42403.0,17834.0,251222.0,364126.0,293625.0,321723.0,6533.0,48795.0,16796.0,8396.0,24541.0,36257.0
2008-03-01,328493.0,70077.0,63993.0,8393.0,9054.0,25218.0,46181.0,41830.0,20059.0,43119.0,17937.0,251968.0,365164.0,295087.0,322045.0,6504.0,48786.0,16700.0,8375.0,24790.0,36671.0
2008-04-01,328037.0,68354.0,62280.0,8385.0,9148.0,25080.0,46610.0,42196.0,19892.0,42789.0,17865.0,253673.0,364816.0,296462.0,322027.0,6574.0,49393.0,16738.0,8263.0,25684.0,36779.0
2008-05-01,331088.0,67421.0,61232.0,8373.0,9358.0,25421.0,46742.0,42288.0,20282.0,44279.0,18200.0,256555.0,368255.0,300834.0,323976.0,6633.0,50181.0,16873.0,8339.0,25859.0,37167.0
2008-06-01,331764.0,65644.0,59414.0,8242.0,9186.0,25555.0,46816.0,42293.0,20270.0,46353.0,18278.0,256929.0,368926.0,303282.0,322573.0,6584.0,50745.0,17152.0,8336.0,25755.0,37162.0
2008-07-01,330301.0,63303.0,57000.0,8163.0,9201.0,25685.0,47139.0,42552.0,20373.0,46615.0,18129.0,257676.0,367594.0,304291.0,320979.0,6553.0,50491.0,16807.0,8584.0,26065.0,37293.0
2008-08-01,327296.0,63417.0,57316.0,7944.0,9065.0,25174.0,47280.0,42717.0,20347.0,45615.0,18121.0,255579.0,364611.0,301194.0,318996.0,6620.0,49862.0,16641.0,8215.0,25636.0,37315.0
2008-09-01,321568.0,60951.0,54789.0,7512.0,8664.0,25030.0,47072.0,42535.0,20387.0,45563.0,17119.0,252477.0,358991.0,298040.0,313428.0,6236.0,49349.0,16016.0,8143.0,25542.0,37423.0
2008-10-01,308968.0,55550.0,49373.0,7536.0,8563.0,24462.0,47028.0,42440.0,20358.0,40348.0,16929.0,250239.0,346137.0,290587.0,305789.0,6194.0,49140.0,16002.0,7958.0,24902.0,37169.0
2008-11-01,295396.0,53545.0,47286.0,7438.0,8586.0,22968.0,46756.0,42220.0,20495.0,31814.0,16765.0,247139.0,332498.0,278953.0,300684.0,6216.0,49497.0,16360.0,7723.0,23593.0,37102.0
2008-12-01,287571.0,52682.0,46469.0,7252.0,8211.0,22726.0,46086.0,41663.0,20457.0,27850.0,16427.0,244235.0,324767.0,272085.0,296917.0,6215.0,48776.0,15821.0,7665.0,23224.0,37196.0
2009-01-01,292449.0,54269.0,48043.0,7163.0,8743.0,22571.0,47023.0,42496.0,20486.0,28751.0,16774.0,246767.0,329787.0,275518.0,301036.0,6305.0,49136.0,15848.0,7652.0,23576.0,37338.0
2009-02-01,291429.0,52725.0,46545.0,7097.0,8724.0,22299.0,46239.0,41772.0,20639.0,29791.0,16996.0,245860.0,328376.0,275651.0,298585.0,6299.0,49132.0,15669.0,7813.0,23675.0,36947.0
2009-03-01,286022.0,51714.0,45667.0,6850.0,7982.0,21956.0,46182.0,41693.0,20661.0,28723.0,16043.0,242197.0,322634.0,270920.0,293911.0,6175.0,48722.0,15529.0,7695.0,23319.0,36612.0
2009-04-01,287530.0,52245.0,46139.0,6866.0,7929.0,21951.0,46449.0,41952.0,20797.0,28674.0,16527.0,243404.0,324323.0,272078.0,295649.0,6259.0,48733.0,15632.0,7719.0,23381.0,36793.0
2009-05-01,290215.0,52606.0,46546.0,6894.0,7870.0,22128.0,46558.0,42001.0,20853.0,30438.0,16632.0,243967.0,327011.0,274405.0,296573.0,6195.0,48916.0,15674.0,7522.0,23603.0,36796.0
2009-06-01,295458.0,55070.0,49046.0,6887.0,7900.0,22106.0,46638.0,42178.0,20801.0,33104.0,16382.0,244053.0,332227.0,277157.0,299123.0,6194.0,48691.0,15474.0,7541.0,24144.0,36769.0
2009-07-01,296928.0,56711.0,50737.0,6841.0,7825.0,21722.0,46644.0,42131.0,20753.0,32919.0,16617.0,244040.0,333670.0,276959.0,300751.0,6206.0,48734.0,15497.0,7448.0,24508.0,36742.0
2009-08-01,302871.0,60797.0,54872.0,6771.0,7885.0,21275.0,46600.0,42053.0,20815.0,34638.0,16863.0,244151.0,339586.0,278789.0,304948.0,6289.0,48976.0,15579.0,7441.0,24521.0,36715.0
2009-09-01,294449.0,52078.0,46203.0,6778.0,7835.0,21161.0,46859.0,42342.0,20955.0,34613.0,16729.0,244307.0,330998.0,278920.0,296385.0,6223.0,48959.0,15492.0,7475.0,24784.0,36549.0
2009-10-01,298067.0,55253.0,49320.0,6717.0,7754.0,20470.0,46953.0,42462.0,21012.0,34733.0,16899.0,244609.0,334595.0,279342.0,299862.0,6180.0,49546.0,15604.0,7463.0,25087.0,36528.0
2009-11-01,300583.0,55915.0,50079.0,6775.0,8038.0,20760.0,47049.0,42509.0,21045.0,36530.0,16662.0,244876.0,337321.0,281406.0,300791.0,6045.0,49115.0,15452.0,7485.0,25164.0,36738.0
2009-12-01,301959.0,55666.0,49745.0,6825.0,7947.0,20690.0,47301.0,42734.0,20951.0,37063.0,16615.0,246007.0,338736.0,283070.0,301673.0,6249.0,49579.0,15504.0,7637.0,25436.0,36777.0
2010-01-01,302325.0,55446.0,49532.0,6813.0,8098.0,20400.0,47197.0,42690.0,20917.0,37279.0,16917.0,246368.0,339093.0,283647.0,301814.0,6265.0,49771.0,15617.0,7480.0,25742.0,36768.0
2010-02-01,302310.0,54389.0,48348.0,6929.0,8365.0,20267.0,48009.0,43396.0,20942.0,36876.0,16956.0,248315.0,339580.0,285191.0,302704.0,6150.0,50355.0,15499.0,7375.0,25697.0,37270.0
2010-03-01,309525.0,59438.0,53299.0,7020.0,8006.0,21691.0,47578.0,42963.0,21090.0,37045.0,17446.0,250491.0,346974.0,287536.0,309929.0,6249.0,50094.0,15673.0,7747.0,26121.0,37449.0
2010-04-01,312143.0,60347.0,54048.0,6930.0,8140.0,23358.0,47522.0,42845.0,21206.0,37069.0,17286.0,252453.0,349869.0,289522.0,312800.0,6162.0,50264.0,15488.0,7681.0,26178.0,37726.0
2010-05-01,309158.0,60122.0,53884.0,6905.0,8242.0,21533.0,47511.0,42931.0,21146.0,36530.0,17229.0,250206.0,346858.0,286736.0,310328.0,6238.0,49799.0,15367.0,7708.0,26195.0,37700.0
2010-06-01,308588.0,60012.0,53741.0,6875.0,8359.0,21337.0,47181.0,42587.0,21400.0,35537.0,17070.0,250967.0,346516.0,286504.0,310979.0,6248.0,49902.0,15445.0,7851.0,26816.0,37928.0
2010-07-01,309543.0,61258.0,54964.0,6898.0,8223.0,21300.0,47289.0,42725.0,21487.0,35661.0,17154.0,250693.0,347612.0,286354.0,311951.0,6263.0,49824.0,15252.0,7689.0,26497.0,38069.0
2010-08-01,310761.0,61109.0,54652.0,6923.0,8202.0,21070.0,47564.0,42920.0,21594.0,36054.0,17218.0,252025.0,349188.0,288079.0,313134.0,6194.0,50085.0,15256.0,7715.0,27033.0,38427.0
2010-09-01,313785.0,61817.0,55353.0,6898.0,8274.0,21184.0,47989.0,43314.0,21634.0,37219.0,17289.0,253143.0,352179.0,290362.0,314960.0,6206.0,50146.0,15201.0,7824.0,27305.0,38394.0
2010-10-01,317699.0,63414.0,56938.0,6846.0,8101.0,21884.0,47885.0,43167.0,21833.0,38380.0,17599.0,254421.0,356215.0,292801.0,317835.0,6317.0,50163.0,15154.0,7957.0,27320.0,38516.0
2010-11-01,320695.0,63792.0,57262.0,6900.0,7926.0,21745.0,48457.0,43760.0,21914.0,39134.0,17987.0,256524.0,359450.0,295658.0,320316.0,6409.0,51213.0,15640.0,7942.0,27276.0,38755.0
2010-12-01,323421.0,63811.0,57224.0,6863.0,8140.0,22003.0,48485.0,43830.0,22002.0,41184.0,17760.0,256984.0,361979.0,298168.0,320795.0,6334.0,50895.0,15314.0,7921.0,28023.0,38558.0
2011-01-01,325674.0,64723.0,58293.0,6785.0,8108.0,21291.0,48973.0,44329.0,22421.0,41732.0,17928.0,257939.0,364394.0,299671.0,322662.0,6292.0,50726.0,15193.0,7866.0,28829.0,38720.0
2011-02-01,328049.0,65764.0,59281.0,6950.0,8226.0,21012.0,49396.0,44644.0,22169.0,42203.0,18147.0,259508.0,367475.0,301711.0,325272.0,6346.0,51301.0,15361.0,8133.0,28402.0,39426.0
2011-03-01,331161.0,66117.0,59488.0,7204.0,8333.0,21662.0,49413.0,44748.0,22275.0,43689.0,18203.0,260969.0,370775.0,304658.0,327086.0,6282.0,51474.0,15224.0,7888.0,28621.0,39614.0
2011-04-01,333189.0,65217.0,58655.0,7125.0,8384.0,21872.0,50160.0,45439.0,22162.0,44557.0,18533.0,263046.0,372820.0,307603.0,328263.0,6342.0,51833.0,15443.0,8076.0,28928.0,39631.0
2011-05-01,332409.0,64401.0,57763.0,7041.0,8264.0,22101.0,49743.0,45034.0,22327.0,45166.0,18372.0,262938.0,372505.0,308104.0,327339.0,6268.0,51627.0,15230.0,7983.0,29116.0,40096.0
2011-06-01,335108.0,65387.0,58535.0,7022.0,8298.0,22536.0,50254.0,45456.0,22323.0,44524.0,18735.0,265676.0,375587.0,310200.0,331063.0,6287.0,52347.0,15623.0,8068.0,29327.0,40479.0
2011-07-01,334922.0,65128.0,58370.0,7071.0,8426.0,22565.0,50300.0,45506.0,22442.0,44702.0,18564.0,265612.0,375442.0,310314.0,330740.0,6209.0,51992.0,15247.0,8167.0,29356.0,40520.0
2011-08-01,335163.0,64273.0,57347.0,7121.0,8478.0,22549.0,50487.0,45700.0,22543.0,44978.0,18448.0,266609.0,375860.0,311587.0,330882.0,6374.0,51984.0,15076.0,8199.0,29729.0,40697.0
2011-09-01,339011.0,67369.0,60437.0,7185.0,8340.0,22462.0,50463.0,45606.0,22444.0,44980.0,19039.0,267693.0,380042.0,312673.0,335062.0,6410.0,52422.0,15266.0,8146.0,29751.0,41031.0
2011-10-01,341058.0,68451.0,61620.0,7090.0,8664.0,23053.0,50589.0,45679.0,22569.0,44739.0,18697.0,269017.0,382207.0,313756.0,337468.0,6322.0,52278.0,15181.0,8065.0,30541.0,41149.0
2011-11-01,342214.0,68750.0,61883.0,7190.0,8492.0,22732.0,50686.0,45821.0,22484.0,45456.0,18832.0,269216.0,383422.0,314672.0,337966.0,6241.0,52496.0,15247.0,8048.0,30807.0,41208.0
2011-12-01,343093.0,69946.0,63122.0,7323.0,8341.0,23281.0,50599.0,45766.0,22422.0,45214.0,19041.0,268825.0,383985.0,314039.0,338771.0,6095.0,52334.0,15244.0,7898.0,30599.0,40892.0
2012-01-01,345656.0,70093.0,63124.0,7427.0,8409.0,23435.0,50854.0,45926.0,22716.0,45565.0,19119.0,271873.0,387531.0,317438.0,341966.0,6298.0,52999.0,15325.0,8264.0,30477.0,41875.0
2012-02-01,350345.0,71146.0,64277.0,7413.0,8445.0,23426.0,50921.0,45975.0,22709.0,47025.0,19817.0,274139.0,392310.0,321164.0,345285.0,6392.0,53714.0,15454.0,8364.0,30973.0,41965.0
2012-03-01,351748.0,71115.0,64340.0,7383.0,8606.0,24394.0,51455.0,46457.0,22696.0,47437.0,19593.0,275146.0,393698.0,322583.0,346261.0,6528.0,53550.0,15466.0,8148.0,30843.0,41950.0
2012-04-01,349722.0,71431.0,64632.0,7291.0,8482.0,23250.0,51551.0,46542.0,22774.0,46814.0,19109.0,273828.0,392073.0,320642.0,345259.0,6546.0,53107.0,15170.0,8153.0,31214.0,42351.0
2012-05-01,349064.0,72182.0,65428.0,7438.0,8614.0,22531.0,51577.0,46536.0,22591.0,45586.0,19160.0,273608.0,391376.0,319194.0,345790.0,6557.0,53078.0,14992.0,7898.0,31852.0,42312.0
2012-06-01,345339.0,70904.0,64171.0,7351.0,8542.0,22343.0,51554.0,46554.0,22164.0,43648.0,19432.0,273349.0,387901.0,316997.0,344253.0,6512.0,53021.0,14963.0,8068.0,31800.0,42562.0
2012-07-01,346936.0,71701.0,64868.0,7438.0,8649.0,22493.0,51588.0,46631.0,22505.0,43336.0,19238.0,274649.0,389686.0,317985.0,346350.0,6508.0,53147.0,14924.0,8129.0,32204.0,42750.0
