date,A065RC,A033RC,A034RC,A132RC,B202RC,A038RC,B040RC,B039RC,A041RC,B042RC,A045RC,A048RC,W210RC,A064RC,B703RC,A577RC,A063RC,W823RC,W824RC,W729RC,W825RC,W826RC,W827RC,B931RC,A061RC,W055RC,A067RC,A068RC,DPCERC,B069RC,W211RC,W062RC,B070RC,A071RC,A072RC,W875RX,A067RX,A229RC,A229RX,B230RC
1993-04-01,5626712.0,3795940.0,3063848.0,2478585.0,585263.0,732092.0,494197.0,237895.0,427243.0,34052.0,393191.0,85261.0,1007259.0,808520.0,198739.0,784630.0,770018.0,297852.0,144084.0,123192.0,35364.0,19692.0,149834.0,14612.0,473620.0,637389.0,4989323.0,4552953.0,4393413.0,114623.0,44917.0,28220.0,16697.0,436370.0,8.7,7071766.0,7286808.0,19223.0,28075.0,259547.0
1993-05-01,5642847.0,3808502.0,3074140.0,2487595.0,586546.0,734362.0,495531.0,238831.0,431924.0,35307.0,396617.0,86800.0,1007296.0,806832.0,200464.0,783683.0,769322.0,296736.0,144684.0,124368.0,33684.0,19236.0,150614.0,14361.0,475358.0,645313.0,4997535.0,4581781.0,4422366.0,114389.0,45026.0,28329.0,16697.0,415754.0,8.3,7074843.0,7276307.0,19234.0,28005.0,259822.0
1993-06-01,5637876.0,3796219.0,3061362.0,2473316.0,588046.0,734857.0,496990.0,237867.0,429469.0,35417.0,394052.0,88488.0,1007587.0,805181.0,202406.0,789816.0,775706.0,296604.0,145440.0,126876.0,37560.0,19548.0,149678.0,14110.0,473704.0,647820.0,4990056.0,4599206.0,4439965.0,114100.0,45141.0,28444.0,16697.0,390850.0,7.8,7056239.0,7262910.0,19184.0,27923.0,260109.0
1993-07-01,5665228.0,3822534.0,3084471.0,2493116.0,591355.0,738064.0,498577.0,239486.0,427172.0,32235.0,394937.0,90437.0,1006205.0,801639.0,204565.0,795942.0,782054.0,298476.0,146340.0,132840.0,34572.0,19164.0,150662.0,13888.0,477062.0,654590.0,5010638.0,4627893.0,4468940.0,113084.0,45869.0,28555.0,17314.0,382745.0,7.6,7075832.0,7281238.0,19241.0,27961.0,260411.0
1993-08-01,5687209.0,3846174.0,3104866.0,2513494.0,591372.0,741308.0,500166.0,241141.0,421440.0,22092.0,399347.0,92369.0,1006436.0,799498.0,206938.0,801151.0,787490.0,297972.0,147396.0,135660.0,36492.0,19284.0,150686.0,13661.0,480361.0,660724.0,5026485.0,4639979.0,4481096.0,112889.0,45994.0,28680.0,17314.0,386506.0,7.7,7088107.0,7291822.0,19279.0,27968.0,260717.0
1993-09-01,5680348.0,3833621.0,3091519.0,2498939.0,592580.0,742102.0,501850.0,240252.0,421702.0,23913.0,397789.0,94779.0,1006414.0,796894.0,209520.0,802754.0,789290.0,299208.0,148620.0,137004.0,35580.0,19128.0,149750.0,13464.0,478922.0,662317.0,5018031.0,4670507.0,4511530.0,112852.0,46125.0,28811.0,17314.0,347524.0,6.9,7068403.0,7271919.0,19225.0,27860.0,261015.0
1993-10-01,5674254.0,3819399.0,3076020.0,2482825.0,593195.0,743378.0,503744.0,239634.0,428841.0,29222.0,399619.0,97325.0,1005629.0,793320.0,212309.0,800763.0,787526.0,299412.0,149988.0,136176.0,32988.0,18792.0,150170.0,13237.0,477702.0,665013.0,5009241.0,4693375.0,4532758.0,113566.0,47051.0,29053.0,17998.0,315866.0,6.3,7040288.0,7236394.0,19171.0,27694.0,261294.0
1993-11-01,5699605.0,3827342.0,3081467.0,2486868.0,594599.0,745875.0,505612.0,240263.0,442471.0,37891.0,404580.0,100120.0,1006396.0,791097.0,215299.0,802373.0,789314.0,299076.0,151524.0,135924.0,32472.0,19080.0,151238.0,13059.0,479098.0,667024.0,5032581.0,4715025.0,4554053.0,113760.0,47212.0,29214.0,17998.0,317556.0,6.3,7061289.0,7256448.0,19241.0,27744.0,261550.0
1993-12-01,5899122.0,4021032.0,3266580.0,2669905.0,596675.0,754452.0,507610.0,246842.0,448665.0,40382.0,408283.0,103219.0,1008184.0,789697.0,218487.0,809890.0,796994.0,303180.0,153216.0,136008.0,34200.0,19584.0,150806.0,12896.0,491868.0,693850.0,5205272.0,4732558.0,4571141.0,114022.0,47394.0,29396.0,17998.0,472714.0,9.1,7336417.0,7503696.0,19883.0,28662.0,261796.0
1994-01-01,5784541.0,3900583.0,3142576.0,2543293.0,599282.0,758008.0,509646.0,248362.0,446445.0,41887.0,404558.0,106867.0,1010306.0,788439.0,221866.0,816374.0,803484.0,307152.0,155088.0,136560.0,29052.0,19620.0,156012.0,12890.0,496034.0,675104.0,5109437.0,4747039.0,4585136.0,113467.0,48437.0,29944.0,18493.0,362397.0,7.1,7159527.0,7363109.0,19500.0,28101.0,262021.0
1994-02-01,5803759.0,3908202.0,3147862.0,2547068.0,600794.0,760340.0,511444.0,248896.0,451103.0,42122.0,408982.0,109106.0,1014707.0,789696.0,225011.0,817952.0,805164.0,308772.0,156912.0,136608.0,28404.0,19224.0,155244.0,12788.0,497311.0,672681.0,5131078.0,4795188.0,4632580.0,113992.0,48616.0,30123.0,18493.0,335889.0,6.5,7168382.0,7377246.0,19567.0,28132.0,262237.0
1994-03-01,5835470.0,3931370.0,3167701.0,2564507.0,603194.0,763669.0,513057.0,250612.0,453106.0,41339.0,411767.0,110960.0,1020728.0,792800.0,227929.0,820106.0,807360.0,310476.0,158712.0,136764.0,26424.0,20112.0,154872.0,12746.0,500800.0,673215.0,5162255.0,4809437.0,4645953.0,114716.0,48768.0,30275.0,18493.0,352819.0,6.8,7191041.0,7401654.0,19666.0,28198.0,262491.0
1994-04-01,5896845.0,3982058.0,3215679.0,2610481.0,605199.0,766379.0,514388.0,251991.0,453445.0,38318.0,415128.0,112219.0,1029154.0,798528.0,230626.0,823508.0,810792.0,311868.0,160464.0,137052.0,26652.0,19824.0,154932.0,12716.0,503539.0,728253.0,5168592.0,4836621.0,4671080.0,116101.0,49440.0,30574.0,18866.0,331971.0,6.4,7265584.0,7401999.0,19671.0,28171.0,262754.0
1994-05-01,5917505.0,3996976.0,3228242.0,2620779.0,607462.0,768735.0,515535.0,253199.0,454624.0,36621.0,418002.0,113489.0,1036148.0,803040.0,233108.0,822153.0,809376.0,311916.0,162180.0,137148.0,23628.0,19200.0,155304.0,12777.0,505885.0,681718.0,5235787.0,4836375.0,4669499.0,117314.0,49563.0,30697.0,18866.0,399412.0,7.6,7286527.0,7487354.0,19907.0,28468.0,263014.0
1994-06-01,5923860.0,3995563.0,3226042.0,2617224.0,608818.0,769521.0,516423.0,253098.0,454264.0,35020.0,419245.0,114670.0,1042433.0,807052.0,235381.0,822907.0,810036.0,311544.0,163848.0,137028.0,23064.0,19680.0,154872.0,12871.0,505977.0,683547.0,5240314.0,4877425.0,4708909.0,118832.0,49683.0,30817.0,18866.0,362889.0,6.9,7276737.0,7475541.0,19903.0,28392.0,263294.0
1994-07-01,5952604.0,4019336.0,3247368.0,2636565.0,610803.0,771968.0,517221.0,254747.0,453978.0,33516.0,420462.0,115894.0,1049617.0,812169.0,237449.0,823127.0,810096.0,312624.0,165480.0,134508.0,22116.0,19608.0,155760.0,13031.0,509348.0,691446.0,5261159.0,4892128.0,4720620.0,121353.0,50155.0,31069.0,19086.0,369031.0,7.0,7294468.0,7481728.0,19960.0,28385.0,263580.0
1994-08-01,5974835.0,4027382.0,3254556.0,2642265.0,612291.0,772826.0,517667.0,255158.0,456934.0,32098.0,424836.0,116492.0,1057033.0,817719.0,239314.0,827449.0,814212.0,312864.0,167076.0,136044.0,22452.0,19932.0,155844.0,13237.0,510454.0,695401.0,5279434.0,4935733.0,4762623.0,122840.0,50270.0,31184.0,19086.0,343701.0,6.5,7303173.0,7490524.0,20008.0,28387.0,263871.0
1994-09-01,6007643.0,4048537.0,3274189.0,2659807.0,614382.0,774348.0,517854.0,256494.0,459354.0,30767.0,428586.0,116471.0,1066487.0,825508.0,240979.0,830055.0,816576.0,313380.0,168612.0,137916.0,21600.0,19728.0,155340.0,13479.0,513261.0,699300.0,5308342.0,4949409.0,4775041.0,123989.0,50379.0,31293.0,19086.0,358933.0,6.8,7337854.0,7523164.0,20095.0,28480.0,264159.0
1994-10-01,6071565.0,4085882.0,3308963.0,2693379.0,615584.0,776918.0,517808.0,259110.0,464251.0,30043.0,434208.0,115819.0,1080499.0,838054.0,242445.0,843448.0,829644.0,314124.0,170124.0,145140.0,21780.0,19812.0,158664.0,13804.0,518334.0,703679.0,5367886.0,4987904.0,4812888.0,124259.0,50758.0,31482.0,19276.0,379982.0,7.1,7396923.0,7594674.0,20300.0,28721.0,264430.0
1994-11-01,6081805.0,4081167.0,3305065.0,2687888.0,617178.0,776101.0,517517.0,258585.0,465318.0,28214.0,437104.0,115749.0,1090842.0,847128.0,243714.0,846389.0,832236.0,313332.0,171588.0,148176.0,21492.0,19824.0,157824.0,14153.0,517659.0,703827.0,5377978.0,5001695.0,4825640.0,125200.0,50855.0,31579.0,19276.0,376284.0,7.0,7393111.0,7594428.0,20319.0,28693.0,264681.0
1994-12-01,6114714.0,4097243.0,3320830.0,2701865.0,618965.0,776413.0,516998.0,259415.0,466765.0,25875.0,440890.0,116252.0,1099930.0,855146.0,244784.0,854082.0,839520.0,317880.0,172992.0,150204.0,20640.0,19872.0,157932.0,14562.0,519558.0,708701.0,5406012.0,5018829.0,4841610.0,126276.0,50943.0,31667.0,19276.0,387183.0,7.2,7423894.0,7629058.0,20406.0,28797.0,264924.0
1995-01-01,6155549.0,4120070.0,3344016.0,2723461.0,620556.0,776054.0,516060.0,259994.0,467092.0,21963.0,445129.0,117177.0,1105588.0,859934.0,245654.0,869403.0,854036.0,322812.0,174360.0,151560.0,20916.0,20856.0,163532.0,15367.0,523781.0,721092.0,5434457.0,5028807.0,4851170.0,126936.0,50701.0,31793.0,18908.0,405650.0,7.5,7444842.0,7653719.0,20495.0,28865.0,265157.0
1995-02-01,6180431.0,4134550.0,3358193.0,2735891.0,622302.0,776357.0,515501.0,260857.0,466658.0,20032.0,446626.0,118269.0,1112868.0,866030.0,246838.0,873704.0,857684.0,324900.0,175692.0,152544.0,21024.0,20364.0,163160.0,16020.0,525618.0,725372.0,5455059.0,5030585.0,4850763.0,129035.0,50788.0,31880.0,18908.0,424474.0,7.8,7460609.0,7669146.0,20555.0,28898.0,265383.0
1995-03-01,6207633.0,4148705.0,3372098.0,2747735.0,624363.0,776607.0,515102.0,261505.0,468282.0,18809.0,449473.0,119412.0,1119648.0,871308.0,248340.0,878752.0,862100.0,326640.0,177012.0,153264.0,20796.0,20640.0,163748.0,16652.0,527166.0,727376.0,5480257.0,5068295.0,4885374.0,132037.0,50884.0,31976.0,18908.0,411962.0,7.5,7477920.0,7690344.0,20632.0,28952.0,265625.0
1995-04-01,6231279.0,4168397.0,3390813.0,2764758.0,626055.0,777583.0,514931.0,262652.0,467124.0,18238.0,448885.0,120513.0,1125389.0,875229.0,250160.0,879483.0,862244.0,326580.0,178308.0,152172.0,21144.0,20460.0,163580.0,17239.0,529627.0,777183.0,5454095.0,5077957.0,4890197.0,136582.0,51178.0,32237.0,18941.0,376138.0,6.9,7490394.0,7633573.0,20514.0,28711.0,265877.0
1995-05-01,6245784.0,4164126.0,3386998.0,2759885.0,627113.0,777128.0,514857.0,262271.0,472301.0,18190.0,454111.0,121597.0,1131068.0,878769.0,252299.0,885634.0,867788.0,328164.0,179568.0,152460.0,22176.0,20688.0,164732.0,17846.0,528942.0,727958.0,5517826.0,5123946.0,4933127.0,139535.0,51283.0,32342.0,18941.0,393880.0,7.1,7490529.0,7710873.0,20733.0,28974.0,266134.0
1995-06-01,6275086.0,4186066.0,3407752.0,2778482.0,629270.0,778314.0,514921.0,263393.0,476444.0,18664.0,457781.0,122620.0,1136132.0,881374.0,254758.0,885266.0,866828.0,327768.0,180792.0,152736.0,21396.0,20340.0,163796.0,18438.0,531442.0,735282.0,5539804.0,5170270.0,4977503.0,141376.0,51391.0,32450.0,18941.0,369533.0,6.7,7524659.0,7734049.0,20794.0,29030.0,266414.0
1995-07-01,6304268.0,4206646.0,3426899.0,2796925.0,629974.0,779747.0,515112.0,264635.0,478116.0,19828.0,458288.0,123617.0,1139908.0,882375.0,257534.0,889946.0,870896.0,327876.0,182004.0,154212.0,22188.0,20712.0,163904.0,19050.0,533965.0,745111.0,5559158.0,5165486.0,4970175.0,142371.0,52940.0,32777.0,20163.0,393671.0,7.1,7549428.0,7751378.0,20844.0,29064.0,266700.0
1995-08-01,6327238.0,4216864.0,3436211.0,2805397.0,630814.0,780653.0,515502.0,265151.0,484893.0,21226.0,463667.0,125425.0,1144343.0,883717.0,260626.0,890770.0,871124.0,327936.0,183168.0,153564.0,22008.0,20724.0,163724.0,19646.0,535057.0,752298.0,5574941.0,5201902.0,5005318.0,143535.0,53049.0,32886.0,20163.0,373039.0,6.7,7563984.0,7756647.0,20880.0,29051.0,266998.0
1995-09-01,6356242.0,4235669.0,3453605.0,2821708.0,631897.0,782063.0,516046.0,266017.0,490332.0,23022.0,467310.0,128078.0,1148765.0,884733.0,264032.0,890448.0,870212.0,330084.0,184308.0,150252.0,21732.0,20304.0,163532.0,20236.0,537049.0,759238.0,5597004.0,5218898.0,5020492.0,145248.0,53158.0,32995.0,20163.0,378106.0,6.8,7599528.0,7781959.0,20939.0,29113.0,267304.0
1995-10-01,6382300.0,4254412.0,3470324.0,2836100.0,634223.0,784089.0,516847.0,267241.0,496685.0,25571.0,471115.0,131199.0,1153863.0,886116.0,267747.0,885439.0,864608.0,328656.0,185412.0,141648.0,22920.0,20676.0,165296.0,20831.0,539299.0,764381.0,5617919.0,5218067.0,5013903.0,147778.0,56386.0,33379.0,23007.0,399852.0,7.1,7622972.0,7790854.0,20995.0,29115.0,267585.0
1995-11-01,6403141.0,4266674.0,3481219.0,2846004.0,635215.0,785455.0,517714.0,267742.0,501824.0,27957.0,473866.0,134129.0,1158339.0,886571.0,271769.0,882671.0,861260.0,328044.0,186492.0,139548.0,22320.0,20352.0,164504.0,21411.0,540496.0,769919.0,5633222.0,5261669.0,5055565.0,149614.0,56490.0,33483.0,23007.0,371554.0,6.6,7655937.0,7812305.0,21033.0,29169.0,267829.0
1995-12-01,6427385.0,4274859.0,3488135.0,2851606.0,636529.0,786723.0,518741.0,267983.0,504308.0,30580.0,473728.0,136558.0,1162878.0,886788.0,276090.0,889941.0,867944.0,332640.0,187524.0,140880.0,22188.0,20400.0,164312.0,21997.0,541159.0,775670.0,5651715.0,5305068.0,5097498.0,150985.0,56585.0,33578.0,23007.0,346647.0,6.1,7664797.0,7822969.0,21085.0,29185.0,268047.0
1996-01-01,6463806.0,4277427.0,3490756.0,2853280.0,637476.0,786671.0,519855.0,266816.0,512737.0,34016.0,478721.0,138397.0,1165910.0,885206.0,280705.0,908086.0,885723.0,335976.0,188544.0,147180.0,23532.0,21372.0,169119.0,22363.0,538751.0,791788.0,5672018.0,5292000.0,5085738.0,150911.0,55351.0,33926.0,21425.0,380018.0,6.7,7673085.0,7833706.0,21144.0,29202.0,268258.0
1996-02-01,6528124.0,4322545.0,3531875.0,2891933.0,639942.0,790670.0,521058.0,269612.0,524108.0,36971.0,487137.0,139653.0,1170689.0,885542.0,285147.0,915371.0,892527.0,338712.0,189588.0,151032.0,23052.0,21420.0,168723.0,22844.0,544241.0,803225.0,5724899.0,5340006.0,5132843.0,151713.0,55450.0,34025.0,21425.0,384893.0,6.7,7739681.0,7894324.0,21323.0,29404.0,268480.0
1996-03-01,6570921.0,4343642.0,3550683.0,2908035.0,642647.0,792959.0,522213.0,270746.0,533046.0,39641.0,493405.0,140508.0,1175665.0,886244.0,289421.0,924654.0,901467.0,342612.0,190656.0,155736.0,22440.0,21468.0,168555.0,23187.0,546595.0,810181.0,5760739.0,5381227.0,5173265.0,152408.0,55555.0,34130.0,21425.0,379512.0,6.6,7762492.0,7919870.0,21437.0,29472.0,268724.0
1996-04-01,6608121.0,4358346.0,3563538.0,2919766.0,643772.0,794808.0,523314.0,271494.0,540069.0,44479.0,495590.0,141040.0,1182089.0,888560.0,293530.0,934762.0,911319.0,341088.0,191760.0,163872.0,23760.0,21840.0,168999.0,23443.0,548186.0,864787.0,5743334.0,5418714.0,5207961.0,153579.0,57174.0,34517.0,22657.0,324621.0,5.7,7776394.0,7872308.0,21352.0,29267.0,268980.0
1996-05-01,6648408.0,4382789.0,3585637.0,2939880.0,645757.0,797152.0,524370.0,272782.0,550647.0,44828.0,505819.0,141582.0,1188163.0,890687.0,297477.0,936148.0,912591.0,341220.0,192900.0,166596.0,22188.0,21432.0,168255.0,23557.0,550921.0,822255.0,5826153.0,5435602.0,5223759.0,154554.0,57289.0,34632.0,22657.0,390551.0,6.7,7816163.0,7972005.0,21639.0,29609.0,269247.0
1996-06-01,6692963.0,4421371.0,3620674.0,2973280.0,647394.0,800697.0,525404.0,275293.0,551735.0,43250.0,508485.0,142210.0,1195166.0,893902.0,301264.0,938245.0,914667.0,341928.0,194076.0,166908.0,22188.0,21696.0,167871.0,23578.0,555765.0,831651.0,5861312.0,5443134.0,5229777.0,155950.0,57407.0,34750.0,22657.0,418178.0,7.1,7874401.0,8020258.0,21747.0,29757.0,269527.0
1996-07-01,6694005.0,4423884.0,3622389.0,2973067.0,649323.0,801495.0,526372.0,275123.0,546865.0,35264.0,511601.0,142928.0,1202905.0,898009.0,304896.0,933157.0,909687.0,342480.0,195276.0,160236.0,22212.0,21552.0,167931.0,23470.0,555734.0,835592.0,5858413.0,5467691.0,5251905.0,157734.0,58052.0,35112.0,22940.0,390722.0,6.7,7866143.0,7999362.0,21712.0,29647.0,269822.0
1996-08-01,6722456.0,4450396.0,3646488.0,2996742.0,649746.0,803908.0,527277.0,276631.0,545238.0,33048.0,512190.0,143666.0,1210733.0,902359.0,308375.0,931297.0,908019.0,343116.0,196512.0,158652.0,20760.0,21060.0,167919.0,23278.0,558875.0,843467.0,5878989.0,5492539.0,5275019.0,159347.0,58174.0,35234.0,22940.0,386449.0,6.6,7900005.0,8019817.0,21764.0,29689.0,270130.0
1996-09-01,6761052.0,4479411.0,3672834.0,3019807.0,653027.0,806576.0,528200.0,278377.0,550279.0,32148.0,518130.0,144426.0,1218426.0,906725.0,311702.0,930901.0,907923.0,342300.0,197784.0,157488.0,21948.0,21204.0,167199.0,22978.0,562391.0,851566.0,5909486.0,5515620.0,5296591.0,160731.0,58299.0,35359.0,22940.0,393866.0,6.7,7930827.0,8038747.0,21852.0,29725.0,270433.0
1996-10-01,6782954.0,4486553.0,3678789.0,3024772.0,654017.0,807764.0,529180.0,278584.0,555858.0,34036.0,521822.0,145207.0,1228039.0,913159.0,314880.0,930363.0,907803.0,342876.0,199092.0,156804.0,21840.0,21228.0,165963.0,22560.0,563065.0,855952.0,5927002.0,5549433.0,5328454.0,161870.0,59109.0,35589.0,23520.0,377569.0,6.4,7937281.0,8038196.0,21893.0,29691.0,270730.0
1996-11-01,6817234.0,4513826.0,3703593.0,3047536.0,656057.0,810232.0,529993.0,280239.0,556815.0,34655.0,522160.0,145483.0,1234899.0,916989.0,317910.0,932652.0,910647.0,345528.0,200424.0,156600.0,21132.0,21060.0,165903.0,22005.0,566440.0,863443.0,5953791.0,5573082.0,5351191.0,162572.0,59320.0,35800.0,23520.0,380708.0,6.4,7966492.0,8060187.0,21970.0,29742.0,271002.0
1996-12-01,6852138.0,4543119.0,3730374.0,3072405.0,657969.0,812745.0,530782.0,281963.0,557823.0,35491.0,522332.0,145255.0,1241110.0,920316.0,320794.0,934803.0,913527.0,346224.0,201804.0,157152.0,22236.0,21768.0,164343.0,21276.0,569972.0,871100.0,5981038.0,5601076.0,5378645.0,162814.0,59618.0,36098.0,23520.0,379962.0,6.4,8001552.0,8087692.0,22050.0,29817.0,271243.0
1997-01-01,6901219.0,4559161.0,3746272.0,3085849.0,660423.0,812889.0,531595.0,281294.0,572617.0,38741.0,533875.0,144487.0,1244511.0,920977.0,323534.0,950834.0,930460.0,355836.0,203184.0,160968.0,21000.0,22272.0,167200.0,20374.0,570391.0,895267.0,6005953.0,5635103.0,5411132.0,161929.0,62042.0,36939.0,25103.0,370850.0,6.2,8035804.0,8110846.0,22124.0,29877.0,271472.0
1997-02-01,6938060.0,4593999.0,3777896.0,3115688.0,662208.0,816103.0,532639.0,283464.0,576499.0,38262.0,538237.0,144052.0,1251049.0,924797.0,326252.0,947067.0,927412.0,350748.0,204420.0,161436.0,20940.0,22284.0,167584.0,19655.0,574607.0,902732.0,6035328.0,5658747.0,5433958.0,162427.0,62363.0,37260.0,25103.0,376581.0,6.2,8073697.0,8133444.0,22213.0,29935.0,271703.0
1997-03-01,6978743.0,4624051.0,3804902.0,3140650.0,664252.0,819149.0,533966.0,285183.0,577526.0,36323.0,541204.0,143914.0,1258558.0,929612.0,328946.0,952783.0,933652.0,355176.0,205488.0,161856.0,20964.0,22608.0,167560.0,19131.0,578089.0,908336.0,6070407.0,5680489.0,5454224.0,163641.0,62624.0,37521.0,25103.0,389918.0,6.4,8112273.0,8172108.0,22322.0,30050.0,271952.0
1997-04-01,6991437.0,4637715.0,3816548.0,3150901.0,665648.0,821166.0,535385.0,285781.0,572317.0,29181.0,543136.0,144063.0,1267014.0,935400.0,331614.0,949803.0,930940.0,355140.0,206400.0,159000.0,21012.0,22440.0,166948.0,18863.0,579475.0,910484.0,6080954.0,5688688.0,5459332.0,166397.0,62959.0,37831.0,25128.0,392266.0,6.5,8125351.0,8178231.0,22339.0,30043.0,272213.0
1997-05-01,7020397.0,4659101.0,3834927.0,3167595.0,667332.0,824174.0,537294.0,286879.0,575249.0,27549.0,547699.0,144479.0,1274750.0,940498.0,334252.0,948607.0,929920.0,356304.0,207144.0,159156.0,19740.0,21996.0,165580.0,18687.0,581788.0,915558.0,6104839.0,5691502.0,5460234.0,168117.0,63150.0,38022.0,25128.0,413337.0,6.8,8169671.0,8214139.0,22405.0,30146.0,272482.0
1997-06-01,7054944.0,4683113.0,3855459.0,3184514.0,670945.0,827654.0,539493.0,288161.0,577803.0,27505.0,550298.0,145155.0,1281708.0,944850.0,336859.0,951575.0,932944.0,356172.0,207708.0,159936.0,20424.0,22176.0,166528.0,18631.0,584410.0,922659.0,6132285.0,5727194.0,5494236.0,169625.0,63333.0,38205.0,25128.0,405091.0,6.6,8201597.0,8240454.0,22482.0,30211.0,272767.0
1997-07-01,7090611.0,4704539.0,3873402.0,3200419.0,672983.0,831137.0,541929.0,289208.0,585961.0,31785.0,554176.0,146091.0,1287519.0,948089.0,339430.0,953149.0,934432.0,356580.0,208104.0,161916.0,19668.0,22224.0,165940.0,18717.0,586647.0,931465.0,6159146.0,5783826.0,5548827.0,170992.0,64006.0,38422.0,25584.0,375320.0,6.1,8242561.0,8271681.0,22555.0,30291.0,273074.0
1997-08-01,7138209.0,4743931.0,3907822.0,3234964.0,672857.0,836109.0,544627.0,291482.0,587346.0,32656.0,554690.0,147293.0,1294580.0,952618.0,341962.0,956216.0,937300.0,358380.0,208332.0,163716.0,19080.0,21936.0,165856.0,18916.0,591157.0,942105.0,6196104.0,5823644.0,5587042.0,172432.0,64170.0,38586.0,25584.0,372460.0,6.0,8295672.0,8314608.0,22664.0,30412.0,273395.0
1997-09-01,7177077.0,4768108.0,3927661.0,3251219.0,676442.0,840447.0,547681.0,292767.0,592261.0,32860.0,559401.0,148765.0,1302551.0,958098.0,344452.0,959154.0,939928.0,357612.0,208404.0,165408.0,20172.0,22428.0,165904.0,19226.0,593763.0,949754.0,6227322.0,5840019.0,5601667.0,174027.0,64325.0,38741.0,25584.0,387303.0,6.2,8323774.0,8336357.0,22752.0,30458.0,273703.0
1997-10-01,7224300.0,4804543.0,3958900.0,3278287.0,680614.0,845643.0,550951.0,294691.0,597098.0,31944.0,565154.0,150516.0,1309579.0,962682.0,346897.0,960247.0,940552.0,358164.0,208284.0,167508.0,18756.0,22296.0,165544.0,19695.0,597683.0,957990.0,6266310.0,5878816.0,5637666.0,175467.0,65684.0,38847.0,26837.0,387494.0,6.2,8374614.0,8377632.0,22871.0,30577.0,273989.0
1997-11-01,7276104.0,4852735.0,4000526.0,3317085.0,683441.0,852208.0,554580.0,297628.0,593498.0,31266.0,562232.0,152172.0,1319165.0,969872.0,349292.0,961936.0,941608.0,357492.0,207996.0,168204.0,19584.0,22284.0,166048.0,20328.0,603401.0,968997.0,6307107.0,5902989.0,5661056.0,176133.0,65800.0,38963.0,26837.0,404118.0,6.4,8441193.0,8431754.0,22998.0,30745.0,274249.0
1997-12-01,7318613.0,4874832.0,4017813.0,3332313.0,685499.0,857020.0,558443.0,298577.0,599139.0,30364.0,568774.0,153738.0,1329383.0,977749.0,351634.0,967000.0,945868.0,361500.0,207540.0,168384.0,19896.0,22728.0,165820.0,21132.0,605480.0,976502.0,6342111.0,5933674.0,5692107.0,175678.0,65889.0,39052.0,26837.0,408437.0,6.4,8493051.0,8480345.0,23104.0,30894.0,274499.0
1998-01-01,7387671.0,4911281.0,4049818.0,3362333.0,687484.0,861463.0,562707.0,298757.0,612851.0,30657.0,582194.0,155097.0,1344227.0,990310.0,353916.0,971041.0,949037.0,364872.0,206928.0,167004.0,18972.0,23256.0,168005.0,22004.0,606825.0,986674.0,6400998.0,5929742.0,5689906.0,173521.0,66315.0,39436.0,26879.0,471255.0,7.4,8575749.0,8554856.0,23299.0,31139.0,274732.0
1998-02-01,7434547.0,4943871.0,4076600.0,3386643.0,689957.0,867270.0,566728.0,300543.0,616051.0,27297.0,588754.0,156758.0,1354183.0,998457.0,355726.0,974194.0,951317.0,366228.0,206388.0,167040.0,19284.0,23172.0,169205.0,22877.0,610509.0,996415.0,6438132.0,5963333.0,5723833.0,173677.0,65823.0,38944.0,26879.0,474799.0,7.4,8638663.0,8608949.0,23416.0,31312.0,274943.0
1998-03-01,7481421.0,4970814.0,4098262.0,3406293.0,691969.0,872551.0,570608.0,301944.0,623228.0,25655.0,597573.0,158606.0,1363402.0,1006332.0,357069.0,978820.0,955169.0,368796.0,205932.0,167688.0,19944.0,23568.0,169241.0,23651.0,613449.0,1005308.0,6476112.0,5991479.0,5750287.0,175537.0,65655.0,38776.0,26879.0,484633.0,7.5,8693746.0,8658332.0,23535.0,31465.0,275175.0
1998-04-01,7518550.0,4996539.0,4118935.0,3424625.0,694310.0,877605.0,574414.0,303190.0,624509.0,26210.0,598299.0,160662.0,1373316.0,1015363.0,357953.0,979689.0,955313.0,367572.0,205572.0,169548.0,19308.0,23640.0,169673.0,24376.0,616166.0,1014042.0,6504509.0,6035952.0,5788053.0,179944.0,67955.0,39212.0,28743.0,468557.0,7.2,8731491.0,8685619.0,23615.0,31534.0,275434.0
1998-05-01,7563559.0,5033774.0,4150582.0,3452498.0,698083.0,883192.0,578004.0,305189.0,627333.0,26383.0,600950.0,162617.0,1379806.0,1021425.0,358381.0,980370.0,955289.0,368316.0,205308.0,170100.0,18924.0,22896.0,169745.0,25081.0,620340.0,1023524.0,6540035.0,6088425.0,5837943.0,182395.0,68087.0,39344.0,28743.0,451610.0,6.9,8778612.0,8721067.0,23722.0,31632.0,275700.0
1998-06-01,7601007.0,5054628.0,4166959.0,3467138.0,699821.0,887669.0,581470.0,306199.0,636989.0,26677.0,610312.0,164490.0,1384284.0,1025930.0,358354.0,983145.0,957341.0,368736.0,205116.0,170304.0,19680.0,23100.0,170405.0,25804.0,622529.0,1029491.0,6571516.0,6123531.0,5871702.0,183623.0,68207.0,39464.0,28743.0,447985.0,6.8,8832384.0,8770529.0,23812.0,31780.0,275976.0
