date,EPOP,AAH,EPOP_sa,AAH_trend,AAH_sa,POP,EMP_sa,TOT_HRS,GDP,LPROD,LPROD_BLS,HRS_BLS,LPROD_idx,LPROD_BLS_idx,TOT_HRS_idx,GDP_idx,POP_idx,EPOP_sa_idx,AAH_trend_idx
1989-01-01,47.68013333333334,37.469833333333334,48.4332,37.43226666666666,37.402566666666665,246.46033333333332,0.11936866666666668,232.34799999999998,12647582.610616738,54433.791599741504,56.967,79.91,83.82446390817778,79.98736310025274,83.99800442016114,70.41087689876754,87.61341512691475,97.40779251077487,98.42515268165786
1989-04-01,48.56143333333333,37.71126666666667,48.38876666666667,37.458866666666665,37.48453333333333,247.01733333333334,0.11952866666666667,232.82500000000002,12744096.270191528,54736.80347983046,57.132,80.219,84.29108230200625,80.21903959561921,84.17044854754084,70.94818205917548,87.8114213194962,97.31842916261917,98.49509525512387
1989-07-01,48.999833333333335,36.788833333333336,48.46793333333333,37.481766666666665,37.46743333333333,247.69833333333335,0.12005433333333333,233.99166666666667,12838496.331358347,54867.322901919644,57.398,80.403,84.49207363964226,80.5925301881494,84.59221964874904,71.47372051902894,88.05350788529151,97.47764743108863,98.55530897438595
1989-10-01,48.47266666666667,37.993233333333336,48.425333333333334,37.485033333333334,37.611866666666664,248.37433333333334,0.12027600000000001,234.44500000000002,12863785.736926846,54869.09824021346,57.404,80.407,84.49480754401233,80.60095478798091,84.75610784807564,71.61451020802704,88.29381701668301,97.39197124283433,98.56389841323265
1990-01-01,47.5965,37.55246666666667,48.34886666666667,37.47956666666667,37.47906666666666,248.93633333333332,0.12035766666666665,234.57000000000002,13004371.741504604,55439.194020994175,57.936,80.657,85.37271760311033,81.34793597304129,84.80129760891938,72.3971723314359,88.49360064366824,97.23818315531055,98.54952425026471
1990-04-01,48.35476666666667,37.22716666666667,48.18043333333333,37.47886666666667,36.99883333333333,249.711,0.12031199999999999,234.47533333333334,13051573.713543989,55662.885848165926,58.338,80.31,85.71718832510578,81.91238416175231,84.76707389670706,72.65995236972196,88.76898448062775,96.8994337192784,98.54768365622613
1990-07-01,48.450199999999995,36.8289,47.91916666666666,37.461600000000004,37.51443333333333,250.59466666666665,0.12008266666666667,233.92166666666665,13060263.670501199,55831.78273567875,58.53,79.895,85.97727843890175,82.18197135636058,84.56691338267653,72.70833058620866,89.08311638758971,96.37397991369362,98.50228233660785
1990-10-01,47.6857,37.776199999999996,47.6424,37.40143333333334,37.39503333333334,251.48166666666665,0.11981166666666666,233.019,12941362.43489292,55537.79921333848,57.921,79.555,85.52456312303299,81.32687447346251,84.24058305637031,72.04639063125646,89.39843325082087,95.81735284712431,98.34407889662525
1991-01-01,46.53863333333334,37.36253333333333,47.28463333333334,37.31413333333334,37.283366666666666,252.25733333333332,0.11927900000000001,231.441,12880804.54002937,55654.80852584187,58.1,78.777,85.70474977923696,81.57820836843584,83.670107515479,71.70925628615981,89.67417257466114,95.0978203521841,98.11453052581392
1991-04-01,47.30346666666667,37.48513333333333,47.130500000000005,37.25723333333333,37.257,253.06266666666667,0.11926933333333334,231.07033333333334,12981234.763463635,56178.71656738122,59.05,78.278,86.51153375346645,82.91210334175793,83.53610481132371,72.26836551017942,89.96045800929717,94.78783076338289,97.96491652467797
1991-07-01,47.49473333333333,36.558366666666664,46.97023333333333,37.268233333333335,37.245533333333334,253.96533333333332,0.119288,231.17466666666667,13046836.560957845,56437.13798350675,59.551,78.194,86.90948576144704,83.61555742768886,83.57382319837463,72.63357997288831,90.28134416699352,94.4655059487297,97.99384014528422
1991-10-01,46.87703333333334,37.72206666666667,46.834966666666666,37.32626666666667,37.34463333333333,254.83533333333332,0.11935166666666668,231.65766666666664,13092310.637176875,56515.766672274505,59.836,78.055,87.03056877789803,84.01572591968548,83.7484364342748,72.88674057134573,90.59061775325182,94.19346058727741,98.14643415581592
1992-01-01,46.08733333333333,37.51023333333333,46.81386666666666,37.370266666666666,37.42876666666667,255.585,0.11964933333333333,232.50900000000001,13249058.615618896,56982.9925534878,61.018,77.597,87.75006594805134,85.67537208649256,84.05620883212788,73.75937868362398,90.85711441819241,94.15102472877585,98.26212863824088
1992-04-01,47.033633333333334,37.22166666666667,46.87253333333334,37.353633333333335,36.9972,256.4393333333333,0.12019933333333332,233.47433333333333,13392718.592161706,57362.70193366739,61.528,77.91,88.33479345460653,86.39146307217074,84.40519429187042,74.55915404268308,91.1608187099855,94.26901384562062,98.21839261799084
1992-07-01,47.38706666666667,35.530566666666665,46.8783,37.312533333333334,36.21096666666667,257.3856666666666,0.120658,234.10666666666665,13525053.408833265,57773.038253929546,62.086,78.033,88.96668443734293,87.17495085650097,84.63379422872525,75.29588063882015,91.49722779480823,94.28061163949229,98.11032345372573
1992-10-01,46.8025,37.669900000000005,46.75066666666667,37.318533333333335,37.29526666666666,258.27666666666664,0.12074633333333333,234.31566666666666,13666100.185629785,58323.45903302718,62.449,78.545,89.81429628608286,87.68463914630722,84.70935150885599,76.08110794618331,91.81396660556241,94.023918271084,98.12609997405639
1993-01-01,46.09376666666666,37.48383333333334,46.7912,37.370266666666666,37.40463333333333,259.03933333333333,0.12120766666666667,235.53733333333332,13688914.881978417,58117.81380154208,61.915,79.233,89.497616136163,86.934849761303,85.15100610483543,76.20812057978634,92.08508459995284,94.10543802454039,98.26212863824088
1993-04-01,47.04196666666667,37.68116666666666,46.903099999999995,37.42476666666667,37.46633333333333,259.826,0.12186666666666666,237.16366666666667,13768607.766960433,58055.29978718114,61.553,80.133,89.4013486599033,86.42656557146869,85.73895501991964,76.65178211471604,92.36473427948143,94.33048885706756,98.40543203124453
1993-07-01,47.54226666666667,36.7429,47.0602,37.467800000000004,37.3994,260.71433333333334,0.12269266666666667,239.045,13834305.342949552,57873.226141310435,61.829,80.604,89.12096720367214,86.81409716371806,86.41909104712508,77.01752978981992,92.68052512522026,94.64644494098198,98.51858474094955
1993-10-01,47.30586666666667,37.92013333333333,47.2352,37.50533333333333,37.554700000000004,261.5466666666667,0.123542,240.9416666666667,14022472.550634388,58198.62020807686,62.068,81.375,89.62205269494494,87.14967705700646,87.1047703516607,78.06508318437614,92.97640870563673,94.9984011133882,98.61727564035144
1994-01-01,46.67796666666667,37.058166666666665,47.34056666666667,37.523066666666665,36.993433333333336,262.24966666666666,0.12415033333333332,242.242,14158541.434303496,58447.921641595996,62.239,81.888,90.00596052870277,87.38977815220443,87.57486437046445,78.8225978583452,93.22631598280866,95.21031224881223,98.6639040226621
1994-04-01,47.542,37.8024,47.42679999999999,37.500433333333326,37.58923333333333,263.02066666666667,0.12474266666666667,243.25033333333332,14350415.528602188,58994.43315022051,62.301,83.209,90.84755235767095,87.47683235046335,87.93939510793724,79.89078801370242,93.50039636787206,95.38374284271981,98.60439148208137
1994-07-01,48.11416666666667,36.842866666666666,47.66253333333333,37.4652,37.46866666666667,263.86999999999995,0.12576733333333334,245.0186666666667,14434305.841408486,58911.04558594917,61.946,84.192,90.7191409855025,86.97837686043246,88.57867959133996,80.35781722156423,93.80232322526136,95.85784456676875,98.51174824880626
1994-10-01,48.10486666666666,37.6599,48.01813333333333,37.44983333333334,37.30686666666667,264.67833333333334,0.12709366666666666,247.50099999999998,14599660.941352656,58988.29071944217,62.602,84.537,90.83809341770083,87.89946644201066,89.47608798868207,81.27837239366322,94.08967512053968,96.57301950909823,98.4713428272927
1995-01-01,47.391866666666665,37.54066666666667,48.02153333333333,37.4733,37.4972,265.3883333333333,0.12744366666666665,248.338,14651457.692539807,58998.04980526463,62.641,84.951,90.8531217689007,87.95422634091548,89.77867862729173,81.56673221576338,94.34207080587692,96.57985751473353,98.53304655125267
1995-04-01,47.9991,37.29486666666667,47.89766666666666,37.54063333333334,37.082766666666664,266.14166666666665,0.12747566666666665,248.84666666666666,14695166.33812291,59053.096973194646,62.936,84.826,90.93789079207158,88.36843583263129,89.9625708274185,81.81006441277788,94.6098709227136,96.33073958394085,98.71009416829692
1995-07-01,48.31706666666667,37.06633333333333,47.895399999999995,37.61936666666667,37.651266666666665,267.00066666666663,0.127881,250.162,14820181.865757678,59242.33842772954,62.93,85.801,91.2293102028713,88.36001123279978,90.43808761752351,82.50604349413506,94.91523415328356,96.3261809135173,98.91711717396946
1995-10-01,47.92636666666667,38.02753333333333,47.836733333333335,37.6625,37.6944,267.82033333333334,0.12811666666666666,250.90966666666668,14920823.060741546,59466.91197260187,63.275,86.018,91.57513871221533,88.84442572311148,90.7083826403835,83.06632722653825,95.20661489987712,96.20819179667257,99.03053282567997
