date,DPCERC,DGDSRC,DDURRC,DMOTRC,DFDHRC,DREQRC,DODGRC,DNDGRC,DFXARC,DCLORC,DGOERC,DONGRC,DSERRC,DHCERC,DHUTRC,DHLCRC,DTRSRC,DRCARC,DFSARC,DIFSRC,DOTSRC,DNPIRC,DNPERC,DNPSRC,DPCCRC,LA001176,DNRGRC,LA001260,DHSGRC,DPCMRC,DPCXRC
1994-08-01,4762623.0,1766968.0,612008.0,249744.0,142983.0,141970.0,77312.0,1154960.0,436039.0,229238.0,134400.0,355283.0,2995654.0,2896138.0,870217.0,684258.0,163355.0,166286.0,309309.0,325931.0,376782.0,99516.0,443749.0,344232.0,4074264.0,3359095.0,252319.0,2162566.0,715169.0,4271294.0,3583443.0
1994-09-01,4775041.0,1768343.0,613836.0,248908.0,143670.0,143753.0,77505.0,1154507.0,438287.0,227345.0,132198.0,356678.0,3006698.0,2906405.0,871582.0,688002.0,164400.0,166023.0,311215.0,326515.0,378668.0,100293.0,446646.0,346353.0,4089981.0,3370383.0,246772.0,2172525.0,719598.0,4281973.0,3597418.0
1994-10-01,4812888.0,1790736.0,629639.0,256923.0,144958.0,148935.0,78823.0,1161097.0,438384.0,231657.0,132331.0,358724.0,3022152.0,2921046.0,876211.0,691102.0,166086.0,166846.0,312059.0,328053.0,380688.0,101106.0,448116.0,347010.0,4126736.0,3403691.0,247768.0,2183670.0,723045.0,4313650.0,3627999.0
1994-11-01,4825640.0,1794237.0,635145.0,262575.0,144751.0,149366.0,78453.0,1159092.0,438845.0,231584.0,129936.0,358727.0,3031403.0,2929617.0,877113.0,695107.0,167090.0,169005.0,312666.0,330068.0,378569.0,101786.0,451219.0,349433.0,4144648.0,3417730.0,242148.0,2192274.0,726918.0,4326959.0,3646464.0
1994-12-01,4841610.0,1799548.0,630706.0,257108.0,145604.0,149077.0,78918.0,1168841.0,440084.0,231937.0,135217.0,361604.0,3042062.0,2940568.0,879446.0,697525.0,166466.0,169791.0,314237.0,332839.0,380263.0,101495.0,451387.0,349892.0,4154650.0,3425148.0,246877.0,2200900.0,729502.0,4340691.0,3654226.0
1995-01-01,4851170.0,1796513.0,623560.0,248553.0,145799.0,150255.0,78954.0,1172952.0,443278.0,231571.0,133839.0,364265.0,3054657.0,2954182.0,885214.0,703014.0,167865.0,171560.0,313924.0,333148.0,379458.0,100475.0,449167.0,348692.0,4162062.0,3427258.0,245830.0,2207862.0,734803.0,4349916.0,3661300.0
1995-02-01,4850763.0,1774037.0,613010.0,245395.0,143384.0,147020.0,77211.0,1161027.0,439065.0,224899.0,136054.0,361009.0,3076726.0,2976516.0,894184.0,707401.0,168736.0,173236.0,309768.0,336624.0,386567.0,100210.0,450755.0,350544.0,4158405.0,3420015.0,253292.0,2221098.0,738390.0,4344493.0,3652626.0
1995-03-01,4885374.0,1793769.0,627186.0,256385.0,143359.0,149264.0,78178.0,1166583.0,440100.0,229023.0,133692.0,363768.0,3091605.0,2990930.0,889719.0,713005.0,170679.0,176260.0,312869.0,339293.0,389106.0,100674.0,454557.0,353882.0,4203247.0,3460589.0,242026.0,2240612.0,742658.0,4373427.0,3691787.0
1995-04-01,4890197.0,1781527.0,613173.0,242423.0,143674.0,148631.0,78445.0,1168354.0,440237.0,228121.0,133800.0,366195.0,3108670.0,3007377.0,902406.0,712106.0,171924.0,176590.0,315517.0,342588.0,386247.0,101293.0,453590.0,352297.0,4199482.0,3452712.0,250478.0,2245223.0,746770.0,4381312.0,3691081.0
1995-05-01,4933127.0,1803279.0,624811.0,248196.0,145277.0,151731.0,79606.0,1178468.0,443528.0,229854.0,135913.0,369174.0,3129848.0,3028104.0,908724.0,716547.0,174076.0,180438.0,316032.0,344997.0,387290.0,101744.0,456756.0,355012.0,4235232.0,3484100.0,254367.0,2260261.0,751132.0,4421450.0,3724037.0
1995-06-01,4977503.0,1826889.0,642759.0,264298.0,146054.0,153418.0,78988.0,1184130.0,443618.0,231065.0,137554.0,371893.0,3150614.0,3048438.0,912173.0,718083.0,175967.0,181758.0,315350.0,346262.0,398846.0,102175.0,457354.0,355179.0,4278488.0,3523447.0,255397.0,2277729.0,755041.0,4454062.0,3755526.0
1995-07-01,4970175.0,1813899.0,630976.0,249199.0,147830.0,154396.0,79551.0,1182923.0,442790.0,233868.0,134539.0,371726.0,3156275.0,3053956.0,921055.0,719227.0,176737.0,181241.0,316573.0,349409.0,389714.0,102319.0,457290.0,354971.0,4269593.0,3511207.0,257791.0,2274637.0,758386.0,4457114.0,3757010.0
1995-08-01,5005318.0,1823930.0,645330.0,261238.0,147535.0,156699.0,79858.0,1178600.0,443625.0,229532.0,132631.0,372813.0,3181388.0,3078690.0,929769.0,725189.0,179950.0,183912.0,318199.0,349134.0,392538.0,102697.0,461405.0,358708.0,4300692.0,3538874.0,261001.0,2291199.0,761818.0,4489247.0,3785094.0
1995-09-01,5020492.0,1840873.0,651324.0,262301.0,148954.0,159423.0,80647.0,1189549.0,445041.0,236890.0,130675.0,376943.0,3179619.0,3076449.0,921498.0,726288.0,180811.0,184729.0,318931.0,353523.0,390671.0,103169.0,461907.0,358738.0,4328256.0,3562991.0,247195.0,2297833.0,765265.0,4505921.0,3814157.0
1995-10-01,5013903.0,1819607.0,638070.0,252332.0,148320.0,157472.0,79946.0,1181537.0,445291.0,230008.0,130087.0,376151.0,3194296.0,3090566.0,924014.0,730713.0,183189.0,186003.0,318496.0,353142.0,395009.0,103730.0,465086.0,361356.0,4323827.0,3554421.0,244784.0,2310192.0,769406.0,4494633.0,3805028.0
1995-11-01,5055565.0,1842121.0,650609.0,262024.0,150469.0,156622.0,81493.0,1191512.0,446255.0,234728.0,130273.0,380256.0,3213444.0,3109078.0,936139.0,731375.0,183593.0,188600.0,318577.0,355466.0,395328.0,104366.0,465812.0,361446.0,4355940.0,3583002.0,253369.0,2317409.0,772939.0,4532884.0,3833728.0
1995-12-01,5097498.0,1869952.0,668047.0,276158.0,150249.0,159737.0,81903.0,1201905.0,452144.0,235385.0,131797.0,382579.0,3227547.0,3122468.0,939273.0,735679.0,182786.0,188775.0,319402.0,360409.0,396144.0,105078.0,468850.0,363771.0,4390788.0,3614524.0,254566.0,2328514.0,776264.0,4574492.0,3868248.0
1996-01-01,5085738.0,1845969.0,645840.0,260525.0,145573.0,159130.0,80612.0,1200129.0,451812.0,231366.0,137485.0,379466.0,3239769.0,3133089.0,943958.0,736799.0,182173.0,187848.0,317822.0,362339.0,402149.0,106681.0,470792.0,364111.0,4372286.0,3593036.0,261641.0,2336364.0,779250.0,4553375.0,3840383.0
1996-02-01,5132843.0,1872548.0,663218.0,272936.0,149376.0,159162.0,81744.0,1209330.0,452557.0,237017.0,135494.0,384262.0,3260295.0,3152141.0,952490.0,731589.0,185842.0,189602.0,319499.0,364767.0,408351.0,108154.0,468294.0,360140.0,4414878.0,3633106.0,265408.0,2348609.0,781772.0,4591611.0,3874103.0
1996-03-01,5173265.0,1894477.0,670418.0,273828.0,151391.0,160704.0,84497.0,1224059.0,455754.0,236588.0,144308.0,387409.0,3278788.0,3169421.0,954183.0,740629.0,187825.0,191968.0,323589.0,366072.0,405155.0,109367.0,475120.0,365753.0,4445846.0,3660835.0,271666.0,2366419.0,785011.0,4633722.0,3906757.0
1996-04-01,5207961.0,1917020.0,679506.0,279049.0,153504.0,163143.0,83811.0,1237514.0,459443.0,239707.0,148121.0,390243.0,3290941.0,3181207.0,956087.0,745494.0,188913.0,191878.0,323679.0,366008.0,409147.0,109734.0,478293.0,368559.0,4474170.0,3686325.0,274348.0,2376868.0,787846.0,4666374.0,3933036.0
1996-05-01,5223759.0,1918106.0,680094.0,275603.0,154103.0,165285.0,85104.0,1238011.0,458783.0,239266.0,148926.0,391037.0,3305653.0,3195141.0,961233.0,746118.0,191374.0,193149.0,325581.0,370200.0,407486.0,110512.0,479144.0,368632.0,4487858.0,3697079.0,277118.0,2386683.0,790778.0,4685113.0,3949663.0
1996-06-01,5229777.0,1912492.0,669396.0,265619.0,153973.0,165641.0,84164.0,1243096.0,462097.0,240351.0,146458.0,394190.0,3317285.0,3205712.0,959884.0,752419.0,189532.0,195819.0,325141.0,371263.0,411654.0,111573.0,484198.0,372625.0,4497396.0,3703856.0,270284.0,2399919.0,793540.0,4683849.0,3951917.0
1996-07-01,5251905.0,1917190.0,672857.0,269467.0,154005.0,164738.0,84647.0,1244333.0,463603.0,238821.0,145081.0,396829.0,3334715.0,3222328.0,957517.0,751156.0,192012.0,200075.0,327007.0,371258.0,423303.0,112387.0,483941.0,371554.0,4524811.0,3727660.0,263491.0,2419153.0,797151.0,4693719.0,3967072.0
1996-08-01,5275019.0,1927880.0,681653.0,275522.0,153563.0,167684.0,84883.0,1246227.0,464203.0,240031.0,143991.0,398002.0,3347139.0,3235282.0,967153.0,754124.0,193512.0,197100.0,327131.0,372035.0,424227.0,111857.0,485659.0,373801.0,4541912.0,3741821.0,268904.0,2422136.0,800090.0,4716046.0,3983383.0
1996-09-01,5296591.0,1932590.0,683636.0,276312.0,155588.0,166565.0,85171.0,1248954.0,465043.0,242418.0,141309.0,400184.0,3364000.0,3252660.0,964823.0,759073.0,198205.0,197876.0,328806.0,377233.0,426644.0,111341.0,488542.0,377201.0,4570574.0,3767801.0,260974.0,2441563.0,802773.0,4732203.0,4006627.0
1996-10-01,5328454.0,1952011.0,688842.0,278223.0,156538.0,168084.0,85997.0,1263169.0,468604.0,243502.0,146438.0,404626.0,3376443.0,3265444.0,973079.0,764375.0,201313.0,199468.0,331340.0,377621.0,418248.0,110999.0,492022.0,381023.0,4589075.0,3782931.0,270776.0,2445961.0,806144.0,4773993.0,4035049.0
1996-11-01,5351191.0,1958719.0,692234.0,280890.0,157216.0,168658.0,85470.0,1266485.0,469618.0,241895.0,148561.0,406412.0,3392472.0,3282366.0,979021.0,767731.0,197735.0,200060.0,334641.0,382102.0,421076.0,110106.0,494022.0,383916.0,4605848.0,3796803.0,275726.0,2456262.0,809045.0,4796327.0,4051416.0
1996-12-01,5378645.0,1963047.0,687847.0,273848.0,157590.0,170363.0,86046.0,1275200.0,471029.0,243537.0,150771.0,409863.0,3415599.0,3307777.0,979847.0,775286.0,203800.0,202153.0,334455.0,384093.0,428143.0,107822.0,497598.0,389777.0,4631690.0,3819962.0,275926.0,2478715.0,811729.0,4818999.0,4072476.0
1997-01-01,5411132.0,1975398.0,703285.0,293646.0,155815.0,168584.0,85240.0,1272113.0,471751.0,243011.0,150412.0,406939.0,3435734.0,3330066.0,989103.0,774632.0,203921.0,202041.0,338446.0,388416.0,433509.0,105668.0,494705.0,389037.0,4658729.0,3842913.0,280652.0,2489678.0,815816.0,4844426.0,4092457.0
1997-02-01,5433958.0,1985085.0,701986.0,286152.0,158918.0,170696.0,86220.0,1283099.0,473426.0,243945.0,153855.0,411874.0,3448873.0,3344644.0,989458.0,776111.0,205277.0,205439.0,339094.0,392622.0,436643.0,104229.0,493468.0,389239.0,4680415.0,3860374.0,280117.0,2502570.0,820041.0,4861711.0,4108602.0
1997-03-01,5454224.0,1999342.0,711501.0,293246.0,158830.0,172437.0,86988.0,1287841.0,475339.0,244109.0,152219.0,416174.0,3454882.0,3351322.0,985827.0,778292.0,208825.0,204992.0,339354.0,396077.0,437955.0,103561.0,493667.0,390107.0,4708107.0,3884140.0,270778.0,2512357.0,823967.0,4881959.0,4136271.0
1997-04-01,5459332.0,1976046.0,697484.0,280612.0,158300.0,172389.0,86184.0,1278561.0,472913.0,242669.0,147662.0,415317.0,3483286.0,3379889.0,1001641.0,781591.0,210199.0,206589.0,340677.0,396994.0,442199.0,103398.0,495316.0,391919.0,4708952.0,3880575.0,277467.0,2525105.0,828377.0,4881472.0,4131514.0
1997-05-01,5460234.0,1963243.0,690225.0,276654.0,158536.0,171131.0,83904.0,1273018.0,470716.0,243709.0,141925.0,416668.0,3496991.0,3393636.0,1001122.0,785436.0,209107.0,208002.0,339982.0,403682.0,446306.0,103355.0,497605.0,394250.0,4722550.0,3890092.0,266968.0,2539490.0,832458.0,4878694.0,4141428.0
1997-06-01,5494236.0,1983635.0,702052.0,281178.0,159843.0,173727.0,87304.0,1281582.0,471741.0,246834.0,143390.0,419618.0,3510601.0,3406803.0,1000673.0,789122.0,211158.0,207390.0,342213.0,406300.0,449947.0,103798.0,500097.0,396299.0,4758727.0,3922204.0,263768.0,2553700.0,836523.0,4911499.0,4176403.0
1997-07-01,5548827.0,2006838.0,715724.0,291415.0,161212.0,175272.0,87825.0,1291114.0,476067.0,249017.0,143161.0,422869.0,3541990.0,3437795.0,1011292.0,793376.0,212902.0,208754.0,345207.0,411619.0,454646.0,104194.0,502780.0,398585.0,4803655.0,3962452.0,269105.0,2574842.0,841203.0,4961364.0,4216602.0
1997-08-01,5587042.0,2030343.0,732611.0,307890.0,161558.0,175991.0,87171.0,1297733.0,475996.0,250750.0,146867.0,424120.0,3556699.0,3451610.0,1011663.0,796611.0,212206.0,210064.0,347277.0,417707.0,456081.0,105089.0,505213.0,400124.0,4842681.0,3997008.0,268365.0,2589528.0,845673.0,4994181.0,4250227.0
1997-09-01,5601667.0,2023191.0,720003.0,291342.0,162372.0,177631.0,88658.0,1303188.0,477114.0,249882.0,149410.0,426781.0,3578476.0,3472257.0,1020295.0,799482.0,216934.0,209696.0,347265.0,419691.0,458894.0,106219.0,507526.0,401308.0,4849531.0,3999520.0,275022.0,2602854.0,850011.0,5006887.0,4255154.0
1997-10-01,5637666.0,2028587.0,724657.0,296317.0,162556.0,177202.0,88583.0,1303930.0,477337.0,250623.0,147764.0,428206.0,3609079.0,3501487.0,1036748.0,801214.0,218116.0,212088.0,346074.0,424991.0,462256.0,107592.0,509832.0,402240.0,4874707.0,4020679.0,285622.0,2617192.0,854029.0,5036360.0,4273805.0
1997-11-01,5661056.0,2053472.0,740758.0,307366.0,163763.0,179832.0,89797.0,1312714.0,479134.0,252661.0,148992.0,431927.0,3607585.0,3498429.0,1030058.0,805214.0,215929.0,211491.0,345064.0,422272.0,468401.0,109156.0,513349.0,404193.0,4906851.0,4047873.0,275072.0,2622527.0,858977.0,5052269.0,4298465.0
1997-12-01,5692107.0,2052889.0,746068.0,311173.0,164181.0,180692.0,90023.0,1306821.0,475794.0,252743.0,146278.0,432005.0,3639218.0,3528420.0,1039987.0,810293.0,217064.0,213259.0,350476.0,426239.0,471102.0,110798.0,517934.0,407136.0,4938499.0,4075218.0,277814.0,2644401.0,863281.0,5079188.0,4325979.0
1998-01-01,5689906.0,2042462.0,733022.0,292652.0,167181.0,182193.0,90996.0,1309440.0,477694.0,253444.0,140870.0,437432.0,3647444.0,3534449.0,1030185.0,816160.0,218880.0,216575.0,351843.0,426844.0,473962.0,112995.0,523515.0,410520.0,4954424.0,4086382.0,257788.0,2662484.0,868042.0,5073205.0,4338114.0
1998-02-01,5723833.0,2045893.0,739406.0,294658.0,168370.0,184656.0,91722.0,1306487.0,478485.0,255414.0,135432.0,437157.0,3677940.0,3562943.0,1042436.0,820231.0,220370.0,215670.0,352930.0,432703.0,478602.0,114998.0,527839.0,412841.0,4985150.0,4112924.0,260199.0,2680948.0,872226.0,5102407.0,4364113.0
1998-03-01,5750287.0,2044790.0,740680.0,295361.0,168859.0,184806.0,91653.0,1304111.0,480590.0,255006.0,132184.0,436331.0,3705497.0,3588506.0,1051417.0,824104.0,221165.0,216742.0,354249.0,436676.0,484154.0,116991.0,531352.0,414360.0,5008898.0,4131692.0,260799.0,2699676.0,877207.0,5120504.0,4379503.0
1998-04-01,5788053.0,2071702.0,758094.0,306594.0,170636.0,187068.0,93795.0,1313608.0,482140.0,258716.0,130205.0,442547.0,3716351.0,3597184.0,1049921.0,826374.0,222717.0,217461.0,357531.0,440399.0,482780.0,119167.0,534436.0,415269.0,5053280.0,4171530.0,252633.0,2712174.0,881750.0,5155228.0,4420843.0
1998-05-01,5837943.0,2096016.0,778296.0,324543.0,171228.0,189274.0,93251.0,1317720.0,484072.0,257142.0,131498.0,445008.0,3741928.0,3620594.0,1062716.0,829615.0,222224.0,217252.0,359497.0,441203.0,488087.0,121334.0,538068.0,416734.0,5092163.0,4205573.0,261708.0,2725127.0,886590.0,5199973.0,4454579.0
1998-06-01,5871702.0,2099770.0,771324.0,313977.0,172963.0,189643.0,94742.0,1328445.0,487129.0,257147.0,133585.0,450584.0,3771932.0,3648790.0,1072688.0,831948.0,223973.0,218392.0,361960.0,445205.0,494623.0,123142.0,541117.0,417974.0,5116030.0,4224387.0,268543.0,2745332.0,891643.0,5227314.0,4472027.0
1998-07-01,5889962.0,2103515.0,769397.0,306216.0,174414.0,193852.0,94916.0,1334117.0,488597.0,259091.0,133613.0,452816.0,3786447.0,3661282.0,1071878.0,834230.0,226384.0,220139.0,360620.0,448178.0,499853.0,125165.0,545019.0,419854.0,5138786.0,4242186.0,262579.0,2760881.0,896600.0,5237189.0,4486396.0
1998-08-01,5924994.0,2118051.0,784874.0,320407.0,174686.0,194267.0,95515.0,1333177.0,489503.0,257579.0,131833.0,454262.0,3806942.0,3679660.0,1076592.0,836477.0,226576.0,222159.0,361936.0,454198.0,501724.0,127282.0,548485.0,421203.0,5175053.0,4273535.0,260438.0,2776820.0,901518.0,5269792.0,4520232.0
1998-09-01,5965584.0,2138028.0,800861.0,335406.0,175688.0,195842.0,93926.0,1337167.0,491705.0,255674.0,130722.0,459065.0,3827556.0,3698629.0,1081383.0,839531.0,228872.0,222450.0,366794.0,454425.0,505175.0,128927.0,551615.0,422687.0,5214820.0,4308436.0,259059.0,2792836.0,906384.0,5305973.0,4555588.0
1998-10-01,5998823.0,2164285.0,819438.0,348473.0,177659.0,198114.0,95192.0,1344847.0,493059.0,260392.0,131253.0,460143.0,3834538.0,3703992.0,1078411.0,840670.0,229443.0,224178.0,369354.0,455411.0,506525.0,130546.0,553868.0,423321.0,5254590.0,4342946.0,251174.0,2802974.0,911643.0,5335377.0,4591519.0
1998-11-01,6015365.0,2171890.0,817882.0,344666.0,179955.0,197029.0,96232.0,1354008.0,495635.0,262087.0,129816.0,466470.0,3843474.0,3711364.0,1079505.0,841806.0,229959.0,225067.0,370532.0,456651.0,507843.0,132110.0,556281.0,424171.0,5273541.0,4357434.0,246188.0,2810995.0,916107.0,5349007.0,4607556.0
1998-12-01,6070526.0,2204871.0,838247.0,359505.0,181310.0,199573.0,97858.0,1366625.0,500634.0,261972.0,127245.0,476773.0,3865655.0,3732633.0,1088535.0,843395.0,231595.0,226366.0,374789.0,460820.0,507132.0,133022.0,558660.0,425638.0,5321658.0,4401360.0,248234.0,2824368.0,920298.0,5403850.0,4655351.0
1999-01-01,6073864.0,2188342.0,808365.0,330166.0,181840.0,198386.0,97973.0,1379977.0,502284.0,265498.0,125931.0,486264.0,3885521.0,3752530.0,1097265.0,845915.0,232596.0,226967.0,369804.0,465712.0,514271.0,132991.0,560705.0,427714.0,5320855.0,4396027.0,250724.0,2835901.0,924828.0,5405258.0,4652617.0
1999-02-01,6099229.0,2208886.0,824121.0,334825.0,185055.0,205011.0,99230.0,1384765.0,505295.0,267118.0,125023.0,487329.0,3890342.0,3757439.0,1094451.0,849347.0,233960.0,228882.0,373221.0,463037.0,514542.0,132903.0,563069.0,430166.0,5351008.0,4422356.0,242925.0,2843788.0,928652.0,5432425.0,4684568.0
1999-03-01,6133027.0,2217449.0,827357.0,335913.0,186865.0,204663.0,99916.0,1390091.0,506013.0,269901.0,128007.0,486171.0,3915579.0,3781796.0,1106917.0,851372.0,235333.0,231135.0,372713.0,465668.0,518659.0,133783.0,565785.0,432003.0,5373334.0,4440243.0,253681.0,2856814.0,933090.0,5461621.0,4702288.0
1999-04-01,6199523.0,2255620.0,841321.0,349552.0,185887.0,206344.0,99538.0,1414299.0,509988.0,269635.0,144582.0,490093.0,3943903.0,3808655.0,1110867.0,853307.0,236497.0,234057.0,376148.0,474569.0,523210.0,135247.0,568394.0,433147.0,5420049.0,4482445.0,269485.0,2881396.0,937604.0,5518628.0,4739512.0
1999-05-01,6232102.0,2276124.0,855368.0,357119.0,188066.0,209279.0,100904.0,1420755.0,512428.0,271710.0,143906.0,492712.0,3955978.0,3819805.0,1114280.0,855956.0,238283.0,233970.0,376716.0,476057.0,524544.0,136173.0,570499.0,434327.0,5452070.0,4510010.0,267604.0,2890220.0,942059.0,5547888.0,4768211.0
1999-06-01,6260300.0,2287475.0,867725.0,365354.0,190437.0,210033.0,101901.0,1419749.0,510930.0,273019.0,143978.0,491822.0,3972825.0,3835687.0,1122779.0,859134.0,240639.0,236276.0,377012.0,476022.0,523825.0,137138.0,572914.0,435776.0,5477521.0,4531332.0,271849.0,2898765.0,946189.0,5573347.0,4790919.0
1999-07-01,6287552.0,2287084.0,865238.0,360236.0,190221.0,211500.0,103282.0,1421846.0,513638.0,271164.0,149634.0,487410.0,4000468.0,3862281.0,1130931.0,863937.0,243256.0,238640.0,378150.0,482727.0,524640.0,138187.0,576447.0,438261.0,5492838.0,4542255.0,281076.0,2918443.0,950583.0,5595246.0,4800880.0
1999-08-01,6331887.0,2311216.0,871930.0,362568.0,193540.0,213419.0,102403.0,1439287.0,516887.0,272294.0,153082.0,497023.0,4020670.0,3881180.0,1134165.0,867549.0,243770.0,241122.0,379233.0,488043.0,527298.0,139491.0,579506.0,440016.0,5531770.0,4576809.0,283230.0,2935563.0,954961.0,5633443.0,4833672.0
1999-09-01,6386490.0,2335487.0,876406.0,360286.0,196975.0,215703.0,103442.0,1459081.0,522427.0,273041.0,157491.0,506123.0,4051003.0,3909987.0,1138921.0,871932.0,245808.0,245305.0,384831.0,493294.0,529896.0,141016.0,583512.0,442495.0,5576446.0,4616870.0,287618.0,2961300.0,959576.0,5680296.0,4870593.0
1999-10-01,6411379.0,2330189.0,867977.0,346955.0,197100.0,217658.0,106263.0,1462213.0,519047.0,272947.0,162065.0,508153.0,4081190.0,3938581.0,1141799.0,877100.0,247655.0,245374.0,390197.0,497561.0,538894.0,142609.0,588155.0,445545.0,5601322.0,4637843.0,291010.0,2988766.0,963480.0,5697350.0,4887632.0
1999-11-01,6448690.0,2339011.0,871201.0,350006.0,197718.0,216593.0,106884.0,1467810.0,523337.0,272302.0,154843.0,517328.0,4109679.0,3965848.0,1138506.0,881699.0,249725.0,247376.0,392617.0,512084.0,543840.0,143831.0,591760.0,447930.0,5650411.0,4681480.0,274942.0,3020649.0,968931.0,5726142.0,4928199.0
1999-12-01,6541049.0,2407858.0,889811.0,355783.0,200515.0,222469.0,111044.0,1518047.0,544090.0,274534.0,169997.0,529427.0,4133191.0,3987811.0,1146716.0,885826.0,248604.0,247560.0,393326.0,520282.0,545498.0,145379.0,595080.0,449700.0,5702796.0,4729800.0,294163.0,3036028.0,972996.0,5814212.0,4976293.0
2000-01-01,6542870.0,2372287.0,908629.0,373268.0,201493.0,226987.0,106881.0,1463658.0,518693.0,271548.0,164788.0,508630.0,4170583.0,4023338.0,1156023.0,889325.0,250043.0,246052.0,397202.0,530397.0,554296.0,147245.0,597389.0,450143.0,5733312.0,4753090.0,290865.0,3064284.0,980221.0,5801926.0,4992701.0
2000-02-01,6625259.0,2416110.0,930674.0,389330.0,203999.0,227596.0,109750.0,1485436.0,526549.0,275408.0,172637.0,510841.0,4209149.0,4059943.0,1161271.0,893647.0,254725.0,249103.0,400160.0,544998.0,556040.0,149206.0,601036.0,451830.0,5799886.0,4814653.0,298824.0,3097729.0,985233.0,5875651.0,5050608.0
2000-03-01,6686521.0,2450861.0,923323.0,375152.0,207016.0,231652.0,109503.0,1527538.0,535107.0,280861.0,187245.0,524324.0,4235660.0,4083980.0,1159055.0,898533.0,257596.0,252564.0,407475.0,551299.0,557458.0,151680.0,606091.0,454411.0,5845352.0,4855070.0,306061.0,3126562.0,990283.0,5928677.0,5087835.0
2000-04-01,6679067.0,2428819.0,900602.0,352523.0,207133.0,230361.0,110585.0,1528217.0,536031.0,278826.0,180173.0,533186.0,4250249.0,4097751.0,1172654.0,904299.0,256922.0,252812.0,406270.0,541270.0,563526.0,152497.0,609967.0,457470.0,5835391.0,4840248.0,307645.0,3127634.0,995142.0,5921942.0,5078589.0
2000-05-01,6709732.0,2438992.0,906968.0,357508.0,208677.0,229272.0,111511.0,1532024.0,536633.0,282061.0,179631.0,533699.0,4270740.0,4116776.0,1183520.0,910152.0,260600.0,252812.0,407252.0,532821.0,569618.0,153965.0,614282.0,460317.0,5860755.0,4860121.0,312344.0,3137393.0,1000634.0,5948048.0,5099392.0
2000-06-01,6746933.0,2443339.0,898224.0,350632.0,207314.0,229562.0,110716.0,1545115.0,542913.0,279363.0,190955.0,531883.0,4303594.0,4147307.0,1196817.0,915616.0,261822.0,253832.0,409451.0,538220.0,571549.0,156287.0,619765.0,463479.0,5873295.0,4866559.0,330725.0,3157089.0,1006735.0,5978850.0,5105530.0
2000-07-01,6768501.0,2445116.0,897288.0,348680.0,208690.0,229438.0,110480.0,1547828.0,542897.0,278435.0,190402.0,536094.0,4323385.0,4165168.0,1198458.0,921343.0,260375.0,258232.0,410880.0,539248.0,576632.0,158218.0,623965.0,465747.0,5899358.0,4887222.0,326246.0,3175405.0,1012136.0,5994821.0,5125993.0
2000-08-01,6802846.0,2455239.0,906436.0,355999.0,209976.0,230668.0,109793.0,1548803.0,544258.0,281861.0,183267.0,539416.0,4347607.0,4187468.0,1208760.0,926664.0,264378.0,256093.0,409878.0,541910.0,579785.0,160139.0,627634.0,467495.0,5935256.0,4917145.0,323331.0,3189431.0,1018111.0,6023753.0,5156477.0
2000-09-01,6888604.0,2507094.0,931250.0,371744.0,211701.0,235610.0,112195.0,1575844.0,546726.0,287271.0,194393.0,547454.0,4381510.0,4218412.0,1218273.0,932063.0,266805.0,256724.0,416389.0,545290.0,582869.0,163098.0,632550.0,469452.0,6004481.0,4979973.0,337397.0,3213998.0,1024507.0,6101963.0,5218150.0
2000-10-01,6893798.0,2493180.0,920566.0,364766.0,212220.0,232752.0,110828.0,1572614.0,550874.0,284137.0,190548.0,547055.0,4400618.0,4234911.0,1224283.0,937052.0,267184.0,257506.0,415873.0,546993.0,586020.0,165706.0,637025.0,471319.0,6010097.0,4978969.0,332826.0,3227211.0,1031128.0,6105225.0,5221834.0
2000-11-01,6909824.0,2485867.0,913394.0,358908.0,211163.0,232868.0,110454.0,1572473.0,550617.0,285667.0,186953.0,549236.0,4423957.0,4255443.0,1238389.0,943167.0,269181.0,259192.0,415694.0,542263.0,587558.0,168514.0,643039.0,474525.0,6022409.0,4985016.0,336799.0,3236719.0,1037393.0,6119153.0,5232045.0
2000-12-01,6952196.0,2501158.0,913508.0,360220.0,207886.0,233538.0,111864.0,1587650.0,555641.0,284539.0,193195.0,554276.0,4451038.0,4281107.0,1265168.0,949234.0,265721.0,257759.0,408851.0,548394.0,585981.0,169931.0,646943.0,477011.0,6033889.0,4989563.0,362666.0,3237241.0,1044326.0,6166106.0,5248104.0
2001-01-01,6987401.0,2498539.0,916450.0,358318.0,214929.0,233694.0,109509.0,1582089.0,556803.0,285368.0,190304.0,549614.0,4488862.0,4317246.0,1263049.0,959627.0,268353.0,263733.0,421949.0,546542.0,593992.0,171616.0,652409.0,480793.0,6079984.0,5028665.0,350614.0,3277233.0,1051319.0,6188038.0,5280932.0
2001-02-01,7001834.0,2513841.0,938897.0,384815.0,212193.0,230688.0,111201.0,1574944.0,555929.0,282005.0,186229.0,550782.0,4487992.0,4315773.0,1270205.0,966260.0,266643.0,261147.0,418640.0,538671.0,594207.0,172219.0,656024.0,483805.0,6099211.0,5041072.0,346694.0,3269388.0,1058139.0,6206612.0,5304292.0
