date,Demographics,Disabled/Ill,Discouraged,Family,Other,Retired,School
2001-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-04-01,-0.0012362996737162266,0.0005863917370643179,-0.005923165008425713,-0.012664124369621277,-0.0034888507798314095,-0.004510550449291273,-0.011693732813000679
2001-05-01,-0.0057309865951538095,0.003203159819046064,-0.007604543740550751,-0.00929174323876758,-0.01763214822858572,-0.00802117089430432,-0.02916638428966145
2001-06-01,-0.01150965690612793,-0.013159525891145663,-0.016187317669391632,0.001901822785535856,-0.03139765467494726,-0.0036035353938732584,-0.047536675507823034
2001-07-01,-0.016578038533528648,-0.023106454561153456,-0.01704593499501561,0.010732375085353851,-0.03807677421718836,0.0009004957973957062,-0.0661130528897047
2001-08-01,-0.024267534414927162,-0.02644785369435887,-0.038644811138510704,0.027486123144626617,-0.03302999927351857,0.0071751574675236185,-0.10446842449406724
2001-09-01,-0.02934585014979045,-0.03177635371685028,-0.04080903405944514,0.023266300559043884,-0.033031248797973145,0.02562108760078763,-0.11627787413696389
2001-10-01,-0.03650188446044922,-0.03299955278635025,-0.050078798085451126,0.024805031716823578,-0.03397884623458003,0.04089015225569392,-0.13534602088232806
2001-11-01,-0.04445364077885946,-0.045100816835960345,-0.06588047059873747,0.026005692780017853,-0.03160467216124152,0.06194990128278732,-0.14456530722478966
2001-12-01,-0.05045334498087565,-0.055622744063535734,-0.07261778227984905,0.021795493861039184,-0.03260252221177007,0.07655859614411975,-0.1592481043189764
2002-01-01,-0.05702128012975057,-0.07009683176875114,-0.08814497850835323,0.016177197297413848,-0.029367022216320038,0.09083294620116567,-0.18524594294528107
2002-02-01,-0.06191631158192953,-0.07752040401101112,-0.07661970642705773,-0.015599528948466279,-0.023442332167178392,0.11234581470489502,-0.19930661655962467
2002-03-01,-0.06890545288721721,-0.09665600955486298,-0.08213766850531101,-0.027249815563361146,-0.01685511864100897,0.12097721919417381,-0.21941017669935992
2002-04-01,-0.0758667786916097,-0.11103668560584445,-0.08459549086789298,-0.023870790998141267,-0.00816533574834466,0.1306508667767048,-0.24227839894592762
2002-05-01,-0.08405596017837523,-0.11689368014534374,-0.0915201225628457,-0.02853764841953943,0.0022344795676568774,0.137683873375257,-0.24254280142486095
2002-06-01,-0.0877171754837036,-0.1260216347873211,-0.09726062417030334,-0.032931690414747194,0.009024985289821985,0.14049833019574498,-0.2476106397807598
2002-07-01,-0.09489556153615315,-0.12817084789276123,-0.10735876858234406,-0.04585192849238773,0.018710763348887327,0.14690617099404335,-0.2586524778356152
2002-08-01,-0.0987971822420756,-0.12725461274385452,-0.09554154239594936,-0.060088870426019625,0.02329511335119605,0.1507422886788845,-0.261541285241643
2002-09-01,-0.10195324818293254,-0.13498741512497325,-0.10131957630316424,-0.06283000111579895,0.028620190763225195,0.15819004426399852,-0.2665129334976273
2002-10-01,-0.107078750928243,-0.14348821714520454,-0.09669684804975986,-0.07151799897352884,0.03225286879266298,0.170182716101408,-0.27921427972614765
2002-11-01,-0.10964920123418172,-0.15514471257726292,-0.0952528168757758,-0.07835918416579624,0.03000730260585749,0.17406257490317012,-0.2961216960102315
2002-12-01,-0.11494308710098267,-0.16075701763232608,-0.08513752060631918,-0.1033443957567215,0.034565994671235445,0.17697708681225777,-0.3138918895274396
2003-01-01,-0.11303325494130452,-0.16678301617503166,-0.08113120372096705,-0.12452155351638794,0.03971463302150369,0.1752871399124465,-0.321073473120729
2003-02-01,-0.11500815550486246,-0.17489731932679753,-0.08662675196925806,-0.12331027537584305,0.034883408807218075,0.1670306858917079,-0.34555449771384383
2003-03-01,-0.1193736990292867,-0.17602834850549698,-0.0986788421869278,-0.12023809055487344,0.030488373401264313,0.1770263848205409,-0.38087322997550155
2003-04-01,-0.12399901946385701,-0.17722233509024043,-0.09400251631935452,-0.12338925153017044,0.02250650431960821,0.17795196423927928,-0.40349778719246343
