date,Current Expenditures,Federal Current Expenditures,SLG Grants,SLG Current Expenditures,Federal,SLG
2003-10-01,31.236144303621554,19.91278800608279,2.8398518072270735,14.163208104765843,17.072936198855714,11.32335629753877
2004-01-01,31.453890808589158,19.96939307903159,2.7507230082039196,14.235229124597945,17.21867007082767,11.484506116394027
2004-04-01,31.28082943560188,19.817028494202216,2.7478335960715987,14.211634537471266,17.069194898130615,11.463800941399667
2004-07-01,31.16240821947799,19.737784681032338,2.668929755267382,14.093561420288012,17.068854925764956,11.424631665020629
2004-10-01,31.098383088210994,19.765368421103048,2.714298646131534,14.04731331323948,17.051069774971513,11.333014667107946
2005-01-01,31.24060978973918,19.957405199507555,2.67522008984525,13.958432512595081,17.282185109662304,11.283212422749832
2005-04-01,31.286463092416916,19.954767812437318,2.6683601265869803,14.000063144913863,17.28640768585034,11.331703018326882
2005-07-01,31.25694209733477,19.9147933878135,2.6063328819273934,13.948481591448662,17.30846050588611,11.342148709521267
2005-10-01,31.232244717958384,19.887259306447124,2.5901734917898285,13.93515890330109,17.297085814657294,11.344985411511262
2006-01-01,31.201331552831203,20.06141555801976,2.500102947534995,13.640018942346439,17.561312610484762,11.139915994811444
2006-04-01,31.211769520084598,19.988367987491696,2.483003505163514,13.706397766839734,17.505364482328183,11.22339426167622
2006-07-01,31.368406830534667,20.012071934425112,2.5081202936831137,13.864455189792668,17.503951640742,11.356334896109557
2006-10-01,31.29432118955295,19.87174811746237,2.3839208636168085,13.806501058437728,17.487827253845563,11.42258019482092
2007-01-01,31.749048988329836,20.18427436070286,2.5210874971536654,14.08586915928085,17.663186863549196,11.564781662127187
2007-04-01,31.66993494412822,20.172097339815174,2.495375321429221,13.993219869182802,17.676722018385956,11.497844547753582
2007-07-01,31.739370124532783,20.225881184557913,2.4701669177746925,13.983655857749563,17.75571426678322,11.513488939974872
2007-10-01,31.949870669894743,20.331316397121917,2.438705984033498,14.057260256806329,17.892610413088416,11.61855427277283
2008-01-01,32.39259980833015,20.695026932919223,2.4869687209865434,14.184534796700623,18.20805821193268,11.69756607571408
2008-04-01,34.633281000337625,22.854300648183358,2.4988259887643376,14.277806340918604,20.35547465941902,11.778980352154264
2008-07-01,33.500700281945115,21.438420124734552,2.475615979301697,14.537896136512257,18.96280414543286,12.062280157210562
2008-10-01,34.11990477408969,21.85665607604601,2.5918372334349815,14.855092776944797,19.264818842611028,12.263255543509818
2009-01-01,35.38320057886887,23.02535905240019,2.917932642048293,15.275774168516978,20.1074264103519,12.357841526468686
2009-04-01,36.86398721222571,24.50881829628552,3.2952661370691647,15.650428099504104,21.213552159216356,12.35516196243494
2009-07-01,37.02814515337588,24.451047492809476,3.2206644084988723,15.797768990015976,21.230383084310606,12.577104581517103
2009-10-01,36.708180988528696,24.30249462008324,3.222551196829704,15.628237565275152,21.07994342325354,12.405686368445448
2010-01-01,37.32628223840656,25.131364797309242,3.360725410288521,15.555642851385848,21.770639387020722,12.194917441097326
2010-04-01,37.03171915074792,25.00442417530936,3.288295417822721,15.315590393261289,21.716128757486636,12.027294975438567
2010-07-01,36.82997451987758,25.04646963826231,3.419967246541269,15.203472128156543,21.626502391721036,11.783504881615274
2010-10-01,36.609886139785075,24.885270388780174,3.3596974004462856,15.084313151451187,21.52557298833389,11.724615751004901
2011-01-01,36.65553894329708,24.82673295704744,3.2605002472730913,15.089306233522725,21.56623270977435,11.828805986249636
2011-04-01,36.38887230171816,24.742840111151256,3.2356660009015563,14.881698191468457,21.5071741102497,11.646032190566903
2011-07-01,35.987833340150104,24.18143136873965,2.8650189676680506,14.671420939078509,21.316412401071595,11.806401971410459
2011-10-01,35.59006326054889,23.90143981360234,2.762958237205944,14.451581684152492,21.138481576396394,11.68862344694655
2012-01-01,35.12463434586455,23.48864150134375,2.7490967747757225,14.385095842534652,20.73954472656803,11.635999067758927
2012-04-01,34.89605028408819,23.279078355401317,2.763452964947802,14.380431063764279,20.51562539045351,11.616978098816478
2012-07-01,34.781780933667186,23.145865438249764,2.696056218738015,14.331965586532123,20.44980921951175,11.635909367794106
2012-10-01,34.666996012708324,22.956192530775247,2.729388330468303,14.440191812401377,20.226804200306947,11.710803481933073
2013-01-01,34.25016979324298,22.577819124951066,2.6429961841495193,14.315340845782085,19.93482294080155,11.672344661632565
2013-04-01,34.19424967422727,22.572213826464683,2.7449135727149416,14.366949420477532,19.82730025374974,11.62203584776259
2013-07-01,33.871115201171555,22.258818327743843,2.6778951173179784,14.290191990745694,19.580923210425862,11.612296873427717
2013-10-01,33.46500489558556,21.943106275068683,2.6019573384603634,14.123850142324763,19.341148936608317,11.521892803864397
2014-01-01,33.70888659892365,22.20874628977369,2.7202821673408444,14.220422476490805,19.488464122432845,11.500140309149959
2014-04-01,33.44187187630362,22.1255828407305,2.8111925969951326,14.127475924319583,19.314390243735367,11.31628332732445
2014-07-01,33.334868549200785,22.08252444307049,2.8704080850907996,14.122752191221096,19.21211635797969,11.252344106130296
2014-10-01,33.22930855764984,21.921804833486945,2.8404352169281966,14.147938941091093,19.081369616558746,11.307503724162896
2015-01-01,33.14833441460968,21.97914925704717,2.905157679875289,14.074337301421004,19.07399157717188,11.169179621545712
2015-04-01,33.081249756561675,21.831647463668062,2.8933930510338635,14.142995343927478,18.938254412634198,11.249602292893615
2015-07-01,33.0781964593781,21.801932068394393,2.882457235029122,14.158721626012833,18.919474833365268,11.27626439098371
2015-10-01,33.17707918308391,21.971103333813033,2.9736095804441267,14.179585429715006,18.997493753368907,11.205975849270878
2016-01-01,33.27820520564335,22.04634983835902,2.938648218149121,14.170503585433458,19.107701620209898,11.231855367284336
2016-04-01,33.20112195031751,21.920224039480747,2.921043740435798,14.201941651272557,18.99918029904495,11.280897910836758
2016-07-01,33.19413449862669,21.968873697316717,2.9791602962402446,14.204426390617,18.98971340107647,11.225266094376757
2016-10-01,33.03296037026663,21.873210228577893,3.002282054329793,14.16203219601853,18.8709281742481,11.159750141688738
2017-01-01,32.918238323028056,21.744002775091644,2.919084792369162,14.093325527004966,18.824917982722482,11.174240734635804
2017-04-01,32.770888379399736,21.583548810480238,2.7904056882983035,13.9777452572178,18.793143122181935,11.187339568919496
2017-07-01,32.70453183036568,21.601952409014658,2.858226658294653,13.960806079645675,18.743725750720003,11.10257942135102
2017-10-01,32.52347846154092,21.561930555976996,2.862536711921413,13.824084617485335,18.699393844055585,10.961547905563922
2018-01-01,32.520047049093954,21.637058968240385,2.8628894540600114,13.745872615724297,18.774169514180375,10.882983161664287
2018-04-01,32.580606729186734,21.640357822821457,2.8022713473533143,13.74252025371859,18.838086475468145,10.940248906365277
2018-07-01,32.66621086960598,21.69471405225223,2.795564921512035,13.767061738865788,18.899149130740195,10.971496817353751
2018-10-01,32.93528924340134,21.959251390211058,2.821114600260151,13.797157234052593,19.138136789950906,10.976042633792442
2019-01-01,33.23286486111512,22.216070188716117,2.810302607550853,13.827097279949857,19.40576758116526,11.016794672399003
2019-04-01,33.21606610310373,22.15085732723398,2.8556952317712017,13.92090400764095,19.295162095462775,11.065208775869749
2019-07-01,33.1371741180464,22.01870059585286,2.8134371997192624,13.931910721912807,19.2052633961336,11.118473522193543
2019-10-01,33.01732368020111,21.879105430959818,2.8390737266572277,13.97729197589852,19.04003170430259,11.138218249241293
2020-01-01,33.712370107534085,22.436339729002075,2.9402050895968412,14.216235468128852,19.496134639405234,11.276030378532012
2020-04-01,52.98578933521444,44.342462663980264,6.973253795244679,15.616585488287809,37.36920886873559,8.643331693043132
2020-07-01,44.076578324473246,32.86640483673971,3.404481966625461,14.614655454358996,29.46192287011425,11.210173487733535
2020-10-01,37.561058134254296,26.623176315178434,3.41102377706429,14.348905596140154,23.212152538114143,10.937881819075864
2021-01-01,47.02600443314955,36.155942971263286,3.4593345142971175,14.329400400925921,32.69660845696617,10.870065886628804
2021-04-01,39.85512074730764,32.64475281639535,7.066264898338777,14.276632829251065,25.57848791805657,7.210367930912288
2021-07-01,37.571207957640475,27.949387495633992,4.550833978451358,14.17265444045784,23.398553517182634,9.621820462006482
2021-10-01,34.66860529046036,24.657196873135618,3.767884642068663,13.779293059393414,20.889312231066953,10.011408417324748
2022-01-01,33.83520217014456,23.686174134156396,3.7455737549819976,13.894605786317024,19.9406003791744,10.149032031335025
2022-04-01,33.70447849504271,23.431851045437856,3.7650357087868582,14.037663158391705,19.666815336651,10.27262744960485
2022-07-01,33.61352315760185,23.3294218857973,3.655369093604262,13.939470365408807,19.674052792193038,10.284101271804543
2022-10-01,33.89362969857513,23.385391885651558,3.5830827344551857,14.09132054737876,19.802309151196372,10.508237812923575
2023-01-01,33.878049427229115,23.58796194513374,3.634670330180568,13.924754082825356,19.953291614953173,10.290083752644787
2023-04-01,33.777699984022476,23.450065351188552,3.5992741680046554,13.926908800838575,19.850791183183897,10.32763463283392
2023-07-01,33.58985124796962,23.154318461530615,3.3225966443985544,13.75812943083756,19.83172181713206,10.435532786439005
