date,Current Expenditures,Federal Current Expenditures,SLG Grants,SLG Current Expenditures,Federal,SLG
1989-01-01,31.93535118057545,21.2499045135471,1.610087578995194,12.295516101329406,19.639816934551906,10.685428522334213
1989-04-01,32.04965449215433,21.27778837918397,1.588037195078168,12.359903308048533,19.689751184105802,10.771866112970367
1989-07-01,32.048516644675104,21.28839854864438,1.6673558235512562,12.427491477719164,19.621042725093123,10.760135654167907
1989-10-01,32.341053622810406,21.393862824866975,1.6448947555146933,12.592068153792857,19.748968069352284,10.947173398278164
1990-01-01,32.37304265958713,21.476506295825377,1.7013466205754386,12.597882984337188,19.775159675249938,10.89653636376175
1990-04-01,32.52944449254265,21.602465626000413,1.7314683756519265,12.65846402063883,19.870997250348488,10.926995644986903
1990-07-01,32.67817279001768,21.563274922711383,1.7537317651064417,12.868613007629445,19.809543157604942,11.114881242523003
1990-10-01,33.40541536151566,21.94597161938757,1.812386995391802,13.271830737519885,20.13358462399577,11.459443742128085
1991-01-01,32.73883554055904,21.231420183464348,1.9158672701948476,13.423282627289534,19.315552913269503,11.507415357094688
1991-04-01,33.543060052601156,21.962270408571307,1.9673692666817042,13.548158910711553,19.994901141889603,11.580789644029847
1991-07-01,33.90730521434555,22.31131253830002,2.0469269990977996,13.642919675143334,20.264385539202216,11.595992676045535
1991-10-01,34.37615531228151,22.56101804761403,2.121352884649152,13.93649014931663,20.43966516296488,11.815137264667477
1992-01-01,34.6297607676256,22.919481724479667,2.140135424514647,13.850414467660585,20.779346299965017,11.710279043145936
1992-04-01,34.60769618667845,22.81715463848699,2.148463790127996,13.939020792447506,20.668690848358995,11.79055700231951
1992-07-01,34.6190845517518,22.823327786611145,2.2088309685271357,14.004587733667792,20.61449681808401,11.795756765140656
1992-10-01,34.4363694005047,22.779731717878825,2.192505900862516,13.849143583488392,20.587225817016307,11.656637682625876
1993-01-01,34.320648955584694,22.62239802634952,2.210846369671024,13.909097298906199,20.411551656678494,11.698250929235174
1993-04-01,34.11831123762454,22.509512862429816,2.223268559169057,13.832066934363782,20.28624430326076,11.608798375194725
1993-07-01,34.1757411766005,22.535351865085325,2.2843906029818233,13.924779914497003,20.250961262103502,11.64038931151518
1993-10-01,33.825871453995006,22.418416541935272,2.3593267954976365,13.766781707557369,20.059089746437632,11.407454912059732
1994-01-01,33.3073483638604,21.82456365207292,2.282236399419196,13.765021111206673,19.542327252653727,11.48278471178748
1994-04-01,33.023137656478305,21.634841010629188,2.2756115657786724,13.66390821162779,19.359229444850516,11.388296645849119
1994-07-01,33.16510880055108,21.78018912642416,2.28171175441528,13.666645069106508,19.498477372008878,11.384933314691228
1994-10-01,33.186913771808676,21.760809240367372,2.3179788627883995,13.744083394229706,19.442830377578975,11.426104531441307
1995-01-01,33.34348095373629,21.83521531810331,2.334196412820619,13.842462048453601,19.501018905282688,11.508265635632982
1995-04-01,33.46563783101352,21.88902066575148,2.305738941724947,13.882356106986984,19.583281724026534,11.576617165262036
1995-07-01,33.241421947449766,21.74693240055316,2.2885349385829334,13.783011469942243,19.45839746197023,11.494476531359311
1995-10-01,32.76435924928975,21.426639730972422,2.208930206754869,13.546649725072196,19.217709524217554,11.337719518317327
1996-01-01,32.953860904054004,21.62068905916628,2.2513531223613032,13.584524967249026,19.36933593680498,11.33317184488772
1996-04-01,32.583195980500044,21.305901773220928,2.308896977905697,13.586191185184815,18.99700479531523,11.27729420727912
1996-07-01,32.26091963409043,21.091820752322352,2.2490446918909983,13.418143573659075,18.842776060431355,11.169098881768077
1996-10-01,32.125176351741466,21.007458923498,2.1832324407056807,13.30096197582233,18.82422648279232,11.117729535116652
1997-01-01,31.874291119267745,20.76772269093966,2.2073611789557264,13.31392960728381,18.560361511983935,11.106568428328083
1997-04-01,31.581773307938594,20.61131670154041,2.1626574087388812,13.133114015137066,18.44865929280153,10.970456606398182
1997-07-01,31.2074943699069,20.293350100769693,2.164109782688622,13.078242508244713,18.12924031808107,10.914132725556092
1997-10-01,31.258727704959682,20.384062938381618,2.238969681060956,13.113634447639017,18.145093257320664,10.874664766578062
1998-01-01,30.772854616488164,19.949179381220056,2.2257649033212727,13.049440138589382,17.723414477898782,10.82367523526811
1998-04-01,30.733060273260005,19.865895165489945,2.1963947731133455,13.063559880883405,17.669500392376598,10.86716510777006
1998-07-01,30.37782626366105,19.608803634036565,2.2123216099993237,12.981344239623807,17.39648202403724,10.769022629624486
1998-10-01,30.27217263283341,19.52356097611887,2.22777276199213,12.976384418706669,17.295788214126738,10.748611656714537
1999-01-01,30.03496080721809,19.252541681710028,2.2814094228853037,13.0638179233,16.971132258824724,10.782408500414697
1999-04-01,29.945907134106847,19.07328307899994,2.223402591376843,13.096026646483756,16.849880487623096,10.872624055106911
1999-07-01,29.882850850234128,19.028348983433446,2.303423297234765,13.157925164035444,16.724925686198684,10.85450186680068
1999-10-01,29.73345202490988,18.940626165068494,2.2925871265429913,13.085412986384373,16.648039038525503,10.792825859841383
2000-01-01,29.49514300833848,18.659014200805643,2.2442409798904817,13.08036978742332,16.414773220915162,10.836128807532837
2000-04-01,29.39988602342765,18.625069771617493,2.21893260159333,12.99375861167167,16.406137170024163,10.774826010078339
2000-07-01,29.427936071966286,18.594556299497054,2.321168541111719,13.154558005226704,16.273387758385333,10.833389464114985
2000-10-01,29.517560032135705,18.57841664188006,2.3099455103536464,13.24908890060929,16.268471131526415,10.939143390255644
2001-01-01,30.178274003696764,18.93583818733321,2.4257344465465946,13.66817026291015,16.510103740786615,11.242435816363555
2001-04-01,30.34456080762336,18.903490895367487,2.473922068119634,13.914982545523163,16.429568827247852,11.441060477403528
2001-07-01,30.67615460246348,19.22720470427495,2.438814042623056,13.887763940811585,16.788390661651896,11.448949898188529
2001-10-01,30.858438163813677,19.18681783580735,2.536212069548561,14.20783239755489,16.65060576625879,11.67162032800633
2002-01-01,31.03333797004683,19.395085083692678,2.5718087819353643,14.210061668289518,16.823276301757314,11.638252886354152
2002-04-01,31.210319027578514,19.565500125832838,2.6244321448712555,14.269251046616935,16.941067980961584,11.644818901745678
2002-07-01,31.287386061958987,19.559715733008982,2.679624254827914,14.407294583777919,16.88009147818107,11.727670328950005
2002-10-01,31.622973262144242,19.750578428671943,2.6887655514434705,14.561169425335759,17.061812877228473,11.872403873892289
2003-01-01,31.829514407789638,19.86966500923696,2.6815602361490547,14.641418583945113,17.188104773087908,11.959858347796057
2003-04-01,31.99059363554413,20.330297647807797,2.857488610654547,14.517784598390879,17.472809037153247,11.660295987736333
2003-07-01,31.497892781404914,19.967909516560038,2.849601730627893,14.379584995472767,17.118307785932146,11.529983264844875
