date,Welfare,WandS,TaxSI
2014-04-01,8.381982930559523,4.151550086369214,9.79341819655953
2014-07-01,8.477360606861236,4.16867139457676,9.921681769970954
2014-10-01,8.563582555383032,4.206764378788728,10.10101405759793
2015-01-01,8.740167018370316,4.250137070757424,10.408414902367397
2015-04-01,8.804139030639156,4.25509831690025,10.50899223009825
2015-07-01,8.810909664264416,4.259971986398639,10.509232214777324
2015-10-01,8.845050756098088,4.276506466904393,10.579948060564144
2016-01-01,8.905999655110888,4.292200905839143,10.445832437137692
2016-04-01,8.906396549985176,4.286893424682456,10.454056029145075
2016-07-01,8.917975168789226,4.299209784306081,10.513355365924514
2016-10-01,8.937325675711657,4.294574456615426,10.552996261043543
2017-01-01,8.970783171418566,4.298526230333582,10.581826994882737
2017-04-01,8.97215361488334,4.310509182860592,10.598464919776076
2017-07-01,9.0266742454438,4.3264534403444115,10.73655143186976
2017-10-01,8.994379411005012,4.336568138273955,10.950233314793909
2018-01-01,9.102134520499389,4.345869361719699,10.795470178847715
2018-04-01,9.119813769099425,4.359445004765548,10.687554492795295
2018-07-01,9.132065491589636,4.394462827339173,10.79374483781603
2018-10-01,9.130719438691257,4.406338105539162,10.734572678929851
2019-01-01,9.381195638640186,4.4234929297140155,11.054692627278566
2019-04-01,9.415693533656174,4.422179333222443,11.1515246798179
2019-07-01,9.44236597377819,4.451614064820119,11.032866243919457
2019-10-01,9.435578018116464,4.460314946651904,11.090873784542625
2020-01-01,9.640349081278243,4.477907304507023,11.194799996475137
2020-04-01,17.058036120255352,4.309131913500536,10.535262414443253
