date,PrGrossFixed,PrGrossFixedNR,PrGrossFixedRes,GDP,CIPI,GovGross,Gross
1989-01-01,17.37082293264345,12.637162547246517,4.733660385396933,100.0,0.873431141702259,4.786679181667036,22.157502114310486
1989-04-01,17.190135596439568,12.632564348308398,4.557571248131168,100.0,0.6460087131086655,4.761474596803579,21.951610193243145
1989-07-01,17.32347268348912,12.83740374848671,4.486068935002409,100.0,0.172526255999396,4.829242726322193,22.15271540981131
1989-10-01,17.038744008642762,12.656046722973144,4.382697285669619,100.0,0.28801665913551155,4.796182931032773,21.834926939675533
1990-01-01,16.974880893817,12.615660153649912,4.359220740167088,100.0,0.23760787412810563,4.884345380430572,21.859226274247572
1990-04-01,16.45998978528289,12.31745891126686,4.142530874016028,100.0,0.5654335852113447,4.837494052041366,21.297483837324254
1990-07-01,16.27431623928782,12.375688182904536,3.898628056383285,100.0,0.36351751154923695,4.847354564733249,21.12167080402107
1990-10-01,15.967187883291398,12.282294649903667,3.6848932333877293,100.0,-0.18876776036503204,4.908561296563894,20.87574917985529
1991-01-01,15.57680651672577,12.092435384672996,3.484387701572348,100.0,-0.2571589437792887,4.823668829651752,20.400475346377522
1991-04-01,15.416945901507168,11.862304063646285,3.554641837860882,100.0,-0.29432685116785723,4.831347596861167,20.248293498368334
1991-07-01,15.253667576709207,11.604210613159625,3.6494569635495813,100.0,0.013583766641524076,4.770254677093886,20.023922253803093
1991-10-01,15.127287877481827,11.454951201524773,3.672336675957053,100.0,0.4969718447004888,4.680455388583998,19.807743266065824
1992-01-01,15.033092350240496,11.224211084467923,3.808865550167198,100.0,0.003866038922525523,4.706980966201705,19.7400733164422
1992-04-01,15.297655006063426,11.38531885652434,3.9123516036671413,100.0,0.35867485797269966,4.591792343499523,19.88944734956295
1992-07-01,15.284069892049832,11.399069935451017,3.884984728112897,100.0,0.31236670315919507,4.479230705622554,19.763300597672387
1992-10-01,15.516368316802637,11.499919994647351,4.016448322155286,100.0,0.31948255322002456,4.3961781240967595,19.912546440899394
1993-01-01,15.57166779677237,11.53863928734836,4.033028509424011,100.0,0.534069677815111,4.286927076901724,19.858594873674097
1993-04-01,15.720143769829631,11.637216899725493,4.082941556680123,100.0,0.354005227539856,4.306001272738675,20.026145042568306
1993-07-01,15.827353809841128,11.599878409171156,4.22747540066997,100.0,0.09587192742678177,4.223624830683899,20.050978640525027
1993-10-01,16.204340681103286,11.828813679666963,4.375541259168791,100.0,0.23684945174741343,4.208540438778865,20.41288111988215
1994-01-01,16.250260692906284,11.815010065135283,4.43526468129695,100.0,0.6374960439324464,3.9868588289590328,20.237119521865317
1994-04-01,16.331575393777033,11.806501262396454,4.52507413138058,100.0,1.123385885694234,4.005723250297264,20.3372986440743
1994-07-01,16.348570980381457,11.89590885374928,4.452648486067869,100.0,0.7259917542788745,4.120323417779794,20.468894398161254
1994-10-01,16.530870437198402,12.165713785973125,4.365156651225278,100.0,1.0079020421478018,4.032627579243083,20.563498016441486
1995-01-01,16.83539412006106,12.557613779529078,4.277780340531985,100.0,0.8133029720075896,4.080779135180794,20.916173255241855
1995-04-01,16.755434674357474,12.620754235887443,4.134693629347169,100.0,0.44531082125477695,4.094382308817692,20.849816983175167
1995-07-01,16.81505897665338,12.566891726999105,4.248180265191572,100.0,0.14741397543317336,3.997305783779387,20.812364760432768
1995-10-01,16.94037222618058,12.634906837955862,4.305452522493801,100.0,0.23712828651879825,3.94038740774306,20.88075963392364
1996-01-01,17.137668984610475,12.756574723313358,4.381094261297116,100.0,0.08745031434327495,4.026400056529429,21.164069041139904
1996-04-01,17.277413716692973,12.778394689798379,4.499019026894597,100.0,0.3799527937815268,3.9556744563566557,21.23308817304963
1996-07-01,17.50348771086139,13.023144331215455,4.480343379645936,100.0,0.6280585108999573,3.947901765598283,21.451389476459674
1996-10-01,17.49931081624418,13.118971458167545,4.380339358076634,100.0,0.42041117120559396,3.925629415149645,21.424940231393823
1997-01-01,17.609945645252616,13.240998223650264,4.368935463677504,100.0,0.5948469714462692,3.8183447720849415,21.428290417337557
1997-04-01,17.629696583742476,13.259657288417124,4.370051034033449,100.0,1.0373965893183625,3.803024478141058,21.432721061883534
1997-07-01,17.977003570314203,13.60254041898351,4.374463151330692,100.0,0.784213183162117,3.8262815712614695,21.803285141575675
1997-10-01,17.87467058457271,13.474053512089506,4.400617072483201,100.0,0.8858410202161625,3.7836244441105755,21.658295028683284
1998-01-01,18.12696808654618,13.673723958098366,4.453244128447817,100.0,1.1853633008815223,3.735845566673584,21.862813653219767
1998-04-01,18.489293787896337,13.903510028597394,4.585772610652821,100.0,0.41629044631263545,3.802435287962283,22.291729075858623
1998-07-01,18.519724107747127,13.832239696606669,4.687484411140458,100.0,0.5747115725224717,3.883085554292428,22.402809662039555
1998-10-01,18.688924919337666,13.9385114532605,4.750413466077168,100.0,0.645761331165481,3.7607094734651665,22.449634392802835
1999-01-01,18.802887730375932,14.04961408598378,4.75327364439215,100.0,0.8860690363316567,3.793891463821238,22.59677919419717
1999-04-01,19.034117450696552,14.212997613951403,4.821119836745148,100.0,0.3685726012758484,3.8054168446842973,22.83953429538085
1999-07-01,19.131728632859367,14.314519833841008,4.817208799018358,100.0,0.41826741323552696,3.8201330370347737,22.951861669894143
1999-10-01,18.877000988568984,14.091163494279742,4.785837494289239,100.0,0.8509046663748872,3.88165090919155,22.758651897760533
2000-01-01,19.34071565805811,14.499340593684638,4.841375064373473,100.0,0.1615348015667386,3.8907022159871367,23.231417874045245
2000-04-01,19.37349966626723,14.624999512086593,4.748500154180637,100.0,0.8825768073288498,3.7649057546459113,23.138405420913138
2000-07-01,19.40980784858548,14.727977309918963,4.68184023031227,100.0,0.5546819613758842,3.7429620479998142,23.152769896585294
2000-10-01,19.28836123231846,14.614108970093556,4.674242679774436,100.0,0.5207486883541796,3.777612789275015,23.065974021593476
2001-01-01,19.120523701912596,14.376454540496766,4.744078712303482,100.0,-0.2925532397518259,3.8287311903624666,22.94925489227506
2001-04-01,18.724341919048967,13.903056892159638,4.8212850268893295,100.0,-0.10906689310312292,3.9524294744787247,22.67677139352769
2001-07-01,18.635801781842268,13.706145110124343,4.929656671717924,100.0,-0.2841662876650544,3.8071356725124126,22.44293745435468
2001-10-01,18.112905956728905,13.215708695633822,4.897197261095084,100.0,-0.7582127046052869,3.9797138304942608,22.092619787223164
2002-01-01,17.734186488616867,12.741939073584643,4.9922474150322245,100.0,0.002717114109519173,4.031325636388928,21.765512125005795
2002-04-01,17.562526062093454,12.466332826940352,5.096193235153103,100.0,0.19443469826754817,4.027100903240976,21.58962696533443
2002-07-01,17.36850921883023,12.28039956154566,5.088109657284569,100.0,0.2315450417150702,4.070150873449113,21.438660092279342
2002-10-01,17.262935100723386,12.034742695634462,5.228192405088924,100.0,0.2983700213164063,4.108608712813249,21.371543813536636
2003-01-01,17.3090895943657,11.92662085787626,5.382468736489439,100.0,0.23340521663925662,4.0907975914722305,21.39988718583793
2003-04-01,17.49238868725827,12.082297114604863,5.410100412224561,100.0,-0.05735113764396789,4.051087063941745,21.543475751200017
2003-07-01,17.670307674577703,12.035625814138886,5.634681860438818,100.0,0.003786742751953912,4.055368057994916,21.72567573257262
2003-10-01,17.795823630417132,11.993127217824586,5.802696412592547,100.0,0.30873494359694176,4.012951152686907,21.80877478310404
2004-01-01,17.679677697229668,11.75691895137371,5.922758745855959,100.0,0.3860041479615752,3.9780526554108055,21.657730352640474
2004-04-01,18.06861575942504,11.93328718386271,6.135320319843076,100.0,0.6108324117886718,3.989749698975837,22.058365458400875
2004-07-01,18.318161424172512,12.112619376339005,6.205542047833508,100.0,0.5214498102322843,3.9827856387492,22.300947062921715
2004-10-01,18.503659313235968,12.226924518093169,6.276726812521923,100.0,0.5754591563615022,3.968384351061617,22.472043664297583
2005-01-01,18.669512063879512,12.28378529313121,6.3857346032665045,100.0,0.80265296790563,3.928485662497104,22.597997726376615
2005-04-01,18.940680615501954,12.41105543628183,6.529625179220123,100.0,0.2231352440241387,3.948344674655117,22.88902529015707
2005-07-01,19.164502845013963,12.502280743856526,6.662229709977644,100.0,0.09399175599548401,3.9362785656034758,23.100781410617437
2005-10-01,19.204711966283313,12.523592403718824,6.681119562564487,100.0,0.6483539279344568,3.9328578277546633,23.137569794037976
2006-01-01,19.350651069624888,12.760405789769369,6.59024527985552,100.0,0.5751384644345681,3.9685098197241593,23.319160889349046
2006-04-01,19.149696831858016,12.901514561028584,6.248182270829431,100.0,0.5490487314286246,4.0121863471961605,23.161883179054175
2006-07-01,18.96633268417126,13.09244690843412,5.87387856602953,100.0,0.5677933132557396,3.965901543656077,22.932234227827337
2006-10-01,18.746527668958286,13.173838781272348,5.572688887685938,100.0,0.30966782434777157,4.002953083999784,22.74948075295807
2007-01-01,18.59164240877889,13.30951357767576,5.282128831103127,100.0,0.15034133857112839,4.039800920830147,22.631443329609034
2007-04-01,18.448665963712745,13.454429713703894,4.994236250008853,100.0,0.2931867767451956,4.0941580529815065,22.54282401669425
2007-07-01,18.13393149752917,13.508385026019774,4.625553337699772,100.0,0.3084430041313181,4.092070943950808,22.226002441479974
2007-10-01,17.772807963108267,13.571968251841074,4.200839711267193,100.0,0.18539512382486023,4.133140351876289,21.905948314984556
2008-01-01,17.54576093979426,13.69254273167485,3.8532182081194093,100.0,-0.11337134545193438,4.159000575118359,21.70476151491262
2008-04-01,17.240000992889605,13.61549650433572,3.624504488553887,100.0,-0.14968685297787168,4.221711441660235,21.46171243454984
2008-07-01,16.874066506078698,13.470750618883859,3.4033158871948377,100.0,-0.10621518935600975,4.280428503955198,21.154495010033898
2008-10-01,16.224644650141578,13.134656000608972,3.089981804066467,100.0,-0.4258906755783683,4.390729897142079,20.615374547283654
2009-01-01,15.008583663030903,12.20575817090297,2.802825492127935,100.0,-1.0463379212193389,4.435259833377013,19.44384349640792
2009-04-01,14.32179403773083,11.716419923850774,2.6053741138800586,100.0,-1.362893982130604,4.495649748046691,18.817443785777524
2009-07-01,14.156264823811282,11.461350435279352,2.694914388531929,100.0,-1.4119154686154956,4.463625628612649,18.61989045242393
2009-10-01,13.997407320017563,11.325471295996675,2.671936024020887,100.0,-0.35549187649462516,4.369006355703872,18.366413675721436
2010-01-01,13.812745477191744,11.24285030217527,2.569895175016475,100.0,-0.008378142057257185,4.288484423225538,18.10122990041728
2010-04-01,14.099197520352375,11.453430539913604,2.6457669804387702,100.0,0.24504357186853334,4.325878845486169,18.425076365838542
2010-07-01,14.02491822697551,11.63921372414434,2.3857045028311723,100.0,0.7456077812612624,4.2889503075862425,18.313868534561752
