date,PrGrossFixed,PrGrossFixedNR,PrGrossFixedRes,GDP,CIPI,GovGross,Gross
2010-10-01,14.181662936296831,11.769509520705936,2.4121599474939504,100.0,0.43960360754392996,4.228727910573545,18.410390846870374
2011-01-01,14.16078144550273,11.75861716757924,2.40216427792349,100.0,0.2089574872676506,4.164760223270143,18.325541668772875
2011-04-01,14.374413588164556,11.968531783850905,2.4058818043136516,100.0,0.39239496683890684,4.0898435157385755,18.46425710390313
2011-07-01,14.921528303237286,12.485914844884354,2.4356134583529316,100.0,-0.07689957872349128,4.058825333851408,18.980353637088694
2011-10-01,15.150225734852588,12.681120792179954,2.4691049426726326,100.0,0.6561942965330891,4.0128809912778225,19.163106726130408
2012-01-01,15.480136824113554,12.903050351286236,2.5770864728273195,100.0,0.4995891107023827,3.9009808134456794,19.381117637559235
2012-04-01,15.70580575259693,13.118750622797457,2.5870551297994737,100.0,0.5639868662621325,3.8692759322063184,19.575081684803248
2012-07-01,15.684816135453811,13.027020796724614,2.657795338729196,100.0,0.5173491092672275,3.7956214577358516,19.480437593189663
2012-10-01,15.892091425925244,13.085061958528584,2.8070294673966605,100.0,0.1749894445446246,3.7195031381355133,19.61159456406076
2013-01-01,15.98489781681359,13.066394188581112,2.918503628232476,100.0,0.5119055291839851,3.599700844338084,19.584598661151674
2013-04-01,16.125288254840324,13.08308894774587,3.042199307094454,100.0,0.49431853199237935,3.583843729038627,19.70913198387895
2013-07-01,16.254166165796796,13.157840720195626,3.0963254456011673,100.0,0.8060062860102827,3.565316596749361,19.819482762546155
2013-10-01,16.385207578004653,13.32328099451263,3.061926583492026,100.0,0.6825434522844582,3.51357219882086,19.898779776825513
2014-01-01,16.692718542403657,13.580268521360193,3.1124442063252737,100.0,0.30233627236326077,3.44038849760358,20.13310704000724
2014-04-01,16.904082242620206,13.74094186559723,3.1631346687743043,100.0,0.5579984322865852,3.458856199397803,20.36293844201801
2014-07-01,17.0639973830935,13.848272444050929,3.215724939042569,100.0,0.5837602169552086,3.428118309875609,20.492115692969108
2014-10-01,17.231556426252922,13.914258640775312,3.3172977854776096,100.0,0.47724778346500146,3.4466350890926734,20.678191515345596
2015-01-01,17.20063117234733,13.824380606912415,3.3762505654349155,100.0,0.9701426559560979,3.3968334758949927,20.597464648242322
2015-04-01,17.176658104931654,13.733997075676605,3.44266102925505,100.0,0.8274058380558545,3.4611568714378684,20.637814976369523
2015-07-01,17.263740715086808,13.704653056202751,3.5590876588840574,100.0,0.6893466914282466,3.4652263881463514,20.72896710323316
2015-10-01,17.19395413226384,13.563338314220285,3.6306212424675772,100.0,0.5812270340057685,3.4379294279180024,20.63188356018184
2016-01-01,17.175917671730755,13.434335533870279,3.7415821378604788,100.0,0.33638251849448014,3.5023607178110816,20.678278389541838
2016-04-01,17.186555236931415,13.422846302276511,3.7637089346549017,100.0,0.16291409514751784,3.4558267334526813,20.642381970384093
2016-07-01,17.235532844299836,13.46386283038595,3.7716753069806717,100.0,0.028180287571259895,3.4240319735109535,20.65956481781079
2016-10-01,17.301793840438705,13.472523123984285,3.8292654779393294,100.0,0.30460393708983413,3.437770291008419,20.739564131447125
2017-01-01,17.41066584564673,13.501746154218,3.9089196914287303,100.0,0.032733259875838715,3.439772357838275,20.850438203485005
2017-04-01,17.529207157104537,13.58237300823931,3.9468392932572502,100.0,0.13132603958002625,3.471024186204767,21.000231343309302
2017-07-01,17.495322480353657,13.552581566827532,3.942740913526125,100.0,0.2785767949830888,3.4684865046988476,20.963808985052506
2017-10-01,17.619566276297235,13.635554228239153,3.984012048058081,100.0,0.21958280564521152,3.517287541982148,21.136853818279384
2018-01-01,17.76117070408307,13.824515694747186,3.9366550093358836,100.0,0.17239298832533728,3.505301139731883,21.26647184381495
2018-04-01,17.81324850910397,13.83085453161648,3.9823939774874897,100.0,-0.016529879725446568,3.554589806321508,21.367838315425477
2018-07-01,17.741602492075238,13.800674368098436,3.9409233159909283,100.0,0.47437511809615296,3.5606260574563926,21.30222854953163
2018-10-01,17.720277120033316,13.857421504783446,3.8628556152498725,100.0,0.4557061195579836,3.527548960895487,21.247826080928807
2019-01-01,17.695698099622955,13.890041493775934,3.8056566058470223,100.0,0.5443689725080051,3.6189061937513025,21.31460429337426
2019-04-01,17.855874710918407,14.023697049687685,3.832177661230722,100.0,0.3888552252090832,3.584550997390496,21.4404257083089
2019-07-01,17.81707663488951,13.957250693472002,3.859825941417508,100.0,0.3234030804472645,3.5948420722017613,21.411918707091267
2019-10-01,17.585723972912863,13.724849391678385,3.8608700219397822,100.0,0.10693825716492021,3.574632941442197,21.160356914355063
2020-01-01,17.667067961832792,13.633610188072973,4.03345777375982,100.0,-0.16140230730774957,3.7097336712512643,21.376801633084057
2020-04-01,17.803523357786496,13.711028664728858,4.092494693057637,100.0,-1.4184130294522712,4.086582363189313,21.890105720975807
2020-07-01,17.52323729935957,13.142510906871255,4.380726392488319,100.0,0.49613357858579793,3.7752787598222426,21.298516059181814
2020-10-01,18.001535733883397,13.305354785314183,4.696180948569214,100.0,0.40125575221078674,3.7760445435266465,21.777580277410046
2021-01-01,18.01169391076366,13.239502867042024,4.772191043721636,100.0,-0.1156666597444796,3.6379443961434514,21.64963830690711
2021-04-01,17.882835714813215,13.141009250014193,4.741826464799019,100.0,-0.5957036460910163,3.5189412065529146,21.401776921366128
2021-07-01,17.695358746519684,12.910283004033921,4.78507991221388,100.0,0.04793102469108673,3.4698601002010685,21.165218846720755
2021-10-01,17.57314940194087,12.781535125898703,4.791618306090208,100.0,1.0549658251926364,3.4152158493729248,20.988365251313795
2022-01-01,17.94483457989706,13.128358196423996,4.816476383473066,100.0,1.1214142918511179,3.4388081874676812,21.38364276736474
2022-04-01,18.022769318717717,13.296783470833553,4.725981981101331,100.0,0.5823065607085678,3.4328988667696883,21.455668185487404
2022-07-01,17.89447752425701,13.470409515321514,4.424071805975508,100.0,0.3780484915423212,3.4169297255985507,21.31140724985556
2022-10-01,17.73438492813399,13.585693573160382,4.148691354973611,100.0,0.7158323519675416,3.4466278832001507,21.181012811334142
2023-01-01,17.77574918399519,13.802592513460151,3.973152996285885,100.0,0.16869580138037865,3.45246412600911,21.2282133100043
2023-04-01,17.956615052167532,14.000215400949982,3.956399651217551,100.0,0.06387927666690095,3.5132512448667463,21.469866297034276
2023-07-01,17.832097814534762,13.790437176396267,4.041660638138496,100.0,0.29373625059243424,3.4955347573411446,21.327632571875906
2023-10-01,17.914982598598503,13.865898143172691,4.049084455425809,100.0,0.24228908905423946,3.5634016051238775,21.478384203722378
2024-01-01,17.902787294525762,13.807056467323003,4.095730827202759,100.0,0.05387666594178568,3.5432711973435014,21.446058491869262
2024-04-01,17.814859716134507,13.766099231194765,4.048760484939742,100.0,0.3350802915040029,3.5531836435969284,21.368043359731438
2024-07-01,17.779370217823026,13.78839905469241,3.990971163130618,100.0,0.2821325154691379,3.6089018904525343,21.38827210827556
2024-10-01,17.582595137223304,13.567025341203282,4.015566443148612,100.0,0.059644229497073986,3.618794346334584,21.201389483557886
2025-01-01,17.788419210060226,13.773395366697407,4.015020514702146,100.0,0.7063417942672674,3.6303971028935282,21.418816312953755
2025-04-01,17.727711218583618,13.801579092958544,3.926132125625075,100.0,-0.1502014270349251,3.624650078074236,21.352361296657858
2025-07-01,17.642400058735962,13.8014012437784,3.8409955990156517,100.0,-0.21656796029752481,3.5892259385396836,21.231625997275646
