date,NFP,NFPsa,PNS,PNSsa,PNFP,PNFPsa,EMP,EMPsa
2019-07-01,150.658,150.921,106.56,105.637,129.333,128.364,158.385,157.525
2019-08-01,151.094,151.081,106.602,105.789,129.397,128.482,157.816,157.782
2019-09-01,151.511,151.244,106.007,105.881,128.839,128.589,158.478,158.302
2019-10-01,152.5,151.337,106.478,105.872,129.44,128.657,159.067,158.474
2019-11-01,153.095,151.589,106.851,106.023,129.9,128.875,158.945,158.642
2019-12-01,152.846,151.789,106.712,106.067,129.789,129.058,158.504,158.834
2020-01-01,150.055,152.128,104.554,106.306,127.405,129.344,156.994,158.543
2020-02-01,150.968,152.504,104.963,106.464,127.874,129.625,158.017,158.749
2020-03-01,149.952,151.006,103.942,104.995,126.825,128.181,155.167,155.451
2020-04-01,130.253,130.513,86.793,87.249,108.013,108.609,133.326,133.258
2020-05-01,133.422,133.155,90.128,90.043,111.762,111.734,137.461,137.128
2020-06-01,138.507,137.66,95.114,94.223,117.211,116.244,142.811,142.276
2020-07-01,139.105,139.048,96.587,95.565,118.713,117.537,144.492,143.779
2020-08-01,140.727,140.713,97.399,96.64,119.6,118.75,147.224,147.201
2020-09-01,141.958,141.632,97.69,97.584,119.988,119.709,147.796,147.625
2020-10-01,143.565,142.279,99.017,98.263,121.433,120.508,150.433,149.854
2020-11-01,144.115,142.612,99.501,98.717,121.957,120.914,150.203,149.928
2020-12-01,143.605,142.497,99.118,98.433,121.619,120.806,149.613,149.961
2021-01-01,140.974,143.017,96.99,98.703,119.314,121.229,148.383,149.871
2021-02-01,142.129,143.727,97.678,99.159,120.136,121.922,149.522,150.205
2021-03-01,143.308,144.431,98.547,99.573,121.165,122.572,150.493,150.751
2021-04-01,144.358,144.694,99.314,99.82,122.117,122.784,151.16,151.171
2021-05-01,145.304,145.141,100.227,100.217,123.111,123.165,151.778,151.482
2021-06-01,146.493,145.698,101.548,100.715,124.593,123.673,152.283,151.684
2021-07-01,146.452,146.387,102.32,101.314,125.471,124.311,153.596,152.782
2021-08-01,146.947,146.904,102.458,101.731,125.653,124.808,153.232,153.211
2021-09-01,147.651,147.328,102.188,102.152,125.444,125.217,154.026,153.867
2021-10-01,149.31,148.005,103.394,102.682,126.847,125.911,154.966,154.395
2021-11-01,150.21,148.652,104.133,103.155,127.659,126.538,155.797,155.535
2021-12-01,150.352,149.24,104.272,103.605,127.922,127.099,155.732,156.081
2022-01-01,147.505,149.744,102.055,103.972,125.482,127.591,155.618,157.122
2022-02-01,149.143,150.458,103.235,104.516,126.784,128.295,156.942,157.59
2022-03-01,149.905,150.856,103.85,104.827,127.478,128.68,158.106,158.328
2022-04-01,150.957,151.224,104.677,105.141,128.462,129.048,157.991,157.982
2022-05-01,151.728,151.61,105.361,105.388,129.273,129.379,158.609,158.299
2022-06-01,152.607,151.903,106.499,105.691,130.567,129.725,158.678,158.057
2022-07-01,152.258,152.44,106.984,106.064,131.111,130.173,159.067,158.272
2022-08-01,152.674,152.732,107.001,106.28,131.18,130.406,158.714,158.694
2022-09-01,153.204,153.001,106.52,106.499,130.781,130.661,159.003,158.85
2022-10-01,154.401,153.264,107.409,106.682,131.678,130.88,159.144,158.593
2022-11-01,155.015,153.52,107.805,106.828,132.115,131.082,158.749,158.527
2022-12-01,154.771,153.743,107.529,106.908,132.006,131.302,158.872,159.244
