date,DPI,TOT,NFA,HRE,REQ,CDG,TFA,DEP,CEQ,NEQ,RET,NPA,DSL,TEQ,OFA,OTH
2015-10-01,1.36648e+07,1.04436e+08,3.15652e+07,2.31803e+07,1.37445e+07,4.99062e+06,7.28712e+07,1.09307e+07,2.32957e+07,9.81725e+06,2.60038e+07,3.39425e+06,8.45264e+06,3.31129e+07,2.03749e+07,2.87598e+07
2016-01-01,1.37824e+07,1.05593e+08,3.18563e+07,2.34614e+07,1.40293e+07,5.03724e+06,7.37367e+07,1.11713e+07,2.35296e+07,9.73362e+06,2.62408e+07,3.35763e+06,8.72483e+06,3.32632e+07,2.05774e+07,2.89723e+07
2016-04-01,1.38418e+07,1.07431e+08,3.25557e+07,2.3996e+07,1.45182e+07,5.09172e+06,7.48751e+07,1.11029e+07,2.40747e+07,9.97045e+06,2.68762e+07,3.46791e+06,8.97763e+06,3.40452e+07,2.07494e+07,2.9309e+07
2016-07-01,1.39681e+07,1.09315e+08,3.32058e+07,2.45026e+07,1.49593e+07,5.11119e+06,7.61089e+07,1.13012e+07,2.48364e+07,1.01754e+07,2.74981e+07,3.59202e+06,8.88715e+06,3.50118e+07,2.09088e+07,2.9612e+07
2016-10-01,1.41233e+07,1.10095e+08,3.36722e+07,2.49029e+07,1.53109e+07,5.13673e+06,7.64228e+07,1.14225e+07,2.52191e+07,1.01836e+07,2.79279e+07,3.6326e+06,8.57039e+06,3.54027e+07,2.10273e+07,2.97966e+07
2017-01-01,1.43531e+07,1.12504e+08,3.4099e+07,2.53188e+07,1.56823e+07,5.1852e+06,7.84055e+07,1.16321e+07,2.66669e+07,1.01868e+07,2.82984e+07,3.59499e+06,8.67275e+06,3.68537e+07,2.1247e+07,3.00272e+07
2017-04-01,1.45388e+07,1.14859e+08,3.48685e+07,2.58391e+07,1.61366e+07,5.20607e+06,7.99905e+07,1.15297e+07,2.74782e+07,1.06851e+07,2.90389e+07,3.82329e+06,8.90052e+06,3.81633e+07,2.1397e+07,3.04263e+07
2017-07-01,1.46921e+07,1.16664e+08,3.53418e+07,2.63459e+07,1.65631e+07,5.21615e+06,8.13219e+07,1.16383e+07,2.84263e+07,1.07701e+07,2.94944e+07,3.7798e+06,8.92376e+06,3.91964e+07,2.15634e+07,3.05594e+07
2017-10-01,1.48718e+07,1.1945e+08,3.58781e+07,2.67465e+07,1.68942e+07,5.26764e+06,8.35723e+07,1.186e+07,3.00318e+07,1.09725e+07,2.99705e+07,3.86393e+06,8.98424e+06,4.10043e+07,2.17238e+07,3.08553e+07
2018-01-01,1.51331e+07,1.20563e+08,3.66264e+07,2.73694e+07,1.74807e+07,5.32888e+06,8.39368e+07,1.21311e+07,2.97947e+07,1.10774e+07,3.06472e+07,3.92814e+06,9.05633e+06,4.08722e+07,2.18772e+07,3.11342e+07
2018-04-01,1.53491e+07,1.21933e+08,3.70977e+07,2.77622e+07,1.77953e+07,5.3809e+06,8.4835e+07,1.20939e+07,3.02575e+07,1.12455e+07,3.10566e+07,3.95461e+06,9.23129e+06,4.1503e+07,2.20067e+07,3.13422e+07
2018-07-01,1.55631e+07,1.24177e+08,3.7622e+07,2.82009e+07,1.81419e+07,5.41772e+06,8.65547e+07,1.19532e+07,3.15743e+07,1.13603e+07,3.15329e+07,4.00334e+06,9.49734e+06,4.29346e+07,2.21696e+07,3.15906e+07
2018-10-01,1.5771e+07,1.19863e+08,3.72198e+07,2.77508e+07,1.76292e+07,5.4716e+06,8.26431e+07,1.2292e+07,2.71508e+07,1.13465e+07,3.10688e+07,3.99738e+06,9.55433e+06,3.84973e+07,2.22995e+07,3.17685e+07
2019-01-01,1.59973e+07,1.25348e+08,3.73436e+07,2.768e+07,1.7533e+07,5.54793e+06,8.80039e+07,1.26757e+07,3.12198e+07,1.1527e+07,3.11034e+07,4.11573e+06,9.93075e+06,4.27469e+07,2.26505e+07,3.23142e+07
2019-04-01,1.60749e+07,1.28446e+08,3.85686e+07,2.87021e+07,1.84711e+07,5.5866e+06,8.98774e+07,1.25268e+07,3.21528e+07,1.19087e+07,3.22777e+07,4.27997e+06,1.04272e+07,4.40616e+07,2.28618e+07,3.27283e+07
2019-07-01,1.62221e+07,1.29128e+08,3.86543e+07,2.87291e+07,1.84071e+07,5.62472e+06,9.04737e+07,1.27809e+07,3.19446e+07,1.20368e+07,3.23161e+07,4.30048e+06,1.06791e+07,4.39815e+07,2.30323e+07,3.29575e+07
2019-10-01,1.63637e+07,1.32199e+08,3.85192e+07,2.85718e+07,1.81805e+07,5.67134e+06,9.36802e+07,1.33486e+07,3.43803e+07,1.20644e+07,3.21282e+07,4.27602e+06,1.06924e+07,4.64447e+07,2.31945e+07,3.31419e+07
2020-01-01,1.65162e+07,1.26391e+08,3.95822e+07,2.95102e+07,1.90771e+07,5.70954e+06,8.68089e+07,1.42554e+07,2.6513e+07,1.22215e+07,3.314e+07,4.36244e+06,1.03929e+07,3.87344e+07,2.34261e+07,3.34981e+07
2020-04-01,1.80861e+07,1.34041e+08,4.00662e+07,3.00627e+07,1.95621e+07,5.70062e+06,9.39751e+07,1.54082e+07,3.23555e+07,1.23029e+07,3.3621e+07,4.3029e+06,1.03411e+07,4.46584e+07,2.35673e+07,3.35708e+07
2020-07-01,1.76011e+07,1.39141e+08,4.14768e+07,3.12361e+07,2.05845e+07,5.86963e+06,9.76637e+07,1.55678e+07,3.52601e+07,1.26737e+07,3.48529e+07,4.37102e+06,1.04023e+07,4.79338e+07,2.37597e+07,3.40004e+07
2020-10-01,1.73303e+07,1.47759e+08,4.28058e+07,3.22871e+07,2.1504e+07,6.02227e+06,1.04953e+08,1.62176e+07,4.10319e+07,1.30122e+07,3.6018e+07,4.49633e+06,1.06605e+07,5.40442e+07,2.40311e+07,3.45497e+07
2021-01-01,1.96805e+07,1.53573e+08,4.46166e+07,3.39058e+07,2.30134e+07,6.15522e+06,1.08956e+08,1.7181e+07,4.41678e+07,1.33248e+07,3.76842e+07,4.55557e+06,1.00533e+07,5.74926e+07,2.42293e+07,3.494e+07
2021-04-01,1.84492e+07,1.61805e+08,4.80395e+07,3.68369e+07,2.54842e+07,6.49296e+06,1.13766e+08,1.72861e+07,4.77269e+07,1.40983e+07,4.07633e+07,4.70968e+06,1.01463e+07,6.18251e+07,2.45083e+07,3.57109e+07
2021-07-01,1.84869e+07,1.65774e+08,5.0302e+07,3.85438e+07,2.69681e+07,6.73718e+06,1.15472e+08,1.7421e+07,4.79982e+07,1.48941e+07,4.27658e+07,5.02103e+06,1.03805e+07,6.28923e+07,2.47777e+07,3.65359e+07
2021-10-01,1.8587e+07,1.70347e+08,5.13518e+07,3.9188e+07,2.73735e+07,6.99596e+06,1.18995e+08,1.80548e+07,5.04825e+07,1.53515e+07,4.3541e+07,5.16789e+06,1.01505e+07,6.5834e+07,2.49555e+07,3.71193e+07
2022-01-01,1.83744e+07,1.71235e+08,5.43917e+07,4.19656e+07,2.99216e+07,7.27784e+06,1.16843e+08,1.83529e+07,4.80208e+07,1.5764e+07,4.62857e+07,5.14831e+06,1.00172e+07,6.37848e+07,2.46879e+07,3.7114e+07
2022-04-01,1.86158e+07,1.65773e+08,5.69035e+07,4.42595e+07,3.19537e+07,7.414e+06,1.0887e+08,1.83e+07,4.00312e+07,1.64257e+07,4.86449e+07,5.23001e+06,9.75314e+06,5.64569e+07,2.43598e+07,3.70038e+07
2022-07-01,1.91309e+07,1.62489e+08,5.57654e+07,4.29215e+07,3.04113e+07,7.57149e+06,1.06724e+08,1.8188e+07,3.81538e+07,1.63779e+07,4.73368e+07,5.27247e+06,9.96001e+06,5.45317e+07,2.4044e+07,3.6888e+07
2022-10-01,1.95211e+07,1.63679e+08,5.48048e+07,4.19559e+07,2.93018e+07,7.63932e+06,1.08874e+08,1.8012e+07,4.04157e+07,1.59564e+07,4.6298e+07,5.20964e+06,1.0779e+07,5.63721e+07,2.37113e+07,3.65602e+07
2023-01-01,2.02834e+07,1.67291e+08,5.51511e+07,4.22095e+07,2.94989e+07,7.73535e+06,1.1214e+08,1.8e+07,4.28823e+07,1.57251e+07,4.65311e+07,5.20618e+06,1.1487e+07,5.86074e+07,2.40456e+07,3.69871e+07
2023-04-01,2.0651e+07,1.73283e+08,5.78618e+07,4.47141e+07,3.19084e+07,7.82785e+06,1.15421e+08,1.80342e+07,4.55166e+07,1.60305e+07,4.91424e+07,5.31988e+06,1.15776e+07,6.15471e+07,2.42624e+07,3.74101e+07
2023-07-01,2.08946e+07,1.72262e+08,5.8305e+07,4.52006e+07,3.22749e+07,7.83138e+06,1.13957e+08,1.8075e+07,4.39075e+07,1.6049e+07,4.95711e+07,5.27308e+06,1.14812e+07,5.99564e+07,2.44444e+07,3.75489e+07
2023-10-01,2.1168e+07,1.76574e+08,5.76719e+07,4.47965e+07,3.17795e+07,7.85657e+06,1.18902e+08,1.83408e+07,4.81988e+07,1.55934e+07,4.89035e+07,5.01877e+06,1.20769e+07,6.37922e+07,2.46919e+07,3.75672e+07
2024-01-01,2.15754e+07,1.82258e+08,5.87686e+07,4.58715e+07,3.28159e+07,7.93556e+06,1.23489e+08,1.8666e+07,5.23865e+07,1.54454e+07,4.99094e+07,4.96157e+06,1.21204e+07,6.78319e+07,2.48711e+07,3.77682e+07
2024-04-01,2.18432e+07,1.85427e+08,6.058e+07,4.75984e+07,3.44367e+07,7.96807e+06,1.24847e+08,1.84603e+07,5.34236e+07,1.56423e+07,5.16772e+07,5.01361e+06,1.23097e+07,6.90659e+07,2.50114e+07,3.7993e+07
2024-07-01,2.20026e+07,1.89743e+08,6.03333e+07,4.73155e+07,3.40453e+07,8.01338e+06,1.2941e+08,1.86724e+07,5.68774e+07,1.57344e+07,5.13726e+07,5.00436e+06,1.29199e+07,7.26118e+07,2.52054e+07,3.82231e+07
2024-10-01,2.22495e+07,1.90464e+08,6.00831e+07,4.69283e+07,3.35471e+07,8.11119e+06,1.30381e+08,1.92042e+07,5.74604e+07,1.58371e+07,5.10146e+07,5.04362e+06,1.25201e+07,7.32974e+07,2.53596e+07,3.85144e+07
2025-01-01,2.25637e+07,1.8962e+08,6.07073e+07,4.74906e+07,3.40568e+07,8.24112e+06,1.28913e+08,1.95874e+07,5.53025e+07,1.57724e+07,5.14991e+07,4.97559e+06,1.27173e+07,7.10749e+07,2.55334e+07,3.87502e+07
2025-04-01,2.27866e+07,1.96729e+08,6.20001e+07,4.86379e+07,3.50874e+07,8.41694e+06,1.34729e+08,1.96592e+07,6.06218e+07,1.57521e+07,5.26013e+07,4.94527e+06,1.29626e+07,7.63739e+07,2.57336e+07,3.90958e+07
2025-07-01,2.30012e+07,2.03202e+08,6.19534e+07,4.82699e+07,3.4602e+07,8.53399e+06,1.41249e+08,1.98843e+07,6.62068e+07,1.60158e+07,5.24136e+07,5.14952e+06,1.32002e+07,8.22226e+07,2.59415e+07,3.96251e+07
2025-10-01,2.31782e+07,2.05613e+08,6.17474e+07,4.79156e+07,3.41485e+07,8.65355e+06,1.43866e+08,2.05326e+07,6.77721e+07,1.60011e+07,5.20669e+07,5.17825e+06,1.33947e+07,8.37733e+07,2.61653e+07,3.99971e+07
