date,VALUE
1991-01-01,1.0
1991-02-01,1.002470106007067
1991-03-01,0.999039718309859
1991-04-01,0.9939489122807017
1991-05-01,0.9923551820728289
1991-06-01,0.9924483916083915
1991-07-01,0.9879086986778011
1991-08-01,0.9863365344467641
1991-09-01,0.9823457814661133
1991-10-01,0.9854705394190871
1991-11-01,0.9875235862068965
1991-12-01,0.9907338842975206
1992-01-01,0.9926729023383768
1992-02-01,0.9985826923076923
1992-03-01,0.9915827868852458
1992-04-01,0.9904281805745554
1992-05-01,0.9900407382091592
1992-06-01,0.9874368349249659
1992-07-01,0.9880157823129251
1992-08-01,0.9925303401360543
1992-09-01,0.9949228260869565
1992-10-01,0.9924070270270269
1992-11-01,0.9911555854643338
1992-12-01,0.9903004037685059
1993-01-01,0.9888741437206177
1993-02-01,0.9854642521797451
1993-03-01,0.9884947015425888
1993-04-01,0.9906637274549098
1993-05-01,0.9914142761841226
1993-06-01,0.9924396540252826
1993-07-01,0.9921553191489361
1993-08-01,0.9932689655172412
1993-09-01,0.9953197350993376
1993-10-01,0.9950216644649933
1993-11-01,0.9966894459102903
1993-12-01,0.9995547070441079
1994-01-01,0.9999038107752957
1994-02-01,0.9982876963350784
1994-03-01,0.9989992167101828
1994-04-01,1.0012949771689497
1994-05-01,1.0047029354207435
1994-06-01,1.0057968709256844
1994-07-01,1.003538401559454
1994-08-01,1.0018345631067962
1994-09-01,0.9996049032258063
1994-10-01,1.0007731958762887
1994-11-01,1.0002876606683804
1994-12-01,0.9997359023763648
1995-01-01,1.000159128763613
1995-02-01,1.0033867007672632
1995-03-01,1.000204211869815
1995-04-01,1.0005414012738854
1995-05-01,1.0004361323155215
1995-06-01,1.0020269206349206
1995-07-01,1.0041385687143762
1995-08-01,1.00491201011378
1995-09-01,1.0051480126182963
1995-10-01,1.0030620516047826
1995-11-01,1.0025820464532327
1995-12-01,1.0048556390977443
1996-01-01,1.0060499999999999
1996-02-01,1.0049496259351618
1996-03-01,1.0072149439601494
1996-04-01,1.0078819142324422
1996-05-01,1.0082836228287841
1996-06-01,1.0061264069264069
1996-07-01,1.0064199753390874
1996-08-01,1.0046488615384614
1996-09-01,1.0046956414978512
1996-10-01,1.0030993263931414
1996-11-01,1.0036671960904093
1996-12-01,1.0047585365853657
1997-01-01,1.003516301703163
1997-02-01,1.0036509708737862
1997-03-01,1.0058468806783767
1997-04-01,1.0052928096676736
1997-05-01,1.0065287522603976
1997-06-01,1.0039286057692307
1997-07-01,1.0040606714628297
1997-08-01,1.0048578601315001
1997-09-01,1.0031258641239569
1997-10-01,1.006029013079667
1997-11-01,1.006395257854179
1997-12-01,1.0071041986989946
1998-01-01,1.008642831858407
1998-02-01,1.0133323131253678
1998-03-01,1.0141857897827362
1998-04-01,1.016606912712361
1998-05-01,1.0182739918176504
1998-06-01,1.0211301106581245
1998-07-01,1.0207890824622532
1998-08-01,1.0214120370370368
1998-09-01,1.0244735870818915
1998-10-01,1.0258313973548014
1998-11-01,1.0291012034383955
1998-12-01,1.031349342481418
1999-01-01,1.0348759840273813
1999-02-01,1.0372088838268791
1999-03-01,1.0393443181818183
1999-04-01,1.04227052154195
1999-05-01,1.0468138087153367
1999-06-01,1.049153472614342
1999-07-01,1.0525962816901406
1999-08-01,1.0567379426644181
1999-09-01,1.056704708520179
1999-10-01,1.0607373601789707
1999-11-01,1.0592355951056727
1999-12-01,1.0613885745978922
2000-01-01,1.069330756488128
2000-02-01,1.065340385674931
2000-03-01,1.0706373626373624
2000-04-01,1.076311135490949
2000-05-01,1.078591789819376
2000-06-01,1.0828159388646288
2000-07-01,1.084452854812398
2000-08-01,1.084547562296858
2000-09-01,1.087156179168915
2000-10-01,1.0883249865663622
2000-11-01,1.09097408993576
2000-12-01,1.092794669509595
2001-01-01,1.096063124335813
2001-02-01,1.0995510852302803
2001-03-01,1.1013748945147679
2001-04-01,1.1043592008412197
2001-05-01,1.1046867015706805
2001-06-01,1.1063860125260958
2001-07-01,1.1085998959958396
2001-08-01,1.1092718798549972
2001-09-01,1.1105208870551828
2001-10-01,1.1127024139702106
2001-11-01,1.1114715089514065
2001-12-01,1.1135676171079427
2002-01-01,1.1165551269035532
2002-02-01,1.119243904906424
2002-03-01,1.1234020181634712
2002-04-01,1.1276793954659947
2002-05-01,1.1337195171026155
2002-06-01,1.13788921224285
2002-07-01,1.1423207207207204
2002-08-01,1.1472323676323675
2002-09-01,1.1514096661684106
2002-10-01,1.1561144560357675
2002-11-01,1.1586089108910889
2002-12-01,1.1641155555555553
2003-01-01,1.166688440727988
2003-02-01,1.171675797741777
2003-03-01,1.1733228809407152
2003-04-01,1.178208704156479
2003-05-01,1.1824552464616886
2003-06-01,1.1867409068746952
2003-07-01,1.192782879377432
2003-08-01,1.198452983988355
2003-09-01,1.2053258470474346
2003-10-01,1.210743934267762
2003-11-01,1.2166336385542167
2003-12-01,1.2245483405483404
2004-01-01,1.2300601056168985
2004-02-01,1.2363114942528732
2004-03-01,1.2429244741873804
2004-04-01,1.2503303767286598
2004-05-01,1.2591788772597525
2004-06-01,1.2689906027527291
2004-07-01,1.276549621212121
2004-08-01,1.2814616328456818
2004-09-01,1.288549717514124
2004-10-01,1.2958815789473683
2004-11-01,1.3049741088180111
2004-12-01,1.3121896213183728
2005-01-01,1.3179324941724941
2005-02-01,1.324061953488372
2005-03-01,1.334815034802784
2005-04-01,1.3434264814814811
2005-05-01,1.3517746765249534
2005-06-01,1.3611341328413282
2005-07-01,1.3701918160919537
2005-08-01,1.3768943119266055
2005-09-01,1.385710704483074
