date,RESPPLLOP_N.WW,RESPPMA_N.WW,RESH4SCS_N.WW,RESPPALGASMO_N.WW,RESPPALGUO_N.WW,RESPPALDJ_N.WW,RESPPALD_N.WW,RESPPALGTR_N.WW,RESPPALSD_N.WW,RESPPALSP_N.WW,RESPPA_N.WW
2009-11-11,0,2.13504e+06,29088,775573,776520,0,107769,0,-3138,46950,2.13539e+06
2009-11-18,0,2.20872e+06,28278,847042,776527,0,108532,0,-3218,49167,2.209e+06
2009-11-25,0,2.20636e+06,25811,852124,776535,0,109578,0,-3208,49295,2.20659e+06
2009-12-02,0,2.20407e+06,23038,852172,776543,0,84817,0,-3212,49182,2.20438e+06
2009-12-09,0,2.18638e+06,16505,854313,776554,0,84298,0,-3203,49174,2.18676e+06
2009-12-16,0,2.23576e+06,14492,901231,776565,0,86195,0,-3205,50530,2.23604e+06
2009-12-23,0,2.2358e+06,10272,910433,776576,0,87978,0,-3200,50790,2.23606e+06
2009-12-30,0,2.23407e+06,10272,908257,776587,0,89699,0,-3191,50638,2.23431e+06
2010-01-06,0,2.2353e+06,10272,908737,776595,0,89821,0,-3195,50521,2.23567e+06
2010-01-13,0,2.2917e+06,5895,968590,776603,0,85760,0,-3241,52149,2.29209e+06
2010-01-20,0,2.25181e+06,1250,970901,776611,0,86944,0,-3287,52185,2.25221e+06
2010-01-27,0,2.24689e+06,175,969728,776619,0,87906,0,-3278,52085,2.24706e+06
2010-02-03,0,2.24932e+06,100,970327,776614,0,88301,0,-3276,52075,2.24955e+06
2010-02-10,0,2.25668e+06,100,976865,776592,0,87704,0,-3271,52245,2.25685e+06
2010-02-17,0,2.27757e+06,0,1.02554e+06,776571,0,87774,0,-3378,53271,2.27794e+06
2010-02-24,0,2.28613e+06,0,1.03256e+06,776549,0,86026,0,-3377,53459,2.28628e+06
2010-03-03,0,2.28015e+06,0,1.02683e+06,776553,0,85998,0,-3374,53195,2.28023e+06
2010-03-10,0,2.28247e+06,0,1.02917e+06,776591,0,83791,0,-3368,53212,2.28255e+06
2010-03-17,0,2.308e+06,0,1.06644e+06,776629,0,85105,0,-3382,53671,2.30807e+06
2010-03-24,0,2.31315e+06,0,1.0738e+06,776667,0,82249,0,-3376,53796,2.3132e+06
2010-03-31,0,2.30715e+06,0,1.0687e+06,776705,0,80711,0,-3383,53585,2.3072e+06
2010-04-07,0,2.30758e+06,0,1.06874e+06,776708,0,80316,0,-3377,53449,2.30764e+06
2010-04-14,0,2.33934e+06,0,1.10187e+06,776711,0,79325,0,-3391,53754,2.33941e+06
2010-04-21,0,2.33756e+06,0,1.10193e+06,776714,0,78424,0,-3458,53662,2.33761e+06
2010-04-28,0,2.33047e+06,0,1.09642e+06,776717,0,78370,0,-3449,53331,2.33052e+06
2010-05-05,0,2.32616e+06,0,1.09742e+06,776749,0,77749,0,-3450,53226,2.32622e+06
2010-05-12,0,2.3361e+06,9205,1.09836e+06,776792,0,76636,0,-3444,53128,2.33614e+06
2010-05-19,0,2.35089e+06,9205,1.11948e+06,776834,0,75861,0,-3475,53153,2.35093e+06
2010-05-26,0,2.33404e+06,1242,1.11291e+06,776877,0,74937,0,-3465,52770,2.33408e+06
2010-06-02,0,2.33622e+06,6642,1.11361e+06,776913,0,71035,0,-3462,52647,2.33630e+06
2010-06-09,0,2.33153e+06,1242,1.11368e+06,776932,0,70791,0,-3457,52514,2.33157e+06
2010-06-16,0,2.34432e+06,1242,1.1276e+06,776951,0,69867,0,-3447,52572,2.34435e+06
2010-06-23,0,2.3445e+06,1245,1.12866e+06,776970,0,68376,0,-3441,52456,2.34452e+06
2010-06-30,0,2.33085e+06,1245,1.11813e+06,776989,0,67825,0,-3445,51963,2.3309e+06
2010-07-07,0,2.33202e+06,1245,1.11829e+06,776997,0,66925,0,-3440,51830,2.33211e+06
2010-07-14,0,2.34072e+06,1245,1.12856e+06,777005,0,66571,0,-3428,52071,2.34077e+06
2010-07-21,0,2.33232e+06,1246,1.12459e+06,777013,0,65551,0,-3418,51890,2.33237e+06
2010-07-28,0,2.3253e+06,1246,1.11747e+06,777021,0,64172,0,-3407,51592,2.32536e+06
2010-08-04,0,2.32648e+06,1246,1.11773e+06,777019,0,63767,0,-3406,51463,2.32656e+06
2010-08-11,0,2.32753e+06,1246,1.11946e+06,777009,0,62225,0,-3399,51383,2.3276e+06
2010-08-18,0,2.31366e+06,434,1.11302e+06,779549,0,61921,0,-3407,51279,2.31376e+06
2010-08-25,0,2.30102e+06,39,1.10317e+06,784498,0,56383,0,-3360,51161,2.3011e+06
2010-09-01,0,2.302e+06,44,1.10317e+06,786283,0,54034,0,-3344,51704,2.30211e+06
2010-09-08,0,2.3058e+06,64,1.10317e+06,789894,0,52937,0,-3292,51762,2.30592e+06
2010-09-15,0,2.29608e+06,61,1.09223e+06,794646,0,52598,0,-3269,51725,2.29617e+06
2010-09-22,0,2.30717e+06,61,1.09187e+06,805107,0,51262,0,-3236,52302,2.30727e+06
2010-09-29,0,2.29869e+06,61,1.07854e+06,811669,0,49773,0,-3182,52248,2.29878e+06
2010-10-06,0,2.30809e+06,61,1.07854e+06,819072,0,49483,0,-3139,53383,2.30818e+06
2010-10-13,0,2.30988e+06,60,1.07854e+06,821156,0,49338,0,-3134,53297,2.31e+06
2010-10-20,0,2.30523e+06,560,1.06575e+06,832121,0,48284,0,-3098,53857,2.30532e+06
2010-10-27,0,2.29539e+06,60,1.05104e+06,837848,0,47564,0,-3041,54098,2.29548e+06
2010-11-03,0,2.30035e+06,60,1.05104e+06,842008,0,47172,0,-3042,54060,2.30044e+06
2010-11-10,0,2.31277e+06,60,1.05104e+06,853041,0,46676,0,-2990,54866,2.31286e+06
2010-11-17,0,2.31476e+06,65,1.03828e+06,873618,0,47003,0,-2959,55789,2.31485e+06
2010-11-24,0,2.346e+06,60,1.0378e+06,901238,0,46685,0,-2787,59400,2.3461e+06
2010-12-01,0,2.34692e+06,60,1.02265e+06,917451,0,46850,0,-2775,60814,2.34701e+06
2010-12-08,0,2.38229e+06,60,1.02265e+06,949612,0,45942,0,-2790,63459,2.38239e+06
2010-12-15,0,2.38575e+06,60,1.00884e+06,967553,0,45752,0,-2797,63920,2.38584e+06
2010-12-22,0,2.42792e+06,75,1.0084e+06,1.00724e+06,0,45101,0,-2851,66046,2.42805e+06
2010-12-29,0,2.42057e+06,75,992141,1.0161e+06,0,45084,0,-2888,66455,2.42067e+06
2011-01-05,613,2.43606e+06,75,992141,1.03098e+06,0,44615,0,-2908,67233,2.43616e+06
2011-01-12,1204,2.46813e+06,70,992141,1.06206e+06,0,43959,0,-3028,68239,2.46823e+06
2011-01-19,2895,2.42516e+06,70,980157,1.07958e+06,0,23688,0,-3103,68371,2.42537e+06
2011-01-26,1292,2.44353e+06,70,965077,1.11445e+06,0,23259,0,-3233,68876,2.44364e+06
2011-02-02,2047,2.46942e+06,70,965077,1.13817e+06,0,22603,0,-3243,69702,2.46951e+06
2011-02-09,1263,2.50048e+06,70,965077,1.16709e+06,0,22112,0,-3500,71362,2.50057e+06
2011-02-16,830,2.50887e+06,70,958444,1.19034e+06,0,22078,0,-3840,71367,2.50897e+06
2011-02-23,1803,2.53322e+06,70,958201,1.21342e+06,0,21025,0,-3955,72204,2.53336e+06
2011-03-02,1845,2.54512e+06,70,948932,1.23626e+06,0,20381,0,-3996,72882,2.54523e+06
2011-03-09,1412,2.57708e+06,0,948932,1.26607e+06,0,20176,0,-4064,73613,2.57717e+06
2011-03-16,2176,2.58305e+06,0,944103,1.28039e+06,0,19949,0,-4069,73940,2.58314e+06
2011-03-23,1572,2.60134e+06,0,943848,1.30524e+06,0,19513,0,-4065,74218,2.60144e+06
2011-03-30,1133,2.62252e+06,0,937155,1.33344e+06,0,19254,0,-4066,74745,2.62262e+06
2011-04-06,1401,2.64868e+06,0,937155,1.35821e+06,0,18494,0,-4136,75905,2.64878e+06
2011-04-13,2032,2.66541e+06,0,937155,1.3747e+06,0,17855,0,-4175,76169,2.66551e+06
2011-04-20,1668,2.68578e+06,0,933222,1.40249e+06,0,17619,0,-4171,76760,2.68588e+06
2011-04-27,3644,2.69098e+06,0,927021,1.41347e+06,0,16798,0,-4159,77712,2.69113e+06
2011-05-04,2035,2.71876e+06,0,927021,1.44186e+06,0,16277,0,-4204,78403,2.71885e+06
2011-05-11,1165,2.7445e+06,0,927021,1.46621e+06,0,15353,0,-4177,79238,2.7446e+06
2011-05-18,1442,2.75801e+06,0,923579,1.49517e+06,0,14980,0,-4173,79974,2.75808e+06
2011-05-25,1378,2.775e+06,0,917856,1.51933e+06,0,14270,0,-4107,81302,2.77514e+06
2011-06-01,1999,2.78872e+06,0,917856,1.53224e+06,0,13723,0,-4092,81386,2.78896e+06
2011-06-08,2015,2.81121e+06,0,917856,1.55466e+06,0,13362,0,-4074,82053,2.81136e+06
2011-06-15,835,2.82755e+06,0,914506,1.57594e+06,0,13232,0,-3996,82576,2.8277e+06
2011-06-22,2014,2.8564e+06,0,914326,1.60196e+06,0,13022,0,-3958,83684,2.85656e+06
2011-06-29,1411,2.86525e+06,0,908853,1.61706e+06,0,12845,0,-3916,84707,2.86541e+06
2011-07-06,2268,2.8701e+06,0,908853,1.62452e+06,0,12552,0,-3947,84737,2.8703e+06
2011-07-13,1702,2.87807e+06,0,908853,1.63041e+06,0,12510,0,-3930,84809,2.87821e+06
2011-07-20,1689,2.8713e+06,0,904182,1.63409e+06,0,12531,0,-3910,84608,2.87144e+06
2011-07-27,-672,2.86358e+06,0,897285,1.63816e+06,0,11968,0,-3839,84797,2.86381e+06
2011-08-03,-77,2.86722e+06,0,897285,1.64092e+06,0,11965,0,-3826,84671,2.86736e+06
2011-08-10,536,2.87242e+06,0,897285,1.64474e+06,0,11913,0,-3813,84554,2.87254e+06
2011-08-17,1502,2.85791e+06,200,892569,1.64763e+06,0,11903,0,-3789,84475,2.85802e+06
2011-08-24,1359,2.85943e+06,500,892350,1.64844e+06,0,11702,0,-3722,84521,2.85954e+06
2011-08-31,1329,2.85389e+06,0,884945,1.65211e+06,0,11706,0,-3506,84501,2.854e+06
2011-09-07,1031,2.85866e+06,0,884945,1.6556e+06,0,11661,0,-3484,84461,2.85879e+06
2011-09-14,1368,2.86354e+06,0,884945,1.65896e+06,0,11628,0,-3435,84342,2.86365e+06
2011-09-21,1501,2.85775e+06,575,879240,1.66310e+06,0,11445,0,-3401,84283,2.85791e+06
2011-09-28,1297,2.85092e+06,500,870883,1.66466e+06,0,11462,0,-3311,84436,2.85103e+06
2011-10-05,1058,2.8597e+06,500,870883,1.67178e+06,0,11396,0,-3130,85669,2.85982e+06
2011-10-12,2125,2.86082e+06,500,870883,1.66877e+06,0,11393,0,-2949,87297,2.86096e+06
2011-10-19,1483,2.85239e+06,1853,862075,1.67026e+06,0,11255,0,-2786,88485,2.85252e+06
2011-10-26,-661,2.84568e+06,1853,849261,1.67801e+06,0,11004,0,-2690,90073,2.84578e+06
2011-11-02,-203,2.82203e+06,1853,849261,1.6542e+06,0,10840,0,-2649,90359,2.82215e+06
2011-11-09,614,2.83979e+06,1960,849261,1.66811e+06,0,10605,0,-2631,92523,2.83989e+06
2011-11-16,1215,2.83158e+06,2349,841983,1.67584e+06,0,10504,0,-2611,94056,2.83168e+06
2011-11-23,1125,2.82198e+06,2400,841600,1.6648e+06,0,9882,0,-2557,96380,2.82206e+06
2011-11-30,1170,2.81424e+06,2401,827052,1.67204e+06,0,9821,0,-2539,97456,2.81431e+06
2011-12-07,1550,2.82069e+06,2301,827052,1.67503e+06,0,9626,0,-2516,99377,2.82077e+06
2011-12-14,922,2.90249e+06,54335,858078,1.67348e+06,0,9588,0,-2472,101761,2.90257e+06
2011-12-21,1632,2.91608e+06,62599,851726,1.68425e+06,0,9514,0,-2421,103599,2.91619e+06
2011-12-28,1351,2.9261e+06,99823,837295,1.67209e+06,0,9082,0,-2390,103801,2.9262e+06
2012-01-04,984,2.91769e+06,99823,837739,1.66344e+06,0,8980,0,-2380,103470,2.91784e+06
2012-01-11,1307,2.89915e+06,91459,840274,1.65084e+06,0,8628,0,-2354,103855,2.89924e+06
2012-01-18,1770,2.91942e+06,103266,847434,1.65151e+06,0,8596,0,-2329,106010,2.91962e+06
2012-01-25,1596,2.91954e+06,103171,835624,1.66153e+06,0,8180,0,-2324,107900,2.91967e+06
2012-02-01,1712,2.92495e+06,104454,836012,1.66246e+06,0,8142,0,-2304,109510,2.92504e+06
2012-02-08,960,2.92828e+06,108757,836030,1.66069e+06,0,8132,0,-2295,111092,2.92837e+06
2012-02-15,948,2.93789e+06,109088,847806,1.66707e+06,0,7995,0,-2350,113549,2.938e+06
2012-02-22,1320,2.93281e+06,107959,853045,1.65658e+06,0,7632,0,-2337,114084,2.93295e+06
2012-02-29,2172,2.92572e+06,107763,840795,1.6616e+06,0,7580,0,-2319,114845,2.92579e+06
2012-03-07,1410,2.88475e+06,71386,840796,1.65928e+06,0,7430,0,-2307,115835,2.88482e+06
2012-03-14,1264,2.89356e+06,64873,853885,1.65977e+06,0,7381,0,-2289,117592,2.89387e+06
2012-03-21,1806,2.89265e+06,65593,851260,1.66348e+06,0,7299,0,-2345,118924,2.89272e+06
2012-03-28,1667,2.87814e+06,65068,836786,1.66491e+06,0,7061,0,-2327,120476,2.8782e+06
2012-04-04,1235,2.86548e+06,46482,836793,1.66937e+06,0,7072,0,-2322,122179,2.86557e+06
2012-04-11,1929,2.8672e+06,32471,836793,1.68109e+06,0,7020,0,-2319,123205,2.86727e+06
2012-04-18,1431,2.87547e+06,32371,855361,1.67214e+06,0,6949,0,-2365,124982,2.87561e+06
2012-04-25,3664,2.86656e+06,31971,847796,1.66777e+06,0,6575,0,-2327,126667,2.86668e+06
2012-05-02,2218,2.86428e+06,27256,847820,1.66763e+06,0,6801,0,-2326,127745,2.86438e+06
2012-05-09,1700,2.86415e+06,26656,847826,1.66594e+06,0,6461,0,-2316,128508,2.86423e+06
2012-05-16,1309,2.85098e+06,26450,858229,1.65679e+06,0,6393,0,-2316,129601,2.85108e+06
2012-05-23,1809,2.8595e+06,26425,864985,1.65682e+06,0,5834,0,-2308,131004,2.85958e+06
2012-05-30,1519,2.84265e+06,22168,851750,1.65668e+06,0,5509,0,-2286,132008,2.84278e+06
2012-06-06,1678,2.85202e+06,22268,851759,1.66429e+06,0,5471,0,-2268,133126,2.85208e+06
2012-06-13,1762,2.86907e+06,23314,867934,1.66016e+06,0,5375,0,-2257,135254,2.86913e+06
2012-06-20,1899,2.87085e+06,24215,868038,1.66358e+06,0,5423,0,-2193,138313,2.87092e+06
2012-06-27,1238,2.86355e+06,27059,854979,1.66653e+06,0,4858,0,-2151,138649,2.86360e+06
2012-07-04,3696,2.86586e+06,27969,855030,1.66638e+06,0,4582,0,-2127,139413,2.86596e+06
2012-07-11,1033,2.86628e+06,29708,855054,1.66264e+06,0,4590,0,-2107,140395,2.86633e+06
2012-07-18,1754,2.85581e+06,30552,863015,1.64869e+06,0,4568,0,-2068,142374,2.85587e+06
2012-07-25,2117,2.84676e+06,27232,853362,1.65143e+06,0,3693,0,-2043,143445,2.84680e+06
2012-08-01,2007,2.85112e+06,31022,853478,1.64929e+06,0,3653,0,-1979,144732,2.85118e+06
2012-08-08,1439,2.85618e+06,30022,853493,1.65242e+06,0,3631,600,-1975,145357,2.85624e+06
2012-08-15,1288,2.83332e+06,30005,854155,1.64636e+06,0,3607,0,-1931,147492,2.83337e+06
2012-08-22,2013,2.82566e+06,26484,859310,1.63715e+06,0,2847,0,-1916,148088,2.82572e+06
2012-08-29,1840,2.81281e+06,25683,843597,1.63941e+06,0,2420,0,-1832,149638,2.813e+06
2012-09-05,1363,2.82217e+06,23442,843710,1.64886e+06,0,2497,0,-1819,150654,2.82228e+06
2012-09-12,1895,2.82345e+06,19446,843730,1.65085e+06,0,1867,0,-1766,152333,2.82350e+06
2012-09-19,1599,2.82157e+06,14742,850142,1.6461e+06,0,1823,0,-1774,153252,2.82164e+06
2012-09-26,1417,2.80446e+06,14693,834979,1.6484e+06,0,1732,0,-1730,154427,2.80457e+06
2012-10-03,1514,2.80851e+06,12551,834992,1.65294e+06,0,1572,0,-1685,155410,2.80862e+06
2012-10-10,1734,2.81162e+06,12951,835005,1.65374e+06,0,1559,0,-1682,156085,2.81185e+06
2012-10-17,1558,2.84692e+06,12877,862304,1.65908e+06,0,1475,0,-1662,158555,2.84704e+06
2012-10-24,2007,2.84096e+06,12177,868069,1.64652e+06,0,1312,0,-1650,159065,2.84105e+06
2012-10-31,1504,2.82314e+06,12903,852039,1.64533e+06,0,1262,0,-1614,159592,2.82314e+06
2012-11-07,1380,2.83079e+06,12465,852063,1.65129e+06,0,1166,0,-1617,160131,2.83079e+06
2012-11-14,1470,2.87724e+06,12121,889020,1.65683e+06,0,1016,0,-1599,162671,2.87724e+06
2012-11-21,2141,2.87116e+06,12252,900583,1.65049e+06,0,981,0,-1574,164124,2.87116e+06
2012-11-28,1429,2.85136e+06,12212,883539,1.64664e+06,0,1018,0,-1535,164969,2.85136e+06
2012-12-05,2225,2.85981e+06,12181,883646,1.65359e+06,0,959,0,-1533,165898,2.85981e+06
2012-12-12,1403,2.91726e+06,12368,928801,1.66081e+06,0,827,0,-1529,169123,2.91726e+06
2012-12-19,2061,2.92023e+06,11549,933391,1.65885e+06,0,864,0,-1545,169493,2.92023e+06
2012-12-26,1157,2.9073e+06,8889,926558,1.65693e+06,0,613,0,-1559,170744,2.9073e+06
2013-01-02,461,2.91719e+06,8889,926691,1.66612e+06,0,587,0,-1564,170880,2.91719e+06
2013-01-09,1030,2.92873e+06,8991,926712,1.67631e+06,0,559,0,-1598,170933,2.92873e+06
2013-01-16,1220,2.96381e+06,8070,947608,1.68889e+06,0,573,0,-1600,173681,2.96381e+06
2013-01-23,1051,3.0117e+06,8071,983174,1.69669e+06,0,567,0,-1636,176846,3.0117e+06
2013-01-30,643,3.0087e+06,8030,965784,1.71006e+06,0,579,0,-1666,177551,3.0087e+06
2013-02-06,931,3.01498e+06,5192,965883,1.71718e+06,0,510,0,-1676,178684,3.01498e+06
2013-02-13,1273,3.07422e+06,5193,1.00967e+06,1.72848e+06,0,449,0,-1676,181461,3.07422e+06
2013-02-20,998,3.09515e+06,5192,1.03271e+06,1.73646e+06,0,448,0,-1652,183590,3.09515e+06
2013-02-27,1064,3.0906e+06,4194,1.01591e+06,1.74954e+06,0,399,0,-1668,184443,3.0906e+06
2013-03-06,1358,3.10880e+06,8343,1.01594e+06,1.76176e+06,0,400,0,-1638,185533,3.10880e+06
2013-03-13,1317,3.1654e+06,7988,1.06087e+06,1.76999e+06,0,397,0,-1677,187718,3.1654e+06
2013-03-20,1341,3.20689e+06,7965,1.08551e+06,1.78465e+06,0,392,0,-1666,190307,3.20689e+06
2013-03-27,1290,3.20226e+06,8265,1.07093e+06,1.79446e+06,0,385,0,-1671,190579,3.20226e+06
2013-04-03,1535,3.21543e+06,8056,1.07097e+06,1.80564e+06,0,394,0,-1640,191539,3.21543e+06
2013-04-10,1299,3.22776e+06,8751,1.07108e+06,1.81448e+06,0,439,0,-1651,192839,3.22776e+06
2013-04-17,1690,3.29511e+06,7552,1.12612e+06,1.82504e+06,0,404,0,-1664,194674,3.29511e+06
2013-04-24,1655,3.31865e+06,7552,1.13601e+06,1.83623e+06,0,418,0,-1662,196094,3.31865e+06
2013-05-01,1809,3.31719e+06,8576,1.12154e+06,1.84798e+06,0,419,0,-1649,196344,3.31719e+06
2013-05-08,1466,3.32462e+06,7276,1.12155e+06,1.85433e+06,0,418,0,-1657,196853,3.32462e+06
2013-05-15,672,3.35427e+06,7276,1.15049e+06,1.86451e+06,0,426,0,-1672,199053,3.35427e+06
2013-05-22,1576,3.39871e+06,7277,1.17878e+06,1.87715e+06,0,389,0,-1694,201100,3.39871e+06
2013-05-29,1551,3.38513e+06,1771,1.16493e+06,1.88356e+06,0,418,0,-1724,200824,3.38513e+06
2013-06-05,1970,3.40018e+06,1771,1.16499e+06,1.89801e+06,0,327,0,-1902,200922,3.40018e+06
2013-06-12,2184,3.41084e+06,1771,1.16501e+06,1.90608e+06,0,380,0,-2062,200925,3.41084e+06
2013-06-19,1499,3.47053e+06,1772,1.20898e+06,1.91871e+06,0,364,0,-2123,203318,3.47053e+06
2013-06-26,523,3.47867e+06,1480,1.20812e+06,1.92842e+06,0,384,0,-2320,203783,3.47867e+06
2013-07-03,1630,3.49274e+06,1679,1.20814e+06,1.94268e+06,0,364,0,-2415,203877,3.49274e+06
2013-07-10,1241,3.5041e+06,1479,1.20815e+06,1.95253e+06,0,369,0,-2511,203957,3.5041e+06
2013-07-17,1731,3.53786e+06,1479,1.23454e+06,1.96167e+06,0,365,0,-2913,204508,3.53786e+06
2013-07-24,1486,3.57457e+06,1480,1.26093e+06,1.97e+06,0,344,0,-3031,204717,3.57457e+06
2013-07-31,1276,3.5718e+06,1479,1.24696e+06,1.98241e+06,0,320,0,-3222,204101,3.5718e+06
2013-08-07,1907,3.58536e+06,1479,1.24696e+06,1.99338e+06,0,319,0,-3322,203894,3.58536e+06
2013-08-14,1490,3.64632e+06,1479,1.29983e+06,2.00109e+06,0,364,0,-3900,204069,3.64632e+06
2013-08-21,1670,3.64567e+06,317,1.30319e+06,2.01217e+06,0,278,0,-4368,204100,3.64567e+06
2013-08-28,1391,3.64446e+06,321,1.29134e+06,2.02361e+06,0,285,0,-4899,203509,3.64446e+06
2013-09-04,1444,3.65418e+06,317,1.2914e+06,2.03329e+06,0,277,0,-5365,203308,3.65418e+06
2013-09-11,1719,3.66204e+06,320,1.29148e+06,2.04109e+06,0,277,0,-5867,203087,3.66204e+06
2013-09-18,1757,3.72219e+06,262,1.33977e+06,2.05206e+06,0,302,0,-6439,204077,3.72219e+06
2013-09-25,1711,3.73402e+06,263,1.342e+06,2.062e+06,0,268,0,-6922,204083,3.73402e+06
2013-10-02,1915,3.74739e+06,511,1.34213e+06,2.07693e+06,0,254,0,-7275,204187,3.74739e+06
2013-10-09,1715,3.75866e+06,186,1.34216e+06,2.08674e+06,0,246,0,-7636,204039,3.75866e+06
2013-10-16,1313,3.8136e+06,272,1.38775e+06,2.09503e+06,0,252,0,-7888,205223,3.8136e+06
2013-10-23,2255,3.83903e+06,272,1.40067e+06,2.10648e+06,0,239,0,-8268,205606,3.83903e+06
2013-10-30,1562,3.8434e+06,272,1.39369e+06,2.11775e+06,0,212,0,-8415,205484,3.8434e+06
2013-11-06,1392,3.85162e+06,272,1.39369e+06,2.12555e+06,0,181,0,-8689,205680,3.85162e+06
2013-11-13,1740,3.90742e+06,272,1.43455e+06,2.13704e+06,0,177,0,-9034,207149,3.90742e+06
2013-11-20,1596,3.90662e+06,273,1.43389e+06,2.15096e+06,0,166,0,-9766,207412,3.90662e+06
2013-11-27,1944,3.92588e+06,272,1.43985e+06,2.16367e+06,0,172,0,-10214,207686,3.92588e+06
2013-12-04,1460,3.93263e+06,272,1.43986e+06,2.16979e+06,0,161,0,-10412,207768,3.93263e+06
2013-12-11,2094,3.99396e+06,272,1.48297e+06,2.18572e+06,0,173,0,-11111,209015,3.99396e+06
2013-12-18,1593,4.00806e+06,273,1.48541e+06,2.19729e+06,0,181,0,-11711,208882,4.00806e+06
2013-12-25,3226,4.03258e+06,273,1.49694e+06,2.20883e+06,0,192,0,-12372,209102,4.03258e+06
2014-01-01,2852,4.02364e+06,272,1.49016e+06,2.20878e+06,0,171,0,-12352,208610,4.02364e+06
2014-01-08,1999,4.02818e+06,259,1.49017e+06,2.21292e+06,0,121,0,-12642,208249,4.02818e+06
2014-01-15,1755,4.07153e+06,259,1.5252e+06,2.22095e+06,0,115,0,-13059,209068,4.07153e+06
2014-01-22,2012,4.09791e+06,260,1.53947e+06,2.23143e+06,0,121,0,-13521,209225,4.09791e+06
2014-01-29,1981,4.10214e+06,261,1.53222e+06,2.24318e+06,0,127,0,-14086,208782,4.10214e+06
2014-02-05,3357,4.10928e+06,359,1.53223e+06,2.25297e+06,0,103,0,-14389,208632,4.10928e+06
2014-02-12,1427,4.11947e+06,360,1.53224e+06,2.2611e+06,0,101,0,-14768,208533,4.11947e+06
2014-02-19,2087,4.14922e+06,360,1.56869e+06,2.26787e+06,0,101,0,-15148,209440,4.14922e+06
2014-02-26,1620,4.15997e+06,360,1.57007e+06,2.27826e+06,0,100,0,-15577,209312,4.15997e+06
2014-03-05,2409,4.17176e+06,458,1.57012e+06,2.28845e+06,0,101,0,-15951,209115,4.17176e+06
2014-03-12,2226,4.18136e+06,457,1.57013e+06,2.29594e+06,0,104,0,-16282,208797,4.18136e+06
2014-03-19,2120,4.22208e+06,458,1.60298e+06,2.3058e+06,0,122,0,-16456,209957,4.22208e+06
2014-03-26,1680,4.22697e+06,459,1.6031e+06,2.31154e+06,0,105,0,-16783,209946,4.22697e+06
2014-04-02,1725,4.23644e+06,407,1.60311e+06,2.32065e+06,0,97,0,-17157,209648,4.23644e+06
2014-04-09,2337,4.24419e+06,407,1.60311e+06,2.32608e+06,0,99,0,-17344,209489,4.24419e+06
2014-04-16,1902,4.28397e+06,407,1.63263e+06,2.33599e+06,0,104,0,-17504,210119,4.28397e+06
2014-04-23,2087,4.29634e+06,407,1.63913e+06,2.34177e+06,0,106,0,-17626,210075,4.29634e+06
2014-04-30,2102,4.29605e+06,300,1.63188e+06,2.35027e+06,0,121,0,-17703,209747,4.29605e+06
2014-05-07,2256,4.30314e+06,300,1.63188e+06,2.35492e+06,0,158,0,-17785,209492,4.30314e+06
2014-05-14,2042,4.33665e+06,300,1.65603e+06,2.36133e+06,0,129,0,-17864,210009,4.33665e+06
2014-05-21,1931,4.32756e+06,300,1.65582e+06,2.36724e+06,0,147,0,-17893,209935,4.32756e+06
2014-05-28,1965,4.32265e+06,174,1.64798e+06,2.37072e+06,0,137,0,-17958,209412,4.32265e+06
2014-06-04,1993,4.33092e+06,174,1.64798e+06,2.37819e+06,0,164,0,-18114,209310,4.33092e+06
2014-06-11,2161,4.3409e+06,174,1.648e+06,2.3858e+06,0,183,0,-18269,209101,4.3409e+06
2014-06-18,2064,4.36817e+06,176,1.66839e+06,2.39148e+06,0,168,0,-18343,209801,4.36817e+06
2014-06-25,1940,4.36835e+06,124,1.6639e+06,2.39697e+06,0,274,0,-18433,209464,4.36835e+06
2014-07-02,2242,4.37703e+06,124,1.6639e+06,2.40458e+06,0,195,0,-18523,209315,4.37703e+06
2014-07-09,2149,4.3834e+06,124,1.6639e+06,2.40851e+06,0,206,0,-18544,209158,4.3834e+06
2014-07-16,1933,4.3982e+06,124,1.67698e+06,2.41034e+06,0,237,0,-18560,209521,4.3982e+06
2014-07-23,2012,4.41075e+06,77,1.68426e+06,2.41362e+06,0,259,0,-18542,209601,4.41075e+06
2014-07-30,1467,4.40664e+06,75,1.67436e+06,2.42028e+06,0,255,0,-18615,209240,4.40664e+06
2014-08-06,2038,4.41011e+06,75,1.67436e+06,2.42257e+06,0,265,0,-18647,209177,4.41011e+06
2014-08-13,2185,4.43192e+06,75,1.68857e+06,2.42765e+06,0,274,0,-18692,209562,4.43192e+06
2014-08-20,1661,4.41292e+06,75,1.6819e+06,2.4314e+06,0,292,0,-18673,209502,4.41292e+06
2014-08-27,1711,4.41374e+06,77,1.67831e+06,2.43593e+06,0,335,0,-18689,209308,4.41374e+06
2014-09-03,1887,4.41559e+06,76,1.67832e+06,2.43699e+06,0,362,0,-18673,209039,4.41559e+06
2014-09-10,1693,4.42141e+06,77,1.67832e+06,2.44064e+06,0,352,0,-18654,208907,4.42141e+06
2014-09-17,1932,4.44959e+06,75,1.7005e+06,2.44657e+06,0,317,0,-18700,209694,4.44959e+06
2014-09-24,1681,4.45905e+06,23,1.70628e+06,2.44862e+06,0,331,0,-18705,209711,4.45905e+06
