date,p50_sa,p10_sa
2008-06-01,4.331286539033674,5.09060333010527
2008-07-01,4.236377275916348,5.214103091281674
2008-08-01,4.180643071420542,5.188934175926008
2008-09-01,4.16422609635827,4.946459056548824
2008-10-01,4.190972897158307,4.590749411632911
2008-11-01,4.143703890293571,4.151577036260146
2008-12-01,3.9229200653666085,3.6586349981204025
2009-01-01,3.514340917462655,3.108680000294739
2009-02-01,3.0637379163346523,2.6395251001570363
2009-03-01,2.6856885396250085,2.39040957152461
2009-04-01,2.475871529145235,2.333111259875986
2009-05-01,2.4727610282871515,2.2847228548387832
2009-06-01,2.574182332959496,2.066707463590145
2009-07-01,2.5989725605422453,1.677504933002072
2009-08-01,2.4692369088468835,1.2746037593011073
2009-09-01,2.2740402527968273,1.0480723921541424
2009-10-01,2.238321811533739,1.06849401892386
2009-11-01,2.462469382767485,1.2835569733402163
2009-12-01,2.7748259762028216,1.5463172752848475
2010-01-01,2.827681469675958,1.8071046060074814
2010-02-01,2.5008139656757855,1.965879560095951
2010-03-01,1.9644613660039,1.865235835299428
2010-04-01,1.3863925418060141,1.4769903959813924
2010-05-01,0.8076855588942111,0.8721779377613981
2010-06-01,0.3139821072863702,0.2926968715603051
2010-07-01,0.026022779888856817,0.02654258765835138
2010-08-01,0.03064610855971761,0.18956065573645375
2010-09-01,0.2600408400686316,0.6062967390312535
2010-10-01,0.42953859652599125,0.8337425273003518
2010-11-01,0.3772733353831548,0.7220017478108298
2010-12-01,0.2103411487221596,0.40638008894138267
2011-01-01,0.17789985407927755,0.1265829842379107
2011-02-01,0.3367105351628208,0.07914608133785528
2011-03-01,0.5544330617505366,0.2951786863047756
2011-04-01,0.8371156015590797,0.731652736344035
2011-05-01,1.2006750924892673,1.3218169230766463
2011-06-01,1.6371058670680005,1.965481095225674
2011-07-01,1.999631076273145,2.377640027873018
2011-08-01,2.1150894601886794,2.25546458799164
2011-09-01,1.9924003725219297,1.64839608651155
2011-10-01,1.7857650231124733,1.0373292803089518
2011-11-01,1.6113504029811487,0.744186567921612
2011-12-01,1.450568446668954,0.7262416360337642
2012-01-01,1.281243721335601,0.729813584092831
2012-02-01,1.2063879670373145,0.6149689294793426
2012-03-01,1.3473439433228762,0.3774263139501244
2012-04-01,1.6578828339250729,0.08785234697537003
2012-05-01,1.9344099309094087,-0.2049046608490035
2012-06-01,1.9618009655206992,-0.46053315720426813
2012-07-01,1.7138937440132729,-0.5883332467752411
2012-08-01,1.367242603813823,-0.3803819721640789
2012-09-01,1.1133673743539463,0.15669620765725867
2012-10-01,1.0319041819405905,0.7039202614805395
2012-11-01,1.0865687138065683,0.9272925418426503
2012-12-01,1.113905879081778,0.9226334629373278
2013-01-01,1.023107223148867,0.9770552850011605
2013-02-01,0.8174537103370128,1.2305074130677163
2013-03-01,0.6003155605564858,1.7306824764834472
2013-04-01,0.4333339397169844,2.355809959544719
2013-05-01,0.4329195177032119,2.974899815297505
2013-06-01,0.6532696947685324,3.4086386591970497
2013-07-01,0.9710501619490497,3.6036763801575944
2013-08-01,1.2189102389367212,3.6068093764725973
2013-09-01,1.3353742836942128,3.5541227634375616
2013-10-01,1.4152850189778299,3.6591114707848815
2013-11-01,1.6129568086759916,3.922580498411299
2013-12-01,2.073672926222958,4.140939147809775
2014-01-01,2.6932752652512937,4.141759059254557
2014-02-01,3.1072765952003367,3.842451591316731
2014-03-01,3.03757557553046,3.342039821098597
2014-04-01,2.5417698461160487,2.732588323530294
2014-05-01,1.862007384583042,2.175417273035185
2014-06-01,1.3077578897254805,1.8760559336448601
2014-07-01,1.09861406042,1.9104984094202804
2014-08-01,1.2304820487641255,2.0233130128594734
2014-09-01,1.4272178061451424,1.8152935800907821
2014-10-01,1.465689371108403,1.2226201602955955
2014-11-01,1.3428097966610597,0.6235497185946626
2014-12-01,1.1648124457635411,0.30582315493370427
2015-01-01,0.9994289013443014,0.26228171913265097
2015-02-01,0.9750414941769314,0.3756577198945177
2015-03-01,1.1453920998479417,0.5098067823092522
2015-04-01,1.4010636445806135,0.6812443197458773
2015-05-01,1.6408998857709411,0.9115411454919675
2015-06-01,1.7458991399195156,1.0379753674989889
2015-07-01,1.7216025005462043,0.8577462812731307
2015-08-01,1.6020968362532084,0.5354817043462745
2015-09-01,1.6417306810959431,0.6154244212084325
2015-10-01,1.914062346689538,1.25200740182827
2015-11-01,2.197527642434083,2.173370605076963
2015-12-01,2.323520076982466,2.980934305815941
2016-01-01,2.3648698469457274,3.436485601010264
2016-02-01,2.455819937285164,3.5592736767606326
2016-03-01,2.6755967881118448,3.4824757916451565
2016-04-01,2.976601001108947,3.3656669080236012
2016-05-01,3.2543604791678504,3.1956552213639133
2016-06-01,3.379821085717949,3.0810323353166025
2016-07-01,3.4384784003076208,3.26995007428994
2016-08-01,3.5839682668384887,3.746115215219059
2016-09-01,3.7239877650659947,4.172765343387197
2016-10-01,3.750368158858919,4.248180112624178
2016-11-01,3.6908093578759793,3.8910349629296848
2016-12-01,3.664043507289949,3.343395049245168
2017-01-01,3.784717899822776,2.993055415829149
2017-02-01,4.041714287014475,3.021973083591112
2017-03-01,4.264063654276518,3.258044383459957
2017-04-01,4.320249784457819,3.4221271261638098
2017-05-01,4.125368427974041,3.4639623480452686
2017-06-01,3.86811100364699,3.4703691617361088
2017-07-01,3.6293667405764563,3.4487557314993422
2017-08-01,3.479482278669166,3.421806500748481
2017-09-01,3.3761121057595433,3.3417460459693737
2017-10-01,3.1600948136038864,3.2349357045559968
2017-11-01,2.758558116896226,3.169922003037162
2017-12-01,2.22387326941762,3.1622987482714526
2018-01-01,1.6811450310853404,3.1913231247347795
2018-02-01,1.3307338383652612,3.278005468908174
2018-03-01,1.2102953026058794,3.4735346099939557
2018-04-01,1.396237869349326,3.796453814548162
2018-05-01,1.8974439932526455,4.165685084362036
2018-06-01,2.5905152232837736,4.458133039660539
2018-07-01,3.239972235681865,4.609232918100381
2018-08-01,3.478326975280721,4.565553873882244
2018-09-01,3.275564463960956,4.446889361515471
2018-10-01,3.058301537993624,4.45043208818805
2018-11-01,3.22376487645748,4.674018571558136
2018-12-01,3.7310000212375183,5.092184018768786
2019-01-01,4.2071074268124065,5.478109940287146
2019-02-01,4.302276126024651,5.691395635624175
2019-03-01,4.103238775284113,5.803724496189022
2019-04-01,3.7902475923712986,5.944218004449908
2019-05-01,3.608568490099051,6.201295531953965
2019-06-01,3.5314793788096654,6.49547692384147
2019-07-01,3.4531376046928797,6.74669982477254
2019-08-01,3.4894633757425852,7.001075729443373
2019-09-01,3.759240094405869,7.221479598353708
2019-10-01,4.098592805579648,7.290832307079409
