date,p50_sa,p10_sa
1990-03-01,3.9729737473386706,5.17543262691833
1990-04-01,3.732889429087627,5.054110763388575
1990-05-01,3.621757586960017,4.909198977048734
1990-06-01,3.539069334379441,4.755446656158013
1990-07-01,3.425825059156451,4.576578274142773
1990-08-01,3.2170001664958425,4.323357468234401
1990-09-01,2.9076980940455854,4.0159272280067215
1990-10-01,2.6942288342269194,3.7860026678785186
1990-11-01,2.7613590397587373,3.8143433599244547
1990-12-01,3.152978005981333,4.102418357389559
1991-01-01,3.675345694482135,4.489866902519268
1991-02-01,4.065695181867635,4.681831306929918
1991-03-01,4.095777755717611,4.5593300757929
1991-04-01,3.79816855390418,4.251641710830656
1991-05-01,3.3857487589532553,3.9504711615078625
1991-06-01,3.1261385668674757,3.8048933701889665
1991-07-01,3.0941903218935973,3.9659528975570346
1991-08-01,3.2025678411763847,4.360642540867565
1991-09-01,3.284047076339758,4.76371506604929
1991-10-01,3.208529822148054,4.913880532022286
1991-11-01,2.975339003839461,4.681025897323132
1991-12-01,2.729555916194326,4.081102171625917
1992-01-01,2.5782076062813353,3.2851331580864063
1992-02-01,2.592344038104244,2.6419325366372926
1992-03-01,2.7396947810574446,2.3614538656870687
1992-04-01,2.911440920163977,2.346466424641558
1992-05-01,2.958178161069047,2.3921217057591093
1992-06-01,2.8563218999942075,2.3128377312364723
1992-07-01,2.7387628970667377,2.0649737572333127
1992-08-01,2.758180661442644,1.819735429272562
1992-09-01,2.9214007481047632,1.7152250555246384
1992-10-01,3.112759353219108,1.7357211373680625
1992-11-01,3.1572678241684082,1.7362705009393409
1992-12-01,2.963711460869911,1.6845966179308336
1993-01-01,2.6556063002117103,1.662810883913024
1993-02-01,2.4689388437956206,1.741435314353712
1993-03-01,2.6274808970034425,1.9448532820079967
1993-04-01,3.127431410748849,2.320796051323981
1993-05-01,3.7824009735827113,2.736814892231121
1993-06-01,4.351021266751243,3.012227976644999
1993-07-01,4.705058378815741,2.977766194940479
1993-08-01,4.834500765334981,2.662398412947131
1993-09-01,4.804845820014747,2.26968299082555
1993-10-01,4.7465580856412615,2.0791098688787812
1993-11-01,4.794755285050467,2.1769988888044045
1993-12-01,5.010364090333885,2.4845182799351218
1994-01-01,5.285165770299383,2.7047507784977443
1994-02-01,5.305440295384156,2.6859294511224263
1994-03-01,4.8621885839193135,2.3927656195270597
1994-04-01,4.045480060786022,1.822591746815605
1994-05-01,3.1597315747837973,1.1686801181693518
1994-06-01,2.401078119345712,0.7475585170147792
1994-07-01,1.779765031784386,0.8111191664316397
1994-08-01,1.262579893225535,1.2240026058919051
1994-09-01,0.8713322811044533,1.593889253544889
1994-10-01,0.6408309828281,1.6653520910140385
1994-11-01,0.607096987417366,1.4956395242416765
1994-12-01,0.7254844110148984,1.395913821557726
1995-01-01,0.8816564805225635,1.5737901092107265
1995-02-01,1.0911322106086585,1.8254353641766752
1995-03-01,1.3328197299593114,1.931955109299932
1995-04-01,1.649660926395491,1.9565677357713973
1995-05-01,2.0337456239363227,2.0737824338411537
1995-06-01,2.4789103451606787,2.3468888881022165
1995-07-01,2.988751227605624,2.664922472718323
1995-08-01,3.498522544582827,2.9532059240309216
1995-09-01,3.9164101972688936,3.2288592582601305
1995-10-01,4.107402520601,3.414192703523966
1995-11-01,3.997167335321672,3.4520406344999754
1995-12-01,3.6244598916809423,3.2091307198339303
1996-01-01,3.1547270604623145,2.8551982953012978
1996-02-01,2.79055588690178,2.6779632423064026
1996-03-01,2.660325912363226,2.7560920929685873
1996-04-01,2.643093152476661,2.9945723178876227
1996-05-01,2.6106361126333244,3.2064679234856897
1996-06-01,2.524279004610408,3.21495476489404
1996-07-01,2.4462184648140983,3.002398679432039
1996-08-01,2.439443027072885,2.651546379627545
1996-09-01,2.598672290693216,2.425296375154584
1996-10-01,2.850934186381493,2.5119632236431544
1996-11-01,3.011205374816539,2.911801533731806
1996-12-01,2.9820970339732966,3.415068961494905
1997-01-01,2.9237742836571767,3.7751160238890025
1997-02-01,2.892490223842037,3.958844136694628
1997-03-01,2.9041972899163104,4.095825692776578
1997-04-01,2.9027488801500523,4.111825714751927
1997-05-01,2.8548912449581687,3.9582143809991255
1997-06-01,2.7465820475699676,3.747568210051422
1997-07-01,2.5737592366977813,3.72464933648331
1997-08-01,2.364306635959368,4.013052618904833
1997-09-01,2.078649978543079,4.401683123352207
1997-10-01,1.888484400545809,4.685886421965768
1997-11-01,2.048535226767756,4.852310702324791
1997-12-01,2.5861202419385387,5.085373152390149
1998-01-01,3.212358415986838,5.415423327276803
1998-02-01,3.5967945529804313,5.712242319791794
1998-03-01,3.622932582250704,5.89081172655852
1998-04-01,3.5530624678252742,6.104330428965077
1998-05-01,3.6630103134037917,6.503313018256374
1998-06-01,4.028946846569581,6.940133892387101
1998-07-01,4.449666557641874,7.053877192636082
1998-08-01,4.751638885413523,6.696897468798624
1998-09-01,4.857723753824694,6.042273115002983
1998-10-01,4.830540696290719,5.445776662231094
1998-11-01,4.689634472514648,5.076500788152694
1998-12-01,4.438782227951532,4.947893897270594
1999-01-01,4.083130158941617,4.999429026939861
1999-02-01,3.865175220086492,5.131326817897408
1999-03-01,4.010421498711092,5.273141048929886
1999-04-01,4.365193941465395,5.249833278458937
1999-05-01,4.56540796762428,4.975063845795802
1999-06-01,4.39470947270626,4.604168204610359
1999-07-01,4.032158658457785,4.309575139820443
1999-08-01,3.8561759028055587,4.2400384228391985
1999-09-01,4.130478615959188,4.440551426636241
1999-10-01,4.682227238714942,4.780575818256905
1999-11-01,5.211542809773784,5.117672612038282
1999-12-01,5.590542992303416,5.285290649950225
2000-01-01,5.904117220023264,5.231889813037616
2000-02-01,6.149621792532511,4.966804052394824
2000-03-01,6.142775778995846,4.574878315952158
2000-04-01,5.7986270217644575,4.281299236006664
2000-05-01,5.281198898620154,4.204421680658599
2000-06-01,4.905745356222102,4.316947911002167
2000-07-01,4.884699787073465,4.590737170188208
2000-08-01,4.989095542005084,4.854826692196079
2000-09-01,4.900707816786354,4.9204403893606585
2000-10-01,4.523616553260346,4.679719920274139
2000-11-01,4.029111208640512,4.14372799711531
2000-12-01,3.6607280609614046,3.47574562621058
2001-01-01,3.4432571192617445,2.868163746105745
2001-02-01,3.250576299612873,2.539804771976706
2001-03-01,3.048843418471181,2.5217822312377347
2001-04-01,3.037893071959119,2.7114929200377613
2001-05-01,3.4150931278692287,3.0204420339816407
2001-06-01,4.001407973644877,3.3489547193298774
2001-07-01,4.350996899162141,3.563238543891023
2001-08-01,4.230209692270703,3.600163225317843
2001-09-01,3.779561900233497,3.531115104647542
2001-10-01,3.3602743655973155,3.5187822039118855
2001-11-01,3.1545191051431276,3.619966331538871
2001-12-01,3.0875204467316397,3.7950529768498775
2002-01-01,3.076346015503306,3.9193148742197925
2002-02-01,3.1028691382114504,3.8843951611482463
2002-03-01,3.176095686040936,3.7189125176556814
2002-04-01,3.192011693847374,3.521799331029385
2002-05-01,3.0069620549708853,3.2487746013309726
2002-06-01,2.6335823321670837,2.853632116930438
2002-07-01,2.2225928192692646,2.40263597444621
2002-08-01,2.000242911727468,2.0370926090717223
2002-09-01,2.0032293548791547,1.8292715472006282
2002-10-01,2.062897109416295,1.759910538080911
2002-11-01,2.0637875866145183,1.7881428375020159
2002-12-01,1.9626479051985557,1.7900782632566337
2003-01-01,1.8174867631268743,1.7336389307000655
2003-02-01,1.7460795815633423,1.6806449026199655
2003-03-01,1.8070770108317147,1.6608683284972114
2003-04-01,1.8965237552826197,1.7033125673096672
2003-05-01,1.8583178815423373,1.8296987221700034
2003-06-01,1.7585284299975745,2.041174536609436
2003-07-01,1.7691256392279975,2.2369974226201794
2003-08-01,1.912157127683467,2.3460813326867003
2003-09-01,2.089330191693839,2.2912692955477265
2003-10-01,2.161743214911138,2.001671736288313
2003-11-01,2.052500395944312,1.5538643955271825
2003-12-01,1.833207736309661,1.2223536144807312
2004-01-01,1.7074809957271064,1.2104083595629422
2004-02-01,1.792336167447095,1.4933554132770643
2004-03-01,2.1027168086399595,1.853243236648705
2004-04-01,2.5733445696862756,1.9896687792979817
2004-05-01,3.0506684820260865,1.7948005539023537
2004-06-01,3.2750632486947984,1.4030000166096013
2004-07-01,3.087676453152244,1.1003568642401707
2004-08-01,2.637330743400712,1.0097633904738945
2004-09-01,2.234696011006232,1.0737026544157091
2004-10-01,2.1698006457587793,1.2172144288027598
2004-11-01,2.5438115441238196,1.36818633688236
2004-12-01,3.1849044306149876,1.467429413235588
2005-01-01,3.6527012145719073,1.4917943712948745
2005-02-01,3.578517423629357,1.4323176586593211
2005-03-01,2.897198820675184,1.3070989528671806
2005-04-01,1.944171522194238,1.1020102059614345
2005-05-01,1.16515909048589,0.8741327000182375
2005-06-01,0.8821729598610828,0.7076189626267215
2005-07-01,1.15413486016116,0.6407897786544936
2005-08-01,1.7432973255186779,0.7359417402948543
2005-09-01,2.336684646349818,1.117943666957788
2005-10-01,2.7401711166021636,1.769497321078406
2005-11-01,2.80842406016526,2.5236712952163565
2005-12-01,2.60038694379805,3.125067322625874
2006-01-01,2.2702888162557056,3.329079508377264
2006-02-01,2.0444324357682175,3.0962601937064127
2006-03-01,2.0260494999858603,2.638258781739178
2006-04-01,2.2135231158361135,2.378445820014541
2006-05-01,2.57451583007855,2.497041617328577
2006-06-01,3.0401092971449994,2.8598753322866655
2006-07-01,3.470635839572078,3.2475367788545206
2006-08-01,3.7566120945392356,3.4435806340991304
2006-09-01,3.816945765944446,3.32141736958258
2006-10-01,3.656641294453089,2.8895040115525017
2006-11-01,3.411165195670729,2.296813693220634
2006-12-01,3.221149995985373,1.7318320656820596
2007-01-01,3.244943692847868,1.4968444327640773
2007-02-01,3.510425118123295,1.7445227686847975
2007-03-01,3.943571746115304,2.3780449180355268
2007-04-01,4.306022681279353,3.0165866848673506
2007-05-01,4.381573125935656,3.410231371027095
2007-06-01,4.13478931691833,3.5475340827551882
2007-07-01,3.7448245136077585,3.539217052399346
2007-08-01,3.386055078602279,3.501282500373426
2007-09-01,3.150801398783676,3.517479933385559
2007-10-01,2.96510638462244,3.667040376915942
2007-11-01,2.84449224449721,4.035367941568935
2007-12-01,2.8887689584846887,4.612704824799918
2008-01-01,3.194260085428402,5.171172666936963
2008-02-01,3.647104513024879,5.424856731409
2008-03-01,4.066723185612386,5.320006371441988
2008-04-01,4.309858106744913,5.085416214940808
2008-05-01,4.386903786595564,4.991239594470831
