date,Monthly,MA3
2005-06-01,2.5920140507323,2.6397929476960598
2005-07-01,2.37757472899325,2.482741204618297
2005-08-01,2.5585568958534,2.50938189185965
2005-09-01,2.68459932832475,2.5402436510571333
2005-10-01,2.50850144130571,2.58388588849462
2005-11-01,2.67035346483331,2.6211514114879235
2005-12-01,2.49648957636464,2.558448160834553
2006-01-01,2.45484851991915,2.5405638537057
2006-02-01,2.66305864379366,2.538132246692483
2006-03-01,2.60927866417177,2.5757286092948597
2006-04-01,2.47596056369278,2.582765957219403
2006-05-01,2.51082535018837,2.53202152601764
2006-06-01,2.61972172911329,2.535502547664813
2006-07-01,2.64035524064534,2.5903007733156667
2006-08-01,2.54851741061626,2.6028647934582967
2006-09-01,2.61309388182141,2.60065551102767
2006-10-01,2.29004345303073,2.4838849151561333
2006-11-01,2.56406842694213,2.489068587264757
2006-12-01,2.54176512658291,2.46529233551859
2007-01-01,2.41688794440178,2.5075738326422736
2007-02-01,2.25088723237407,2.4031801011195864
2007-03-01,2.3810119463319,2.3495957077025835
2007-04-01,2.30026720222435,2.310722126976773
2007-05-01,2.25622829548492,2.3125024813470567
2007-06-01,2.4466875625867,2.33439435343199
2007-07-01,2.33335565591837,2.345423837996663
2007-08-01,2.33701883123989,2.372354016581653
2007-09-01,2.17257629176521,2.28098359297449
2007-10-01,2.24782298675574,2.252472703253613
2007-11-01,2.26059542179865,2.226998233439867
2007-12-01,2.20913064556982,2.239183018041403
2008-01-01,2.2698159507244,2.2465140060309565
2008-02-01,2.33213975584186,2.2703621173786934
2008-03-01,2.20136965559093,2.2677751207190635
2008-04-01,2.10974534927212,2.214418253568303
2008-05-01,2.35200162016715,2.2210388750100667
2008-06-01,2.13008020397688,2.1972757244720498
2008-07-01,2.12924179265575,2.20377453893326
2008-08-01,2.51855859896352,2.2592935318653833
2008-09-01,2.0169603717224,2.22158692111389
2008-10-01,2.30846958652828,2.2813295190714
2008-11-01,1.98284996335427,2.102759973868317
2008-12-01,2.13246518849697,2.1412615794598397
2009-01-01,2.0140354190436,2.0431168569649465
2009-02-01,2.11848573728167,2.0883287816074136
2009-03-01,1.91301885504356,2.01518000378961
2009-04-01,2.04852572895096,2.02667677375873
2009-05-01,2.19757728235109,2.0530406221152036
2009-06-01,1.82601467804931,2.024039229783787
2009-07-01,1.84853469443672,1.9573755516123734
2009-08-01,1.82024442983797,1.8315979341080002
2009-09-01,1.86501215381731,1.8445970926973334
2009-10-01,1.97372768563746,1.8863280897642465
2009-11-01,1.84650668016006,1.8950821732049432
2009-12-01,1.91928388370063,1.9131727498327165
2010-01-01,2.00872227671739,1.9248376135260266
2010-02-01,1.86035663192452,1.92945426411418
2010-03-01,1.99053629674976,1.95320506846389
2010-04-01,2.10892366918665,1.9866055326203098
2010-05-01,1.9578548713977,2.0191049457780363
2010-06-01,1.60344779452023,1.89007544503486
2010-07-01,2.07207303936671,1.8777919017615465
2010-08-01,1.96181479081165,1.87911187489953
2010-09-01,2.01414091715618,2.0160095824448465
2010-10-01,1.84183865842037,1.9392647887960666
2010-11-01,1.94923038961224,1.9350699883962637
2010-12-01,2.04115175180707,1.9440735999465601
2011-01-01,1.8740345005386,1.9548055473193033
2011-02-01,1.74085666099473,1.8853476377801333
2011-03-01,1.984797389864,1.8665628504657767
2011-04-01,2.16263136109915,1.96276180398596
2011-05-01,1.90747428436287,2.01830101177534
2011-06-01,2.01907643174991,2.0297273590706433
2011-07-01,1.90408374553212,1.9435448205483
2011-08-01,1.84671525752468,1.9232918116022368
2011-09-01,2.11497998742343,1.95525966349341
2011-10-01,1.934885967545,1.9655270708310368
2011-11-01,2.10390937644722,2.051258443805217
2011-12-01,1.8855291476672,1.9747748305531398
2012-01-01,2.1204256556864,2.0366213932669397
2012-02-01,2.06123755454104,2.0223974526315467
2012-03-01,2.01550365102554,2.0657222870843266
2012-04-01,1.86794977792592,1.9815636611641667
2012-05-01,1.87139194487538,1.9182817912756134
2012-06-01,2.10987026063429,1.9497373278118635
2012-07-01,2.00243358126554,1.9945652622584034
2012-08-01,2.11114897641053,2.07448427277012
2012-09-01,1.93694155051328,2.01684136939645
2012-10-01,1.97546866210956,2.0078530630111233
2012-11-01,1.99660057835749,1.9696702636601102
2012-12-01,2.24701059327206,2.07302661124637
2013-01-01,1.87711443364852,2.040241868426024
2013-02-01,2.14322343881353,2.0891161552447035
2013-03-01,2.09409351675672,2.0381437964062568
2013-04-01,1.95264500213968,2.0633206525699768
2013-05-01,2.19057794346752,2.0791054874546404
2013-06-01,1.96058419290418,2.0346023795037937
2013-07-01,1.963393301737,2.0381851460362337
2013-08-01,2.16151179018748,2.0284964282762203
2013-09-01,1.94100391936969,2.0219696704313903
2013-10-01,2.08953026349728,2.0640153243514834
2013-11-01,2.03347432114488,2.02133616800395
2013-12-01,1.98424545076072,2.03575001180096
2014-01-01,2.34228552804703,2.120001766650877
2014-02-01,2.01693661899804,2.114489199268597
2014-03-01,1.93222833250976,2.0971501598516102
2014-04-01,2.05273411515295,2.00063302222025
2014-05-01,2.12720601636067,2.0373894880077934
2014-06-01,2.05705497867033,2.0789983700613166
2014-07-01,2.20268055926566,2.1289805180988868
2014-08-01,2.26559305266593,2.17510953020064
2014-09-01,2.24524392408299,2.2378391786715266
2014-10-01,2.25748746762176,2.25610814812356
2014-11-01,2.19059830937298,2.2311099003592436
2014-12-01,2.03878792409434,2.1622912336963602
2015-01-01,2.23290095443215,2.1540957292998235
2015-02-01,2.17237531229614,2.1480213969408766
2015-03-01,2.34206918340051,2.249115150042933
2015-04-01,2.41141425844931,2.30861958471532
2015-05-01,2.2234172664906,2.3256335694468064
2015-06-01,1.76916687089953,2.13466613194648
2015-07-01,2.48417446064743,2.1589195326791866
2015-08-01,2.08921264374197,2.1141846584296435
2015-09-01,2.28119313534668,2.284860079912027
2015-10-01,2.59489743321446,2.32176773743437
2015-11-01,2.27194415286332,2.3826782404748204
2015-12-01,2.32742729604071,2.3980896273728303
2016-01-01,2.27698896316712,2.2921201373570503
2016-02-01,2.07637992487006,2.2269320613592964
2016-03-01,2.05784731999872,2.1370720693453
2016-04-01,2.22509902669093,2.119775423853237
2016-05-01,2.09312675042405,2.1253576990379
2016-06-01,2.33763872528843,2.2186215008011367
2016-07-01,2.17263118920401,2.20113222163883
2016-08-01,2.15718097221063,2.2224836289010237
2016-09-01,2.66915816028567,2.332990107233437
2016-10-01,2.20885974140699,2.3450662913010967
2016-11-01,2.16566082044626,2.34789290737964
2016-12-01,2.26450534422973,2.2130086353609935
2017-01-01,2.03328792379574,2.1544846961572435
2017-02-01,2.28084178242148,2.1928783501489835
2017-03-01,2.37103826766931,2.2283893246288433
2017-04-01,2.1137263665405,2.255202138877097
2017-05-01,2.32505785074102,2.2699408283169435
2017-06-01,2.18793135075081,2.2089051893441103
2017-07-01,2.14436335456347,2.2191175186851004
2017-08-01,2.03638569090301,2.1228934654057636
2017-09-01,2.66275058078458,2.281166542083687
2017-10-01,2.16849923601375,2.289211835900447
2017-11-01,2.21096027951541,2.347403365437913
2017-12-01,2.06294047377022,2.1474666630997934
2018-01-01,2.12013083741943,2.1313438635683535
2018-02-01,2.20863713154696,2.1305694809122033
2018-03-01,2.06564098714267,2.1314696520363534
2018-04-01,2.00681385162344,2.09369732343769
2018-05-01,2.03301330212723,2.0351560469644467
2018-06-01,2.27754359482514,2.10579024952527
2018-07-01,2.2099950839077,2.1735173269533568
2018-08-01,2.41010866746257,2.299215782065137
2018-09-01,2.00597890326764,2.208694218212637
2018-10-01,2.04088705642811,2.15232487571944
2018-11-01,2.10055779544346,2.0491412517130705
2018-12-01,2.24058877966967,2.12734454384708
2019-01-01,2.24010915908818,2.1937519114004367
2019-02-01,2.27460701431089,2.25176831768958
2019-03-01,2.23094130369305,2.24855249236404
2019-04-01,1.88842490471881,2.13132440757425
2019-05-01,2.4054697700475,2.17494532615312
2019-06-01,2.08290626793205,2.1256003142327864
2019-07-01,2.35598484262814,2.28145362686923
2019-08-01,2.26703433668903,2.235308482416407
2019-09-01,2.04557091765901,2.222863365658727
2019-10-01,2.20033100223307,2.170978752193703
2019-11-01,2.13055915210351,2.1254870239985304
2019-12-01,2.28179115629041,2.20422710354233
2020-01-01,2.3222545846231,2.2448682976723404
2020-02-01,2.12740117587566,2.2438156389297235
2020-03-01,2.12695430925868,2.192203356585814
2020-04-01,2.17555209244673,2.143302525860357
2020-05-01,2.06435126109749,2.122285887600967
2020-06-01,1.9879613910118,2.0759549148520073
2020-07-01,1.94854235656537,2.000285002891554
2020-08-01,2.18297291291359,2.0398255534969203
2020-09-01,2.12723774106581,2.0862510035149238
2020-10-01,2.5813777867329,2.2971961469041005
2020-11-01,2.31313222899439,2.3405825855977
2020-12-01,2.15335780865583,2.349289274794373
2021-01-01,2.04685478314151,2.1711149402639105
2021-02-01,2.14528528720876,2.1151659596687002
2021-03-01,2.23995297307677,2.1440310144756807
2021-04-01,2.35260063275676,2.2459462976807636
2021-05-01,2.15613302560273,2.2495622104787536
2021-06-01,2.18572626112868,2.23148663982939
2021-07-01,2.70888098005735,2.350246755596254
2021-08-01,2.05488530185802,2.316497514348017
2021-09-01,2.61389930784467,2.4592218632533474
2021-10-01,2.39927376541954,2.356019458374077
2021-11-01,2.34632190225801,2.4531649918407403
2021-12-01,2.39464272224642,2.38007946330799
2022-01-01,2.57304699547282,2.43800387332575
2022-02-01,2.34425243550249,2.43731405107391
2022-03-01,2.47497818566778,2.46409253888103
2022-04-01,2.56603324612477,2.4617546224316804
2022-05-01,2.51428487386215,2.5184321018849003
2022-06-01,2.64622107047763,2.575513063488184
2022-07-01,2.21331077923779,2.4579389078591904
2022-08-01,2.42411553954204,2.4278824630858202
2022-09-01,2.40293300522967,2.3467864413365
2022-10-01,2.43025044630435,2.41909966369202
2022-11-01,2.38220465417841,2.4051293685708104
2022-12-01,2.37273587247326,2.3950636576520066
2023-01-01,2.30090452331907,2.3519483499902467
2023-02-01,2.37954518440889,2.3510618600670736
2023-03-01,2.29726264408489,2.3259041172709503
2023-04-01,1.931851990149,2.20288660621426
2023-05-01,2.08038050502903,2.103165046420974
2023-06-01,2.66274542642006,2.224992640532697
2023-07-01,2.40350747939128,2.38221113694679
2023-08-01,1.86144168778064,2.309231531197327
2023-09-01,2.23578694775331,2.16691203830841
2023-10-01,2.09225787989521,2.06316217180972
2023-11-01,2.29054658709807,2.206197138248864
2023-12-01,2.06880464647822,2.150536371157167
2024-01-01,2.17343011368745,2.1775937824212472
2024-02-01,2.21773123547662,2.15332199854743
2024-03-01,2.00021124064225,2.1304575299354402
2024-04-01,2.1461293425318,2.1213572728835572
2024-05-01,2.28568188684814,2.144007490007397
2024-06-01,2.11549406434241,2.1824350979074505
2024-07-01,2.03435241269922,2.1451761212965903
2024-08-01,2.24115265778712,2.130333044942917
2024-09-01,2.10777612839803,2.1277603996281234
2024-10-01,2.18343720840241,2.177455331529187
2024-11-01,1.91422645429583,2.0684799303654233
2024-12-01,2.07917069598977,2.0589447862293366
2025-01-01,1.9494729182549,1.9809566895135002
2025-02-01,2.04868635797482,2.025776657406497
2025-03-01,2.24752293957302,2.081894071934247
2025-04-01,2.00979321170602,2.102000836417954
2025-05-01,2.47052233491864,2.24261282873256
2025-06-01,2.00206891351882,2.160794820047827
2025-07-01,2.0761551529833,2.1829154671402535
