date,Ten-year,Thirty-year,Fed Funds,Three-month,Five-year,Two-year,One-month,One-year,Twenty-year
2013-05-01,1.92818,3.11273,0.108636,0.0440909,0.840909,0.250455,0.0204545,0.118636,2.72864
2013-06-01,2.3,3.4,0.0955,0.0505,1.2035,0.3335,0.0345,0.142,3.074
2013-07-01,2.58227,3.605,0.0922727,0.0354545,1.40318,0.340909,0.0209091,0.121818,3.30727
2013-08-01,2.73727,3.75773,0.0827273,0.0436364,1.52045,0.356364,0.0368182,0.126818,3.48818
2013-09-01,2.8095,3.787,0.081,0.016,1.596,0.404,0.0175,0.1185,3.526
2013-10-01,2.61591,3.67591,0.0854545,0.0472727,1.36682,0.335455,0.105909,0.121364,3.37955
2013-11-01,2.71842,3.8,0.0847368,0.0678947,1.37105,0.303684,0.0468421,0.121579,3.50368
2013-12-01,2.9019,3.88905,0.0861905,0.0666667,1.57619,0.34,0.0190476,0.132857,3.62667
2014-01-01,2.8581,3.76905,0.0714286,0.0433333,1.64667,0.39381,0.0171429,0.11619,3.5219
2014-02-01,2.70947,3.66263,0.0673684,0.0526316,1.51579,0.326842,0.0468421,0.116842,3.38474
2014-03-01,2.72333,3.62095,0.0790476,0.052381,1.63952,0.399048,0.0514286,0.128095,3.34667
2014-04-01,2.70524,3.51762,0.09,0.0309524,1.70095,0.417143,0.0233333,0.107619,3.26524
2014-05-01,2.55905,3.39,0.0871429,0.032381,1.59286,0.389048,0.0266667,0.0966667,3.11524
2014-06-01,2.59857,3.42,0.0957143,0.0357143,1.67905,0.452381,0.0242857,0.104762,3.15333
2014-07-01,2.54227,3.33182,0.0913636,0.0263636,1.69955,0.506364,0.0240909,0.111364,3.07136
2014-08-01,2.42,3.20095,0.0890476,0.0328571,1.63143,0.472381,0.03,0.107143,2.93667
2014-09-01,2.53429,3.26,0.0885714,0.02,1.77381,0.566667,0.0114286,0.109524,3.01333
2014-10-01,2.30409,3.04,0.0886364,0.0168182,1.54591,0.445455,0.0209091,0.104545,2.77318
2014-11-01,2.32556,3.03833,0.095,0.0216667,1.62056,0.527222,0.0416667,0.134444,2.76444
2014-12-01,2.20727,2.83318,0.121364,0.0290909,1.64,0.635455,0.025,0.214545,2.55045
2015-01-01,1.8815,2.455,0.1165,0.0275,1.3745,0.5515,0.018,0.1955,2.199
2015-02-01,1.97526,2.56632,0.113684,0.0178947,1.47263,0.618947,0.0178947,0.224211,2.33842
2015-03-01,2.04273,2.62636,0.113636,0.0277273,1.51909,0.640455,0.0227273,0.253636,2.40682
2015-04-01,1.935,2.58591,0.124545,0.0231818,1.35455,0.54,0.0181818,0.233636,2.33409
2015-05-01,2.1975,2.955,0.1245,0.0165,1.5385,0.609,0.013,0.241,2.692
2015-06-01,2.36364,3.11182,0.128636,0.015,1.68364,0.688636,0.00772727,0.275455,2.84545
2015-07-01,2.32455,3.06636,0.130455,0.0322727,1.63227,0.667727,0.03,0.296818,2.76636
2015-08-01,2.16714,2.85571,0.141905,0.0719048,1.54143,0.697619,0.0352381,0.375714,2.54667
2015-09-01,2.17286,2.95286,0.135238,0.0242857,1.49,0.713333,0.00857143,0.373333,2.6181
2015-10-01,2.07,2.8881,0.124286,0.0166667,1.38571,0.644762,0.0142857,0.263333,2.50286
2015-11-01,2.26316,3.03,0.118947,0.126316,1.67105,0.884737,0.0710526,0.476842,2.68632
2015-12-01,2.24273,2.97,0.231818,0.228636,1.69864,0.982727,0.171818,0.653636,2.60727
2016-01-01,2.08526,2.85842,0.362632,0.257368,1.51842,0.899474,0.227368,0.543158,2.48895
2016-02-01,1.7795,2.623,0.374,0.3145,1.222,0.7335,0.256,0.534,2.199
2016-03-01,1.88909,2.68455,0.360909,0.297273,1.37591,0.875,0.253182,0.656364,2.27591
2016-04-01,1.80524,2.62333,0.366667,0.228095,1.2581,0.768095,0.187619,0.555714,2.21048
2016-05-01,1.80619,2.62762,0.36619,0.276667,1.30048,0.81619,0.22619,0.591429,2.21667
2016-06-01,1.64409,2.45227,0.376818,0.272727,1.16636,0.731364,0.221364,0.552273,2.01909
2016-07-01,1.504,2.227,0.3955,0.301,1.0715,0.6725,0.2635,0.5135,1.8225
2016-08-01,1.55652,2.26174,0.395652,0.299565,1.13304,0.737391,0.26087,0.568261,1.88957
2016-09-01,1.63048,2.35048,0.394762,0.294286,1.1781,0.770952,0.191429,0.593333,2.01524
2016-10-01,1.7645,2.5005,0.4025,0.3315,1.272,0.843,0.244,0.6595,2.1705
2016-11-01,2.142,2.862,0.405,0.4525,1.596,0.9795,0.3,0.736,2.537
2016-12-01,2.4919,3.11333,0.535714,0.511905,1.95905,1.19667,0.423333,0.86619,2.83524
2017-01-01,2.4325,3.019,0.655,0.519,1.9165,1.2065,0.496,0.8255,2.7475
2017-02-01,2.41895,3.03211,0.655263,0.526316,1.90158,1.20105,0.482105,0.820526,2.76368
2017-03-01,2.48174,3.0813,0.786522,0.747826,2.01348,1.31304,0.662609,1.01043,2.83174
2017-04-01,2.29737,2.94158,0.905789,0.808421,1.82421,1.24105,0.745789,1.04211,2.66737
2017-05-01,2.30364,2.95909,0.906364,0.903182,1.83682,1.30182,0.728182,1.12273,2.69591
2017-06-01,2.18682,2.79636,1.04182,0.999091,1.77409,1.34227,0.841364,1.20091,2.54
2017-07-01,2.318,2.884,1.1555,1.0865,1.872,1.3725,0.972,1.2235,2.6505
2017-08-01,2.20913,2.79522,1.15609,1.03217,1.77652,1.33522,0.979565,1.22913,2.55217
2017-09-01,2.202,2.7765,1.155,1.0465,1.7975,1.3845,0.994,1.28,2.53
2017-10-01,2.36,2.8781,1.15571,1.09333,1.98095,1.54952,0.995714,1.39762,2.64905
2017-11-01,2.35333,2.8019,1.15571,1.25048,2.05,1.69667,1.09,1.56,2.60238
2017-12-01,2.4025,2.768,1.2985,1.3415,2.182,1.844,1.204,1.7005,2.597
2018-01-01,2.58381,2.87762,1.41619,1.43238,2.3819,2.0319,1.3,1.80286,2.73429
2018-02-01,2.85895,3.13105,1.41632,1.58789,2.59947,2.17526,1.38053,1.96368,3.01684
2018-03-01,2.84238,3.09143,1.49762,1.72667,2.62952,2.27571,1.63667,2.06286,2.97333
2018-04-01,2.86905,3.0719,1.69238,1.7881,2.7019,2.38429,1.66048,2.15381,2.95952
2018-05-01,2.97773,3.13182,1.7,1.89955,2.81682,2.51182,1.70682,2.27364,3.05182
2018-06-01,2.91238,3.05,1.82095,1.93524,2.77571,2.53333,1.80524,2.3281,2.97762
2018-07-01,2.88905,3.00667,1.91,1.99476,2.77762,2.60667,1.89333,2.38762,2.94476
2018-08-01,2.88913,3.04174,1.91478,2.07261,2.76783,2.63565,1.94087,2.44565,2.97043
2018-09-01,3.00421,3.15105,1.94895,2.16526,2.89368,2.76789,2.03684,2.55789,3.08474
2018-10-01,3.15227,3.33955,2.18818,2.29318,3.00045,2.86091,2.17364,2.65182,3.26636
2018-11-01,3.117,3.361,2.199,2.374,2.947,2.859,2.2405,2.6985,3.268
2018-12-01,2.83263,3.09579,2.27053,2.41211,2.68158,2.67632,2.36579,2.65526,2.97632
2019-01-01,2.71381,3.03524,2.4,2.42381,2.53619,2.54333,2.40048,2.57952,2.89048
2019-02-01,2.67632,3.02368,2.4,2.43789,2.48789,2.50421,2.42526,2.54947,2.87
2019-03-01,2.57095,2.97762,2.40381,2.45381,2.37286,2.40952,2.45429,2.49095,2.79857
2019-04-01,2.53238,2.94048,2.42238,2.43286,2.33333,2.34476,2.42571,2.42476,2.75762
2019-05-01,2.395,2.81773,2.39273,2.40318,2.18773,2.20636,2.39636,2.34045,2.63455
2019-06-01,2.074,2.5745,2.3755,2.2195,1.825,1.814,2.222,1.995,2.3645
2019-07-01,2.05909,2.57273,2.40273,2.145,1.82818,1.835,2.15318,1.96227,2.35591
2019-08-01,1.62636,2.11909,2.125,1.99045,1.48682,1.57136,2.06773,1.77227,1.91318
2019-09-01,1.6995,2.158,2.0525,1.9345,1.565,1.648,1.986,1.796,1.97
2019-10-01,1.70682,2.19045,1.83,1.67864,1.525,1.55136,1.72545,1.60818,2.00364
2019-11-01,1.81211,2.28053,1.55263,1.57211,1.63947,1.61263,1.58368,1.56789,2.12632
2019-12-01,1.86286,2.29762,1.55095,1.56524,1.68238,1.61333,1.55143,1.54905,2.16048
2020-01-01,1.75762,2.21619,1.5519,1.55238,1.56238,1.51905,1.53333,1.53286,2.06714
2020-02-01,1.50421,1.97053,1.58368,1.54474,1.32368,1.33105,1.57632,1.40579,1.80684
2020-03-01,0.87,1.455,0.625455,0.295455,0.591818,0.448182,0.370455,0.331818,1.25727
2020-04-01,0.657619,1.26524,0.0485714,0.138095,0.388095,0.224762,0.11,0.184286,1.06429
2020-05-01,0.674,1.378,0.05,0.1275,0.3395,0.1705,0.0985,0.1615,1.1245
2020-06-01,0.728636,1.49364,0.0768182,0.159545,0.344545,0.185,0.13,0.176364,1.26636
2020-07-01,0.623636,1.31045,0.0936364,0.126818,0.278636,0.148182,0.105909,0.145455,1.09182
2020-08-01,0.65,1.3581,0.0947619,0.104286,0.266667,0.139524,0.082381,0.130476,1.13524
2020-09-01,0.679524,1.42286,0.09,0.108571,0.269524,0.134762,0.0895238,0.127619,1.20905
2020-10-01,0.787143,1.56857,0.09,0.100476,0.335714,0.149524,0.0866667,0.126667,1.34095
2020-11-01,0.87,1.61526,0.0868421,0.0910526,0.387895,0.165789,0.0868421,0.117368,1.40158
2020-12-01,0.933636,1.67045,0.09,0.0872727,0.385909,0.135909,0.0763636,0.100455,1.46636
2021-01-01,1.08105,1.82474,0.0852632,0.0836842,0.445263,0.131053,0.0763158,0.100526,1.63
2021-02-01,1.25789,2.04263,0.0757895,0.0426316,0.542632,0.115263,0.0357895,0.0726316,1.87947
2021-03-01,1.61087,2.33913,0.0695652,0.0313043,0.823043,0.146957,0.0243478,0.0756522,2.23739
2021-04-01,1.635,2.29955,0.0686364,0.0209091,0.861818,0.163182,0.0163636,0.0609091,2.19773
2021-05-01,1.621,2.316,0.0595,0.018,0.8195,0.155,0.0075,0.0505,2.215
2021-06-01,1.51909,2.16364,0.0772727,0.0359091,0.838636,0.202727,0.0272727,0.0668182,2.09364
2021-07-01,1.31857,1.94286,0.0985714,0.052381,0.764286,0.219524,0.0495238,0.0757143,1.86905
2021-08-09,1.33,1.96,0.1,0.06,0.79,0.23,0.04,0.08,1.87
