date,MenEUE,WomenEUE,MenENE,WomenENE,MenUEU,WomenUEU,MenUNU,WomenUNU,MenNEN,WomenNEN,MenNUN,WomenNUN
2018-01-01,,,,,,,,,,,,
2018-02-01,1.0028810036103715,1.0135275466264209,2.30480288829729,3.221965301912133,28.82205513784461,27.114677365429625,20.245057087162348,26.914075560013373,5.279227557411273,4.39426410886345,2.312108559498956,1.709267680727615
2018-03-01,1.1075872754563503,1.0175099958637805,2.5177940250811024,3.481318075279195,27.367531003382183,28.386679599094734,23.816234498308905,27.125767862916263,5.232344447361513,4.193757557701407,2.205303229194014,1.5439617251713078
2018-04-01,1.0955620657095126,0.924433422883516,2.5167663365857207,3.57236343597162,28.77182937303178,26.400000000000002,20.211852275980533,29.533333333333335,5.202312138728325,4.412304786554975,2.225825857243742,1.5232332418110912
2018-05-01,1.0550514216575924,0.7802072296451226,2.3097398669086506,3.3877781294290865,28.394016370307646,25.11304347826087,21.620095963872423,28.13913043478261,4.889470241988227,4.383561643835616,2.1085676913015043,1.4675857255038827
2018-06-01,1.0488538733883537,0.8325560980962309,2.6390516814287612,3.3315959839798097,27.03328509406657,25.38126361655773,21.562952243125906,25.671750181554103,5.010836357939265,4.502286931322231,2.3187194819437558,1.7649523410495442
2018-07-01,1.020853011698031,0.9648499426009949,2.589067306062147,3.525938883726016,27.953646127755793,26.06507883260651,24.02487280949689,25.494800402549483,5.435460403242569,4.702387230601554,1.8005612138848472,1.3869844953064023
2018-08-01,1.1058146006242893,0.9517446379143429,2.756067461949815,4.091956530631724,29.860896445131374,27.877758913412563,23.276661514683152,25.02546689303905,5.436042766971531,4.472781637498901,2.2027566662372795,1.382464163222232
2018-09-01,1.0498401627433884,0.8655518577865429,2.57071587716749,3.2622539956448504,29.170464904284408,24.895688456189152,23.062898814949865,29.554937413073713,5.438997457692405,4.501630141046428,2.054389974576924,1.4819464058440992
2018-10-01,1.0000967445460263,0.9108262885192255,2.3581483093890583,3.5669484592309795,29.478877582485353,28.122769450392575,21.954979956830094,25.553176302640967,5.090787853918753,4.657462425725271,2.154288059089044,1.5851101013631599
2018-11-01,0.9637420693315321,0.9704251386321626,2.4027211540781126,3.6343372838969232,30.45888512473052,26.425591098748264,22.63627964274715,28.58136300417246,5.07097305081259,4.507111415092685,2.0777617774120554,1.5204924501499448
2018-12-01,1.0782709155675363,0.8377191193069778,2.551266005583903,3.5208681816327365,27.223461906279883,28.857438729720403,20.62480076506216,25.060407317915086,5.328500925354718,4.560648221067185,2.205428747686613,1.6520536917449817
2019-01-01,1.002216440204298,0.9307934099284629,2.367013587742122,3.440006503360069,28.93805309734513,26.933701657458563,20.14749262536873,25.0,5.370942812982999,4.290956335481153,2.5373518804739823,1.6047193496848502
2019-02-01,1.027562280152267,0.8571739071372294,2.6297402785139496,3.4803162441926805,28.158640226628894,26.097152428810723,24.53257790368272,31.222780569514242,5.486739510261559,4.533920704845815,2.099251571178971,1.6493392070484583
2019-03-01,1.022078828883057,0.8482384823848239,2.5678376230948885,3.676151761517615,29.072907290729074,27.247191011235955,19.98199819981998,27.773876404494384,5.056267178343618,4.272706458373694,2.193642068142924,1.5533912185843357
2019-04-01,0.9018989247052874,0.7381876407848671,2.555179597095621,3.6556571769750588,27.843252799057154,25.5091103965702,21.5674720094284,28.795998570918186,4.785593988858661,4.35385128142158,1.9847130457313127,1.3910572385847353
2019-05-01,0.9241075193677032,0.9267677110330136,2.4578609380835914,3.608016608545802,26.716141001855288,26.41437308868501,24.056895485466914,28.172782874617734,5.519405365088346,4.489574965948381,2.1578663100228903,1.5157335941047043
2019-06-01,0.9842212154350882,0.9968627344460893,2.486390347662024,3.4034577827273838,28.102532041262897,28.55056589996349,22.381994373241636,26.798101496896678,5.417042671135749,4.518797779872238,2.0136650767049122,1.4486682724194506
2019-07-01,0.9309244463638763,0.871391787505082,2.4868638882890663,3.453042417671771,29.833907865872767,25.59971356963838,19.304293324976495,27.56892230576441,5.715613382899629,4.303031363151359,2.057517554729451,1.528800573737515
2019-08-01,0.9044252234145641,0.8134821101725938,2.463242771178026,3.4315387014113914,27.465667915106117,27.48848742472547,20.44319600499376,27.594757350336526,4.9552935078398335,4.987165383204987,2.0266943112608526,1.5768243491015768
2019-09-01,0.8742659634267399,0.8158100212702943,2.4673196751701294,3.374976441129749,27.227414330218068,28.192252510760408,23.302180685358255,27.618364418938306,5.153012391028792,4.500624109984002,2.035853791033966,1.4134772595418506
2019-10-01,0.9755573333970171,0.8812759050851096,2.506358436720122,3.3319472575820583,27.179157285300736,24.357034795763994,21.96847861048569,28.93343419062027,5.30882049163396,4.722207566084525,1.872030572195827,1.4755799433686838
2019-11-01,0.8892761650114591,0.8506199093207076,2.4422268907563027,3.512150757666947,27.383237364043506,25.485170267301356,21.20921305182342,26.913218601244964,5.5483937503222815,3.988845352818666,1.8924354148404061,1.3872709943873769
2019-12-01,0.959318241329239,0.8991116240371454,2.6351496107976864,3.3495262889503206,33.0200907323396,27.11926605504587,20.771224886584577,27.999999999999996,5.16175748015206,4.643533787102659,2.0222917582559674,1.4735808013472738
2020-01-01,1.029345265011781,1.036525832898661,2.4287788276173927,3.3717182254677738,30.87893864013267,30.8254200146092,22.155887230514097,25.60262965668371,5.584619745895935,4.6865650628277775,2.22663196144628,1.370947872302981
2020-02-01,0.9947581605908983,0.9321421884612299,2.5232308791994282,3.285901516569931,28.15379726723864,29.409620991253643,22.592945662535747,27.842565597667633,5.072086608025816,4.350982822737737,1.9518034664029564,1.375951832831592
