date,APERMITS,ASTARTS,ACOMPLETIONS
1989-01-01,947.6666666666666,1044.3333333333333,1119.3333333333333
1989-04-01,913.3333333333334,997.3333333333334,1039.0
1989-07-01,932.0,997.6666666666666,988.6666666666666
1989-10-01,974.0,985.6666666666666,997.0
1990-01-01,954.6666666666666,1057.6666666666667,1038.0
1990-04-01,802.0,900.0,966.6666666666666
1990-07-01,753.3333333333334,856.0,965.0
1990-10-01,681.6666666666666,788.6666666666666,913.0
1991-01-01,653.6666666666666,703.0,847.3333333333334
1991-04-01,756.0,844.0,812.3333333333334
1991-07-01,782.3333333333334,879.0,842.6666666666666
1991-10-01,812.0,913.6666666666666,846.3333333333334
1992-01-01,913.6666666666666,1036.0,907.3333333333334
1992-04-01,880.3333333333334,994.0,960.6666666666666
1992-07-01,893.6666666666666,1015.0,977.3333333333334
1992-10-01,968.6666666666666,1082.0,988.3333333333334
1993-01-01,941.0,1034.6666666666667,1000.3333333333334
1993-04-01,921.6666666666666,1106.3333333333333,1019.0
1993-07-01,1001.6666666666666,1130.3333333333333,1029.0
1993-10-01,1119.0,1251.0,1103.0
1994-01-01,1085.0,1193.0,1124.0
1994-04-01,1087.0,1214.3333333333333,1200.0
1994-07-01,1050.3333333333333,1193.6666666666667,1159.0
1994-10-01,1047.3333333333333,1163.3333333333333,1160.3333333333333
1995-01-01,932.3333333333334,1044.0,1156.3333333333333
1995-04-01,955.0,1019.6666666666666,1066.0
1995-07-01,1047.6666666666667,1122.0,1029.0
1995-10-01,1067.6666666666667,1142.3333333333333,1039.6666666666667
1996-01-01,1081.3333333333333,1149.3333333333333,1087.3333333333333
1996-04-01,1097.6666666666667,1186.3333333333333,1110.6666666666667
1996-07-01,1057.3333333333333,1183.6666666666667,1144.3333333333333
1996-10-01,1018.6666666666666,1098.0,1148.0
1997-01-01,1049.0,1139.6666666666667,1175.0
1997-04-01,1052.3333333333333,1116.3333333333333,1114.6666666666667
1997-07-01,1067.3333333333333,1146.0,1088.6666666666667
1997-10-01,1090.3333333333333,1143.3333333333333,1100.3333333333333
1998-01-01,1170.3333333333333,1228.3333333333333,1092.0
1998-04-01,1156.6666666666667,1239.0,1155.0
1998-07-01,1188.0,1278.6666666666667,1196.0
1998-10-01,1260.6666666666667,1364.3333333333333,1188.0
1999-01-01,1263.0,1337.0,1252.3333333333333
1999-04-01,1252.3333333333333,1266.0,1294.6666666666667
1999-07-01,1239.0,1286.3333333333333,1248.3333333333333
1999-10-01,1232.6666666666667,1335.3333333333333,1282.6666666666667
