date,Manufacturing,Total index
1989-01-01,62.35,62.1254
1989-04-01,61.9136,61.8906
1989-07-01,61.4127,61.5089
1989-10-01,61.456,61.7479
1990-01-01,62.1467,62.2062
1990-04-01,62.559,62.6333
1990-07-01,62.7134,62.8761
1990-10-01,61.6426,61.9028
1991-01-01,60.2242,60.718
1991-04-01,60.461,61.0384
1991-07-01,61.5306,61.8933
1991-10-01,61.7683,62.0193
1992-01-01,61.8296,61.9268
1992-04-01,63.0893,63.0458
1992-07-01,63.7545,63.5497
1992-10-01,64.2261,64.1975
1993-01-01,64.9691,64.7863
1993-04-01,65.1772,64.9147
1993-07-01,65.3074,65.1679
1993-10-01,66.4565,66.1821
1994-01-01,67.244,66.9881
1994-04-01,68.7991,68.2156
1994-07-01,69.8351,69.0975
1994-10-01,71.5455,70.5131
1995-01-01,72.3397,71.2592
1995-04-01,72.4829,71.5003
1995-07-01,73.0947,72.2038
1995-10-01,73.8488,72.7983
1996-01-01,74.2066,73.2909
1996-04-01,76.0159,74.8777
1996-07-01,77.4713,75.8706
1996-10-01,78.6539,76.9705
1997-01-01,80.4384,78.4405
1997-04-01,81.8477,79.5891
1997-07-01,83.9542,81.4491
1997-10-01,86.2691,83.4987
1998-01-01,87.5381,84.4227
1998-04-01,87.989,84.9798
1998-07-01,88.7557,85.6496
1998-10-01,90.4738,86.8785
1999-01-01,91.7059,87.9162
1999-04-01,92.7362,88.779
1999-07-01,93.4496,89.5519
1999-10-01,95.2985,91.0494
2000-01-01,96.1964,91.8374
2000-04-01,97.2435,92.8783
2000-07-01,97.1417,92.7787
2000-10-01,96.5023,92.5344
2001-01-01,95.1958,91.4405
2001-04-01,93.9697,90.341
2001-07-01,92.5782,89.0839
2001-10-01,91.655,88.1359
2002-01-01,92.4434,88.738
2002-04-01,93.7232,90.0914
2002-07-01,94.452,90.6354
2002-10-01,94.4026,90.6335
2003-01-01,94.9291,91.2283
2003-04-01,94.4541,90.5838
2003-07-01,95.0264,91.1814
2003-10-01,96.0157,92.0372
2004-01-01,96.5925,92.6482
2004-04-01,97.3352,93.1341
2004-07-01,98.2846,93.6464
2004-10-01,99.5737,94.9548
2005-01-01,101.147,96.3006
2005-04-01,101.821,96.8562
2005-07-01,101.688,96.4505
2005-10-01,103.237,97.3479
2006-01-01,104.259,98.3013
2006-04-01,104.453,98.8828
2006-07-01,104.752,99.2836
2006-10-01,105.17,99.5135
2007-01-01,106.38,100.522
2007-04-01,107.856,101.718
2007-07-01,107.98,101.873
2007-10-01,108.289,102.175
2008-01-01,107.668,101.874
2008-04-01,105.41,100.393
2008-07-01,101.659,97.1922
2008-10-01,95.5061,93.0097
2009-01-01,88.9345,87.7513
2009-04-01,86.458,85.2489
2009-07-01,88.2188,86.5839
2009-10-01,89.8659,88.0144
2010-01-01,91.4152,89.7711
2010-04-01,93.6375,91.4716
2010-07-01,94.5807,92.6588
2010-10-01,94.9665,93.0466
2011-01-01,95.6769,93.5568
2011-04-01,95.6455,93.945
2011-07-01,96.693,95.0357
2011-10-01,97.6141,96.0208
2012-01-01,98.9092,96.9718
2012-04-01,99.058,97.5877
2012-07-01,98.7407,97.5683
2012-10-01,98.98,98.0357
2013-01-01,99.6324,98.7735
2013-04-01,99.6804,99.2267
2013-07-01,99.7356,99.6322
2013-10-01,100.147,100.305
2014-01-01,99.8813,100.99
2014-04-01,101.041,102.37
2014-07-01,101.382,102.932
2014-10-01,101.416,103.498
2015-01-01,100.519,102.338
2015-04-01,100.394,100.932
2015-07-01,100.601,101.005
2015-10-01,99.8963,99.613
2016-01-01,99.7841,98.9716
2016-04-01,99.548,98.6479
2016-07-01,99.4909,98.865
2016-10-01,99.4748,98.7105
2017-01-01,99.3864,98.7131
2017-04-01,100.213,100.17
2017-07-01,99.7178,99.8649
2017-10-01,100.683,101.252
2018-01-01,100.763,101.793
2018-04-01,101.358,102.978
2018-07-01,101.767,103.833
2018-10-01,101.419,104.049
2019-01-01,100.193,103.038
2019-04-01,99.3322,102.368
2019-07-01,99.0377,102.29
2019-10-01,98.4377,101.689
2020-01-01,97.0738,99.9384
2020-04-01,84.1996,87.3719
2020-07-01,93.9021,95.6491
2020-10-01,95.9623,97.3947
2021-01-01,95.8411,97.6276
2021-04-01,97.2806,99.2636
2021-07-01,97.766,99.7178
2021-10-01,98.497,100.541
2022-01-01,98.2374,100.794
2022-04-01,98.1838,101.264
2022-07-01,97.6822,101.204
2022-10-01,96.8665,100.658
2023-01-01,96.9362,100.722
2023-04-01,96.9785,100.767
2023-07-01,96.7859,100.922
2023-10-01,96.5778,100.645
2024-01-01,96.0984,99.9883
2024-04-01,96.3527,100.667
2024-07-01,95.7587,100.072
2024-10-01,95.1766,99.6964
2025-01-01,96.093,100.735
2025-04-01,96.6889,101.191
2025-07-01,97.3502,101.753
2025-10-01,97.178,101.931
