date,TOTCES,TOTLFS,SERVNSA,SERVSA,PNS,PTECONNSA,PTECONSA,CPSAUTH,TOTLFS_3MA,PTECONSA_3MA,PNS_3MA,TOTCES_3MA
2016-08-01,34.3,38.7,35.6,35.1744,33.5,23,23.1161,37.2847,38.7333,23.1122,33.5667,34.4
2016-09-01,34.4,38.8,35,34.9713,33.6,23.2,23.1696,37.2527,38.7333,23.1695,33.5667,34.4
2016-10-01,34.4,38.6,34.7,34.7718,33.6,23.3,23.0751,37.2265,38.7,23.1203,33.5667,34.3667
2016-11-01,34.4,38.6,34.5,34.6783,33.6,23.5,23.5144,37.2082,38.6667,23.253,33.6,34.4
2016-12-01,34.4,38.7,34.8,34.8328,33.5,23,22.9081,37.1984,38.6333,23.1659,33.5667,34.4
2017-01-01,34.4,38.6,34.5,34.8762,33.6,22.5,22.786,37.196,38.6333,23.0695,33.5667,34.4
2017-02-01,34.3,38.9,34.7,35.0973,33.6,23.1,23.3235,37.2005,38.7333,23.0059,33.5667,34.3667
2017-03-01,34.3,38.6,34.8,34.9819,33.5,23.2,23.2072,37.2107,38.7,23.1056,33.5667,34.3333
2017-04-01,34.4,38.8,34.9,35.0522,33.7,23.4,23.2905,37.2259,38.7667,23.2737,33.6,34.3333
2017-05-01,34.4,38.8,35.2,35.0262,33.6,23.6,23.2608,37.2462,38.7333,23.2528,33.6,34.3667
2017-06-01,34.4,38.9,35.3,35.0428,33.7,23.3,23.341,37.2707,38.8333,23.2974,33.6667,34.4
2017-07-01,34.4,38.8,35.6,35.0563,33.7,22.8,22.9484,37.2982,38.8333,23.1834,33.6667,34.4
2017-08-01,34.4,38.7,35.5,35.1135,33.6,22.4,22.5467,37.3269,38.8,22.9454,33.6667,34.4
2017-09-01,34.4,38.5,34.9,34.8986,33.6,23.1,23.0676,37.3549,38.6667,22.8542,33.6333,34.4
2017-10-01,34.4,38.8,35,35.0585,33.7,23.4,23.1455,37.3823,38.6667,22.9199,33.6333,34.4
2017-11-01,34.5,38.8,34.8,34.928,33.8,22.9,22.8276,37.41,38.7,23.0135,33.7,34.4333
2017-12-01,34.5,38.9,34.9,34.9188,33.7,23.2,23.0874,37.437,38.8333,23.0201,33.7333,34.4667
2018-01-01,34.4,38.7,34.6,34.9921,33.6,22.8,23.0702,37.4628,38.8,22.9951,33.7,34.4667
2018-02-01,34.5,38.9,35.2,35.6439,33.8,23,23.2556,37.4878,38.8333,23.1377,33.7,34.4667
2018-03-01,34.5,38.7,35,35.1918,33.7,23,23.0375,37.5119,38.7667,23.1211,33.7,34.4667
2018-04-01,34.5,38.9,35.2,35.3638,33.8,23.9,23.8056,37.5345,38.8333,23.3662,33.7667,34.5
2018-05-01,34.5,38.9,35.4,35.2414,33.7,23.5,23.1785,37.5532,38.8333,23.3406,33.7333,34.5
2018-06-01,34.5,38.9,35.5,35.1949,33.8,23,23.067,37.5663,38.9,23.3504,33.7667,34.5
2018-07-01,34.5,39,35.8,35.2439,33.8,23.1,23.2624,37.5725,38.9333,23.1693,33.7667,34.5
2018-08-01,34.5,39,35.4,35.038,33.7,22.9,23.0657,37.5729,38.9667,23.1317,33.7667,34.5
2018-09-01,34.4,38.8,35,35.0084,33.7,23.3,23.2747,37.5682,38.9333,23.2009,33.7333,34.4667
2018-10-01,34.5,38.9,35,35.029,33.7,23.3,23.0238,37.5581,38.9,23.1214,33.7,34.4667
2018-11-01,34.4,39.2,35.2,35.2831,33.7,23.3,23.1237,37.5438,38.9667,23.1407,33.7,34.4333
2018-12-01,34.5,38.9,35.1,35.0983,33.7,23.5,23.3765,37.5278,39,23.1747,33.7,34.4667
2019-01-01,34.5,39,34.9,35.3297,33.8,23.1,23.3588,37.5151,39.0333,23.2863,33.7333,34.4667
2019-02-01,34.4,38.7,34.5,34.9961,33.6,22.6,22.8613,37.5101,38.8667,23.1989,33.7,34.4667
2019-03-01,34.5,38.8,34.8,34.9935,33.7,23.1,23.1627,37.5152,38.8333,23.1276,33.7,34.4667
2019-04-01,34.4,38.9,34.9,35.0898,33.6,23,22.9071,37.5307,38.8,22.977,33.6333,34.4333
2019-05-01,34.4,38.9,35.4,35.2433,33.6,23.3,22.9983,37.5539,38.8667,23.0227,33.6333,34.4333
2019-06-01,34.4,38.9,35.6,35.2313,33.7,23.1,23.217,37.5814,38.9,23.0408,33.6333,34.4
2019-07-01,34.4,39,35.9,35.3557,33.5,23,23.1827,37.61,38.9333,23.1326,33.6,34.4
2019-08-01,34.4,39,35.7,35.3703,33.6,23.1,23.2781,37.6356,38.9667,23.2259,33.6,34.4
2019-09-01,34.4,39,35.4,35.3927,33.6,23.3,23.2792,37.654,39,23.2467,33.5667,34.4
2019-10-01,34.4,39.1,35.3,35.2992,33.6,23.8,23.5351,37.663,39.0333,23.3641,33.6,34.4
2019-11-01,34.3,39.3,35.3,35.3653,33.5,23.8,23.5462,37.661,39.1333,23.4535,33.5667,34.3667
2019-12-01,34.3,38.9,35.3,35.2811,33.6,23.2,23.0615,37.6499,39.1,23.3809,33.5667,34.3333
2020-01-01,34.3,38.9,34.6,35.0534,33.6,22.7,22.9283,37.6348,39.0333,23.1787,33.5667,34.3
2020-02-01,34.3,38.8,34.7,35.2375,33.6,22.9,23.1472,37.6195,38.8667,23.0457,33.6,34.3
2020-03-01,34.1,38.4,33.8,33.9914,33.5,22.8,22.8312,36.7089,38.7,22.9689,33.5667,34.2333
2020-04-01,34.2,37.6,33.6,33.8199,33.5,21,20.9002,36.7054,38.2667,22.2929,33.5333,34.2
2020-05-01,34.7,37.8,33.4,33.2533,34.1,21.5,21.2713,36.7123,37.9333,21.6676,33.7,34.3333
2020-06-01,34.6,38.1,34.4,33.9645,34,21.9,22.0712,36.7325,37.8333,21.4143,33.8667,34.5
2020-07-01,34.6,38.3,34,33.4703,34,21.9,22.0966,36.766,38.0667,21.813,34.0333,34.6333
2020-08-01,34.7,38.5,34.7,34.391,34.1,22.3,22.474,36.8114,38.3,22.2139,34.0333,34.6333
2020-09-01,34.8,38.9,34.1,34.0593,34.1,22,21.9974,36.8657,38.5667,22.1893,34.0667,34.7
2020-10-01,34.8,38.5,34.5,34.4713,34.2,22.4,22.1153,36.9259,38.6333,22.1956,34.1333,34.7667
2020-11-01,34.8,38.5,34.4,34.4877,34.3,22.6,22.3352,36.9886,38.6333,22.1493,34.2,34.8
2020-12-01,34.8,38.7,34.6,34.5704,34.2,22.2,22.0635,37.05,38.5667,22.1713,34.2333,34.8
2021-01-01,35,38.9,34.4,34.894,34.4,22.1,22.3336,37.1062,38.7,22.2441,34.3,34.8667
2021-02-01,34.6,38.6,33.8,34.3536,34,21.7,21.8999,37.1534,38.7333,22.099,34.2,34.8
2021-03-01,34.9,38.8,34.4,34.5809,34.4,22.1,22.061,37.1883,38.7667,22.0981,34.2667,34.8333
2021-04-01,34.9,38.8,34.4,34.6212,34.4,22.6,22.4936,37.2103,38.7333,22.1515,34.2667,34.8
2021-05-01,34.9,38.7,34.8,34.6706,34.4,22.3,22.0792,37.2215,38.7667,22.2113,34.4,34.9
2021-06-01,34.8,38.7,34.9,34.4005,34.3,22.4,22.6407,37.2249,38.7333,22.4045,34.3667,34.8667
2021-07-01,34.8,38.7,35.4,34.9008,34.3,22.4,22.5974,37.2245,38.7,22.4391,34.3333,34.8333
2021-08-01,34.8,38.7,35.2,34.8984,34.2,22.2,22.3757,37.2221,38.7,22.5379,34.2667,34.8
2021-09-01,34.8,38.7,35.1,35.023,34.2,22.7,22.7251,37.2196,38.7,22.5661,34.2333,34.8
2021-10-01,34.7,38.7,34.9,34.8466,34.2,22.8,22.5161,37.2185,38.7,22.539,34.2,34.7667
2021-11-01,34.8,38.7,34.8,34.9325,34.2,23.2,22.9762,37.2194,38.7,22.7391,34.2,34.7667
2021-12-01,34.9,38.9,35.1,35.0876,34.2,23.2,23.1188,37.2225,38.7667,22.8703,34.2,34.8
2022-01-01,34.5,38.5,34.4,34.913,33.9,22.6,22.8137,37.2252,38.7,22.9695,34.1,34.7333
2022-02-01,34.7,39,34.4,34.9472,34.2,22.9,23.0437,37.224,38.8,22.9921,34.1,34.7
2022-03-01,34.7,38.9,34.8,34.9843,34.1,23.1,22.9708,37.2168,38.8,22.9428,34.0667,34.6333
2022-04-01,34.6,38.8,34.6,34.7905,34.1,22.9,22.748,37.2026,38.9,22.9208,34.1333,34.6667
2022-05-01,34.6,38.7,35.2,35.0975,34.1,23,22.7771,37.1821,38.8,22.832,34.1,34.6333
2022-06-01,34.6,38.7,35.5,34.9543,34,22.2,22.4643,37.1558,38.7333,22.6631,34.0667,34.6
2022-07-01,34.6,38.6,35.2,34.733,34.1,22.4,22.6083,37.125,38.6667,22.6166,34.0667,34.6
2022-08-01,34.5,38.7,35,34.6827,33.9,22.7,22.9206,37.0931,38.6667,22.6644,34,34.5667
2022-09-01,34.6,38.6,35,34.8889,34,23.5,23.546,37.0649,38.6333,23.025,34,34.5667
2022-10-01,34.6,38.7,34.8,34.7374,34,23.2,22.9134,37.0436,38.6667,23.1267,33.9667,34.5667
2022-11-01,34.5,38.5,34.5,34.6868,33.9,22.9,22.7539,37.0304,38.6,23.0711,33.9667,34.5667
2022-12-01,34.4,38.5,34.4,34.4135,33.8,22.9,22.8856,37.0244,38.5667,22.851,33.9,34.5
2023-01-01,34.6,38.6,34.3,34.8251,34.1,22.7,22.88,37.0237,38.5333,22.8398,33.9333,34.5
2023-02-01,34.5,38.7,34.7,35.2197,33.9,23.4,23.4711,37.0275,38.6,23.0789,33.9333,34.5
2023-03-01,34.4,38.5,34.8,34.9955,33.8,23.6,23.4089,37.0333,38.6,23.2534,33.9333,34.5
2023-04-01,34.4,38.5,34.9,35.0513,33.8,23.4,23.2186,37.0398,38.5667,23.3662,33.8333,34.4333
2023-05-01,34.4,38.6,34.9,34.8137,33.8,23.2,22.9336,37.0438,38.5333,23.187,33.8,34.4
2023-06-01,34.4,38.5,35.5,34.9301,33.8,22.7,22.9801,37.0434,38.5333,23.0441,33.8,34.4
2023-07-01,34.3,38.5,35.3,34.8643,33.8,22.9,23.1171,37.0366,38.5333,23.0102,33.8,34.3667
2023-08-01,34.4,38.5,35.1,34.7656,33.8,23,23.2642,37.0222,38.5,23.1204,33.8,34.3667
2023-09-01,34.4,38.4,34.7,34.5658,33.8,23,23.047,36.9997,38.4667,23.1427,33.8,34.3667
2023-10-01,34.3,38.4,34.8,34.7438,33.8,23.6,23.3253,36.9701,38.4333,23.2121,33.8,34.3667
2023-11-01,34.4,38.4,34.3,34.5184,33.8,22.8,22.7298,36.9374,38.4,23.034,33.8,34.3667
2023-12-01,34.4,38.4,34.4,34.4456,33.7,23.1,23.155,36.9052,38.4,23.07,33.7667,34.3667
2024-01-01,34.2,38.2,33.9,34.4033,33.6,22.8,22.929,36.8758,38.3333,22.9379,33.7,34.3333
2024-02-01,34.4,38.4,34.4,34.8939,33.8,22.9,22.9393,36.8517,38.3333,23.0078,33.7,34.3333
2024-03-01,34.4,38.2,34.3,34.5192,33.8,23.2,22.9714,36.8347,38.2667,22.9466,33.7333,34.3333
2024-04-01,34.2,38.3,34.7,34.8159,33.7,22.9,22.6843,36.8249,38.3,22.865,33.7667,34.3333
2024-05-01,34.3,38.2,34.6,34.5353,33.7,23.4,23.105,36.821,38.2333,22.9203,33.7333,34.3
2024-06-01,34.3,38.3,35.2,34.6269,33.8,22.6,22.8708,36.8214,38.2667,22.8867,33.7333,34.2667
2024-07-01,34.2,38.2,35.1,34.684,33.7,22.7,22.9263,36.8258,38.2333,22.9673,33.7333,34.2667
2024-08-01,34.3,38.3,35.1,34.7407,33.7,22.3,22.6038,36.8338,38.2667,22.8003,33.7333,34.2667
2024-09-01,34.3,38.3,34.8,34.6549,33.7,22.6,22.6379,36.844,38.2667,22.7227,33.7,34.2667
2024-10-01,34.2,38.2,34.4,34.3528,33.7,22.8,22.5114,36.8545,38.2667,22.5844,33.7,34.2667
2024-11-01,34.3,38.4,34.4,34.6309,33.7,23.2,23.1734,36.8633,38.3,22.7743,33.7,34.2667
2024-12-01,34.3,38.2,34.4,34.4651,33.7,22.4,22.5104,36.87,38.2667,22.7318,33.7,34.2667
2025-01-01,34.1,38.4,34.4,34.8856,33.6,22.8,22.8993,36.8754,38.3333,22.861,33.6667,34.2333
2025-02-01,34.2,38.2,34,34.4672,33.6,22.1,22.1354,36.8803,38.2667,22.5151,33.6333,34.2
2025-03-01,34.2,38.3,34.2,34.4394,33.7,22.9,22.6886,36.8845,38.3,22.5744,33.6333,34.1667
2025-04-01,34.3,38.4,34.4,34.5012,33.7,23.1,22.8803,36.8888,38.3,22.5681,33.6667,34.2333
2025-05-01,34.2,38.2,34.5,34.4523,33.6,23.5,23.1449,36.8935,38.3,22.9046,33.6667,34.2333
2025-06-01,34.2,38.2,35,34.4361,33.6,22.5,22.748,36.8999,38.2667,22.9244,33.6333,34.2333
2025-07-01,34.2,38.1,34.7,34.2955,33.7,22.3,22.5228,36.9077,38.1667,22.8052,33.6333,34.2
2025-08-01,34.2,38.2,34.8,34.419,33.7,22.1,22.4228,36.9169,38.1667,22.5646,33.6667,34.2
2025-09-01,34.2,38.3,34.7,34.557,33.7,23.2,23.2323,36.9274,38.2,22.726,33.7,34.2
2025-10-01,34.2,38.3,34.5,34.4562,33.7,22.9,22.6202,36.9393,38.2667,22.7584,33.7,34.2
2025-11-01,34.3,38.3,34.3,34.5248,33.8,22.6,22.5815,36.9516,38.3,22.8113,33.7333,34.2333
2025-12-01,34.2,38.3,34.6,34.6771,33.7,22.2,22.3546,36.9625,38.3,22.5188,33.7333,34.2333
2026-01-01,34.3,38.4,34.2,34.6593,33.8,22.6,22.6693,36.9714,38.3333,22.5351,33.7667,34.2667
2026-02-01,34.3,38.5,34.1,34.5566,33.8,22.5,22.5603,36.9775,38.4,22.528,33.7667,34.2667
2026-03-01,34.2,38.3,34.2,34.4576,33.8,22.6,22.4225,36.9812,38.4,22.5507,33.8,34.2667
2026-04-01,34.3,38.3,34.3,34.3996,33.8,22.8,22.554,36.9831,38.3667,22.5123,33.8,34.2667
2026-05-01,34.3,38.3,34.5,34.4657,33.8,22.9,22.5146,36.9845,38.3,22.497,33.8,34.2667
