name,Total,Age2554FT,FT,Age2554PT,PT
2020-04-01,39.3040927080705,42.4120847241556,42.2877338208734,35.6311151417399,33.2866097335724
2020-05-01,39.003145883067,42.3048664920624,42.2268480957773,34.6522175895372,31.8751359242573
2020-06-01,38.7497812801416,42.2668130765825,42.209955626667,32.430827969169,29.4660864003312
2020-07-01,38.7258369691451,42.3727749104348,42.2824442052115,32.0042026964832,28.9727625628027
2020-08-01,38.7695926819809,42.3510526669581,42.2902409923245,31.9921906591709,28.9843823362132
2020-09-01,38.7283882710071,42.8376603761546,42.7266568332202,35.2481028101044,32.6324331396922
2020-10-01,38.6827473255007,42.4341874090613,42.3278200368958,31.4790151000009,28.6232425059135
2020-11-01,38.7148162603926,42.3535843055045,42.2454500326275,31.7694800342912,28.8189704697263
2020-12-01,38.7308115677739,42.3100205383196,42.2008982474577,31.6458823726034,28.6952995939671
2021-01-01,38.8220986912819,42.3412710535463,42.2424076180619,31.2026119274244,28.4720559148617
2021-02-01,38.7054854424093,42.3331084862259,42.2167981520957,31.1646425349808,28.6048915598205
2021-03-01,38.6923624777884,42.2365417367101,42.189718467395,29.8702413172598,27.3912444218908
2021-04-01,38.813860056634,42.3433453303115,42.2116109255577,31.0187149596143,28.2428101068946
2021-05-01,38.6841191427704,42.3191346416717,42.1861777176005,31.4665249590149,28.4847825737466
2021-06-01,38.6072266199512,42.312622428621,42.2322499255308,30.860200044655,27.8649321125368
2021-07-01,38.7233132116633,42.347951119804,42.2191377655887,31.2249877701796,28.2854921192931
2021-08-01,38.663386957693,42.3133556105359,42.1857789411873,31.4727127299469,28.469500257729
2021-09-01,38.7520748560976,42.3440865836815,42.2407875084817,31.739616617858,28.665218968888
2021-10-01,38.7011875401579,42.354885869927,42.2258746557898,31.3956140127423,28.3893683965181
2021-11-01,38.7220447461066,42.3536481434354,42.2322582519281,31.6236684626206,28.4355006703333
2021-12-01,38.736851103926,42.3146489229699,42.2083565998271,31.2278393030296,28.1960207169511
2022-01-01,38.7400060420779,42.3010122533704,42.1845772060602,32.6300340205423,29.4157294467794
2022-02-01,38.747542894077,42.2786986675379,42.1898483885722,30.9337511982885,27.8116564804337
2022-03-01,38.7692018170249,42.3333590931256,42.2465949892756,30.5653976502688,27.5869620272005
2022-04-01,38.6967038399969,42.2987583485833,42.2216995123708,32.5622034803734,29.212512949785
2022-05-01,38.7423060011314,42.3387633160908,42.2562154516211,31.8065980093547,28.5377276231436
2022-06-01,38.6886894291974,42.2748672857072,42.1999893659866,31.751239558333,28.4608060014104
2022-07-01,38.6923407963935,42.2541111102404,42.1925289212731,31.733218169626,28.3913069860315
2022-08-01,38.6892546552974,42.2943839745302,42.219251033303,31.5142555325019,28.1648709398058
2022-09-01,38.6613381654901,42.2208467355867,42.1654233870165,31.5257559077566,28.2154784348791
2022-10-01,38.6981722643162,42.2621692761874,42.1688889085687,31.9117830704909,28.5532284469751
2022-11-01,38.6512608407773,42.2452758827597,42.1652236641766,32.020580007344,28.6668801946647
2022-12-01,38.5763266153568,42.1843837450521,42.1312417856469,31.6909201790167,28.3272710364668
2023-01-01,38.5570358159764,42.1537405269844,42.0997754488977,31.5915290831487,28.1401885404386
2023-02-01,38.5656502615155,42.1426629637075,42.0758326266275,31.3565477545082,27.961288265141
2023-03-01,38.5654929120222,42.1242845669224,42.0535856131217,31.543147969107,28.1751893353489
2023-04-01,38.6367580484511,42.146634376997,42.08708416931,31.6805778975649,28.2148524583215
2023-05-01,38.538788200988,42.1536787071564,42.0799769786199,31.2675813344184,27.8446780031349
2023-06-01,38.5344866596638,42.177101316459,42.0630282549725,31.418460916248,28.1257522960762
2023-07-01,38.47154607062,42.0956494519839,42.0275430799241,31.1000791541679,27.9018636166004
2023-08-01,38.4778949062829,42.0631473035164,42.0090357883897,31.3493439507891,28.0769286710395
2023-09-01,38.4395861605128,42.0807779152315,42.003159969566,31.3110752571485,27.9612346011487
