date,spx,ndq,dji
1996-02-12,661.45,1095.38,5600.2
1996-02-13,660.51,1087.22,5601.2
1996-02-14,655.58,1088.03,5579.6
1996-02-15,651.32,1090.54,5551.4
1996-02-16,647.98,1090.71,5503.3
1996-02-20,640.65,1083.24,5458.5
1996-02-21,648.1,1096.85,5516.0
1996-02-22,658.86,1117.11,5608.5
1996-02-23,659.08,1117.79,5630.5
1996-02-26,650.46,1113.05,5565.1
1996-02-27,647.24,1106.17,5549.2
1996-02-28,644.75,1107.55,5506.2
1996-02-29,640.43,1100.05,5485.6
1996-03-01,644.37,1086.08,5536.6
1996-03-04,650.81,1084.88,5600.2
1996-03-05,655.79,1096.81,5642.4
1996-03-06,652.0,1091.82,5629.8
1996-03-07,653.65,1093.12,5641.7
1996-03-08,633.5,1063.73,5470.5
1996-03-11,640.02,1080.5,5581.0
1996-03-12,637.09,1073.05,5583.9
1996-03-13,638.55,1088.64,5568.7
1996-03-14,640.87,1091.07,5586.1
1996-03-15,641.43,1099.59,5585.0
1996-03-18,652.65,1114.42,5683.6
1996-03-19,651.69,1112.5,5669.5
1996-03-20,649.98,1101.82,5655.4
1996-03-21,649.19,1099.79,5626.9
1996-03-22,650.62,1102.22,5636.6
1996-03-25,650.04,1087.09,5643.9
1996-03-26,652.97,1088.35,5670.6
1996-03-27,648.91,1093.88,5626.9
1996-03-28,648.94,1094.83,5630.9
1996-03-29,645.5,1101.4,5587.1
1996-04-01,653.73,1106.57,5637.7
1996-04-02,655.26,1111.29,5671.7
1996-04-03,655.88,1115.85,5689.7
1996-04-04,655.86,1118.21,5682.9
1996-04-08,644.24,1105.66,5594.4
1996-04-09,642.19,1109.15,5560.4
1996-04-10,633.5,1105.28,5486.0
1996-04-11,631.18,1097.14,5487.1
1996-04-12,636.71,1100.94,5532.6
1996-04-15,642.49,1110.44,5592.9
1996-04-16,645.0,1124.92,5620.0
1996-04-17,641.61,1120.87,5549.9
1996-04-18,643.61,1136.3,5551.7
1996-04-19,645.07,1138.7,5535.5
1996-04-22,647.89,1153.5,5564.7
1996-04-23,651.58,1166.76,5588.6
1996-04-24,650.17,1176.83,5553.9
1996-04-25,652.87,1184.17,5566.9
1996-04-26,653.46,1186.89,5568.0
1996-04-29,654.16,1188.2,5573.4
1996-04-30,654.17,1190.52,5569.1
1996-05-01,654.58,1199.66,5575.2
1996-05-02,643.38,1178.33,5498.3
1996-05-03,641.63,1184.6,5478.0
1996-05-06,640.81,1186.31,5464.3
1996-05-07,638.26,1182.67,5421.0
1996-05-08,644.77,1183.43,5474.1
1996-05-09,645.44,1187.82,5475.1
1996-05-10,652.09,1202.76,5518.1
1996-05-13,661.51,1221.87,5582.6
1996-05-14,665.6,1234.49,5624.7
1996-05-15,665.42,1233.56,5625.4
1996-05-16,664.85,1239.31,5635.1
1996-05-17,668.91,1241.88,5687.5
1996-05-20,673.15,1248.11,5748.8
1996-05-21,672.76,1244.42,5736.3
1996-05-22,678.42,1247.38,5778.0
1996-05-23,676.0,1248.65,5762.1
1996-05-24,678.51,1247.8,5762.9
1996-05-28,672.23,1236.3,5709.7
1996-05-29,667.93,1225.63,5673.8
1996-05-30,671.7,1233.48,5693.4
1996-05-31,669.12,1243.43,5643.2
1996-06-03,667.68,1238.73,5624.7
1996-06-04,672.56,1243.68,5665.7
1996-06-05,678.44,1249.15,5697.5
1996-06-06,673.03,1232.52,5667.2
1996-06-07,673.31,1229.76,5697.1
1996-06-10,672.16,1230.04,5687.9
1996-06-11,670.97,1230.76,5668.7
1996-06-12,669.04,1235.47,5668.3
1996-06-13,667.92,1225.65,5658.0
1996-06-14,665.85,1213.18,5649.5
1996-06-17,665.16,1207.64,5652.8
1996-06-18,662.06,1183.08,5628.0
1996-06-19,661.96,1179.27,5648.4
1996-06-20,662.1,1167.34,5659.4
1996-06-21,666.84,1175.44,5705.2
1996-06-24,668.85,1182.9,5717.8
1996-06-25,668.48,1172.58,5719.3
1996-06-26,664.39,1153.29,5682.7
1996-06-27,668.55,1166.01,5677.5
1996-06-28,670.63,1185.02,5654.6
1996-07-01,675.88,1197.45,5730.0
1996-07-02,673.61,1191.15,5720.4
1996-07-03,672.4,1181.6,5703.0
1996-07-05,657.44,1158.35,5588.1
1996-07-08,652.54,1148.82,5550.8
1996-07-09,654.75,1153.59,5581.9
1996-07-10,656.06,1141.19,5603.7
1996-07-11,645.67,1106.36,5520.5
1996-07-12,646.19,1103.49,5510.6
1996-07-15,629.8,1060.19,5349.5
1996-07-16,628.37,1053.47,5358.8
1996-07-17,634.07,1086.65,5376.9
1996-07-18,643.56,1109.82,5464.2
1996-07-19,638.73,1097.68,5426.8
1996-07-22,633.77,1081.39,5390.9
1996-07-23,626.87,1049.07,5346.6
1996-07-24,626.65,1042.37,5354.7
1996-07-25,631.17,1062.39,5422.0
1996-07-26,635.9,1079.44,5473.1
1996-07-29,630.91,1066.47,5434.6
1996-07-30,635.26,1071.95,5481.9
1996-07-31,639.95,1080.59,5528.9
1996-08-01,650.02,1098.85,5594.8
1996-08-02,662.49,1124.92,5679.8
1996-08-05,660.23,1120.53,5674.3
1996-08-06,662.38,1128.87,5696.1
1996-08-07,664.16,1141.11,5718.7
1996-08-08,662.59,1137.51,5713.5
1996-08-09,662.1,1137.27,5681.3
1996-08-12,665.77,1138.27,5705.0
1996-08-13,660.2,1126.15,5647.3
1996-08-14,662.05,1133.51,5666.9
1996-08-15,662.28,1134.69,5665.8
1996-08-16,665.21,1133.65,5689.5
1996-08-19,666.58,1130.91,5699.4
1996-08-20,665.69,1124.67,5721.3
1996-08-21,665.07,1126.84,5689.8
1996-08-22,670.68,1143.96,5733.5
1996-08-23,667.03,1143.05,5722.7
1996-08-26,663.88,1139.22,5693.9
1996-08-27,666.4,1149.02,5711.3
1996-08-28,664.81,1153.88,5712.4
1996-08-29,657.4,1145.03,5647.7
1996-08-30,651.99,1141.5,5616.2
1996-09-03,654.72,1142.29,5648.4
1996-09-04,655.61,1143.82,5656.9
1996-09-05,649.44,1125.66,5607.0
1996-09-06,655.68,1139.39,5659.9
1996-09-09,663.76,1148.71,5733.8
1996-09-10,663.81,1149.43,5727.2
1996-09-11,667.28,1153.95,5754.9
1996-09-12,671.15,1165.81,5771.9
1996-09-13,680.54,1188.67,5838.5
1996-09-16,683.98,1193.96,5889.2
1996-09-17,682.94,1203.31,5888.8
1996-09-18,681.47,1205.71,5877.4
1996-09-19,683.0,1212.09,5867.7
1996-09-20,687.03,1219.69,5888.5
1996-09-23,686.48,1211.47,5894.7
1996-09-24,685.61,1215.27,5874.0
1996-09-25,685.83,1224.66,5877.4
1996-09-26,685.86,1227.98,5868.9
1996-09-27,686.19,1230.05,5872.9
1996-09-30,687.33,1226.92,5882.2
1996-10-01,689.08,1221.51,5904.9
1996-10-02,694.01,1236.11,5934.0
1996-10-03,692.78,1233.09,5932.9
1996-10-04,701.46,1247.56,5992.9
1996-10-07,703.34,1250.87,5979.8
1996-10-08,700.64,1240.15,5966.8
1996-10-09,696.74,1237.98,5930.6
1996-10-10,694.61,1236.97,5921.7
1996-10-11,700.66,1248.27,5969.4
1996-10-14,703.54,1256.36,6010.0
1996-10-15,702.57,1258.1,6004.8
1996-10-16,704.41,1250.99,6020.8
1996-10-17,706.99,1241.96,6059.2
1996-10-18,710.82,1242.48,6094.2
1996-10-21,709.85,1236.41,6090.9
1996-10-22,706.57,1220.0,6061.8
1996-10-23,707.27,1227.88,6036.5
1996-10-24,702.29,1227.0,5992.5
1996-10-25,700.92,1222.6,6007.0
1996-10-28,697.26,1215.89,5972.7
1996-10-29,701.5,1203.05,6007.0
1996-10-30,700.9,1206.23,5993.2
1996-10-31,705.27,1221.51,6029.4
1996-11-01,703.77,1221.78,6021.9
1996-11-04,706.73,1220.48,6041.7
1996-11-05,714.14,1229.07,6081.2
1996-11-06,724.59,1245.49,6177.7
1996-11-07,727.65,1254.14,6206.0
1996-11-08,730.82,1257.51,6219.8
1996-11-11,731.87,1262.67,6255.6
1996-11-12,729.56,1256.53,6266.0
1996-11-13,731.13,1260.72,6274.2
1996-11-14,735.88,1270.36,6313.0
1996-11-15,737.62,1261.8,6348.0
1996-11-18,737.02,1254.57,6346.9
1996-11-19,742.16,1262.62,6397.6
1996-11-20,743.95,1264.94,6430.0
1996-11-21,742.75,1258.08,6418.5
1996-11-22,748.73,1274.36,6471.8
1996-11-25,757.03,1280.37,6547.8
1996-11-26,755.96,1281.2,6528.4
1996-11-27,755.0,1287.32,6499.3
1996-11-29,757.02,1292.61,6521.7
1996-12-02,756.56,1299.82,6521.7
1996-12-03,748.28,1300.37,6442.7
1996-12-04,745.1,1297.02,6422.9
1996-12-05,744.38,1300.12,6437.1
1996-12-06,739.6,1287.68,6381.9
1996-12-09,749.76,1316.27,6463.9
1996-12-10,747.54,1312.55,6473.3
1996-12-11,740.73,1309.12,6402.5
1996-12-12,729.3,1298.33,6303.7
1996-12-13,728.64,1284.91,6304.9
1996-12-16,720.98,1260.98,6268.4
1996-12-17,726.04,1266.32,6308.3
1996-12-18,731.54,1285.38,6346.8
1996-12-19,745.76,1295.86,6473.6
1996-12-20,748.87,1288.56,6484.4
1996-12-23,746.92,1279.52,6489.0
1996-12-24,751.03,1287.63,6522.9
1996-12-26,755.82,1294.57,6546.7
1996-12-27,756.79,1291.38,6560.9
1996-12-30,753.85,1287.75,6549.4
1996-12-31,740.74,1291.03,6448.3
1997-01-02,737.01,1280.7,6442.5
1997-01-03,748.03,1310.68,6544.1
1997-01-06,747.65,1316.4,6567.2
1997-01-07,753.23,1327.73,6600.7
1997-01-08,748.41,1320.35,6549.5
1997-01-09,754.85,1326.2,6625.7
1997-01-10,759.5,1332.02,6703.8
1997-01-13,759.51,1330.91,6709.2
1997-01-14,768.86,1346.36,6762.3
1997-01-15,767.2,1333.53,6726.9
1997-01-16,769.75,1340.46,6765.4
1997-01-17,776.17,1349.05,6833.1
1997-01-20,776.7,1364.28,6843.9
1997-01-21,782.72,1376.97,6883.9
1997-01-22,786.23,1388.06,6850.0
1997-01-23,777.56,1378.37,6755.8
1997-01-24,770.52,1363.83,6696.5
1997-01-27,765.02,1352.81,6660.7
1997-01-28,765.02,1354.37,6656.1
1997-01-29,772.5,1355.17,6740.7
1997-01-30,784.17,1371.02,6823.9
1997-01-31,786.16,1379.85,6813.1
1997-02-03,786.73,1376.05,6806.2
1997-02-04,789.26,1373.75,6833.5
1997-02-05,778.28,1348.44,6746.9
1997-02-06,780.15,1346.4,6773.1
1997-02-07,789.56,1357.71,6855.8
1997-02-10,785.43,1335.34,6806.5
1997-02-11,789.59,1331.51,6858.1
1997-02-12,802.77,1358.96,6961.6
1997-02-13,811.82,1370.81,7022.4
1997-02-14,808.48,1367.19,6989.0
1997-02-18,816.29,1365.79,7067.5
1997-02-19,812.49,1365.58,7020.1
1997-02-20,802.8,1347.4,6927.4
1997-02-21,801.77,1334.32,6931.6
1997-02-24,810.28,1345.08,7008.2
1997-02-25,812.03,1347.69,7037.8
1997-02-26,805.68,1340.55,6983.2
1997-02-27,795.07,1312.66,6925.1
1997-02-28,790.82,1309.0,6877.7
1997-03-03,795.31,1311.18,6918.9
1997-03-04,790.95,1317.37,6852.7
1997-03-05,801.99,1329.09,6945.9
1997-03-06,798.56,1315.43,6944.7
1997-03-07,804.97,1311.8,7000.9
1997-03-10,813.65,1322.72,7079.4
1997-03-11,811.34,1316.76,7085.2
1997-03-12,804.26,1304.13,7039.4
1997-03-13,789.56,1293.28,6878.9
1997-03-14,793.17,1292.97,6935.5
1997-03-17,795.71,1279.43,6955.5
1997-03-18,789.66,1269.34,6896.6
1997-03-19,785.77,1249.29,6877.7
1997-03-20,782.65,1259.26,6820.3
1997-03-21,784.1,1254.07,6804.8
1997-03-24,790.89,1242.64,6905.3
1997-03-25,789.07,1248.06,6876.2
1997-03-26,790.5,1269.08,6880.7
1997-03-27,773.88,1249.51,6740.6
1997-03-31,757.12,1221.7,6583.5
1997-04-01,759.64,1216.93,6611.1
1997-04-02,750.11,1201.0,6517.0
1997-04-03,750.32,1213.76,6477.4
1997-04-04,757.9,1236.73,6526.1
1997-04-07,762.13,1251.35,6555.9
1997-04-08,766.12,1257.37,6609.2
1997-04-09,760.6,1249.43,6563.8
1997-04-10,758.34,1235.77,6540.1
1997-04-11,737.65,1206.9,6391.7
1997-04-14,743.73,1216.41,6451.9
1997-04-15,754.72,1212.88,6587.2
1997-04-16,763.53,1210.27,6679.9
1997-04-17,761.77,1217.07,6658.6
1997-04-18,766.34,1222.57,6703.6
1997-04-21,760.37,1203.95,6660.2
1997-04-22,774.61,1212.74,6833.6
1997-04-23,773.64,1227.14,6812.7
1997-04-24,771.18,1228.1,6792.3
1997-04-25,765.37,1209.29,6738.9
1997-04-28,772.96,1217.03,6783.0
1997-04-29,794.05,1242.63,6962.0
1997-04-30,801.34,1260.76,7009.0
1997-05-01,798.53,1270.5,6976.5
1997-05-02,812.97,1305.33,7071.2
1997-05-05,830.29,1339.24,7213.7
1997-05-06,827.76,1328.3,7225.3
1997-05-07,815.62,1322.91,7085.7
1997-05-08,820.26,1330.83,7136.6
1997-05-09,824.78,1335.05,7169.5
1997-05-12,837.66,1344.19,7292.8
1997-05-13,833.13,1333.59,7274.2
1997-05-14,836.04,1335.55,7286.2
1997-05-15,841.88,1353.58,7333.6
1997-05-16,829.75,1340.73,7194.7
1997-05-19,833.27,1341.24,7228.9
1997-05-20,841.66,1363.88,7303.5
1997-05-21,839.35,1373.75,7290.7
1997-05-22,835.66,1372.6,7258.1
1997-05-23,847.03,1389.72,7345.9
1997-05-27,849.71,1409.21,7383.4
1997-05-28,847.21,1410.18,7357.2
1997-05-29,844.08,1403.04,7330.2
1997-05-30,848.28,1400.32,7331.0
1997-06-02,846.36,1404.79,7289.4
1997-06-03,845.48,1384.91,7312.2
1997-06-04,840.11,1379.67,7269.7
1997-06-05,843.43,1390.05,7305.3
1997-06-06,858.01,1404.84,7435.8
1997-06-09,862.91,1412.04,7478.5
1997-06-10,865.27,1401.69,7539.3
1997-06-11,869.57,1407.85,7575.8
1997-06-12,883.46,1411.32,7711.5
1997-06-13,893.27,1423.03,7782.0
1997-06-16,893.9,1431.95,7772.1
1997-06-17,894.42,1443.11,7760.8
1997-06-18,889.06,1432.43,7718.7
1997-06-19,897.99,1447.14,7777.1
1997-06-20,898.7,1447.1,7796.5
1997-06-23,878.62,1434.32,7604.3
1997-06-24,896.34,1452.43,7758.1
1997-06-25,888.99,1446.24,7690.0
1997-06-26,883.68,1436.38,7654.3
1997-06-27,887.3,1438.15,7687.7
1997-06-30,885.14,1442.07,7672.8
1997-07-01,891.03,1438.25,7722.3
1997-07-02,904.03,1455.61,7795.4
1997-07-03,916.92,1467.61,7895.8
1997-07-07,912.2,1470.74,7858.5
1997-07-08,918.75,1485.1,7962.3
1997-07-09,907.54,1486.63,7842.4
1997-07-10,913.78,1490.93,7886.8
1997-07-11,916.68,1502.62,7921.8
1997-07-14,918.38,1523.88,7923.0
1997-07-15,925.76,1542.11,7975.7
1997-07-16,936.59,1580.63,8038.9
1997-07-17,931.61,1568.85,8020.8
1997-07-18,915.3,1547.99,7890.5
1997-07-21,912.94,1536.23,7906.7
1997-07-22,933.98,1563.86,8061.7
1997-07-23,936.56,1567.65,8088.4
1997-07-24,940.3,1569.13,8116.9
1997-07-25,938.79,1569.58,8113.4
1997-07-28,936.45,1563.53,8121.1
1997-07-29,942.29,1572.32,8174.5
1997-07-30,952.29,1588.05,8254.9
1997-07-31,954.31,1593.81,8222.6
1997-08-01,947.14,1594.33,8194.0
1997-08-04,950.3,1605.45,8198.5
1997-08-05,952.37,1621.53,8187.5
1997-08-06,960.32,1630.44,8259.3
1997-08-07,951.19,1624.18,8188.0
1997-08-08,933.54,1598.52,8031.2
1997-08-11,937.0,1586.74,8062.1
1997-08-12,926.53,1576.24,7960.8
1997-08-13,922.02,1583.4,7928.3
1997-08-14,924.77,1586.69,7942.0
1997-08-15,900.81,1562.03,7694.7
1997-08-18,912.49,1569.52,7803.4
1997-08-19,926.01,1600.71,7918.1
1997-08-20,939.35,1628.7,8021.2
1997-08-21,925.05,1607.36,7894.0
1997-08-22,923.54,1598.69,7887.9
1997-08-25,920.16,1601.57,7859.6
1997-08-26,913.02,1591.3,7782.2
1997-08-27,913.7,1595.54,7787.3
1997-08-28,903.67,1581.32,7694.4
1997-08-29,899.47,1587.32,7622.4
1997-09-02,927.58,1618.09,7879.8
1997-09-03,927.86,1618.24,7894.6
1997-09-04,930.87,1624.63,7867.2
1997-09-05,929.05,1635.77,7822.4
1997-09-08,931.2,1645.35,7835.2
1997-09-09,933.62,1656.22,7851.9
1997-09-10,919.03,1639.25,7719.3
1997-09-11,912.59,1639.86,7661.0
1997-09-12,923.91,1649.33,7743.0
1997-09-15,919.77,1634.92,7721.1
1997-09-16,945.64,1668.6,7895.9
1997-09-17,943.0,1666.47,7886.4
1997-09-18,947.29,1670.02,7922.7
1997-09-19,950.51,1680.36,7917.3
1997-09-22,955.43,1689.45,7996.8
1997-09-23,951.93,1697.36,7970.1
1997-09-24,944.48,1687.41,7906.7
1997-09-25,937.91,1678.89,7848.0
1997-09-26,945.22,1682.24,7922.2
1997-09-29,953.34,1694.98,7991.4
1997-09-30,947.28,1685.69,7945.3
1997-10-01,955.41,1690.3,8015.5
1997-10-02,960.46,1702.41,8027.5
1997-10-03,965.03,1715.87,8038.6
1997-10-06,972.69,1721.91,8100.2
1997-10-07,983.12,1737.27,8178.3
1997-10-08,973.84,1741.77,8095.1
1997-10-09,970.62,1745.85,8061.4
1997-10-10,966.98,1739.03,8045.2
1997-10-13,968.1,1742.12,8072.2
1997-10-14,970.28,1732.79,8096.3
1997-10-15,965.72,1723.37,8058.0
1997-10-16,955.25,1699.66,7938.9
1997-10-17,944.16,1666.85,7847.0
1997-10-20,955.61,1685.45,7921.4
1997-10-21,972.28,1712.54,8060.4
1997-10-22,968.49,1708.08,8034.7
1997-10-23,950.69,1671.25,7847.8
1997-10-24,941.64,1650.92,7715.4
1997-10-27,876.99,1532.75,7161.2
1997-10-28,921.85,1603.02,7498.3
1997-10-29,919.16,1602.75,7506.7
1997-10-30,903.68,1570.41,7381.7
1997-10-31,914.62,1593.61,7442.1
1997-11-03,938.99,1629.98,7674.4
1997-11-04,940.76,1631.15,7689.1
1997-11-05,942.76,1637.33,7692.6
1997-11-06,938.03,1623.44,7683.2
1997-11-07,927.51,1602.4,7581.3
1997-11-10,921.13,1590.72,7552.6
1997-11-11,923.78,1584.86,7558.7
1997-11-12,905.96,1541.71,7401.3
1997-11-13,916.66,1559.25,7487.8
1997-11-14,928.35,1583.51,7572.5
1997-11-17,946.2,1614.11,7698.2
1997-11-18,938.23,1600.44,7650.8
1997-11-19,944.59,1601.22,7724.7
1997-11-20,958.98,1626.56,7826.6
1997-11-21,963.09,1620.75,7881.1
1997-11-24,946.67,1586.99,7767.9
1997-11-25,950.82,1589.04,7809.0
1997-11-26,951.64,1594.5,7794.8
1997-11-28,955.4,1600.55,7823.1
1997-12-01,974.77,1630.72,8013.1
1997-12-02,971.68,1606.37,8018.8
1997-12-03,976.77,1615.13,8032.0
1997-12-04,973.1,1613.42,8050.2
1997-12-05,983.79,1633.9,8149.1
1997-12-08,982.37,1651.54,8110.8
1997-12-09,975.78,1620.55,8049.7
1997-12-10,969.79,1596.61,7978.8
1997-12-11,954.94,1558.54,7849.0
1997-12-12,953.39,1536.58,7838.3
1997-12-15,963.39,1536.56,7922.6
1997-12-16,968.04,1553.0,7976.3
1997-12-17,965.54,1547.37,7957.4
1997-12-18,955.3,1523.19,7846.5
1997-12-19,946.78,1524.74,7756.3
1997-12-22,953.7,1532.06,7819.3
1997-12-23,939.13,1509.91,7691.8
1997-12-24,932.7,1499.53,7660.1
1997-12-26,936.46,1511.38,7679.3
1997-12-29,953.35,1537.45,7792.4
1997-12-30,970.84,1565.03,7916.0
1997-12-31,970.43,1570.35,7908.3
1998-01-02,975.04,1581.53,7965.0
1998-01-05,977.07,1594.12,7979.0
1998-01-06,966.58,1580.14,7906.3
1998-01-07,964.0,1561.7,7902.3
1998-01-08,956.05,1555.54,7802.6
1998-01-09,927.69,1503.22,7580.4
1998-01-12,939.21,1507.58,7647.2
1998-01-13,952.12,1541.63,7732.1
1998-01-14,957.94,1548.76,7784.7
1998-01-15,950.73,1547.06,7691.8
1998-01-16,961.51,1562.88,7753.6
1998-01-20,978.6,1590.14,7873.1
1998-01-21,970.81,1587.92,7794.4
1998-01-22,963.04,1576.51,7730.9
1998-01-23,957.59,1575.93,7700.7
1998-01-26,956.95,1561.46,7712.9
1998-01-27,969.02,1578.9,7815.1
1998-01-28,977.46,1610.82,7915.5
1998-01-29,985.49,1619.49,7973.0
1998-01-30,980.28,1619.36,7906.5
1998-02-02,1001.27,1652.89,8107.8
1998-02-03,1006.0,1666.34,8160.4
1998-02-04,1006.9,1680.44,8129.7
1998-02-05,1003.54,1676.9,8117.3
1998-02-06,1012.46,1694.35,8189.5
1998-02-09,1010.74,1690.43,8180.5
1998-02-10,1019.01,1709.04,8295.6
1998-02-11,1020.01,1708.55,8314.6
1998-02-12,1024.14,1714.34,8369.6
1998-02-13,1020.09,1710.42,8370.1
1998-02-17,1022.76,1703.43,8398.5
1998-02-18,1032.08,1715.73,8451.1
1998-02-19,1028.28,1727.01,8375.6
1998-02-20,1034.21,1728.13,8413.9
1998-02-23,1038.14,1751.76,8410.2
1998-02-24,1030.56,1738.71,8370.1
1998-02-25,1042.9,1766.48,8457.8
1998-02-26,1048.67,1777.11,8490.7
1998-02-27,1049.34,1770.51,8545.7
1998-03-02,1047.7,1758.54,8550.5
1998-03-03,1052.02,1757.14,8584.8
1998-03-04,1047.33,1759.7,8539.2
1998-03-05,1035.05,1711.92,8444.3
1998-03-06,1055.69,1753.49,8569.4
1998-03-09,1052.31,1725.16,8567.1
1998-03-10,1064.25,1748.51,8643.1
1998-03-11,1068.47,1756.85,8675.8
1998-03-12,1069.92,1764.06,8659.6
1998-03-13,1068.61,1771.66,8602.5
1998-03-16,1079.27,1788.18,8718.9
1998-03-17,1080.45,1779.3,8750.0
1998-03-18,1085.52,1788.28,8775.4
1998-03-19,1089.74,1799.98,8803.1
1998-03-20,1099.16,1789.16,8906.4
1998-03-23,1095.55,1792.51,8816.3
1998-03-24,1105.65,1812.44,8904.4
1998-03-25,1101.93,1824.51,8872.8
1998-03-26,1100.8,1828.54,8846.9
1998-03-27,1095.44,1823.62,8796.1
1998-03-30,1093.6,1818.7,8782.1
1998-03-31,1101.75,1835.68,8799.8
1998-04-01,1108.15,1847.66,8868.3
1998-04-02,1120.01,1852.96,8986.6
1998-04-03,1122.7,1855.4,8983.4
1998-04-06,1121.38,1829.14,9033.2
1998-04-07,1109.55,1798.71,8956.5
1998-04-08,1101.65,1807.01,8891.5
1998-04-09,1110.67,1820.24,8994.9
1998-04-13,1109.69,1824.95,9012.3
1998-04-14,1115.75,1843.03,9110.2
1998-04-15,1119.32,1863.26,9162.3
1998-04-16,1108.17,1858.24,9076.6
1998-04-17,1122.72,1866.6,9167.5
1998-04-20,1123.65,1887.14,9141.8
1998-04-21,1126.67,1903.87,9184.9
1998-04-22,1130.54,1917.61,9176.7
1998-04-23,1119.58,1881.39,9143.3
1998-04-24,1107.9,1868.96,9064.6
1998-04-27,1086.54,1820.31,8917.6
1998-04-28,1085.11,1831.77,8899.0
1998-04-29,1094.62,1851.64,8951.5
1998-04-30,1111.75,1868.41,9063.4
1998-05-01,1121.0,1873.44,9147.1
1998-05-04,1122.07,1878.86,9192.7
1998-05-05,1115.5,1864.91,9147.6
1998-05-06,1104.92,1856.68,9054.7
1998-05-07,1095.14,1835.14,8976.7
1998-05-08,1108.14,1864.37,9055.2
1998-05-11,1106.64,1848.07,9091.5
1998-05-12,1115.79,1860.16,9161.8
1998-05-13,1118.86,1866.18,9211.8
1998-05-14,1117.37,1865.36,9172.2
1998-05-15,1108.73,1846.77,9096.0
1998-05-18,1105.82,1831.62,9050.9
1998-05-19,1109.52,1845.87,9054.7
1998-05-20,1119.06,1831.75,9171.5
1998-05-21,1114.64,1820.99,9132.4
1998-05-22,1110.47,1805.0,9114.4
1998-05-26,1094.02,1778.09,8963.7
1998-05-27,1092.23,1781.1,8936.6
1998-05-28,1097.6,1794.62,8970.2
1998-05-29,1090.82,1778.87,8900.0
1998-06-01,1090.98,1746.82,8922.4
1998-06-02,1093.22,1761.79,8891.2
1998-06-03,1082.73,1742.31,8803.8
1998-06-04,1094.83,1769.95,8870.6
1998-06-05,1113.86,1782.92,9037.7
1998-06-08,1115.72,1787.77,9069.6
1998-06-09,1118.41,1800.76,9049.9
1998-06-10,1112.28,1773.25,8971.7
1998-06-11,1094.58,1749.75,8811.8
1998-06-12,1098.84,1745.05,8834.9
1998-06-15,1077.01,1715.75,8627.9
1998-06-16,1087.59,1753.12,8665.3
1998-06-17,1107.11,1776.4,8829.5
1998-06-18,1106.37,1772.7,8813.0
1998-06-19,1100.65,1781.29,8712.9
1998-06-22,1103.21,1805.82,8711.1
1998-06-23,1119.49,1844.57,8828.5
1998-06-24,1132.88,1877.76,8923.9
1998-06-25,1129.28,1863.25,8935.6
1998-06-26,1133.2,1869.53,8944.5
1998-06-29,1138.49,1891.08,8997.4
1998-06-30,1133.84,1894.74,8952.0
1998-07-01,1148.56,1914.46,9048.7
1998-07-02,1146.42,1894.0,9025.3
1998-07-06,1157.33,1909.47,9091.8
1998-07-07,1154.66,1908.11,9085.0
1998-07-08,1166.38,1935.39,9175.0
1998-07-09,1158.56,1939.82,9089.8
1998-07-10,1164.33,1943.04,9105.7
1998-07-13,1165.19,1965.53,9096.2
1998-07-14,1177.58,1968.41,9245.5
1998-07-15,1174.81,1994.54,9234.5
1998-07-16,1183.99,2000.56,9328.2
1998-07-17,1186.75,2008.76,9338.0
1998-07-20,1184.1,2014.25,9295.8
1998-07-21,1165.07,1979.14,9190.2
1998-07-22,1164.08,1969.75,9128.9
1998-07-23,1139.75,1935.22,8933.0
1998-07-24,1140.8,1930.99,8937.4
1998-07-27,1147.27,1933.26,9028.2
1998-07-28,1130.24,1896.53,8934.8
1998-07-29,1125.21,1881.49,8915.0
1998-07-30,1142.95,1919.58,9027.0
1998-07-31,1120.67,1872.39,8883.3
1998-08-03,1112.44,1851.1,8786.7
1998-08-04,1072.12,1785.64,8487.3
1998-08-05,1081.43,1788.2,8546.8
1998-08-06,1089.63,1829.51,8577.7
1998-08-07,1089.45,1846.77,8598.0
1998-08-10,1083.14,1839.21,8574.9
1998-08-11,1068.98,1792.7,8462.9
1998-08-12,1084.22,1825.53,8553.0
1998-08-13,1074.91,1802.54,8459.5
1998-08-14,1062.75,1790.19,8425.0
1998-08-17,1083.67,1818.04,8574.9
1998-08-18,1101.2,1855.12,8714.7
1998-08-19,1098.06,1842.69,8693.3
1998-08-20,1091.6,1832.45,8611.4
1998-08-21,1081.24,1797.61,8533.7
1998-08-24,1088.14,1790.82,8566.6
1998-08-25,1092.85,1798.17,8602.7
1998-08-26,1084.19,1768.13,8523.4
1998-08-27,1042.59,1686.41,8166.0
1998-08-28,1027.14,1639.68,8051.7
1998-08-31,957.28,1499.25,7539.1
1998-09-01,994.26,1575.09,7827.4
1998-09-02,990.48,1592.85,7782.4
1998-09-03,982.26,1571.86,7682.2
1998-09-04,973.89,1566.52,7640.3
1998-09-08,1023.46,1660.86,8020.8
1998-09-09,1006.2,1624.55,7865.0
1998-09-10,980.19,1585.33,7615.5
1998-09-11,1009.06,1641.64,7795.5
1998-09-14,1029.72,1665.69,7945.4
1998-09-15,1037.68,1678.11,8024.4
1998-09-16,1045.48,1689.91,8089.8
1998-09-17,1018.87,1646.25,7873.8
1998-09-18,1020.09,1663.77,7895.7
