date,NFP,BEA
2017-01-01,3.9795248577800146,3.503448522328001
2017-02-01,4.155609131863303,3.9551929910333516
2017-03-01,3.8769578654605175,3.8884373655315496
2017-04-01,3.760768597930886,4.121893678863153
2017-05-01,3.931624724830929,4.3847566760433
2017-06-01,3.9493971412548623,4.536958960828552
2017-07-01,3.864466942894129,4.551387577953725
2017-08-01,3.9508955177969263,4.8484643910174485
2017-09-01,3.9337395322867286,4.997323517337748
2017-10-01,3.637181015504787,5.133483815613871
2017-11-01,3.9147095964291223,5.574200702858478
2017-12-01,4.02484440635098,5.6089973890185
2018-01-01,4.033522461002126,5.558186563627054
2018-02-01,4.2096404685996625,5.358360877451562
2018-03-01,4.412273367723718,5.484578468911239
2018-04-01,4.270128042732946,5.360046152529985
2018-05-01,4.461512609842666,5.3747221409280455
2018-06-01,4.508443722523192,5.376634856948748
2018-07-01,4.380371058189492,5.448366318311626
2018-08-01,4.656941749537391,5.6269988645198055
2018-09-01,4.590124180857313,5.090494097497067
2018-10-01,4.846227105095657,4.526517491316473
2018-11-01,5.039008317400939,4.045256486832183
2018-12-01,5.195828599054875,4.2511594143248566
2019-01-01,5.136442981511324,4.703690838666796
2019-02-01,4.955227890995606,5.076102813148253
2019-03-01,4.9627232748792105,5.419473050297752
2019-04-01,4.871567098351126,4.946863623854214
2019-05-01,4.811003066734032,4.530058738925291
2019-06-01,4.676208120423819,4.25563212085891
2019-07-01,4.927502899087477,3.6955132086050835
2019-08-01,4.9779899007909245,3.7040865737251183
2019-09-01,4.947961238406839,3.8000718247274357
2019-10-01,5.00502267666072,4.439207739207873
2019-11-01,4.9746313479204884,4.819138257592814
2019-12-01,4.494074986696872,4.340308007708016
2020-01-01,4.755773080938797,4.806437504348793
2020-02-01,5.024526192684964,5.258683347654292
2020-03-01,4.214461611355014,1.923951865834339
2020-04-01,-5.603818353182843,-5.623452750879288
2020-05-01,-4.943309099093951,-2.7018679724274297
2020-06-01,-3.033553510641285,-0.5279961051825155
2020-07-01,-2.8234825763919007,0.40218871029518155
2020-08-01,-1.8231883439737695,0.9373563465489676
2020-09-01,-1.5312188801998587,1.4893252479068808
2020-10-01,-1.2701984469370213,2.586666516813718
2020-11-01,-1.2069916680825026,3.0580151463013294
2020-12-01,-0.509081556281199,3.497127197394767
2021-01-01,-0.7826454953262401,2.17550357201044
2021-02-01,-0.7356577923491647,0.8147437408212221
2021-03-01,0.3213149419935668,4.098991076664227
2021-04-01,12.334463811787,13.99281788258091
2021-05-01,11.733743697750842,11.762473087838664
2021-06-01,10.018375484068764,10.07792899293527
2021-07-01,10.549627973036891,10.099213644401651
2021-08-01,9.850680473566742,9.452674375866078
2021-09-01,10.206518977691337,9.45786911254407
2021-10-01,10.649103245194325,8.973754796440137
2021-11-01,10.995287632837325,8.85756731011449
2021-12-01,11.328521390014036,9.028976790629862
2022-01-01,11.729464040512404,9.187770005856155
2022-02-01,12.069898339930463,10.393750232424527
2022-03-01,11.938705941091321,10.305341017309289
2022-04-01,11.779381508081531,9.08397855730454
2022-05-01,11.445531410021692,8.417105734920561
2022-06-01,11.159193696267744,7.863982844053896
2022-07-01,10.820426465474476,8.283080695532451
2022-08-01,10.403273060682029,8.580209582963082
2022-09-01,9.917130106013605,8.535708156328559
2022-10-01,9.382433752300102,6.94392652158089
2022-11-01,9.107809806283207,5.918148462966699
2022-12-01,8.472800749982202,5.1779946840385005
2023-01-01,8.562600311533108,5.877103955032026
2023-02-01,8.225907185691316,5.362374968564798
2023-03-01,7.84090235821695,5.186395010819056
2023-04-01,7.502154780711234,5.467113185205741
2023-05-01,7.474457617624397,5.605498690864219
2023-06-01,7.155271690625664,5.745858716320673
2023-07-01,6.902261407916033,
